city,state_abbr,elec_score,gas_score,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg
Abbeville,LA,22738.73837,36118.0366,315,3668,35874,585,73920,57242436,8873594
Abbot,ME,2288.799802,4329.585529,5,23,190,0,0,206707,0
Abbotsford,WI,18603.70296,26444.40527,61,592,5968,108,16440,6460008,1973481
Abbott,PA,297.68077,651.6389253,6,25,274,5,683,527464,81991
Abbott,TX,531.1820578,928.2673364,1,7,85,1,116,113766,13929
Abbottstown,PA,550.3237708,766.7134151,19,83,861,86,10969,1659700,1316795
Abbyville,KS,255.8195159,225.9631902,2,27,265,3,466,477452,55927
Abercrombie,MN,249.0717221,672.245875,16,127,1307,0,9,1414897,1081
Abercrombie,ND,498.1434441,1344.49175,16,127,1307,0,9,1414897,1081
Aberdeen,ID,2879.328782,3731.124617,47,245,3164,146,20693,3902778,2484084
Aberdeen,KY,2885.667942,4136.983455,39,319,3317,58,7830,5654435,939899
Aberdeen,MD,110365.3705,174916.347,297,10070,94676,1605,189553,182454006,22754393
Aberdeen,MS,21390.3272,50693.34645,143,4049,38390,119,16486,64354095,1978975
Aberdeen,NJ,235701.4242,389977.6421,266,4223,36092,1170,117135,69555106,14061141
Aberdeen,OH,5771.335884,8273.96691,39,319,3317,58,7830,5654435,939899
Aberdeen,SD,93110.37704,167591.2022,455,11062,111733,123,21150,120936234,2538875
Aberdeen,WA,149108.7466,305922.484,308,6835,74085,1018,116450,91377473,13978929
Abernathy,TX,5991.432617,7488.17451,71,583,6947,108,16265,14740967,1952553
Abilene,KS,29149.60074,64386.32551,195,3393,34169,584,79795,61531686,9578790
Abilene,TX,887272.676,1692523.539,1718,38003,452948,2858,428602,606497396,51450556
Abingdon,IL,5663.890851,9738.330568,66,577,6491,0,0,6631549,0
Abington,MA,170628.2951,281452.1512,318,6639,44852,1384,153558,48676337,18433499
Abington,PA,1449360.119,3112800.654,1200,10424,102675,3761,453200,197867963,54403371
Abita Springs,LA,13582.70973,19165.36499,49,850,9686,74,9333,15455230,1120401
Abrams,WI,108.8773039,221.5194427,11,95,1022,26,3989,1334366,478825
Absecon,NJ,97320.41016,186206.6527,152,2193,15320,0,9,29522769,1043
Accident,MD,1702.771591,3199.225043,18,87,847,30,3510,1443692,421347
Acequia,ID,313.626031,794.4648392,5,25,325,14,1917,400645,230134
Achille,OK,72.85249743,159.8510041,3,25,325,4,572,688831,68660
Ackerman,MS,12471.02049,35771.53416,29,347,2725,28,3834,4567854,460263
Ackley,IA,4098.071999,6704.639299,56,254,2783,86,14261,3012508,1711875
Acton,MA,477877.553,808688.7462,435,8058,49984,3076,349120,54245941,41909327
Acton,ME,9536.417118,15635.2948,35,223,1865,40,3807,2024037,456965
Acton,NH,5721.850271,9381.176879,35,223,1865,40,3807,2024037,456965
Acushnet,MA,95445.08732,172757.2605,163,1566,9506,518,66727,10316630,8010036
Acworth,NH,677.391397,1212.266615,6,58,402,0,0,436333,0
Ada,MN,14772.15671,40480.8901,53,733,7381,0,5,7988601,549
Ada,OH,6209.221552,10039.58235,74,594,5869,87,15845,10006792,1902018
Ada,OK,262701.6512,575514.2563,361,5518,72550,231,33615,153940795,4035261
Adair,IA,2072.196721,3092.692203,29,126,1382,67,11114,1495418,1334166
Adair,OK,906.9795073,1274.917941,11,122,1608,0,0,3412069,0
Adair Village,OR,550.892296,1459.215692,6,118,1285,10,1054,1585439,126553
Adairville,KY,2024.411997,1990.712164,28,407,3434,28,3958,5755752,475169
Adams,MA,43123.65814,68317.15992,160,4255,28732,825,92321,31181355,11082454
Adams,MN,2013.886376,2867.447263,23,321,3406,0,0,3686416,0
Adams,ND,725.7033867,839.5932541,6,79,1010,5,965,1093545,115798
Adams,NE,2374.812265,3840.979379,5,5,47,4,684,51078,82109
Adams,NY,45056.12121,70929.88975,82,1530,14555,194,38572,26206763,4630284
Adams,PA,30933.26599,54891.4348,239,2021,22143,0,0,39040076,6
Adams,WI,13308.90424,21226.48689,63,513,4546,151,22211,5933388,2666261
Adamstown,PA,7029.689213,10425.4557,21,475,5554,91,11150,10702624,1338443
Adamsville,TN,12166.29245,20121.23633,92,984,7890,0,25,13225297,2966
Addieville,IL,818.6689486,872.3379905,7,87,981,0,0,1002571,0
Addis,LA,4406.560276,6319.626629,27,153,1438,0,0,2294412,18
Addison,IL,858397.5025,1203234.016,525,8063,92352,2343,388530,157450112,46640152
Addison,MD,4819.502812,7537.184763,19,107,1069,55,7024,2060859,843141
Addison,ME,6510.850216,8870.881083,12,340,2702,0,0,2932405,0
Addison,MI,397.7291398,387.8963227,38,324,2741,66,10137,3577666,1216891
Addison,NY,10571.19801,13590.13741,60,460,4321,126,18018,7779760,2162948
Addison,PA,3410.707562,5283.207538,24,138,1375,71,9033,2650471,1084364
Addison,TX,439835.0254,682840.2072,265,20601,245534,1129,169299,328770226,20323105
Addison,VT,13347.64581,23527.57316,32,251,1752,0,0,1901758,0
Addyston,KY,664.3068937,1434.577906,11,117,1343,42,5652,2289870,678431
Addyston,OH,1992.920681,4303.733717,11,117,1343,42,5652,2289870,678431
Adel,IA,10816.26304,19005.30269,101,767,8401,293,49844,9092621,5983374
Adelanto,CA,42902.30931,69777.26397,109,1319,10249,355,32546,13723503,3906906
Adell,WI,1377.615661,2319.036548,11,77,668,21,3063,1138385,367649
Adena,OH,2548.954663,5531.250224,14,94,928,4,662,1581341,79463
Admire,KS,36.02480646,61.66843856,2,10,96,0,0,172429,30
Adrian,MI,51149.31963,105033.2038,442,9806,82882,1714,262668,108180449,31531413
Adrian,MN,3767.754015,6281.107607,31,513,5957,63,10945,6448131,1313889
Adrian,TX,451.8812936,738.7193549,2,21,247,2,284,523972,34062
Advance,IN,311.633289,559.4023554,1,67,713,3,355,1215158,42638
Afton,IA,1899.725208,3578.574113,20,70,763,30,4726,826308,567286
Afton,MN,41486.45497,78225.98646,47,373,3762,238,39562,4071524,4749128
Afton,NY,31458.52144,51309.89947,66,342,3211,0,0,5781582,0
Afton,OK,720.4520434,1275.707385,16,120,1574,7,1049,3340192,125864
Afton,WI,13828.81832,26075.32882,47,373,3762,238,39562,4071524,4749128
Afton,WY,19165.10341,48463.06116,74,670,10954,345,37188,13510895,4464163
Agar,SD,514.6285936,1029.182531,2,17,210,2,421,227047,50592
Agawam Town,CT,108447.6664,184756.5751,490,7069,46502,1310,152994,50466800,18365777
Agawam Town,MA,325342.9992,554269.7254,490,7069,46502,1310,152994,50466800,18365777
Agency,IA,1060.60358,1848.080593,18,69,753,27,4430,815099,531762
Agoura Hills,CA,348860.4084,582848.9597,342,7989,62097,609,71273,83148995,8555783
Agra,KS,871.1310399,878.9098597,13,151,1298,38,5213,2337944,625733
Agra,OK,668.4535661,1165.933395,11,95,1247,17,2411,2645116,289478
Agua Dulce,TX,320.5634986,440.3847892,14,191,2276,23,3561,3047355,427491
Aguilar,CO,1144.850809,1463.638519,8,109,671,6,1179,1175563,141532
Ahmeek,MI,820.8398126,912.5338808,2,23,148,0,0,193658,0
Ainsworth,IA,72.85249743,159.8510041,10,53,581,20,3123,628550,374852
Ainsworth,NE,16691.75244,40388.94384,59,928,7805,0,0,8448108,0
Airway Heights,WA,28480.54555,44958.17132,152,1644,16450,418,51455,20289654,6176803
Aitkin,MN,8336.349503,14144.17933,72,987,9695,0,62,10493103,7412
Akeley,MN,570.8296905,1053.83349,13,80,871,0,0,943048,0
Akron,CO,1719.512302,2597.004327,48,774,7157,42,7663,12541792,919902
Akron,IA,3188.486947,5095.759413,31,141,1543,40,6811,1670375,817654
Akron,IN,1018.587246,1844.420896,24,143,1608,45,7530,2742256,903910
Akron,MI,1579.595253,2730.058672,9,66,685,15,2299,893631,276018
Akron,OH,1969685.858,3631611.815,3568,48222,478171,12801,2613861,815231363,313774954
Akutan,AK,174.5653854,504.8769679,2715.25,268628.75,1590976,82467.75,10887183,2194742984,1306926737
Alabama,NY,6251.272961,7700.408584,21,130,1239,54,10137,2230632,1216842
Alakanuk,AK,1844.492206,2902.231801,1831.25,180191.75,1067199.25,54978.5,7258122,1472389513,871284491
Alameda,CA,458145.7161,855803.9878,1102,25901,139809,3794,458470,187205299,55035916
Alamo,TN,9731.66538,16427.55649,81,934,8498,0,11,14245210,1288
Alamo,TX,59412.97087,81363.346,170,3096,36900,526,78643,49409351,9440468
Alamo Heights,TX,21850.43018,41001.99365,256,3019,35987,367,67373,48187242,8087638
Alamogordo,NM,62354.26194,122365.1411,467,9023,92808,1349,250635,119194645,30086906
Alamosa,CO,42292.53708,89458.48495,251,4424,48013,626,114681,84133580,13766600
Alanson,MI,1187.531098,1935.000873,25,180,1516,0,0,1978543,0
Alba,MI,612.7099989,1180.866377,2,21,175,0,0,228094,0
Alba,TX,504.7021342,968.7641327,14,128,1525,12,1830,2042406,219618
Albany,CA,145940.2531,283259.2661,302,5274,28437,1316,158996,38076962,19086290
Albany,IL,1431.131574,1768.020788,10,43,492,54,8893,838259,1067488
Albany,IN,18548.86456,26940.26495,29,444,5067,32,4417,8638437,530220
Albany,KY,20533.2382,47742.70982,102,1313,13199,0,0,22125277,0
Albany,LA,3909.699515,6023.758182,45,1317,16289,151,19025,25991058,2283866
Albany,MN,16252.3281,41288.5988,68,566,5705,298,49468,6175418,5938224
Albany,NH,24767.85319,43461.57141,14,182,1249,0,0,1355954,0
Albany,NY,2299625.522,4561365.886,2007,54527,518575,10691,2130191,933721131,255713890
Albany,OH,1247.109367,1769.472314,26,193,1904,48,8818,3246856,1058562
Albany,OR,193605.4787,361557.7933,832,22911,249688,2057,218241,307970521,26198281
Albany,PA,17235.98589,24665.88734,38,210,2174,16,1964,4189416,235744
Albany,TX,9470.94056,12057.45946,45,494,5884,48,7157,7879209,859120
Albany,VT,4085.270837,4887.085031,12,99,620,0,0,673359,0
Albany,WI,742.2195401,1281.354005,34,232,2065,60,9296,2695473,1115962
Albers,IL,6246.847629,8646.055506,14,181,2028,0,0,2071776,0
Albert,KS,100.5791153,183.8874027,2,31,286,3,391,515490,46935
Albert City,IA,1849.004792,3415.441066,15,89,979,30,4896,1059798,587690
Albert Lea,MN,65501.80561,127190.5715,373,9340,132617,0,11,143539685,1310
Alberton,MT,344.2387035,549.4878198,7,1389,12478,0,0,15390789,40
Albertville,MN,35441.84622,50565.86821,145,2260,22780,557,92552,24656187,11110187
Albia,IA,20120.99135,49621.86631,122,736,8062,272,45135,8236355,5418166
Albion,IA,1435.60631,1591.07472,16,73,797,24,3789,863096,454878
Albion,ID,2805.009617,4842.552408,15,83,1100,21,2938,1356662,352730
Albion,IL,6392.253824,10306.73223,57,758,8517,0,0,8700761,0
Albion,IN,1995.586639,3570.848568,54,386,3770,0,1,6426769,163
Albion,ME,12901.93815,18642.1898,19,126,1052,0,4,1142083,531
Albion,MI,12976.32079,20864.45863,159,3520,29624,818,125352,38666746,15047583
Albion,NE,17424.36924,42937.89292,41,163,1958,0,0,2119327,19
Albion,NY,39954.18995,72468.84643,224,2781,26449,898,156004,47621800,18727092
Albion,WA,1093.647479,2516.485774,4,43,426,9,1145,525367,137466
Albuquerque,NM,3928055.63,7778461.951,9045,204794,2106381,33383,6201235,2705267404,744412979
Alburgh,VT,6524.649015,9545.468066,39,571,3946,0,0,4282316,0
Alburnett,IA,734.4951018,1011.350466,13,58,630,23,3558,681725,427150
Alburtis,PA,1157.152883,1508.257171,13,1600,19204,361,44266,37008155,5313755
Alcester,SD,3554.020776,5583.899848,13,137,1584,19,3733,1714606,448145
Alcoa,TN,224032.957,357273.9667,250,7575,75521,849,108782,126596590,13058446
Alda,NE,1362.458618,1773.26459,12,41,395,0,0,427715,0
Aldan,PA,24193.63714,45081.58341,49,178,1758,79,9609,3387700,1153432
Alden,IA,2265.31081,2731.92034,14,50,547,19,2953,591895,354527
Alden,MI,307.6033791,490.5885951,9,59,494,0,0,644488,0
Alden,MN,741.2274676,1245.671575,10,154,1701,0,4,1841109,426
Alden,NY,67694.59835,101523.5509,196,1827,17266,537,100303,31087967,12040674
Aldrich,MO,96.47284467,121.5106287,0,6,52,0,0,52709,0
Aledo,IL,20279.74909,49036.3133,81,985,11158,238,41286,11399288,4956067
Aledo,TX,3382.990921,5604.74975,31,378,4500,34,5099,6026023,612145
Aleppo,PA,2204.442687,4619.867889,49,1087,11593,270,35520,19764768,4263952
Alex,OK,2301.375297,3922.857709,3,36,473,7,950,1003082,114100
Alexander,AR,72.04961291,123.3368771,16,257,3124,89,14073,4984135,1689308
Alexander,IA,571.0421164,653.7133317,3,16,176,5,829,190423,99551
Alexander,KS,225.7580311,163.4844745,6,92,837,6,868,1507229,104172
Alexander,ME,2944.148517,4133.40312,5,14,87,0,0,94871,0
Alexander,ND,1034.446153,1976.762733,3,395,4182,17,3079,4526251,369613
Alexander,NY,7780.625336,10319.18523,52,1246,11854,189,35250,21343190,4231524
Alexandria,DC,346078.0636,614133.6495,2364,100308,1264390,14417,2030177,1567457165,243707873
Alexandria,IN,5601.580832,8501.910976,145,897,10262,215,30056,17495028,3607970
Alexandria,KY,21932.41461,31474.94934,143,1954,24887,368,50649,41717669,6080001
Alexandria,LA,649706.9363,1447928.621,1067,39649,395232,2640,333317,838628194,40012223
Alexandria,MN,65884.89689,132704.6977,344,8290,97937,803,131449,106003965,15779470
Alexandria,NH,7609.982382,14399.39535,22,130,909,0,0,986115,0
Alexandria,NJ,34696.03011,57436.91084,55,417,3568,157,18828,6875581,2260120
Alexandria,NY,188384.9561,424547.2836,128,2739,26053,0,0,46909335,6
Alexandria,OH,536.6679285,671.894481,4,410,4046,33,6094,6898744,731589
Alexandria,PA,5782.671685,9572.818474,69,716,6541,157,18838,12605708,2261352
Alexandria,SD,1067.606483,1408.152677,8,45,459,7,1195,497017,143506
Alexandria,VA,1038234.191,1842400.948,2364,100308,1264390,14417,2030177,1567457165,243707873
Alexis,IL,1009.255767,1946.718456,20,151,1694,1,167,1730719,20085
Alfred,ME,12754.28705,20722.13963,64,432,3623,100,9377,3932065,1125581
Alfred,NY,40319.98189,60328.42161,45,247,2190,28,5217,3942539,626316
Alger,OH,434.0932281,513.977324,20,135,1375,30,5637,2344366,676645
Algoma,MS,323.2292529,795.5306582,4,198,1684,6,870,2823437,104425
Algoma,WI,7611.251033,12496.93524,85,1382,14821,567,93545,19345493,11229403
Algona,IA,30093.29879,65573.06011,170,1870,20473,510,79776,22159715,9576544
Algona,WA,15703.66943,21718.39666,56,1463,14796,354,42216,18249399,5067772
Algonac,MI,5101.381081,8506.832708,88,1341,13940,332,50965,18194641,6118018
Algonquin,IL,406824.1125,654315.801,394,5171,59231,1985,329081,100982046,39503751
Algood,TN,3786.755291,5180.237324,76,1156,9983,275,35302,16734511,4237763
Alhambra,CA,1230277.358,2153889.725,1169,20065,155657,1990,232961,208425845,27965321
Alhambra,IL,1067.94152,2267.111846,13,161,1812,0,0,1850979,0
Alice,TX,47440.6582,94493.91788,326,4607,54913,518,79951,73528809,9597588
Aline,OK,534.3015993,545.6566763,5,67,887,13,1880,1881311,225624
Aliquippa,PA,65028.77377,117992.4366,187,1601,17052,0,0,29072004,31
Aliso Viejo,CA,473501.0963,830238.4427,327,9957,69695,603,70563,93321851,8470565
Allagash,ME,228.3355411,461.6509033,5,13,106,0,0,115322,0
Allamuchy,NJ,38442.4976,72326.56872,84,938,8015,572,68405,15446781,8211524
Allardt,TN,706.5814754,1716.018748,22,241,2201,0,0,3689763,11
Allegan,MI,10650.39065,19306.36747,192,2582,21701,718,110111,28325193,13217978
Allegany,NY,36501.28756,67333.57276,146,2040,19386,334,60042,34904379,7207553
Allegany,PA,72621.10271,133274.9528,155,2093,19964,353,62647,36018176,7520236
Allegheny,PA,30763.10375,49203.56909,357,5224,54633,818,110393,101597955,13251850
Alleman,IA,1390.068362,1587.345215,6,26,290,10,1678,295766,201399
Allen,KS,619.442096,956.324676,5,23,230,0,1,413932,73
Allen,KY,267.7654348,237.926593,17,351,2943,25,3401,5018198,408292
Allen,NE,399.6611421,484.5159519,5,75,1000,6,1083,1082264,130039
Allen,OK,3154.914665,5060.764506,21,164,2152,27,3924,4565701,471070
Allen,TX,505689.8325,1066072.634,802,19110,227767,1363,204426,304980047,24539834
Allen Park,MI,372715.2974,647084.2526,407,7015,72913,0,0,95169312,0
Allendale,IL,334.428588,359.164783,5,67,753,8,874,769364,104930
Allendale,MI,104690.4963,183962.4906,155,3323,27932,504,77264,36457401,9274994
Allendale,NJ,139422.968,208083.9085,142,1992,16447,735,101507,29613621,12185218
Allenhurst,NJ,7550.135826,12831.60129,49,621,5308,203,19460,10229282,2336054
Allenstown,NH,33332.75913,52396.93477,48,542,3692,252,22287,4006288,2675416
Allenton,WI,613.6974307,944.7624633,37,229,1973,108,16541,3363727,1985643
Allentown,NJ,8257.588459,13102.98431,29,320,2677,71,9862,5158138,1183837
Allerton,IA,645.0821564,997.5889094,17,68,741,27,4118,802146,494303
Alliance,NE,33419.63403,69018.82433,210,2881,24132,0,0,42286788,0
Alliance,OH,48262.28314,96343.29145,644,8087,80176,2041,392568,136692291,47124916
Allison,IA,3177.765184,6165.044876,38,189,2066,53,8936,2235667,1072702
Allouez,WI,109709.463,275290.4577,266,4098,43979,1983,327069,57404473,39262239
Alloway,NJ,16834.96697,31012.16425,51,975,6808,121,12406,13120753,1489307
Alma,AR,24751.07153,41690.13621,75,913,12151,341,47826,25783138,5741132
Alma,CO,694.396812,1602.548813,5,96,1035,6,1071,1813692,128587
Alma,KS,710.4322807,1309.119348,28,258,2562,0,0,4613889,18
Alma,MI,34913.40311,76855.96073,200,5621,47299,637,97613,61736838,11717766
Alma,MN,5726.262847,8164.757116,26,342,3380,0,0,3658793,0
Alma,NE,15523.95788,40304.72864,42,179,1689,0,0,1828032,31
Alma,TX,279.1332069,734.7245907,2,52,623,3,437,834577,52471
Alma,WI,2863.131423,4082.378558,26,342,3380,0,0,3658793,0
Alma Center,WI,2177.491929,3304.64797,4,23,224,4,588,242422,70531
Almena,KS,1059.748345,1396.114059,8,118,1005,16,2246,1809198,269611
Almena,WI,2050.077568,2799.44635,14,134,1323,23,3366,1431848,404076
Almira,WA,1095.23412,1157.788077,2,15,170,5,658,209902,78945
Almond,NY,11168.53237,18998.42893,23,150,1333,15,2811,2400138,337435
Almond,WI,426.5717482,476.3483149,10,69,684,13,2040,892563,244942
Almont,MI,2387.25705,3757.4776,56,757,7872,173,26500,10274841,3181098
Almont,ND,399.2643428,317.4928279,3,47,485,6,1083,524425,130057
Almyra,AR,90.92873479,179.5809351,4,27,321,9,1365,511870,163911
Alna,ME,6584.226835,8346.73326,11,68,568,0,0,616274,0
Alorton,IL,2581.245718,4350.227441,33,591,6645,0,0,6788547,0
Alpena,AR,165.3132146,341.3601293,11,100,1217,20,2765,1942435,331958
Alpena,MI,43330.44325,88001.88211,320,3670,32725,1301,199411,42714216,23937788
Alpena,SD,799.1537481,818.5595816,4,42,421,0,0,455375,0
Alpha,IL,582.1566623,573.3350673,8,58,660,18,3161,673801,379405
Alpha,MN,64.55430888,122.2189641,5,89,860,0,0,930433,14
Alpha,NJ,6019.1566,11350.88821,46,507,4336,231,27616,8355166,3315043
Alpine,NJ,53758.48651,91978.98134,25,506,4180,218,30061,7526765,3608639
Alpine,NY,6719.810814,11497.37267,25,506,4180,218,30061,7526765,3608639
Alpine,TX,25490.31301,57284.05125,162,2112,25176,658,54191,33710045,6505284
Alpine,UT,34762.26102,62410.44175,177,1287,14605,396,53384,18014146,6408316
Alpine,WY,1706.405287,2492.168849,17,331,3771,52,5646,4651620,677779
Alsace,PA,16481.39245,27447.41993,61,219,2274,49,6017,4382638,722268
Alsey,IL,198.4538467,434.4259502,5,55,614,7,1263,627065,151600
Alsip,IL,439733.1308,608987.452,218,5205,59614,1408,228282,101635583,27403559
Alstead,NH,18799.36811,25944.54932,49,326,2298,0,0,2494173,0
Alta,IA,3037.035721,4829.576979,37,164,1791,84,13884,1938720,1666713
Alta,UT,2958.260837,5363.833153,0,1,6,0,21,7422,2496
Alta Vista,IA,671.475599,856.2032162,9,43,469,14,2446,507543,293664
Alta Vista,KS,719.616842,951.0652417,20,179,1777,0,0,3199766,12
Altamont,IL,2977.869839,5041.684071,63,1084,12164,61,6855,12426757,822909
Altamont,KS,2043.310152,2819.906768,28,351,3497,38,5443,6298158,653367
Altamont,UT,3391.864341,5849.460137,127.5,1510.5,17137.75,511.5,68898.25,21138033.5,8270735
Altheimer,AR,1148.869091,1573.147103,33,263,3180,85,13317,5074890,1598660
Alto,TX,1455.169039,1171.672172,18,240,2861,23,3529,3830883,423658
Alto Pass,IL,642.0222698,534.8572642,5,47,525,0,0,536093,0
Alton,IA,5411.265242,7007.487739,35,189,2064,67,11141,2234044,1337434
Alton,IL,440183.4672,1029105.437,487,12485,140441,0,0,143476301,0
Alton,KS,1430.596722,2736.825173,8,104,935,0,5,1684240,659
Alton,ME,105.4977036,229.447884,3,24,192,6,661,208100,79300
Alton,MO,10637.33521,22896.00725,501,12592,141629,0,0,144689779,0
Alton,NH,97590.6168,152530.9247,63,821,5629,66,5850,6109339,702269
Alton,TX,6262.746023,11267.35886,51,794,9465,112,16727,12673161,2007994
Altona,IL,2806.248393,2974.139067,8,75,840,13,1649,858437,197976
Altona,NY,4622.642424,7536.947386,27,136,1277,0,0,2299371,56
Altoona,IA,119879.172,191403.7064,209,3318,36336,732,124607,39329115,14958108
Altoona,KS,494.2317624,795.9788975,10,89,892,10,1517,1605974,182141
Altoona,WI,34978.20631,68417.93377,130,2467,24330,632,100397,26333899,12051960
Altura,MN,2807.214447,4464.814896,30,215,2166,79,13499,2344621,1620402
Alturas,CA,17304.71894,43697.85825,92,1173,7723,0,0,9525800,0
Altus,AR,3734.37293,3265.931711,16,161,2137,70,9797,4535241,1176112
Altus,OK,79043.9261,122766.3439,365,4636,60952,1744,257155,129330751,30869585
Alva,OK,23307.93976,51978.12264,143,1613,21212,214,31052,45008328,3727571
Alvarado,MN,26.37442591,57.36197099,9,229,2665,56,7836,2884567,940702
Alvarado,TX,5475.678457,7687.357694,77,1095,13057,135,20257,17482823,2431702
Alvin,TX,431492.1654,673572.122,507,6930,82593,782,120715,110592237,14490951
Alvo,NE,449.4039601,612.3411668,7,35,415,9,1587,448930,190532
Alvord,IA,738.9519538,1147.791686,5,25,271,8,1398,293594,167868
Alvord,TX,972.5232008,1550.836063,20,178,2122,17,2582,2840828,309894
Amador City,CA,72.04961291,123.3368771,6,89,480,11,1325,643141,159043
Amalga,UT,536.7651738,1284.467359,6,86,981,44,5925,1209640,711239
Amanda,OH,501.7943093,942.8326064,20,61,551,25,4521,938759,542748
Amarillo,TX,493150.01,982385.2332,3099,59754,712190,4679,701657,1511167424,84228776
Amasa,MI,408.2958795,824.9631023,8,81,577,0,0,983461,0
Amber,OK,1088.763638,1610.186577,3,49,640,9,1302,1356993,156260
Amberg,WI,1300.205489,2171.038626,5,33,307,3,477,400162,57285
Amberley,OH,6502.088921,11622.9137,64,650,7446,266,36087,12694802,4332035
Ambler,PA,7850.179656,13903.67717,170,1398,13770,956,115734,26537144,13893045
Amboy,IL,15454.85169,32957.5957,48,268,3070,132,21949,5234218,2634791
Amboy,IN,334.6353349,385.0039172,3,23,256,2,324,436905,38849
Amboy,MN,870.4459272,1147.556503,23,157,1582,0,1,1712196,86
Amboy,NY,4148.110196,6716.29102,17,87,831,3,563,1497142,67556
Ambridge,PA,32804.06031,51286.44847,191,3824,40723,1253,164598,69429204,19758820
Amelia,OH,4015.568841,5801.14301,71,1170,13411,212,28662,22864648,3440689
Amenia,CT,20539.93939,32384.70711,93,727,6652,0,0,11976380,0
Amenia,ND,488.7285916,802.6688943,2,25,266,0,0,287764,34
Amenia,NY,51349.84848,80961.76777,93,727,6652,0,0,11976380,0
American Canyon,CA,62186.11231,91169.07458,130,5505,29680,621,74990,39741247,9001985
American Falls,ID,15721.23076,40591.5563,70,469,6216,232,32916,7666482,3951325
American Fork,UT,251787.4048,503797.3345,456,7693,87285,2546,342953,107659492,41169032
Americus,KS,775.5996209,1007.472586,11,104,1038,7,905,1868933,108688
Amery,WI,22354.60391,53581.80106,98,1320,13001,195,28655,14071505,3439866
Ames,IA,127287.4211,244628.9105,839,17003,186179,4795,750615,201513149,90105897
Ames,TX,275.446148,729.607846,22,307,3661,36,5590,5842122,670999
Amesbury Town,MA,114193.0761,221365.7895,340,7057,47679,0,0,51744708,33
Amesbury Town,NH,152257.4347,295154.386,340,7057,47679,0,0,51744708,33
Amherst,MA,387401.1738,733456.7666,449,7220,47676,1314,147815,51740966,17744143
Amherst,NH,224094.2458,349675.5631,248,5708,39541,970,85842,42912275,10304683
Amherst,NY,1568532.142,2798044.915,2545,48223,457699,11360,2118570,824111902,254318808
Amherst,OH,91357.24121,199341.302,231,2716,26918,283,46145,45892808,5539403
Amherst,TX,1382.854803,1736.131346,7,82,977,8,1228,2073519,147422
Amherst,WI,3413.536136,5168.747492,42,250,2489,117,19519,3248426,2343124
Amidon,ND,129.1086178,244.4379282,99.25,2955,30515.75,450.25,83372.5,33029264.25,10008251.25
Amite City,LA,7348.238188,12186.26656,77,1837,22794,159,20039,36370889,2405495
Amity,AR,231.123153,630.3073675,14,95,1158,33,5258,1848131,631164
Amity,ME,258.2172355,488.8758564,0,5,41,0,0,44409,0
Amity,NY,18568.51038,34707.81072,50,341,3139,141,26426,5651685,3172255
Amity,OR,1068.564746,1272.07441,31,243,2715,42,4505,3348999,540814
Amity,PA,86113.50156,146925.5554,203,1906,19579,725,91641,37732569,11000866
Ammon,ID,31998.3514,64813.42928,96,1785,19407,381,54011,23936494,6483587
Amo,IN,404.8631246,681.6332918,4,29,319,0,0,543917,0
Amorita,OK,64.55430888,122.2189641,1,7,89,1,82,189628,9798
Amory,MS,58556.16153,130663.8326,202,4806,41333,305,42138,69286813,5058365
Amsterdam,NY,243694.3304,530963.5423,357,9092,86461,1830,364533,155678684,43759499
Amsterdam,OH,157.7585948,291.1330925,10,70,693,5,909,1181770,109102
Amwell,PA,36252.99196,63698.36072,53,317,3675,148,19475,6266232,2337886
Anacoco,LA,211.5622837,320.8611456,11,124,1294,11,1384,2746601,166111
Anaconda-Deer Lodge County,MT,387815.1698,918634.1976,177,2005,17978,605,80898,22174793,9711198
Anacortes,WA,52873.32477,112024.8766,379,4929,49836,974,111518,61469041,13386944
Anadarko,OK,13789.84489,21455.84896,124,1550,20386,368,53594,43255902,6433525
Anaheim,CA,7841745.916,14126912.13,3785,88735,659411,9509,1113063,882957247,133615100
Anahuac,TX,5544.831481,6809.336766,25,382,4552,44,6740,7263019,809140
Anamoose,ND,660.6373937,637.4601798,10,171,2119,12,2245,2293351,269459
Anamosa,IA,19702.00463,49025.45108,109,667,7308,214,33497,7909674,4021082
Anchor,IL,531.8580083,518.858734,3,27,301,6,1072,307700,128669
Anchorage,AK,9373996.311,18517416.02,3620,358164,2121256,109957,14516244,2926260018,1742568982
Anchorage,KY,5541.344567,9998.077843,44,1194,12864,178,23896,21563777,2868596
Ancram,MA,3153.293855,5410.585746,35,160,1364,0,0,2455622,0
Ancram,NY,15766.46927,27052.92873,35,160,1364,0,0,2455622,0
Andale,KS,2455.00719,3553.65212,10,115,1151,21,3260,2073553,391298
Andalusia,IL,3727.823129,5372.006806,14,392,4443,28,4823,4808554,578949
Anderson,AK,144.0992258,246.6737542,1,31,183,0,0,252308,0
Anderson,CA,22759.4406,37991.6985,161,2963,15974,336,40580,21388943,4871285
Anderson,IN,265319.8529,520479.2996,1252,27064,271161,3778,528039,462300339,63387230
Anderson,TX,315.0353555,640.9513947,8,78,934,9,1381,1250417,165816
Andes,NY,13486.82931,23670.30788,30,155,1456,0,9,2622150,1046
Andover,CT,14075.40846,20613.48047,63,473,2970,133,17545,3223361,2106166
