city,state_abbr,elec_score,gas_score,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg
Dracut,NH,41954.78578,76569.92471,466,5089,34379,1004,119714,37310776,14370761
Drain,OR,2142.167056,3072.027481,34,300,2662,32,3436,3283407,412475
Drake,ND,742.3147393,941.6814155,6,102,1260,7,1335,1363446,160199
Drakesboro,KY,528.8700931,667.1785771,6,46,487,5,689,816829,82725
Drakesville,IA,1030.491419,1280.764645,1,7,80,3,453,81250,54358
Draper,UT,833345.427,1448203.998,614,15037,170652,4039,543986,210485690,65301586
Dravosburg,PA,7381.551606,11231.0002,42,423,4508,181,23741,7686174,2849877
Drayton,ND,2865.385531,3934.00182,13,325,4150,21,3963,4492037,475672
Dresden,KS,333.9972029,302.9759605,15.25,230.25,2120.25,30.25,4402.75,3818449.5,528506
Dresden,ME,9115.641889,16165.32904,20,185,1551,0,0,1682851,1
Dresden,OH,3715.429127,5972.004131,36,588,5808,94,17013,9902401,2042295
Dresden,TN,20636.30395,31328.21992,81,1421,13902,183,23443,23303286,2814176
Dresser,WI,9364.667827,12570.2686,23,520,5112,83,12153,5532508,1458841
Drew,MS,723.7675733,1480.719709,38,241,3076,0,0,4907571,0
Drexel,KS,1930.895862,2679.691315,28,263,2553,1,138,2608331,16542
Driggs,ID,22482.9255,52013.66097,85,756,8482,119,16821,10462000,2019241
Dripping Springs,TX,23167.65017,40066.52632,98,1361,16227,131,19968,21727747,2397027
Driscoll,TX,2173.11497,2393.260659,8,59,699,8,1174,936255,140957
Druid Hills,KY,1101.227819,2669.643184,4,52,559,7,968,936966,116169
Drummond,MT,1411.506219,1994.302644,8,56,500,26,3408,616772,409148
Drummond,OK,70.48294762,105.9448843,2,14,178,3,380,378604,45668
Drumore,PA,201.1582307,367.7748053,37,176,1957,0,3,3770602,329
Drumright,OK,30987.77806,82527.19153,83,632,8305,119,17272,17621976,2073339
Dry Prong,LA,132.6892022,197.2049005,3,43,510,4,491,1082509,58881
Dry Ridge,KY,9402.286976,15074.99005,86,1367,15292,182,25096,25634780,3012540
Dryden,MI,562.7449995,677.5861356,52,401,4163,104,15909,5433658,1909724
Dryden,NY,115641.1202,206953.6192,267,2410,22438,1028,177427,40400581,21298799
Du Bois,IL,52.74885181,114.723942,5,67,748,0,0,764203,3
Du Bois,NE,544.4552646,996.4715189,6,35,406,6,1105,439294,132639
Du Quoin,IL,29550.91827,67469.58268,169,3346,37610,0,0,38422414,0
DuPont,WA,10276.49664,17549.45096,34,4719,47714,183,21866,58851760,2624836
Duanesburg,NY,113004.7391,199820.5856,117,567,5394,0,0,9712931,56
Duarte,CA,140484.7727,269082.7539,225,3961,30781,363,42486,41216448,5100175
Dubach,LA,163.7528221,309.6639993,17,244,3026,15,1867,4827883,224087
Dubberly,LA,158.2465554,344.1718259,2,27,331,2,200,528207,23959
Dublin,CA,542573.9131,1031176.901,302,9868,53208,982,118624,71245548,14239919
Dublin,IN,102.9139822,222.3297198,8,49,542,12,1602,924762,192356
Dublin,NH,30753.39779,55517.02357,27,221,1530,0,0,1660178,0
Dublin,OH,843920.4236,1506921.139,604,15483,153056,2420,440730,260943540,52906406
Dublin,PA,45614.30522,73340.48686,70,595,6622,139,17171,12763570,2061155
Dublin,TX,7326.848519,11044.69857,87,1003,11954,88,13264,16005765,1592294
Dubois,ID,926.666175,1305.08462,5,31,332,0,2,409606,288
Dubois,WY,8602.990024,14956.88922,51,539,5810,279,49981,10180982,5999819
Dubuque,IA,374347.4992,700195.2828,1066,15203,166469,5177,851795,180179494,102251709
Dubuque,IL,187173.7496,350097.6414,1066,15203,166469,5177,851795,180179494,102251709
Dubuque,WI,187173.7496,350097.6414,1066,15203,166469,5177,851795,180179494,102251709
Duchesne,UT,4746.45493,7910.788858,16,193,2205,56,7528,2720172,903689
Duck Hill,MS,125.5328517,245.7425292,11,58,740,0,1,1174908,109
Dudley,CT,31975.44153,47204.8001,150,2982,20148,1211,133697,21866222,16049397
Dudley,MA,53292.40256,78674.66683,150,2982,20148,1211,133697,21866222,16049397
Dufur,OR,1676.576225,2232.579642,12,80,881,0,0,1086461,46
Dugger,IN,1029.25979,1465.582086,14,112,1248,25,2803,2128202,336507
Duluth,MN,892333.3409,1884742.779,1588,37521,410503,9264,1553825,444314142,186525277
Duluth,WI,297444.447,628247.593,1588,37521,410503,9264,1553825,444314142,186525277
Dumas,AR,43737.77136,97286.37934,127,1644,19961,427,67129,31851092,8058299
Dumas,MS,347.9284596,592.6846279,5,51,466,3,343,780579,41115
Dumas,TX,34270.24712,69149.05316,233,3202,38166,229,34445,80982820,4134885
Dumfries,VA,19597.52343,32720.35714,77,1829,23048,230,32457,28573009,3896199
Dummerston,NH,11432.78226,21067.71232,39,296,2066,0,0,2241800,0
Dummerston,VT,22865.56453,42135.42465,39,296,2066,0,0,2241800,0
Dumont,IA,2049.176066,3326.491556,20,92,1012,32,5259,1095214,631250
Dumont,MN,580.6246799,571.4068772,4,43,503,0,0,544407,0
Dumont,NJ,150559.177,266098.4038,283,2528,20959,1056,145976,40391385,17523409
Dunbar,NE,520.0218028,356.7772394,6,29,338,5,860,366063,103278
Dunbar,PA,89334.36239,170935.3563,95,1471,17029,399,51474,29031452,6179102
Dunbar,WI,99.22692333,217.2129751,4,27,245,2,381,319563,45747
Dunbarton,NH,11393.18502,14739.48041,42,199,1366,58,5140,1482546,616991
Duncan,AZ,2791.108506,3815.270322,18,46,1227,0,2,1575912,265
Duncan,MS,1009.094374,2122.014248,1,9,116,0,0,184677,13
Duncan,OK,128983.8337,250311.0975,429,7295,95913,1297,188827,203513339,22667337
Duncannon,PA,3107.281252,5248.536583,38,183,2192,0,7,4224435,817
Duncanville,TX,228346.2675,401188.7607,686,9761,116345,779,116837,155786314,14025419
Duncombe,IA,129.1086178,244.4379282,8,38,420,13,2068,454353,248234
Dundas,MN,8959.802472,10356.23288,37,623,6277,135,23463,6793539,2816595
Dundee,MI,10777.12869,16560.94916,103,1350,14030,313,48026,18312278,5765211
Dundee,MN,99.22692333,217.2129751,4,85,1049,18,3012,1135385,361551
Dundee,OR,3392.416322,4860.381859,55,382,4243,112,11903,5233621,1428826
Dune Acres,IN,108.8773039,221.5194427,2,39,328,8,1304,559918,156536
Dunellen,NJ,58991.64982,100383.827,156,2038,16899,799,110444,32566678,13257989
Dunes City,OR,1426.080131,3175.083004,23,163,1998,43,4543,2464632,545396
Dunkard,PA,6081.952777,9049.751897,21,117,1356,56,7395,2311095,887739
Dunkerton,IA,1245.289342,1679.653586,20,85,926,30,4940,1002339,593018
Dunkirk,IN,8911.369323,11802.69122,27,388,4433,56,7846,7556933,941891
Dunkirk,NY,18415.14693,30581.77927,64,642,6109,233,43502,10999756,5222151
Dunkirk,OH,487.9607998,579.939787,23,149,1467,29,5597,2500638,671820
Dunlap,IA,8903.768149,13845.95182,37,168,1844,58,9834,1996404,1180451
Dunlap,IL,1786.38115,2425.213809,13,261,2937,251,33047,3000375,3967016
Dunlevy,PA,5285.462376,10993.2215,4,129,1494,35,4603,2546659,552519
Dunn Center,ND,90.92873479,179.5809351,4,996,10460,31,5736,11321540,688603
Dunseith,ND,1532.165799,2273.485109,4,98,1193,7,1228,1291301,147424
Dunsmuir,CA,7485.506821,13369.41069,46,1186,7812,173,20924,9635179,2511773
Dunstable,MA,6501.454893,10429.70637,52,404,2728,127,14183,2960625,1702563
Dunstable,NH,1625.363723,2607.426591,52,404,2728,127,14183,2960625,1702563
Dupo,IL,13848.44117,17054.75041,45,608,6842,129,12142,6989664,1457571
Dupont,IN,3322.094009,5187.579432,10,99,1105,0,2,1884207,297
Dupont,PA,4283.302466,7259.557852,37,531,6368,140,19667,12272581,2360879
Duquesne,PA,27932.52518,43779.16776,88,713,7597,402,53829,12952774,6461785
Durand,IL,714.2500799,1305.523099,30,140,1605,77,12816,2735919,1538420
Durand,MI,4469.47478,6401.572073,80,830,6980,167,25610,9110984,3074342
Durand,WI,18550.88235,45130.23008,74,863,8501,51,7508,9201318,901280
Durango,CO,199818.1698,418986.3953,502,11268,94218,1531,326704,165099839,39218473
Durant,IA,5200.038321,9298.065582,40,217,2377,77,12758,2572368,1531542
Durant,MS,5056.04592,7113.583632,57,359,4606,0,8,7348811,1012
Durant,OK,230625.8043,467162.4651,373,4203,55263,817,119040,117260615,14289888
Durham,CT,104559.8433,178754.4089,146,1265,7939,0,3,8615889,340
Durham,ME,28560.01478,55662.46827,46,277,2320,63,5953,2517410,714573
Durham,NH,62992.6398,110935.6177,139,3748,25907,596,52249,28115942,6272160
Durham,NJ,1659.095904,2976.00279,39,165,1711,65,7955,3298170,954882
Durham,NY,61425.61363,92655.18988,42,439,4022,0,0,7241501,0
Durham,OR,7823.232317,13907.39455,61,1044,11586,305,32327,14290157,3880575
Durham,PA,3318.191809,5952.00558,39,165,1711,65,7955,3298170,954882
Duryea,PA,12533.87168,16560.99554,113,529,6354,241,34037,12244130,4085934
Duson,LA,3226.204242,3087.221497,27,212,2085,36,4569,3327644,548475
Dustin,OK,1763.061498,4203.600706,8,69,909,9,1354,1928474,162546
Dutton,MT,1165.036943,1566.57788,6,31,276,13,1758,340339,211092
Duvall,WA,9587.712453,16898.93513,82,802,8279,177,21144,10211047,2538151
Duxbury,MA,101568.4293,188413.6895,327,3513,21319,651,80045,23136710,9608787
Duxbury,VT,16517.68941,26176.0248,11,107,742,0,0,805621,0
Dwight,IL,8325.19024,13356.87113,65,367,4205,155,25664,7169875,3080781
Dwight,KS,194.7910797,264.5649936,14,133,1323,0,0,2382295,0
Dwight,NE,324.9849544,380.6974496,4,33,316,3,520,342463,62426
Dyckesville,WI,2097.015182,3553.537605,16,140,1501,78,12934,1958567,1552643
Dyer,AR,498.1434441,1344.49175,17,140,1867,49,6808,3961965,817251
Dyer,IL,71994.13425,163626.8607,235,4192,35537,795,133319,60586397,16003919
Dyer,IN,107991.2014,245440.291,235,4192,35537,795,133319,60586397,16003919
Dyer,TN,10498.92308,16601.2198,53,549,4991,0,0,8367178,0
Dyersburg,TN,118744.1307,231292.2789,437,8298,75225,591,75779,126101046,9096756
Dyersville,IA,108037.0543,230105.068,169,1866,20437,508,79554,22120592,9549920
Dyess,AR,58.53167146,73.92011738,5,31,384,13,1985,612395,238252
Dysart,IA,2813.988828,5273.07234,36,189,2070,64,10664,2240603,1280177
Eads,CO,10775.80798,33720.49016,19,209,1805,45,7624,3163064,915212
Eagan,MN,964333.5853,1564826.061,891,38142,384383,9001,1495771,416041795,179556319
Eagar,AZ,12772.14529,24238.91691,66,632,5975,234,31483,7674015,3779319
Eagarville,IL,739.0764276,941.5780727,1,16,183,0,0,187215,0
Eagle,CO,70456.19363,108505.5262,76,709,7712,135,24678,13514403,2962365
Eagle,ID,228059.4038,484666.1021,354,5159,68398,1376,194882,84363100,23394208
Eagle,MI,162.6809928,251.2474958,8,66,556,14,2153,725629,258487
Eagle,NE,986.5683074,1131.267026,17,95,1119,18,3127,1210790,375403
Eagle,NY,1224.745137,1849.742247,22,133,1229,41,7641,2212386,917268
Eagle,WI,1666.648016,2283.254937,47,403,3475,79,13384,5924110,1606668
Eagle Bend,MN,3627.617151,4503.981707,31,192,2185,0,11,2364447,1367
Eagle Butte,SD,531.4545397,1392.937923,2,107,1007,1,158,1089465,18939
Eagle Grove,IA,8047.014256,12829.97525,89,475,5201,126,20873,5629516,2505638
Eagle Harbor,MI,72.85249743,159.8510041,3,25,160,0,0,208600,0
Eagle Lake,ME,17405.7504,40872.7724,12,33,274,0,0,297421,0
Eagle Lake,MN,7319.135916,16690.79325,50,324,3276,0,16,3546233,1931
Eagle Lake,TX,16833.29461,39529.49432,68,731,8710,86,13202,11663010,1584763
Eagle Lake,WI,435.2337259,582.4752769,11,85,728,21,3477,1241665,417360
Eagle Mountain,UT,31801.10932,56465.80624,44,526,5973,203,27347,7367572,3282822
Eagle Nest,NM,886.9174969,1470.344576,19,202,2076,0,1,2666105,137
Eagle Pass,TX,74797.38975,147139.6731,457,6446,76830,976,145792,102875731,17501301
Eagle Point,OR,6201.833332,10842.23982,78,1071,11668,184,19146,14391114,2298291
Eagle River,MI,145.7049949,319.7020082,0,4,27,0,0,35702,0
Eagle River,WI,10992.67547,18499.08592,118,2076,19060,295,49122,24878937,5896712
Eagleswood,NJ,19850.66621,30694.60198,47,588,4108,182,17391,7916653,2087655
Eakly,OK,2618.54792,4764.256391,4,34,443,8,1148,940990,137757
Earl,PA,12331.03677,21686.96471,227,3205,38147,815,99946,73512823,11997817
Earl Park,IN,129.1086178,244.4379282,13,104,879,28,4713,1497879,565807
Earle,AR,3413.009144,3146.311507,38,607,7367,92,14418,11755232,1730725
Earlham,IA,2421.220217,3325.924916,26,121,1323,40,6574,1431431,789148
Earling,IA,114.2618092,187.7903328,14,57,625,18,3038,676959,364671
Earlington,KY,2541.561147,4080.225679,29,212,2266,27,3733,3797830,448117
Earlsboro,OK,2859.427874,5094.027841,3,39,518,9,1369,1099166,164304
Earlville,IA,637.0906762,760.8517132,21,107,1176,39,6065,1273251,728016
Earlville,IL,413.8409559,789.4756713,27,157,1782,63,10435,3038184,1252588
Early,IA,252.132457,220.8464455,11,56,608,19,3128,657983,375496
Early,TX,16566.46269,32317.22973,68,914,10892,72,10853,14583973,1302790
Earth,TX,1847.537151,1982.277165,15,168,1999,14,2049,4242310,246008
East Alton,IL,48221.98082,81086.21094,108,1689,19000,0,0,19410386,0
East Amwell,NJ,46420.40189,72429.73896,97,849,7096,248,33737,13674704,4049920
East Berlin,PA,1159.335905,2143.100326,48,214,2222,223,28298,4281597,3396991
East Bernard,TX,1988.075726,2972.359589,35,346,4121,41,6279,5518387,753691
East Bethel,MN,80863.96373,129129.9321,177,1656,16086,503,83584,17410895,10033705
East Bethlehem,PA,28363.52955,44949.48075,28,178,2056,95,12494,3504667,1499838
East Bloomfield,NY,14061.77767,23290.57486,89,515,4743,206,39646,8539352,4759203
East Bradford,PA,44219.00436,79044.90909,133,695,6842,256,31017,13184938,3723390
East Brandywine,PA,33165.28123,58933.37218,115,682,6721,79,9543,12952440,1145603
East Bridgewater,MA,153022.2542,265911.9607,220,3946,26656,1016,114569,28928406,13753207
East Brookfield,MA,19659.43357,29605.06479,49,516,3488,215,23785,3785917,2855246
East Brunswick,NJ,1767597.261,3261314.734,942,21058,175442,3123,430377,338101020,51663602
East Brunswick,PA,766.8688154,1432.47865,28,182,2123,33,4369,4092085,524504
East Caln,PA,22110.18749,39288.91479,80,1246,12272,258,31179,23650411,3742759
East Camden,AR,275.446148,729.607846,19,195,2373,51,8085,3785698,970603
East Canton,OH,1980.088214,2935.416713,32,230,2270,48,7863,3870665,943840
East Carbon,UT,140.1944182,450.7264324,5,36,404,24,3218,498744,386281
East Carondelet,IL,298.6105285,323.3354786,3,43,481,9,893,490999,107198
East Chicago,IN,202562.9753,451742.0242,319,7799,66106,1494,250677,112704324,30091939
East Cleveland,OH,40239.57286,80997.22705,307,4880,45317,765,156858,77260722,18829621
East Cocalico,PA,30617.32623,54132.53139,196,3152,37251,1101,135229,71788163,16233307
East Coventry,PA,39406.18576,66789.5792,86,500,4923,211,25587,9486623,3071494
East Deer,PA,6666.739664,13631.13073,25,348,4026,119,16135,6864102,1936941
East Donegal,PA,16634.0538,25964.95977,77,652,7612,298,36532,14668433,4385449
East Dubuque,IL,6971.603544,11503.04814,36,188,1835,147,24407,1985905,2929832
East Dubuque,WI,6971.603544,11503.04814,36,188,1835,147,24407,1985905,2929832
East Duke,OK,326.3595278,533.5608023,5,40,529,9,1330,1122829,159613
East Dundee,IL,47285.00722,69945.46031,101,2640,30235,739,122564,51547246,14712855
East Fallowfield,PA,13487.44921,25624.95054,85,371,3678,160,19790,7089222,2375675
East Finley,PA,6463.741701,14225.78617,10,71,824,39,5107,1405348,613063
East Fishkill,NY,340687.7241,578263.3361,444,3923,33722,0,0,60718146,0
East Galesburg,IL,297.68077,651.6389253,3,25,282,0,0,288404,0
East Gillespie,IL,99.22692333,217.2129751,6,91,1027,0,0,1049177,0
East Goshen,PA,66896.86513,117256.8421,268,2477,24394,597,72200,47009916,8667113
East Granby,CT,90696.85078,132964.4769,118,4077,25595,754,86621,27777147,10398211
East Grand Forks,MN,21898.56622,37686.10175,137,3237,30624,0,0,33145973,0
East Grand Forks,ND,21898.56622,37686.10175,137,3237,30624,0,0,33145973,0
East Grand Rapids,MI,18450.60745,35121.29473,199,2977,25051,0,0,32697932,0
East Greenbush,NY,201009.4115,334210.0668,313,6449,61195,1070,213123,110185038,25583817
East Greenwich,NJ,97377.93038,171023.6155,118,1506,12146,293,30044,23407365,3606588
East Greenwich,RI,223253.0561,428365.2927,355,7448,50258,2064,184918,54543204,22198020
East Gull Lake,MN,8248.388233,17461.33836,18,110,1195,33,5501,1293759,660349
East Haddam,CT,95745.39272,168623.6433,203,1533,9621,363,48086,10441377,5772381
East Hampton,CT,118559.0402,203013.5187,231,2174,13650,562,70988,14813503,8521552
East Hampton,NY,702910.3824,1074651.052,761,11853,72882,3443,521508,135969754,62603207
East Hanover,NJ,470402.7913,653640.5366,335,10620,90294,2268,307094,174008707,36864390
East Hanover,PA,72815.72387,122348.016,128,899,10353,277,33974,19951474,4078383
East Hartford,CT,504346.1849,788633.6949,857,26135,164063,4418,573042,178052134,68789556
East Haven,CT,268789.0255,447383.8183,471,8417,53208,1943,227717,57744519,27335768
East Haven,VT,322.1622602,583.146256,1,9,60,0,0,65591,0
East Hazel Crest,IL,14781.44015,28951.00386,30,501,5742,180,29814,9789953,3578915
East Helena,MT,5074.728894,7397.38002,36,253,2268,123,16259,2797278,1951774
East Hopewell,PA,4506.434477,10410.26486,0,147,1470,62,7846,2833300,941822
East Huntingdon,PA,25079.26322,43366.63579,112,3355,38846,0,5,66228552,638
East Jordan,MI,7285.907417,10991.9772,67,653,5487,0,0,7161592,0
East Kingston,NH,12847.51723,16345.30629,45,182,1172,45,3943,1271645,473313
East Lansdowne,PA,7116.895732,8959.347823,43,176,1736,204,24687,3345260,2963435
East Lansing,MI,317607.1564,669967.9511,549,15969,129185,3267,500840,168617042,60122153
East Liverpool,OH,20103.48677,38437.80504,285,5254,51935,938,170928,88543707,20518618
East Liverpool,PA,20103.48677,38437.80504,285,5254,51935,938,170928,88543707,20518618
East Longmeadow,CT,83386.24137,155190.0096,301,10213,68813,1043,121842,74680424,14626251
East Longmeadow,MA,208465.6034,387975.0241,301,10213,68813,1043,121842,74680424,14626251
East Lyme,CT,228376.7788,418319.5892,363,5739,36027,1395,146787,39099365,17620672
East Machias,ME,6255.682389,11882.20148,16,214,1701,0,0,1845527,0
East Manchester,PA,9561.866792,15017.33746,116,3706,43289,459,57178,83423072,6863835
East Marlborough,PA,58616.18982,100271.1726,148,1228,12095,411,49747,23308079,5971746
East McKeesport,PA,8161.069486,17292.24317,69,388,4131,164,22171,7043199,2661426
East Millinocket,ME,6059.652982,9384.693136,32,187,1488,0,0,1615404,0
East Moline,IL,179040.1976,304977.0668,262,2657,34541,869,151177,37385642,18147693
East Montpelier,VT,48128.26056,79448.20442,55,297,2070,0,0,2246027,0
East Mountain,TX,108.0744194,185.0053157,4,31,366,3,430,777060,51637
East Nantmeal,PA,12089.68913,19147.39969,39,303,3372,0,21,6499169,2540
East Newark,NJ,4618.565363,6510.741705,28,305,2527,115,15915,4870560,1910485
East Norriton,PA,151878.9611,305133.0762,306,5540,54570,1859,224979,105163583,27007040
East Nottingham,MD,6903.792286,10064.86528,98,529,5210,192,25578,10039644,3070488
East Nottingham,PA,27615.16915,40259.46111,98,529,5210,192,25578,10039644,3070488
East Orange,NJ,582572.391,1129336.045,800,17635,146198,3605,498163,281743954,59800822
East Otto,NY,4368.921935,7446.545405,29,139,1317,73,13607,2371219,1633413
East Palestine,OH,11690.90726,22860.80597,140,856,8486,246,47268,14467705,5674143
East Palo Alto,CA,63726.11765,108799.8796,176,5103,27616,546,65878,36978162,7908180
East Pennsboro,PA,210006.8077,364764.4403,294,5635,67626,1603,196823,130325067,23627154
East Peoria,IL,332666.7558,511298.7796,337,6437,72413,7555,1001670,73978304,120243159
East Pikeland,PA,54769.79778,95573.20036,157,1070,10537,398,48182,20305580,5783945
East Pittsburgh,PA,17213.464,25969.89033,42,833,8875,268,36131,15131477,4337261
East Prospect,PA,52.74885181,114.723942,12,77,904,26,3224,1742853,387026
East Providence,MA,123603.2975,229904.6144,912,15499,104591,4127,369774,113509068,44388679
East Providence,PA,16623.83212,33051.66323,43,353,3828,187,24026,7377466,2884145
East Providence,RI,741619.7851,1379427.687,912,15499,104591,4127,369774,113509068,44388679
East Ridge,TN,50480.43517,103724.6464,471,9452,92813,1152,147634,155582674,17722324
East Rochester,NY,59492.29336,95110.38026,135,3552,29177,737,147346,52533988,17687793
East Rochester,PA,2344.679905,4669.223946,10,80,856,17,2109,1459274,253227
East Rockhill,PA,39594.4298,76489.99782,76,751,8348,199,24327,16088336,2920265
East Rutherford,NJ,228726.2603,298594.7759,195,11477,95142,3252,449403,183351303,53947547
East Side,PA,99.22692333,217.2129751,3,60,718,14,1861,1384568,223429
East Sparta,OH,1701.275992,2758.213093,32,347,3433,44,8483,5852655,1018276
East St. Clair,PA,10007.1488,16242.36516,50,235,2349,140,18008,4527383,2161737
East St. Louis,IL,121333.8426,191693.475,325,5113,57513,0,0,58755959,0
East Tawakoni,TX,671.2545247,641.072459,5,57,685,6,894,917529,107321
East Tawas,MI,19836.88602,30948.21589,60,580,4881,0,0,6370330,0
East Thermopolis,WY,340.0004569,851.8268101,4,65,697,0,0,859820,53
East Troy,WI,21444.23844,35988.88774,90,1251,10779,195,32994,18377810,3960748
East Vincent,PA,40399.44973,69003.92717,108,638,6283,250,30213,12108353,3626894
East Washington,PA,1036.28249,2078.418188,45,245,2837,107,13565,4836135,1628335
East Wenatchee,WA,33244.55809,55266.11913,166,4192,137592,0,0,169709159,0
East Whiteland,PA,250893.9413,483090.4144,224,3797,37398,814,98470,72071081,11820602
East Windsor,CT,224647.8899,352028.1279,293,9913,62231,2247,256516,67537362,30792859
East Windsor,NJ,287824.0341,487344.7247,288,12094,101460,2553,352776,195526505,42348185
Eastampton,NJ,20571.02076,37174.43814,89,1216,10085,264,36529,19434766,4385037
Eastborough,KS,738.091297,1423.207859,0,70,708,5,669,1274533,80322
Eastbrook,ME,253.3123727,379.1581145,54.75,842.25,6687.25,25.25,2695,7257748,323502.5
Eastchester,NY,621853.3903,1229722.461,794,17985,109068,2646,495841,163427160,59522110
Eastford,CT,17480.87042,27746.88776,26,153,962,0,0,1044420,0
Eastham,MA,24146.55754,40879.28361,165,1724,10462,352,42197,11354556,5065438
Easthampton Town,MA,131514.4894,239338.5185,274,7888,53042,1089,127041,57564763,15250335
Eastlake,OH,86875.46421,121293.5499,294,5452,50627,751,154339,86313653,18527210
Eastland,TX,31269.02955,78594.07341,135,1938,23104,151,22564,30936047,2708610
Eastman,WI,1763.76332,1942.801541,6,26,230,7,1196,300789,143615
Easton,CT,62237.97862,102771.2104,181,1377,8662,279,30686,9400923,3683683
Easton,IL,290.3123399,285.7034386,8,72,809,13,1733,826092,208014
Easton,KS,165.3132146,341.3601293,4,30,299,6,864,538723,103764
Easton,MA,486603.292,804935.6675,455,6731,45475,1165,136123,49352614,16340525
Easton,MD,77530.92107,153046.6056,423,9490,81640,1639,189613,157330456,22761629
Easton,ME,11111.10572,20352.46029,34,126,1044,0,0,1133184,0
Easton,MN,704.8429286,965.6150219,13,77,780,0,0,844406,0
Easton,NH,2278.701257,4272.414865,9,71,493,0,0,535161,0
Easton,NJ,59987.49727,133461.322,448,4274,49808,1840,225878,95987034,27114944
Easton,NY,33396.80316,46650.32997,43,234,2226,70,13903,4007945,1668967
Easton,TX,169.9315428,207.6895344,5,95,1129,6,884,2395099,106128
Eastpointe,MI,308803.2677,511468.3428,654,9018,93735,2190,335675,122346869,40295386
Eastport,ME,17452.83081,31915.52999,56,378,3006,0,0,3262031,0
Eastport,MI,4363.268871,8854.541892,6,51,427,0,0,557502,0
Easttown,PA,149899.3605,274386.1814,261,1761,17347,550,66562,33429686,7990293
Eastvale,CA,223563.8914,306316.7946,112,7758,60303,656,76806,80746537,9219982
Eastview,TN,473.2757844,873.3992775,11,121,959,0,0,1607030,0
Eastwood,MI,5929.632073,8819.443606,78,1326,11154,261,39960,14558601,4796946
Eaton,CO,13990.79573,20480.9769,49,264,2867,95,17792,5023295,2135854
Eaton,IN,2539.715328,4345.076701,47,293,3344,49,6799,5701631,816191
Eaton,NY,28871.93969,52739.31176,87,758,7176,199,37621,12920206,4516170
Eaton,OH,21270.78908,34259.40409,233,3141,35145,269,46091,59918193,5532881
Eaton,PA,3722.651416,7514.591965,63,1011,10070,182,26603,19405520,3193435
Eaton Rapids,MI,5454.396579,9810.826306,140,1803,15157,516,79094,19783849,9494663
Eatontown,NJ,456616.7369,872117.8685,294,14447,123457,2426,232133,237917688,27865881
Eatonville,WA,3171.393479,5689.400148,49,483,4880,0,0,6019466,12
Eau Claire,MI,1033.866329,1280.478817,19,185,1883,52,7958,3210784,955270
Eau Claire,WI,830690.8681,1656013.211,1126,35782,352933,7226,1147230,382002299,137716526
Echo,MN,1478.690883,2786.9654,10,67,673,39,7060,728959,847490
Echo,OR,987.797418,2286.305357,7,66,726,8,1088,895361,130597
Economy,PA,72718.2094,118494.1796,106,1311,13963,348,45721,23805808,5488503
Ecorse,MI,58928.05395,75545.68697,112,1362,14145,0,0,18463090,0
Ecru,MS,9742.480252,13491.82595,20,1215,10079,17,2399,16896162,288020
Ector,TX,321.8836382,577.7434492,6,68,806,6,850,1078681,102065
Edcouch,TX,1227.677803,1414.536662,3,40,478,4,671,640193,80538
Eddington,ME,25623.35944,57498.48892,17,594,4722,61,6470,5124661,776625
Eddystone,PA,17469.98767,23008.5622,19,334,3289,62,7496,6338063,899848
Eddyville,IA,4243.668275,6988.132275,20,92,1011,56,9350,1093729,1122344
Eddyville,KY,16981.58775,24868.99088,37,371,3867,55,7670,6482987,920743
Eddyville,NE,178.423705,312.2889305,0,1,11,0,7,12315,867
Eden,NY,72767.82119,127584.2772,153,1206,11466,415,77501,20645197,9303486
Eden,SD,298.6105285,323.3354786,1,9,120,0,0,130268,0
Eden,TX,11723.75501,35438.82393,17,232,2770,15,2314,3709688,277751
Eden,VT,9205.37961,13711.97935,17,115,718,0,0,779730,0
Eden,WI,1556.938417,2627.888939,12,96,829,58,9729,1413714,1167874
Eden Prairie,MN,1375945.11,2172181.995,833,21994,221644,6843,1137446,239899922,136542040
Eden Valley,MN,547.1078826,976.608172,76,535,5391,223,37070,5835314,4449970
Edgar,NE,2181.660709,3330.1889,24,80,845,0,0,914562,0
Edgar,WI,1550.253542,2209.663154,36,302,3123,142,22153,4075983,2659364
Edgartown,MA,49747.7871,73750.55681,160,2691,16330,0,0,17722173,0
Edgecliff Village,TX,966.7210864,1974.793022,29,263,3137,24,3598,4200428,431930
Edgecomb,ME,22747.93577,41959.91853,31,192,1613,0,0,1750578,0
Edgeley,ND,521.8243406,542.9152007,34,551,6307,0,0,6826797,0
Edgemont,SD,682.2707186,1336.633149,14,244,2509,0,0,4396858,0
Edgemont Park,MI,3547.665514,7053.985617,36,812,6353,156,23864,8291635,2864661
Edgerton,KS,201.1582307,367.7748053,27,7401,69968,246,34367,125998887,4125470
Edgerton,MN,5263.509037,7520.078972,49,276,2781,0,0,3009789,0
Edgerton,OH,4510.196972,6402.544923,49,227,2111,0,0,3598830,0
Edgerton,WI,6003.705395,9583.440253,137,2196,19574,609,105744,25549155,12693768
Edgerton,WY,916.3853658,1818.683688,5,112,1208,46,8152,1490197,978640
Edgewater,CO,10980.42153,19129.39158,99,1198,13021,177,32472,22816744,3898007
