1,1,10611
1,2,2833
1,3,1090
1,4,510
1,5,289
1,6,144
1,7,93
1,8,51
1,9,33
1,10,22
1,11,14
1,12,18
1,13,14
1,14,15
1,15,3
1,16,8
1,17,7
1,18,3
1,19,2
1,20,4
1,21,2
1,22,6
1,23,2
1,24,3
1,26,52
2,1,11
2,2,480
2,3,511
2,4,277
2,5,207
2,6,145
2,7,96
2,8,69
2,9,54
2,10,29
2,11,39
2,12,19
2,13,15
2,14,9
2,15,17
2,16,10
2,17,5
2,18,5
2,19,2
2,20,3
2,21,2
2,23,3
2,24,4
2,25,1
2,26,9
2,27,19
3,2,14
3,3,170
3,4,216
3,5,122
3,6,107
3,7,88
3,8,60
3,9,48
3,10,46
3,11,26
3,12,20
3,13,16
3,14,19
3,15,16
3,16,9
3,17,4
3,18,4
3,19,5
3,20,8
3,21,1
3,22,3
3,23,2
3,25,2
3,26,1
3,27,19
4,3,12
4,4,102
4,5,137
4,6,90
4,7,64
4,8,46
4,9,37
4,10,25
4,11,23
4,12,23
4,13,18
4,14,17
4,15,12
4,16,9
4,17,10
4,18,12
4,19,8
4,20,5
4,21,4
4,22,6
4,23,1
4,24,2
4,25,5
4,26,3
4,27,6
4,28,15
5,3,1
5,4,7
5,5,67
5,6,93
5,7,81
5,8,43
5,9,27
5,10,22
5,11,9
5,12,23
5,13,14
5,14,17
5,15,11
5,16,13
5,17,6
5,18,7
5,19,9
5,20,7
5,21,6
5,22,2
5,23,3
5,24,2
5,25,4
5,26,2
5,27,2
5,28,18
6,4,2
6,5,8
6,6,46
6,7,63
6,8,54
6,9,38
6,10,15
6,11,23
6,12,19
6,13,12
6,14,14
6,15,9
6,16,7
6,17,8
6,18,5
6,19,5
6,20,10
6,21,4
6,22,7
6,23,4
6,24,2
6,25,8
6,26,3
6,27,1
6,28,4
6,29,18
7,5,5
7,6,9
7,7,22
7,8,53
7,9,55
7,10,33
7,11,27
7,12,24
7,13,22
7,14,15
7,15,12
7,16,5
7,17,7
7,18,5
7,19,4
7,20,5
7,21,4
7,22,3
7,23,5
7,24,4
7,25,4
7,26,1
7,27,3
7,29,19
8,6,1
8,7,3
8,8,25
8,9,32
8,10,32
8,11,30
8,12,14
8,13,13
8,14,18
8,15,7
8,16,10
8,17,6
8,18,7
8,19,4
8,20,3
8,21,3
8,22,3
8,23,8
8,24,4
8,25,1
8,26,2
8,27,4
8,28,2
8,29,5
8,30,10
9,7,1
9,8,6
9,9,14
9,10,24
9,11,34
9,12,22
9,13,17
9,14,7
9,15,9
9,16,8
9,17,6
9,18,4
9,19,3
9,20,3
9,21,4
9,22,3
9,23,2
9,24,2
9,26,2
9,27,6
9,29,1
9,30,17
10,8,2
10,9,2
10,10,9
10,11,27
10,12,12
10,13,15
10,14,13
10,15,14
10,16,7
10,17,4
10,18,8
10,19,4
10,20,4
10,21,3
10,22,2
10,23,3
10,24,2
10,25,3
10,26,4
10,27,3
10,28,4
10,30,9
10,31,17
11,9,1
11,10,4
11,11,16
11,12,23
11,13,17
11,14,17
11,15,10
11,16,7
11,17,12
11,18,8
11,19,5
11,20,7
11,21,2
11,22,5
11,23,1
11,24,7
11,25,3
11,26,3
11,27,2
11,28,2
11,29,1
11,30,1
11,31,17
12,10,2
12,11,5
12,12,9
12,13,13
12,14,15
12,15,13
12,16,13
12,17,10
12,18,2
12,19,7
12,20,4
12,21,4
12,22,9
12,23,7
12,24,5
12,25,3
12,26,2
12,28,1
12,30,1
12,31,12
12,32,11
13,9,1
13,11,1
13,12,4
13,13,8
13,14,17
13,15,11
13,16,8
13,17,14
13,18,11
13,19,9
13,20,1
13,21,4
13,22,5
13,23,2
13,24,2
13,25,5
13,26,3
13,27,2
13,28,3
13,29,2
13,31,1
13,32,16
14,10,1
14,11,1
14,13,2
14,14,6
14,15,5
14,16,19
14,17,8
14,18,10
14,19,4
14,20,6
14,21,4
14,22,3
14,23,7
14,24,2
14,25,2
14,26,2
14,27,1
14,28,3
14,29,2
14,30,1
14,31,2
14,32,2
14,33,14
15,10,1
15,12,3
15,13,2
15,14,2
15,15,8
15,16,8
15,17,4
15,18,9
15,19,8
15,20,9
15,21,5
15,22,7
15,23,7
15,25,2
15,26,6
15,27,4
15,29,1
15,30,2
15,31,1
15,33,16
16,11,1
16,12,1
16,14,1
16,15,4
16,16,4
16,17,4
16,18,13
16,19,5
16,20,5
16,21,5
16,22,10
16,23,3
16,24,4
16,25,7
16,26,4
16,28,1
16,29,2
16,30,1
16,31,1
16,32,1
16,33,12
16,34,11
17,12,1
17,15,2
17,16,4
17,17,5
17,18,6
17,19,10
17,20,6
17,21,1
17,22,9
17,23,1
17,25,4
17,26,6
17,27,3
17,28,5
17,29,5
17,30,2
17,31,3
17,32,1
17,33,2
17,34,16
18,12,1
18,16,2
18,18,1
18,19,5
18,20,6
18,21,7
18,22,6
18,23,2
18,24,2
18,25,3
18,26,2
18,27,6
18,28,1
18,29,2
18,30,2
18,31,4
18,32,2
18,33,1
18,34,11
18,35,4
19,18,3
19,19,3
19,20,9
19,21,2
19,22,7
19,23,3
19,24,5
19,25,3
19,26,3
19,27,4
19,28,2
19,29,2
19,30,2
19,31,2
19,33,1
19,34,2
19,35,13
20,18,1
20,19,3
20,21,4
20,22,5
20,23,3
20,24,2
20,25,4
20,26,2
20,27,3
20,28,1
20,29,1
20,30,3
20,31,2
20,33,1
20,34,1
20,35,10
20,36,4
21,17,1
21,20,4
21,21,2
21,22,1
21,23,6
21,24,3
21,25,2
21,26,2
21,27,6
21,29,2
21,30,2
21,31,2
21,32,5
21,34,1
21,35,3
21,36,23
22,20,3
22,21,1
22,22,1
22,23,3
22,24,2
22,25,4
22,26,1
22,27,3
22,28,1
22,29,2
22,30,3
22,31,2
22,32,1
22,33,3
22,34,1
22,35,2
22,36,12
22,37,10
23,21,3
23,23,3
23,24,3
23,25,4
23,26,5
23,27,1
23,28,1
23,29,3
23,31,2
23,32,2
23,33,4
23,34,5
23,35,1
23,37,12
24,23,1
24,24,2
24,25,2
24,26,4
24,27,4
24,28,1
24,29,2
24,30,2
24,31,2
24,32,6
24,33,1
24,34,2
24,37,15
24,38,5
25,19,1
25,23,2
25,24,1
25,25,3
25,26,4
25,27,1
25,28,4
25,29,1
25,30,3
25,31,1
25,32,1
25,33,3
25,34,3
25,35,1
25,36,2
25,38,24
26,24,1
26,25,2
26,26,7
26,27,1
26,28,2
26,29,1
26,30,1
26,31,3
26,32,2
26,33,1
26,34,1
26,35,3
26,36,2
26,37,2
26,38,6
26,39,8
27,22,1
27,23,1
27,27,2
27,28,3
27,29,6
27,30,4
27,31,1
27,32,2
27,33,1
27,35,2
27,36,4
27,37,2
27,39,16
28,22,1
28,27,2
28,28,1
28,29,1
28,31,2
28,32,2
28,34,1
28,35,1
28,36,5
28,37,1
28,38,1
28,39,5
28,40,3
29,27,2
29,28,1
29,30,3
29,31,3
29,32,2
29,33,2
29,34,3
29,35,2
29,36,1
29,37,1
29,38,3
29,39,1
29,40,15
30,29,1
30,30,1
30,31,3
30,32,1
30,33,1
30,34,1
30,36,2
30,38,3
30,40,12
30,41,5
31,30,1
31,31,2
31,33,1
31,34,1
31,35,2
31,36,2
31,39,2
31,41,15
32,32,2
32,34,3
32,35,2
32,36,1
32,38,2
32,41,11
32,42,7
33,32,2
33,34,1
33,35,1
33,36,1
33,37,1
33,38,1
33,42,12
34,24,1
34,29,1
34,33,1
34,35,1
34,39,1
34,40,1
34,42,14
35,31,1
35,35,1
35,36,1
35,38,2
35,39,2
35,40,1
35,41,1
35,43,18
36,35,1
36,36,1
36,37,3
36,43,12
36,44,2
37,34,1
37,39,1
37,44,15
38,33,1
38,42,1
38,43,2
38,44,9
38,45,2
39,32,1
39,40,1
39,41,1
39,42,1
39,45,7
40,36,1
40,41,1
40,42,1
40,45,10
41,40,1
41,41,1
41,44,4
41,46,8
42,34,1
42,40,2
42,42,1
42,46,9
43,41,2
43,42,1
43,45,2
43,46,1
43,47,14
44,42,2
44,44,2
44,45,1
44,46,1
44,47,8
44,48,4
45,44,2
45,48,11
46,40,1
46,45,1
46,47,1
46,48,11
46,49,1
47,46,1
47,49,10
48,44,1
48,49,12
48,50,1
49,45,1
49,49,1
49,50,5
50,36,1
50,39,1
50,45,1
50,49,7
