,zip,city,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,state_id
50274,60970,Crescent City,7.0,55.0,619.0,29.0,4747.0,IL
50275,60970,Watseka,172.0,2134.0,23962.0,458.0,75861.0,IL
50276,60970,Iroquois,5.0,31.0,349.0,11.0,1761.0,IL
50277,60973,Wellington,7.0,49.0,546.0,8.0,1144.0,IL
50278,60974,Woodland,4.0,64.0,721.0,3.0,425.0,IL
50279,61001,Apple River,11.0,56.0,641.0,30.0,4942.0,IL
50280,61006,Ashton,39.0,217.0,2491.0,108.0,17865.0,IL
50281,61008,Timberlane,4.0,14.0,158.0,6.0,1074.0,IL
50282,61008,Poplar Grove,45.0,171.0,1963.0,82.0,13676.0,IL
50283,61008,Belvidere,280.0,2741.0,31390.0,963.0,159597.0,IL
50284,61008,Cherry Valley,42.0,2113.0,24197.0,510.0,84612.0,IL
50285,61010,Byron,77.0,398.0,4559.0,161.0,26713.0,IL
50286,61011,Machesney Park,202.0,1749.0,20037.0,734.0,121726.0,IL
50287,61011,Timberlane,4.0,14.0,158.0,6.0,1074.0,IL
50288,61011,Caledonia,3.0,10.0,119.0,5.0,810.0,IL
50289,61011,Poplar Grove,45.0,171.0,1963.0,82.0,13676.0,IL
50290,61011,Loves Park,483.0,5997.0,68690.0,2875.0,476674.0,IL
50291,61012,Sharon,13.0,287.0,2557.0,39.0,6581.0,IL
50292,61012,Capron,14.0,53.0,604.0,28.0,4580.0,IL
50293,61013,Cedarville,8.0,53.0,610.0,33.0,5491.0,IL
50294,61014,Coleta,1.0,5.0,54.0,2.0,402.0,IL
50295,61014,Chadwick,18.0,58.0,662.0,58.0,9613.0,IL
50296,61016,Belvidere,280.0,2741.0,31390.0,963.0,159597.0,IL
50297,61016,Cherry Valley,42.0,2113.0,24197.0,510.0,84612.0,IL
50298,61018,Dakota,8.0,37.0,426.0,16.0,2599.0,IL
50299,61019,Davis,10.0,43.0,497.0,18.0,3032.0,IL
50300,61020,New Milford,6.0,218.0,2498.0,58.0,9549.0,IL
50301,61020,Davis Junction,13.0,73.0,841.0,34.0,5645.0,IL
50302,61020,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50303,61021,Dixon,289.0,2278.0,26096.0,1168.0,193693.0,IL
50304,61021,Amboy,48.0,268.0,3070.0,132.0,21949.0,IL
50305,61021,Nelson,1.0,12.0,141.0,3.0,549.0,IL
50306,61024,Durand,30.0,140.0,1605.0,77.0,12816.0,IL
50307,61025,Menominee,4.0,19.0,188.0,15.0,2497.0,IL
50308,61025,East Dubuque,36.0,188.0,1835.0,147.0,24407.0,IL
50309,61025,Dubuque,1066.0,15203.0,166469.0,5177.0,851795.0,IL
50310,61028,Elizabeth,22.0,314.0,3556.0,92.0,15272.0,IL
50311,61030,Adeline,284.25,3965.5,43494.25,1354.25,222899.0,IL
50312,61030,Forreston,38.0,197.0,2255.0,81.0,13450.0,IL
50313,61031,Franklin Grove,11.0,148.0,1697.0,67.0,11079.0,IL
50314,61032,Cedarville,8.0,53.0,610.0,33.0,5491.0,IL
50315,61032,Freeport,406.0,4482.0,51340.0,1850.0,306791.0,IL
50316,61036,Galena,157.0,1056.0,10280.0,445.0,73710.0,IL
50317,61039,German Valley,3.0,32.0,367.0,24.0,4029.0,IL
50318,61041,Bellevue,81.0,375.0,4103.0,150.0,23423.0,IL
50319,61041,Hanover,12.0,209.0,2390.0,58.0,9663.0,IL
50320,61042,Harmon,2.0,45.0,510.0,12.0,1993.0,IL
50321,61046,Lanark,40.0,196.0,2241.0,105.0,17467.0,IL
50322,61047,Byron,77.0,398.0,4559.0,161.0,26713.0,IL
50323,61047,Adeline,36.5,178.75,2046.5,83.0,13773.75,IL
50324,61047,Leaf River,21.0,82.0,941.0,45.0,7480.0,IL
50325,61048,Nora,8.0,39.0,445.0,21.0,3435.0,IL
50326,61048,Lena,81.0,366.0,4196.0,285.0,47268.0,IL
50327,61051,Milledgeville,26.0,81.0,930.0,81.0,13503.0,IL
50328,61052,Monroe Center,6.0,31.0,359.0,15.0,2410.0,IL
50329,61053,Mount Carroll,63.0,276.0,3164.0,142.0,23549.0,IL
50330,61054,Mount Morris,55.0,289.0,3310.0,242.0,40053.0,IL
50331,61060,Orangeville,10.0,47.0,535.0,22.0,3615.0,IL
50332,61061,Oregon,95.0,677.0,7752.0,348.0,57739.0,IL
50333,61062,Pearl City,22.0,111.0,1273.0,60.0,10017.0,IL
50334,61063,Pecatonica,57.0,292.0,3343.0,155.0,25664.0,IL
50335,61064,Polo,63.0,276.0,3165.0,153.0,25423.0,IL
50336,61065,Timberlane,4.0,14.0,158.0,6.0,1074.0,IL
50337,61065,Caledonia,3.0,10.0,119.0,5.0,810.0,IL
50338,61065,Poplar Grove,45.0,171.0,1963.0,82.0,13676.0,IL
50339,61067,Ridott,1.0,10.0,120.0,8.0,1316.0,IL
50340,61068,Creston,5.0,59.0,680.0,14.0,2305.0,IL
50341,61068,Rochelle,163.0,3921.0,44863.0,1008.0,167199.0,IL
50342,61068,Hillcrest,7.0,106.0,1208.0,27.0,4410.0,IL
50343,61070,Rock City,5.0,24.0,276.0,10.0,1686.0,IL
50344,61071,Sterling,279.0,2629.0,30115.0,853.0,141393.0,IL
50345,61071,Rock Falls,178.0,953.0,10914.0,527.0,87438.0,IL
50346,61072,Beloit,476.0,8080.0,72010.0,2230.0,387494.0,IL
50347,61072,Rockton,122.0,972.0,11131.0,523.0,89586.0,IL
50348,61072,South Beloit,92.0,1357.0,15366.0,335.0,56224.0,IL
50349,61072,Roscoe,93.0,779.0,8917.0,314.0,53767.0,IL
50350,61073,Machesney Park,202.0,1749.0,20037.0,734.0,121726.0,IL
50351,61073,Rockton,122.0,972.0,11131.0,523.0,89586.0,IL
50352,61073,South Beloit,92.0,1357.0,15366.0,335.0,56224.0,IL
50353,61073,Roscoe,93.0,779.0,8917.0,314.0,53767.0,IL
50354,61074,Savanna,86.0,538.0,5235.0,391.0,52490.0,IL
50355,61074,Sabula,11.0,47.0,511.0,31.0,4813.0,IL
50356,61075,Scales Mound,26.0,129.0,1482.0,69.0,11433.0,IL
50357,61078,Shannon,25.0,123.0,1407.0,66.0,10951.0,IL
50358,61080,Beloit,476.0,8080.0,72010.0,2230.0,387494.0,IL
50359,61080,Rockton,122.0,972.0,11131.0,523.0,89586.0,IL
50360,61080,South Beloit,92.0,1357.0,15366.0,335.0,56224.0,IL
50361,61080,Roscoe,93.0,779.0,8917.0,314.0,53767.0,IL
50362,61081,Sterling,279.0,2629.0,30115.0,853.0,141393.0,IL
50363,61081,Coleta,1.0,5.0,54.0,2.0,402.0,IL
50364,61081,Rock Falls,178.0,953.0,10914.0,527.0,87438.0,IL
50365,61084,Byron,77.0,398.0,4559.0,161.0,26713.0,IL
50366,61084,Stillman Valley,15.0,82.0,937.0,38.0,6252.0,IL
50367,61085,Stockton,52.0,315.0,3602.0,134.0,22276.0,IL
50368,61087,Nora,8.0,39.0,445.0,21.0,3435.0,IL
50369,61087,Warren,44.0,215.0,2467.0,115.0,19033.0,IL
50370,61088,Winnebago,60.0,453.0,5189.0,285.0,47199.0,IL
50371,61088,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50372,61089,Nora,8.0,39.0,445.0,21.0,3435.0,IL
50373,61089,Winslow,6.0,25.0,283.0,20.0,3289.0,IL
50374,61101,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50375,61102,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50376,61103,Machesney Park,202.0,1749.0,20037.0,734.0,121726.0,IL
50377,61103,Loves Park,483.0,5997.0,68690.0,2875.0,476674.0,IL
50378,61103,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50379,61103,Roscoe,93.0,779.0,8917.0,314.0,53767.0,IL
50380,61104,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50381,61107,Loves Park,483.0,5997.0,68690.0,2875.0,476674.0,IL
50382,61107,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50383,61108,Cherry Valley,42.0,2113.0,24197.0,510.0,84612.0,IL
50384,61108,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50385,61109,New Milford,6.0,218.0,2498.0,58.0,9549.0,IL
50386,61109,Cherry Valley,42.0,2113.0,24197.0,510.0,84612.0,IL
50387,61109,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50388,61111,Machesney Park,202.0,1749.0,20037.0,734.0,121726.0,IL
50389,61111,Loves Park,483.0,5997.0,68690.0,2875.0,476674.0,IL
50390,61111,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50391,61112,Cherry Valley,42.0,2113.0,24197.0,510.0,84612.0,IL
50392,61114,Loves Park,483.0,5997.0,68690.0,2875.0,476674.0,IL
50393,61114,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50394,61115,Machesney Park,202.0,1749.0,20037.0,734.0,121726.0,IL
50395,61115,Loves Park,483.0,5997.0,68690.0,2875.0,476674.0,IL
50396,61115,Rockford,2534.0,31027.0,355324.0,12795.0,2121297.0,IL
50397,61115,Roscoe,93.0,779.0,8917.0,314.0,53767.0,IL
50398,61201,Davenport,1845.0,26138.0,286203.0,6897.0,1171861.0,IL
50399,61201,Milan,107.0,4010.0,45416.0,421.0,73212.0,IL
50400,61201,Rock Island,621.0,11924.0,154125.0,3836.0,667404.0,IL
50401,61201,Bettendorf,494.0,6792.0,74371.0,1845.0,313844.0,IL
50402,61201,Moline,741.0,9486.0,120462.0,3609.0,627910.0,IL
50403,61230,Clinton,547.0,8872.0,97148.0,2408.0,384364.0,IL
50404,61230,Albany,10.0,43.0,492.0,54.0,8893.0,IL
50405,61231,Matherville,15.0,107.0,1215.0,28.0,4842.0,IL
50406,61231,Aledo,81.0,985.0,11158.0,238.0,41286.0,IL
50407,61232,Andalusia,14.0,392.0,4443.0,28.0,4823.0,IL
50408,61234,Annawan,25.0,166.0,1889.0,11.0,1921.0,IL
50409,61234,Hooppole,1.0,5.0,59.0,1.0,124.0,IL
50410,61235,Atkinson,30.0,135.0,1537.0,19.0,3231.0,IL
50411,61238,Cambridge,46.0,451.0,5086.0,123.0,21445.0,IL
50412,61238,Bishop Hill,3.0,23.0,256.0,7.0,1227.0,IL
50413,61238,Andover,3.0,30.0,333.0,8.0,1404.0,IL
50414,61239,Carbon Cliff,28.0,223.0,2895.0,77.0,13421.0,IL
50415,61239,Silvis,73.0,852.0,11076.0,267.0,46431.0,IL
50416,61240,Milan,107.0,4010.0,45416.0,421.0,73212.0,IL
50417,61240,Colona,47.0,334.0,4346.0,263.0,45776.0,IL
50418,61240,Coal Valley,53.0,584.0,6618.0,165.0,28744.0,IL
50419,61240,Moline,741.0,9486.0,120462.0,3609.0,627910.0,IL
50420,61241,Colona,47.0,334.0,4346.0,263.0,45776.0,IL
50421,61241,Cleveland,16.0,113.0,1463.0,86.0,14937.0,IL
50422,61242,Cordova,4.0,23.0,264.0,8.0,1398.0,IL
50423,61242,Camanche,63.0,787.0,8618.0,250.0,41358.0,IL
50424,61243,Deer Grove,1.0,3.0,33.0,2.0,268.0,IL
50425,61244,Carbon Cliff,28.0,223.0,2895.0,77.0,13421.0,IL
50426,61244,East Moline,262.0,2657.0,34541.0,869.0,151177.0,IL
50427,61244,Bettendorf,494.0,6792.0,74371.0,1845.0,313844.0,IL
50428,61244,Riverdale,8.0,53.0,575.0,10.0,1751.0,IL
50429,61244,Rapids City,11.0,59.0,680.0,21.0,3598.0,IL
50430,61244,Hampton,15.0,160.0,2076.0,40.0,6924.0,IL
50431,61244,Silvis,73.0,852.0,11076.0,267.0,46431.0,IL
50432,61244,Moline,741.0,9486.0,120462.0,3609.0,627910.0,IL
50433,61250,Erie,28.0,147.0,1680.0,63.0,10496.0,IL
50434,61252,Clinton,547.0,8872.0,97148.0,2408.0,384364.0,IL
50435,61252,Fulton,78.0,350.0,4006.0,345.0,46683.0,IL
50436,61254,Colona,47.0,334.0,4346.0,263.0,45776.0,IL
