,city,housing_units,total_pop,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,state_id
1415,Lynnfield,4429.0,11548.0,5884.0,32691.0,2828.0,214052.0,35478238.0,25695437.0,MA
1421,Wakefield,10122.0,24794.0,14218.0,78236.0,5358.0,402600.0,84906641.0,48329169.0,MA
1438,Hudson,8858.0,24394.0,13814.0,73212.0,3998.0,289759.0,79454539.0,34783456.0,MA
1440,Saugus,10039.0,26516.0,15219.0,78996.0,6367.0,479540.0,85731767.0,57565332.0,MA
1442,Melrose,11385.0,27787.0,14721.0,74937.0,7356.0,553596.0,81326612.0,66455131.0,MA
1462,Arlington,18652.0,42570.0,21708.0,105519.0,12771.0,972790.0,114515947.0,116776278.0,MA
1464,Medford,22202.0,57180.0,25221.0,127458.0,14164.0,1085449.0,138326045.0,130300278.0,MA
1467,Lynn,32242.0,92074.0,40722.0,211344.0,22810.0,1718434.0,229364587.0,206285484.0,MA
1468,Swampscott,5403.0,13826.0,8140.0,42248.0,4354.0,327985.0,45849878.0,39372181.0,MA
1470,Nahant,1600.0,3420.0,2151.0,11163.0,1425.0,107336.0,12115276.0,12884946.0,MA
1473,Salem,18071.0,42804.0,20808.0,108026.0,9812.0,739247.0,117237404.0,88741235.0,MA
1475,Peabody,21504.0,52235.0,24275.0,141924.0,11535.0,868985.0,154025730.0,104315302.0,MA
1478,Revere,20232.0,53165.0,25508.0,130774.0,14127.0,1064286.0,141924770.0,127759763.0,MA
1483,Malden,23087.0,60732.0,24871.0,128779.0,14211.0,1070628.0,139760071.0,128521098.0,MA
1485,Marblehead,8261.0,19811.0,11007.0,57221.0,6260.0,471621.0,62100002.0,56614627.0,MA
1491,Newburyport,7742.0,17837.0,9829.0,51014.0,4723.0,376247.0,55363879.0,45165711.0,MA
1492,South Hampton,428.0,1060.0,572.0,3589.0,66.0,4057.0,3895272.0,487061.0,MA
1494,Salisbury,3641.0,8212.0,5269.0,27344.0,2285.0,199698.0,29675775.0,23972318.0,MA
1497,Manchester-by-the-Sea,2115.0,5137.0,2914.0,15126.0,1365.0,102848.0,16415526.0,12346124.0,MA
1499,Danvers,10543.0,26303.0,13429.0,75493.0,5108.0,384825.0,81930000.0,46195471.0,MA
1500,Wenham,1389.0,4831.0,2215.0,11506.0,858.0,64622.0,12486589.0,7757444.0,MA
1501,Beverly,16228.0,40967.0,19917.0,103381.0,8726.0,657381.0,112196255.0,78913843.0,MA
1505,Topsfield,2232.0,6072.0,3760.0,19529.0,1407.0,105981.0,21193886.0,12722231.0,MA
1509,Ipswich,5589.0,13127.0,7223.0,40526.0,2095.0,166873.0,43982014.0,20031848.0,MA
1522,Essex,1453.0,3470.0,2046.0,10618.0,780.0,58751.0,11523289.0,7052607.0,MA
1524,Hamilton,2754.0,7809.0,4474.0,23218.0,946.0,75401.0,25197840.0,9051287.0,MA
1525,Gloucester,12619.0,29546.0,16428.0,85260.0,6617.0,498501.0,92529369.0,59841373.0,MA
1530,Rockport,3233.0,7021.0,4651.0,24140.0,529.0,39856.0,26197979.0,4784477.0,MA
1571,Seabrook,3861.0,8663.0,4407.0,27630.0,922.0,56451.0,29985745.0,6776570.0,MA
1621,Franklin Town,11191.0,32873.0,18891.0,97299.0,8021.0,698520.0,105595249.0,83852200.0,MA
1623,Wrentham,3950.0,10879.0,7380.0,37816.0,1757.0,153030.0,41040614.0,18370084.0,MA
1630,Milton,8980.0,26828.0,12765.0,62447.0,7483.0,566249.0,67771685.0,67974015.0,MA
1631,Norwood,11752.0,28483.0,14087.0,70630.0,7443.0,583870.0,76651857.0,70089365.0,MA
1632,Dedham,9606.0,24521.0,12468.0,59774.0,7473.0,598826.0,64870483.0,71884647.0,MA
1633,Randolph,12281.0,31867.0,17859.0,91394.0,6920.0,563366.0,99186483.0,67627924.0,MA
1634,Sharon,6180.0,17538.0,10099.0,49974.0,5323.0,450238.0,54235204.0,54047834.0,MA
1635,Westwood,5609.0,14508.0,10589.0,50764.0,3680.0,301657.0,55092887.0,36211751.0,MA
1636,Canton,8918.0,21408.0,13013.0,63452.0,6122.0,516507.0,68862306.0,62002887.0,MA
1637,Stoughton,10578.0,26893.0,15152.0,77213.0,7552.0,657656.0,83796463.0,78946848.0,MA
1638,Hingham,8556.0,21916.0,13420.0,73156.0,4480.0,343578.0,79393251.0,41244064.0,MA
1639,Hull,4919.0,10391.0,6206.0,35997.0,2943.0,231727.0,39066573.0,27817076.0,MA
1640,Cohasset,2949.0,7483.0,4612.0,23938.0,1778.0,140416.0,25979595.0,16855895.0,MA
1641,Scituate,6750.0,18115.0,11923.0,61096.0,5126.0,421557.0,66305858.0,50604852.0,MA
1642,Newton,30898.0,88317.0,48221.0,231183.0,30021.0,2270523.0,250894865.0,272559648.0,MA
1643,Needham,10434.0,28786.0,19645.0,94185.0,7601.0,592934.0,102215993.0,71177401.0,MA
1645,Boston,259324.0,658279.0,276562.0,1326018.0,152620.0,11524244.0,1439083261.0,1383401249.0,MA
1653,Walpole,8990.0,23862.0,14600.0,70118.0,6115.0,506568.0,76096701.0,60809737.0,MA
1660,Norfolk,3160.0,11151.0,6072.0,29109.0,669.0,58291.0,31590989.0,6997420.0,MA
1661,Plainville,3395.0,8176.0,4829.0,25133.0,783.0,68169.0,27275613.0,8183161.0,MA
1662,Foxborough,6352.0,16734.0,9539.0,47789.0,3911.0,340573.0,51863608.0,40883333.0,MA
1666,Mansfield,8280.0,23094.0,11757.0,67667.0,4832.0,420778.0,73437210.0,50511294.0,MA
1673,Norwell,3635.0,10430.0,6675.0,34058.0,1590.0,132941.0,36962098.0,15958638.0,MA
1675,Weymouth Town,22891.0,55601.0,30043.0,155929.0,10631.0,804896.0,169224580.0,96621883.0,MA
1676,Rockland,6768.0,17515.0,9663.0,50150.0,3828.0,302287.0,54426325.0,36287334.0,MA
1682,Marshfield,9424.0,25059.0,15963.0,78245.0,6842.0,595883.0,84916282.0,71531356.0,MA
1687,North Attleborough,10469.0,28593.0,15244.0,89740.0,2516.0,200449.0,97392145.0,24062391.0,MA
1688,Easton,7756.0,23061.0,13671.0,70950.0,3749.0,326449.0,76999321.0,39187810.0,MA
1689,Norton,6320.0,18970.0,9565.0,49641.0,3644.0,317304.0,53873560.0,38089969.0,MA
1692,Duxbury,5355.0,14978.0,9963.0,47765.0,3681.0,318213.0,51838076.0,38199170.0,MA
1693,Pembroke,6282.0,17740.0,10721.0,54261.0,3393.0,294430.0,58887512.0,35344131.0,MA
1727,Hanover,5019.0,13813.0,9108.0,47269.0,3393.0,267929.0,51299997.0,32162888.0,MA
1752,Brockton,31991.0,94813.0,42501.0,220577.0,22086.0,1888387.0,239384665.0,226687046.0,MA
1754,Avon,1658.0,4341.0,2470.0,12817.0,839.0,73078.0,13910315.0,8772504.0,MA
1769,Cumberland,13529.0,33352.0,17958.0,96391.0,8443.0,611812.0,104610203.0,73443505.0,MA
1782,Cambridge,43497.0,108757.0,41752.0,200169.0,21841.0,1772733.0,217236526.0,212803646.0,MA
1783,Brookline,24741.0,58371.0,28938.0,138734.0,14408.0,1085473.0,150563912.0,130303058.0,MA
1793,Quincy,39823.0,93349.0,43605.0,224343.0,21685.0,1638506.0,243472294.0,196690650.0,MA
1801,Winthrop Town,7699.0,18031.0,9091.0,46110.0,6116.0,460732.0,50042069.0,55307475.0,MA
1803,Chelsea,12403.0,38244.0,14273.0,69650.0,8009.0,603363.0,75588734.0,72429305.0,MA
1805,Somerville,32229.0,79507.0,33666.0,163906.0,22283.0,1738268.0,177881761.0,208666381.0,MA
1806,Everett,15269.0,44636.0,18500.0,94769.0,11916.0,902851.0,102849334.0,108380617.0,MA
1821,Watertown Town,14726.0,33849.0,15826.0,75988.0,9897.0,749594.0,82467529.0,89983312.0,MA
1830,Belmont,9636.0,24548.0,11823.0,57092.0,7599.0,580782.0,61960077.0,69718612.0,MA
1892,Braintree Town,13767.0,37066.0,18517.0,97573.0,7471.0,574588.0,105892451.0,68975118.0,MA
1916,Holbrook,4147.0,10749.0,5999.0,31133.0,2025.0,169657.0,33787932.0,20366086.0,MA
1931,Abington,6203.0,15841.0,9134.0,47405.0,2968.0,232095.0,51447358.0,27861334.0,MA
1944,West Bridgewater,2369.0,6896.0,3896.0,20220.0,1113.0,96925.0,21944136.0,11635108.0,MA
1945,East Bridgewater,5012.0,13704.0,8257.0,42852.0,2465.0,198714.0,46506083.0,23854193.0,MA
1951,Whitman,5359.0,14430.0,8208.0,42597.0,2786.0,215625.0,46228897.0,25884230.0,MA
1957,Raynham,4749.0,13208.0,7020.0,36773.0,1611.0,140284.0,39908681.0,16840112.0,MA
1958,Bridgewater,7886.0,26508.0,13035.0,67663.0,3457.0,301056.0,73432400.0,36139522.0,MA
1959,Halifax,2923.0,7516.0,4931.0,24684.0,709.0,61720.0,26789241.0,7409076.0,MA
1960,Middleborough,8863.0,22807.0,13953.0,69097.0,4603.0,398004.0,74988235.0,47777434.0,MA
1963,Plymouth,21889.0,56011.0,38317.0,183701.0,9641.0,816287.0,199364698.0,97989249.0,MA
1964,Wareham,9254.0,21673.0,14836.0,71126.0,4550.0,375065.0,77190616.0,45023806.0,MA
1966,Carver,4494.0,11481.0,7517.0,36040.0,1372.0,117600.0,39112803.0,14116983.0,MA
1967,Plympton,1028.0,2799.0,1796.0,8611.0,252.0,21717.0,9345263.0,2606990.0,MA
1968,Kingston,4699.0,12556.0,7921.0,38900.0,2210.0,190443.0,42216366.0,22861299.0,MA
1975,Hanson,3596.0,10148.0,6296.0,32678.0,2120.0,174200.0,35464547.0,20911478.0,MA
2009,Lakeville,3851.0,10533.0,6553.0,31418.0,734.0,63674.0,34096508.0,7643614.0,MA
2014,Taunton,22307.0,56504.0,33862.0,201946.0,11429.0,995319.0,219165447.0,119480773.0,MA
2016,Rochester,1848.0,5159.0,3338.0,16117.0,498.0,42191.0,17491689.0,5064681.0,MA
2017,Freetown,3008.0,8828.0,5633.0,27007.0,486.0,41898.0,29310163.0,5029544.0,MA
2019,Berkley,2318.0,6336.0,3779.0,18994.0,378.0,32595.0,20613593.0,3912751.0,MA
2045,Bourne,8353.0,19746.0,13305.0,63786.0,4806.0,392556.0,69224552.0,47123521.0,MA
2197,Sandwich,7518.0,20518.0,13620.0,65299.0,3671.0,295884.0,70866531.0,35518737.0,MA
2199,Chilmark,539.0,1403.0,901.0,4322.0,0.0,0.0,4690333.0,0.0,MA
2200,Gosnold,72.0,188.0,121.0,579.0,0.0,0.0,627909.0,0.0,MA
2201,West Tisbury,740.0,1926.0,1237.0,5931.0,0.0,0.0,6436796.0,0.0,MA
2202,Aquinnah,169.0,439.0,282.0,1354.0,0.0,0.0,1469015.0,0.0,MA
2204,Falmouth,13560.0,31657.0,21745.0,104250.0,7384.0,595200.0,113138829.0,71449388.0,MA
2205,Mashpee,6213.0,13903.0,10339.0,49567.0,4204.0,338906.0,53793385.0,40683237.0,MA
2209,Barnstable Town,18953.0,44498.0,30546.0,146446.0,12686.0,1022630.0,158932814.0,122759230.0,MA
2212,Oak Bluffs,1849.0,4449.0,3381.0,16209.0,0.0,0.0,17591121.0,0.0,MA
2213,Edgartown,1394.0,4034.0,2400.0,11507.0,0.0,0.0,12487951.0,0.0,MA
2220,Nantucket,3836.0,10135.0,7170.0,35925.0,661.0,52688.0,38987893.0,6324842.0,MA
2235,Tisbury,1371.0,3914.0,2558.0,12262.0,0.0,0.0,13307679.0,0.0,MA
2238,Marion,1904.0,4926.0,3287.0,15759.0,693.0,57676.0,17102239.0,6923526.0,MA
2248,Yarmouth,10820.0,23919.0,15532.0,74464.0,7444.0,600040.0,80813033.0,72030391.0,MA
2252,Dennis,6933.0,14392.0,9689.0,46452.0,4479.0,361032.0,50412822.0,43339266.0,MA
2253,Harwich,5476.0,12259.0,8231.0,39463.0,3450.0,278104.0,42827381.0,33384317.0,MA
2254,Brewster,4280.0,9853.0,6912.0,33140.0,1868.0,150583.0,35965805.0,18076403.0,MA
2255,Orleans,2871.0,5946.0,4580.0,21958.0,864.0,69632.0,23830635.0,8358825.0,MA
2257,Chatham,2772.0,6177.0,4081.0,19564.0,1785.0,143883.0,21232689.0,17272078.0,MA
2266,Eastham,2411.0,5011.0,3891.0,18653.0,1048.0,84515.0,20243419.0,10145363.0,MA
2268,Wellfleet,1562.0,2858.0,2558.0,12265.0,241.0,19453.0,13311232.0,2335147.0,MA
2289,Truro,820.0,1903.0,1305.0,6256.0,90.0,7142.0,6789616.0,857323.0,MA
2291,County subdivisions not defined,2570.75,5736.0,4047.25,19403.25,1197.75,96530.75,21057882.25,11587791.75,MA
2297,Provincetown,1802.0,2994.0,2482.0,11901.0,353.0,28135.0,12916012.0,3377355.0,MA
2325,Fall River,38366.0,88902.0,36877.0,191013.0,24915.0,1996673.0,207299760.0,239685969.0,MA
2327,Pawtucket,27514.0,71389.0,29588.0,158814.0,20373.0,1476393.0,172355773.0,177230183.0,MA
2328,Rehoboth,3944.0,11470.0,6458.0,33515.0,548.0,47688.0,36372650.0,5724552.0,MA
2329,Seekonk,5587.0,13700.0,8195.0,42530.0,2484.0,216285.0,46156242.0,25963380.0,MA
2332,Attleboro,16801.0,44121.0,23175.0,120374.0,5815.0,475028.0,130637995.0,57023666.0,MA
2333,Swansea,6130.0,15886.0,8652.0,44906.0,3836.0,325387.0,48734452.0,39060369.0,MA
2335,Dighton,2533.0,7003.0,4046.0,20996.0,797.0,69447.0,22786266.0,8336564.0,MA
2337,New Bedford,39254.0,94988.0,42555.0,204018.0,27987.0,2381052.0,221414321.0,285827846.0,MA
2340,Dartmouth,11429.0,33759.0,17420.0,83610.0,6296.0,535668.0,90738820.0,64303001.0,MA
2341,Acushnet,3957.0,10299.0,6275.0,30084.0,1910.0,162463.0,32649314.0,19502468.0,MA
2349,Mattapoisett,2375.0,6073.0,4048.0,19408.0,1008.0,85799.0,21062609.0,10299578.0,MA
2350,Fairhaven,6663.0,15915.0,8418.0,40358.0,4419.0,365621.0,43798819.0,43890155.0,MA
2354,Tiverton,6790.0,15706.0,9905.0,53165.0,1268.0,91912.0,57698093.0,11033305.0,MA
2355,Westport,6127.0,15396.0,10165.0,50891.0,3561.0,302950.0,55230551.0,36366961.0,MA
2362,Somerset,6935.0,18172.0,9280.0,48165.0,5189.0,425580.0,52271758.0,51087823.0,MA
2446,Barrington,6194.0,16415.0,9487.0,50921.0,4989.0,361527.0,55263125.0,43398723.0,MA
2448,East Providence,19605.0,47260.0,23577.0,126552.0,13110.0,950049.0,137342897.0,114046487.0,MA
2459,Warren,4743.0,10733.0,5857.0,31439.0,2454.0,177841.0,34119219.0,21348539.0,MA
2472,Little Compton,1636.0,3502.0,2422.0,13000.0,136.0,9825.0,14108334.0,1179438.0,MA
2476,Cumberland,13529.0,33352.0,17958.0,96391.0,8443.0,611812.0,104610203.0,73443505.0,RI
2477,Lincoln,8000.0,21110.0,10463.0,56161.0,5717.0,414265.0,60949209.0,49729438.0,RI
2478,Westerly,9746.0,22858.0,14997.0,80498.0,3837.0,278052.0,87361998.0,33378092.0,RI
2479,Hopkinton,3276.0,8162.0,5353.0,28732.0,488.0,35337.0,31181492.0,4241980.0,RI
2480,North Stonington,1989.0,5272.0,3609.0,18321.0,0.0,0.0,19883052.0,0.0,RI
2481,Barrington,6194.0,16415.0,9487.0,50921.0,4989.0,361527.0,55263125.0,43398723.0,RI
2482,Swansea,6130.0,15886.0,8652.0,44906.0,3836.0,325387.0,48734452.0,39060369.0,RI
2483,East Providence,19605.0,47260.0,23577.0,126552.0,13110.0,950049.0,137342897.0,114046487.0,RI
2484,Seekonk,5587.0,13700.0,8195.0,42530.0,2484.0,216285.0,46156242.0,25963380.0,RI
2485,Warren,4743.0,10733.0,5857.0,31439.0,2454.0,177841.0,34119219.0,21348539.0,RI
2486,Richmond,2832.0,7690.0,4701.0,25230.0,391.0,28309.0,27381464.0,3398299.0,RI
2488,Charlestown,3171.0,7854.0,5476.0,29391.0,363.0,26280.0,31897507.0,3154768.0,RI
2490,Bristol,8362.0,23116.0,11434.0,61374.0,4075.0,295325.0,66607321.0,35451644.0,RI
2495,South Kingstown,10460.0,30436.0,16189.0,86895.0,3141.0,227637.0,94304037.0,27326126.0,RI
2497,New Shoreham,448.0,953.0,554.0,1352.0,0.0,0.0,1467185.0,0.0,RI
2500,Thompson,3701.0,9446.0,6208.0,31512.0,71.0,5504.0,34199139.0,660723.0,RI
2501,Smithfield,7408.0,21453.0,10964.0,58849.0,3643.0,263971.0,63866731.0,31687761.0,RI
2502,Foster,1717.0,4574.0,2933.0,15744.0,317.0,22970.0,17086295.0,2757358.0,RI
2503,Glocester,3569.0,9776.0,5817.0,31256.0,541.0,39199.0,33920885.0,4705571.0,RI
2504,Putnam,3865.0,9561.0,6291.0,31930.0,994.0,68608.0,34652878.0,8235884.0,RI
2505,Killingly,6974.0,17358.0,11975.0,60783.0,1354.0,93429.0,65965980.0,11215449.0,RI
2506,Burrillville,5937.0,15945.0,8743.0,47038.0,1187.0,86028.0,51048714.0,10326981.0,RI
2508,Scituate,4176.0,10316.0,6615.0,35507.0,856.0,62009.0,38534798.0,7443679.0,RI
2509,East Greenwich,5069.0,13154.0,8306.0,44585.0,2580.0,187003.0,48386365.0,22448386.0,RI
2510,Coventry,13795.0,35018.0,21304.0,114349.0,5317.0,385283.0,124099565.0,46250442.0,RI
2511,West Greenwich,2181.0,6028.0,3576.0,19196.0,441.0,31932.0,20833000.0,3833202.0,RI
2513,West Warwick,12437.0,29259.0,15730.0,84432.0,4825.0,349649.0,91631675.0,41972845.0,RI
2515,Cranston,30428.0,80882.0,39331.0,211110.0,22007.0,1594839.0,229110931.0,191448817.0,RI
2518,Exeter,2500.0,6508.0,4199.0,22536.0,416.0,30127.0,24457353.0,3616571.0,RI
2520,Sterling,1294.0,3769.0,2364.0,12000.0,135.0,9302.0,13023374.0,1116608.0,RI
2521,Voluntown,971.0,2603.0,1795.0,9110.0,0.0,0.0,9887280.0,0.0,RI
2522,Warwick,35178.0,81881.0,47936.0,257299.0,22758.0,1649236.0,279237860.0,197978722.0,RI
2527,North Kingstown,10271.0,26524.0,15208.0,81629.0,6138.0,444835.0,88589070.0,53399171.0,RI
2548,Johnston,12051.0,28760.0,16007.0,85920.0,7195.0,521422.0,93246501.0,62592958.0,RI
2551,North Smithfield,4483.0,11852.0,6948.0,37296.0,1520.0,110142.0,40476217.0,13221688.0,RI
2554,Douglas,3152.0,8342.0,5503.0,28558.0,369.0,28778.0,30992976.0,3454563.0,RI
2556,Uxbridge,4660.0,13233.0,7979.0,41412.0,2080.0,176983.0,44942693.0,21245539.0,RI
2566,Jamestown,2327.0,5418.0,3832.0,20566.0,239.0,17302.0,22319502.0,2076981.0,RI
2567,Portsmouth,7163.0,17318.0,11022.0,59161.0,2465.0,178670.0,64205482.0,21447986.0,RI
2570,Tiverton,6790.0,15706.0,9905.0,53165.0,1268.0,91912.0,57698093.0,11033305.0,RI
2571,Little Compton,1636.0,3502.0,2422.0,13000.0,136.0,9825.0,14108334.0,1179438.0,RI
2572,Westport,6127.0,15396.0,10165.0,50891.0,3561.0,302950.0,55230551.0,36366961.0,RI
2576,Woonsocket,17239.0,41272.0,19659.0,105520.0,10659.0,772458.0,114517632.0,92727958.0,RI
2580,Newport,10688.0,24570.0,11735.0,62989.0,5761.0,417457.0,68359446.0,50112657.0,RI
2581,Middletown,6664.0,16224.0,8930.0,47931.0,2665.0,193132.0,52017846.0,23184054.0,RI
2601,Providence,61217.0,178851.0,67455.0,362064.0,51329.0,3719731.0,392935731.0,446526536.0,RI
2605,Pawtucket,27514.0,71389.0,29588.0,158814.0,20373.0,1476393.0,172355773.0,177230183.0,RI
2606,North Providence,14230.0,32138.0,16178.0,86837.0,9239.0,669525.0,94241579.0,80371606.0,RI
2607,Central Falls,6327.0,19366.0,6541.0,35107.0,5430.0,393521.0,38100604.0,47239340.0,RI
2608,Attleboro,16801.0,44121.0,23175.0,120374.0,5815.0,475028.0,130637995.0,57023666.0,RI
2619,Plainville,3395.0,8176.0,4829.0,25133.0,783.0,68169.0,27275613.0,8183161.0,RI
2620,Wrentham,3950.0,10879.0,7380.0,37816.0,1757.0,153030.0,41040614.0,18370084.0,RI
2621,North Attleborough,10469.0,28593.0,15244.0,89740.0,2516.0,200449.0,97392145.0,24062391.0,RI
2638,Narragansett,6849.0,15952.0,10547.0,56614.0,2867.0,207800.0,61440776.0,24944835.0,RI
2648,Fall River,38366.0,88902.0,36877.0,191013.0,24915.0,1996673.0,207299760.0,239685969.0,RI
2666,Stonington,7878.0,18482.0,12922.0,65588.0,1526.0,105279.0,71180657.0,12637959.0,RI
2687,Bellingham,6342.0,16165.0,10859.0,55442.0,2980.0,256704.0,60168940.0,30815468.0,RI
2688,Blackstone,3343.0,9028.0,5323.0,27625.0,1175.0,100502.0,29980973.0,12064485.0,RI
2692,Millville,1073.0,3154.0,1870.0,9703.0,154.0,13062.0,10530109.0,1567985.0,RI
2757,Mont Vernon,797.0,2467.0,1360.0,7209.0,21.0,1501.0,7823681.0,180176.0,NH
2758,Amherst,3953.0,11198.0,6714.0,35585.0,764.0,56114.0,38619726.0,6736046.0,NH
2759,Milford,6058.0,15009.0,8683.0,46019.0,1265.0,92868.0,49942903.0,11148084.0,NH
2760,Bedford,7523.0,20980.0,12533.0,66424.0,1128.0,82806.0,72087653.0,9940235.0,NH
2761,Hollis,2989.0,7653.0,5030.0,26661.0,308.0,22613.0,28933909.0,2714512.0,NH
2762,Merrimack,9688.0,25559.0,15401.0,81622.0,3315.0,243352.0,88581939.0,29212626.0,NH
2763,New Boston,1918.0,5215.0,3335.0,17673.0,0.0,0.0,19179904.0,0.0,NH
2764,Chester,1659.0,4684.0,2833.0,14973.0,288.0,20213.0,16249181.0,2426453.0,NH
2765,Manchester,45258.0,110231.0,53777.0,285006.0,18067.0,1326452.0,309307138.0,159230828.0,NH
2766,Candia,1469.0,3939.0,2446.0,12916.0,0.0,0.0,14017699.0,0.0,NH
2767,Derry,12931.0,33411.0,19187.0,106489.0,1198.0,84663.0,115569120.0,10163230.0,NH
2768,Auburn,1985.0,4958.0,3250.0,17176.0,279.0,20509.0,18640647.0,2462012.0,NH
2769,Londonderry,8919.0,24187.0,14800.0,78435.0,1558.0,113497.0,85122941.0,13624458.0,NH
2770,Hooksett,5143.0,13389.0,7456.0,39755.0,1927.0,141458.0,43144831.0,16981032.0,NH
2771,Brookline,1669.0,4930.0,2943.0,15599.0,221.0,16191.0,16928948.0,1943557.0,NH
2773,Mason,559.0,1347.0,885.0,4693.0,76.0,5584.0,5093117.0,670334.0,NH
2774,Townsend,3397.0,8906.0,5077.0,24333.0,1718.0,120994.0,26407357.0,14524389.0,NH
2775,Pepperell,4301.0,11407.0,7079.0,36739.0,1943.0,151747.0,39872047.0,18216122.0,NH
2778,Deerfield,1590.0,4246.0,2536.0,13394.0,211.0,15469.0,14535603.0,1856895.0,NH
2780,Allenstown,1690.0,4437.0,2101.0,11307.0,429.0,31463.0,12270624.0,3776865.0,NH
2781,Raymond,3963.0,10146.0,6037.0,31885.0,555.0,33985.0,34603839.0,4079704.0,NH
2786,Sandown,2287.0,5935.0,3517.0,18587.0,269.0,18863.0,20172299.0,2264338.0,NH
2788,Fremont,1683.0,4232.0,2573.0,13850.0,0.0,0.0,15031417.0,0.0,NH
2790,Hampstead,3514.0,8549.0,5118.0,27631.0,441.0,28540.0,29987429.0,3425964.0,NH
2792,Northwood,1614.0,4208.0,2416.0,12759.0,0.0,0.0,13847148.0,0.0,NH
2795,Nottingham,1771.0,4698.0,2687.0,14193.0,255.0,15641.0,15403053.0,1877595.0,NH
2797,Epsom,1751.0,4555.0,2429.0,13073.0,312.0,22919.0,14187418.0,2751300.0,NH
2798,Windham,5101.0,13378.0,8418.0,45013.0,639.0,44857.0,48851210.0,5384796.0,NH
2801,Salem,11240.0,28893.0,15409.0,92127.0,1503.0,95222.0,99982588.0,11430692.0,NH
2805,Brentwood,1496.0,4374.0,2501.0,13537.0,175.0,10697.0,14690994.0,1284105.0,NH
2806,Lee,1719.0,4596.0,2510.0,13256.0,237.0,14542.0,14386533.0,1745656.0,NH
2807,Newmarket,3905.0,9345.0,5026.0,26989.0,349.0,21353.0,29289875.0,2563275.0,NH
2808,Epping,2597.0,6348.0,3874.0,20461.0,215.0,13177.0,22205248.0,1581757.0,NH
2809,Newfields,558.0,1416.0,761.0,4119.0,51.0,3149.0,4470449.0,378072.0,NH
2812,Bennington,534.0,1404.0,829.0,4392.0,14.0,1017.0,4766654.0,122063.0,NH
2813,Lyndeborough,668.0,1496.0,1065.0,5645.0,17.0,1224.0,6126013.0,146937.0,NH
2814,Deering,747.0,1964.0,1160.0,6146.0,20.0,1423.0,6670453.0,170815.0,NH
2816,Weare,3144.0,8711.0,5462.0,28947.0,490.0,35986.0,31415620.0,4319818.0,NH
2817,Greenfield,602.0,1469.0,878.0,4652.0,0.0,0.0,5048586.0,0.0,NH
2818,Francestown,605.0,1591.0,939.0,4979.0,16.0,1153.0,5403640.0,138375.0,NH
2821,Danville,1524.0,4379.0,2445.0,13160.0,153.0,9359.0,14281948.0,1123435.0,NH
2827,Dunbarton,1020.0,2727.0,1513.0,8187.0,152.0,11192.0,8885495.0,1343560.0,NH
2830,Goffstown,6193.0,17647.0,9193.0,48721.0,700.0,51360.0,52875203.0,6165370.0,NH
2834,Bow,2846.0,7559.0,4225.0,22866.0,976.0,71629.0,24815389.0,8598556.0,NH
2835,Hopkinton,2057.0,5622.0,2881.0,15590.0,0.0,0.0,16919603.0,0.0,NH
2840,Peterborough,2986.0,6269.0,4187.0,22192.0,101.0,7113.0,24084638.0,853849.0,NH
2842,Temple,503.0,1408.0,821.0,4350.0,0.0,0.0,4720947.0,0.0,NH
2843,Hancock,754.0,1703.0,1135.0,6016.0,22.0,1571.0,6528641.0,188620.0,NH
2846,Ashby,1051.0,3030.0,1699.0,7626.0,232.0,14221.0,8276446.0,1707068.0,NH
2848,New Ipswich,1777.0,4977.0,2902.0,15378.0,0.0,0.0,16688809.0,0.0,NH
2850,Greenville,852.0,2437.0,1280.0,6782.0,0.0,0.0,7359886.0,0.0,NH
2852,Wilton,1484.0,3698.0,2358.0,12497.0,37.0,2579.0,13562774.0,309577.0,NH
2856,Nashua,34889.0,87279.0,44978.0,238377.0,17691.0,1298852.0,258702967.0,155917724.0,NH
2862,Tyngsborough,4332.0,11198.0,6979.0,36222.0,3077.0,240954.0,39311000.0,28924814.0,NH
2863,Litchfield,2982.0,8216.0,5195.0,27534.0,338.0,24850.0,29882047.0,2983034.0,NH
2865,Hudson,8858.0,24394.0,13814.0,73212.0,3998.0,289759.0,79454539.0,34783456.0,NH
2866,Pelham,4506.0,12742.0,7770.0,44402.0,467.0,32763.0,48188048.0,3932997.0,NH
2900,Dunstable,1165.0,3128.0,2014.0,10450.0,554.0,42797.0,11341528.0,5137485.0,NH
2918,Ashburnham,2195.0,6033.0,3700.0,19214.0,347.0,21289.0,20852461.0,2555599.0,NH
2922,Rindge,1816.0,5991.0,2565.0,13594.0,62.0,4336.0,14752998.0,520548.0,NH
2923,Sharon,152.0,426.0,248.0,1316.0,0.0,0.0,1428478.0,0.0,NH
2928,Dracut,10988.0,29249.0,16743.0,86896.0,8052.0,653310.0,94305761.0,78425144.0,NH
2931,Methuen Town,17394.0,49043.0,24007.0,124596.0,13244.0,1150148.0,135220381.0,138066871.0,NH
2940,Atkinson,2686.0,6739.0,3980.0,21540.0,423.0,29714.0,23377097.0,3566927.0,NH
2941,Haverhill,23781.0,62340.0,30078.0,156103.0,17696.0,1447902.0,169413901.0,173810020.0,NH
3000,Waterville Valley,306.0,832.0,372.0,1964.0,9.0,614.0,2131295.0,73655.0,NH
