,zip,city,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,state_id
36531,38119,Germantown,156.0,2574.0,45322.0,1051.0,236664.0,TN
36532,38120,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36533,38120,Germantown,156.0,2574.0,45322.0,1051.0,236664.0,TN
36534,38122,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36535,38125,Olive Branch,147.0,7698.0,132863.0,4176.0,960087.0,TN
36536,38125,Collierville,178.0,4561.0,80316.0,1862.0,419395.0,TN
36537,38125,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36538,38125,Germantown,156.0,2574.0,45322.0,1051.0,236664.0,TN
36539,38126,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36540,38127,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36541,38128,Millington,33.0,231.0,4072.0,94.0,21261.0,TN
36542,38128,Bartlett,161.0,3132.0,55159.0,1279.0,288030.0,TN
36543,38128,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36544,38131,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36545,38132,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36546,38133,Lakeland,30.0,221.0,3893.0,90.0,20329.0,TN
36547,38133,Bartlett,161.0,3132.0,55159.0,1279.0,288030.0,TN
36548,38133,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36549,38134,Bartlett,161.0,3132.0,55159.0,1279.0,288030.0,TN
36550,38134,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36551,38135,Bartlett,161.0,3132.0,55159.0,1279.0,288030.0,TN
36552,38135,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36553,38138,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36554,38138,Germantown,156.0,2574.0,45322.0,1051.0,236664.0,TN
36555,38139,Collierville,178.0,4561.0,80316.0,1862.0,419395.0,TN
36556,38139,Memphis,2224.0,137475.0,2421082.0,56132.0,12642355.0,TN
36557,38139,Germantown,156.0,2574.0,45322.0,1051.0,236664.0,TN
36558,38141,Olive Branch,147.0,7698.0,132863.0,4176.0,960087.0,TN
