state_id,city,housing_units,total_pop,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,elec_degree,gas_degree
AK,Adak,151.0,122.0,210.0,1058.0,7.0,893.0,1490452.0,107140.0,1,1
AK,Akhiok,17.0,74.0,23.0,133.0,1.0,110.0,187773.0,13187.0,1,1
AK,Akiak,77.0,407.0,200.0,411.0,3.0,458.0,579012.0,54949.0,1,1
AK,Akutan,50.0,782.0,65.0,329.0,3.0,329.0,464143.0,39515.0,1,1
AK,Alakanuk,148.0,737.0,230.0,1156.0,0.0,0.0,1629516.0,0.0,1,1
AK,Aleknagik,59.0,189.0,145.0,299.0,3.0,329.0,421322.0,39516.0,1,1
AK,Allakaket,37.0,105.0,72.0,174.0,0.0,0.0,244649.0,0.0,1,1
AK,Ambler,61.0,295.0,160.0,330.0,3.0,385.0,464698.0,46261.0,1,1
AK,Anaktuvuk Pass,81.0,273.0,187.0,488.0,6.0,799.0,688205.0,95965.0,1,1
AK,Anchorage,31282.47,84618.63,37072.95,148728.62,20893.07,1794249.7,222856152.36,215386679.56,3,3
AK,Anderson,58.0,168.0,104.0,461.0,0.0,0.0,636055.0,0.0,1,1
AK,Angoon,121.0,448.0,135.0,1138.0,7.0,930.0,1603005.0,111628.0,1,1
AK,Aniak,129.0,526.0,293.0,602.0,7.0,931.0,848080.0,111771.0,1,1
AK,Anvik,22.0,86.0,37.0,142.0,1.0,168.0,200652.0,20141.0,1,1
AK,Atka,13.0,51.0,18.0,91.0,1.0,77.0,128179.0,9214.0,1,1
AK,Atqasuk,47.0,167.0,108.0,281.0,4.0,461.0,396593.0,55302.0,1,1
AK,Barrow,1370.0,4316.0,1333.0,10116.0,754.0,223705.0,14253805.0,26854150.0,1,1
AK,Bethel,1906.0,6365.0,2723.0,13700.0,86.0,11346.0,19304445.0,1362030.0,1,1
AK,Bettles,10.0,36.0,17.0,64.0,1.0,71.0,89768.0,8518.0,1,1
AK,Brevig Mission,71.0,417.0,180.0,370.0,3.0,422.0,521873.0,50628.0,1,1
AK,Buckland,63.0,616.0,164.0,336.0,3.0,393.0,474086.0,47195.0,1,1
AK,Chefornak,77.0,507.0,202.0,415.0,4.0,462.0,584920.0,55509.0,1,1
AK,Chevak,174.0,1194.0,271.0,1362.0,0.0,0.0,1918624.0,0.0,1,1
AK,Chignik,33.0,40.0,45.0,228.0,2.0,239.0,321870.0,28670.0,1,1
AK,Chuathbaluk,25.0,109.0,56.0,115.0,1.0,178.0,162483.0,21414.0,1,1
AK,Clark's Point,22.0,47.0,55.0,113.0,1.0,125.0,159592.0,14968.0,1,1
AK,Coffman Cove,120.0,180.0,160.0,520.0,6.0,770.0,733047.0,92394.0,1,1
AK,Cold Bay,87.0,60.0,114.0,575.0,4.0,574.0,809782.0,68942.0,1,1
AK,Cordova,887.0,3047.0,1347.0,5170.0,42.0,5573.0,7285185.0,668990.0,1,1
AK,Craig,447.0,1257.0,642.0,2094.0,19.0,2495.0,2950407.0,299506.0,1,1
AK,Deering,38.0,150.0,99.0,203.0,2.0,237.0,286329.0,28504.0,1,1
AK,Delta Junction,278.0,1050.0,514.0,2271.0,11.0,1506.0,3132412.0,180838.0,1,1
AK,Dillingham,754.0,2296.0,1025.0,5155.0,0.0,0.0,7263684.0,0.0,1,1
AK,Diomede,32.0,55.0,82.0,169.0,1.0,192.0,238136.0,23102.0,1,1
AK,Eagle,79.0,84.0,126.0,541.0,5.0,661.0,746579.0,79398.0,1,1
AK,Eek,79.0,472.0,206.0,423.0,4.0,472.0,596737.0,56631.0,1,1
AK,Egegik,80.0,80.0,111.0,557.0,4.0,582.0,784749.0,69900.0,1,1
AK,Ekwok,23.0,79.0,56.0,116.0,1.0,127.0,162784.0,15268.0,1,1
AK,Elim,73.0,300.0,184.0,378.0,3.0,430.0,532006.0,51611.0,1,1
AK,Emmonak,169.0,808.0,263.0,1324.0,0.0,0.0,1866059.0,0.0,1,1
AK,Fairbanks,10973.0,32578.0,15782.0,69677.0,502.0,24840.0,96119286.0,2981855.0,2,1
AK,False Pass,42.0,64.0,56.0,280.0,2.0,280.0,395016.0,33630.0,1,1
AK,Fort Yukon,150.0,568.0,230.0,1014.0,8.0,1101.0,1429433.0,132218.0,1,1
AK,Galena,170.0,524.0,329.0,790.0,0.0,0.0,1113574.0,0.0,1,1
AK,Gambell,138.0,690.0,350.0,719.0,6.0,819.0,1013345.0,98306.0,1,1
AK,Golovin,44.0,132.0,112.0,230.0,2.0,262.0,324270.0,31458.0,1,1
AK,Goodnews Bay,64.0,216.0,167.0,344.0,3.0,383.0,484480.0,45977.0,1,1
AK,Grayling,30.0,165.0,50.0,195.0,2.0,230.0,274807.0,27585.0,1,1
AK,Gustavus,231.0,472.0,256.0,2160.0,13.0,1765.0,3043205.0,211919.0,1,1
AK,Holy Cross,41.0,216.0,69.0,266.0,2.0,314.0,375133.0,37656.0,1,1
AK,Homer,2107.0,5418.0,3342.0,13013.0,821.0,82880.0,17951970.0,9949193.0,1,1
AK,Hoonah,189.0,774.0,210.0,1773.0,11.0,1449.0,2498434.0,173983.0,1,1
AK,Hooper Bay,225.0,1114.0,350.0,1760.0,0.0,0.0,2479317.0,0.0,1,1
AK,Hughes,26.0,83.0,50.0,120.0,0.0,0.0,168723.0,0.0,1,1
AK,Huslia,67.0,435.0,131.0,314.0,0.0,0.0,442899.0,0.0,1,1
AK,Hydaburg,99.0,291.0,132.0,430.0,5.0,637.0,606509.0,76445.0,1,1
AK,Juneau,12138.0,32524.0,13962.0,117913.0,415.0,54441.0,166147340.0,6535265.0,3,1
AK,Kachemak,209.0,537.0,364.0,1418.0,57.0,5779.0,1955536.0,693739.0,1,1
AK,Kake,180.0,627.0,282.0,1293.0,7.0,962.0,1822032.0,115474.0,1,1
AK,Kaktovik,60.0,166.0,138.0,360.0,4.0,589.0,507406.0,70754.0,1,1
AK,Kaltag,56.0,152.0,108.0,260.0,0.0,0.0,366973.0,0.0,1,1
AK,Kasaan,31.0,93.0,42.0,136.0,2.0,202.0,191989.0,24198.0,1,1
AK,Kenai,3085.0,7551.0,4328.0,16853.0,3431.0,346343.0,23248238.0,41575994.0,1,1
AK,Ketchikan,3262.0,8189.0,4197.0,26235.0,107.0,14033.0,36966650.0,1684524.0,1,1
AK,Kiana,89.0,342.0,232.0,476.0,4.0,557.0,671230.0,66821.0,1,1
AK,King Cove,242.0,1080.0,319.0,1605.0,12.0,1604.0,2261465.0,192532.0,1,1
AK,Kivalina,61.0,671.0,160.0,330.0,3.0,385.0,464698.0,46261.0,1,1
AK,Klawock,302.0,856.0,434.0,1415.0,13.0,1687.0,1994409.0,202459.0,1,1
AK,Kobuk,32.0,137.0,83.0,170.0,2.0,199.0,239390.0,23831.0,1,1
AK,Kodiak,1964.0,6272.0,2549.0,14648.0,91.0,11913.0,20640551.0,1430044.0,1,1
AK,Kotlik,118.0,662.0,183.0,920.0,0.0,0.0,1296604.0,0.0,1,1
AK,Kotzebue,944.0,3288.0,2174.0,4587.0,38.0,4976.0,6462887.0,597289.0,1,1
AK,Koyuk,68.0,261.0,173.0,356.0,3.0,405.0,501606.0,48662.0,1,1
AK,Koyukuk,35.0,79.0,67.0,162.0,0.0,0.0,227776.0,0.0,1,1
AK,Kupreanof,16.0,24.0,25.0,116.0,1.0,86.0,163355.0,10353.0,1,1
AK,Kwethluk,181.0,787.0,471.0,969.0,8.0,1079.0,1364814.0,129522.0,1,1
AK,Larsen Bay,45.0,47.0,60.0,345.0,2.0,285.0,486818.0,34188.0,1,1
AK,Lower Kalskag,49.0,286.0,112.0,231.0,3.0,357.0,324965.0,42828.0,1,1
AK,Manokotak,61.0,787.0,152.0,313.0,3.0,344.0,440473.0,41312.0,1,1
AK,Marshall,86.0,343.0,133.0,671.0,0.0,0.0,946171.0,0.0,1,1
AK,McGrath,94.0,332.0,156.0,604.0,5.0,711.0,850592.0,85382.0,1,1
AK,Mekoryuk,67.0,191.0,175.0,361.0,3.0,402.0,508113.0,48220.0,1,1
AK,Mountain Village,168.0,838.0,261.0,1312.0,0.0,0.0,1848537.0,0.0,1,1
AK,Napakiak,89.0,404.0,232.0,478.0,4.0,532.0,673545.0,63920.0,1,1
AK,Napaskiak,106.0,424.0,275.0,566.0,5.0,631.0,797619.0,75695.0,1,1
AK,Nenana,85.0,373.0,144.0,548.0,5.0,610.0,755804.0,73259.0,1,1
AK,New Stuyahok,58.0,566.0,143.0,294.0,2.0,324.0,414939.0,38917.0,1,1
AK,Newhalen,16.0,143.0,22.0,111.0,1.0,116.0,156337.0,13925.0,1,1
AK,Nightmute,48.0,233.0,124.0,256.0,2.0,285.0,360405.0,34203.0,1,1
AK,Nikolai,23.0,120.0,38.0,149.0,1.0,175.0,209376.0,21017.0,1,1
AK,Nome,1128.0,3782.0,2109.0,5602.0,53.0,6906.0,7893196.0,829060.0,1,1
AK,Nondalton,29.0,186.0,41.0,204.0,2.0,214.0,288150.0,25666.0,1,1
AK,Noorvik,106.0,605.0,277.0,570.0,5.0,666.0,802660.0,79905.0,1,1
AK,North Pole,781.0,2300.0,1382.0,6103.0,30.0,3890.0,8419654.0,466933.0,1,1
AK,Nuiqsut,93.0,347.0,215.0,563.0,7.0,921.0,793186.0,110604.0,1,1
AK,Nulato,86.0,286.0,167.0,401.0,0.0,0.0,565223.0,0.0,1,1
AK,Nunam Iqua,37.0,118.0,57.0,286.0,0.0,0.0,402999.0,0.0,1,1
AK,Nunapitchuk,103.0,642.0,269.0,553.0,5.0,617.0,779894.0,74012.0,1,1
AK,Old Harbor,67.0,302.0,90.0,518.0,3.0,427.0,730227.0,51281.0,1,1
AK,Ouzinkie,56.0,189.0,76.0,434.0,3.0,358.0,612000.0,42979.0,1,1
AK,Palmer,2086.0,6572.0,3151.0,16040.0,2529.0,255371.0,22127068.0,30655412.0,1,1
AK,Pelican,37.0,79.0,41.0,342.0,2.0,280.0,482154.0,33576.0,1,1
AK,Petersburg,841.0,2996.0,1318.0,6046.0,34.0,4498.0,8519570.0,539939.0,1,1
AK,Pilot Point,20.0,49.0,28.0,141.0,1.0,148.0,199253.0,17748.0,1,1
AK,Pilot Station,109.0,600.0,169.0,852.0,0.0,0.0,1200235.0,0.0,1,1
AK,Platinum,24.0,28.0,63.0,130.0,1.0,145.0,183157.0,17382.0,1,1
AK,Point Hope,152.0,604.0,350.0,915.0,11.0,1497.0,1288927.0,179731.0,1,1
AK,Port Alexander,40.0,42.0,62.0,285.0,2.0,212.0,402104.0,25484.0,1,1
AK,Port Heiden,17.0,73.0,24.0,122.0,1.0,127.0,171664.0,15291.0,1,1
AK,Port Lions,72.0,240.0,97.0,558.0,4.0,460.0,785864.0,55188.0,1,1
AK,Quinhagak,146.0,729.0,381.0,784.0,7.0,873.0,1104850.0,104851.0,1,1
AK,Ruby,69.0,214.0,135.0,323.0,0.0,0.0,455553.0,0.0,1,1
AK,Russian Mission,59.0,401.0,91.0,460.0,0.0,0.0,648302.0,0.0,1,1
AK,Sand Point,306.0,1248.0,404.0,2032.0,15.0,2031.0,2863864.0,243818.0,1,1
AK,Savoonga,128.0,932.0,323.0,665.0,6.0,758.0,937344.0,90933.0,1,1
AK,Saxman,109.0,422.0,153.0,956.0,0.0,0.0,1346529.0,0.0,1,1
AK,Scammon Bay,83.0,521.0,130.0,653.0,0.0,0.0,919888.0,0.0,1,1
AK,Selawik,125.0,807.0,326.0,670.0,6.0,782.0,943478.0,93923.0,1,1
AK,Seldovia,81.0,247.0,137.0,533.0,5.0,624.0,734608.0,74905.0,1,1
AK,Seward,707.0,2714.0,1212.0,6013.0,0.0,0.0,8294431.0,0.0,1,1
AK,Shageluk,26.0,59.0,42.0,164.0,1.0,193.0,231187.0,23206.0,1,1
AK,Shaktoolik,48.0,246.0,122.0,252.0,2.0,287.0,354671.0,34407.0,1,1
AK,Shishmaref,104.0,539.0,264.0,543.0,5.0,618.0,765075.0,74221.0,1,1
AK,Shungnak,45.0,290.0,118.0,243.0,2.0,284.0,342656.0,34111.0,1,1
AK,Sitka,3504.0,8921.0,5330.0,25914.0,131.0,17231.0,36515006.0,2068475.0,1,1
AK,Soldotna,1629.0,4471.0,2521.0,9816.0,1912.0,193006.0,13540689.0,23168926.0,1,1
AK,St. George,18.0,74.0,26.0,129.0,1.0,109.0,181835.0,13071.0,1,1
AK,St. Mary's,166.0,521.0,258.0,1299.0,0.0,0.0,1831015.0,0.0,1,1
AK,St. Michael,81.0,446.0,205.0,421.0,4.0,479.0,592807.0,57509.0,1,1
AK,St. Paul,57.0,525.0,80.0,402.0,3.0,339.0,566372.0,40713.0,1,1
AK,Stebbins,106.0,513.0,267.0,550.0,5.0,626.0,775209.0,75204.0,1,1
AK,Tanana,54.0,279.0,91.0,347.0,3.0,386.0,488340.0,46341.0,1,1
AK,Teller,59.0,163.0,150.0,309.0,3.0,352.0,435738.0,42272.0,1,1
AK,Tenakee Springs,85.0,172.0,95.0,800.0,5.0,654.0,1127113.0,78489.0,1,1
AK,Thorne Bay,253.0,625.0,336.0,1096.0,12.0,1622.0,1544635.0,194687.0,1,1
AK,Togiak,116.0,771.0,287.0,591.0,5.0,651.0,833069.0,78134.0,1,1
AK,Toksook Bay,106.0,503.0,275.0,566.0,5.0,631.0,797619.0,75695.0,1,1
AK,Unalakleet,185.0,696.0,469.0,964.0,8.0,1097.0,1357882.0,131730.0,1,1
AK,Unalaska,938.0,4710.0,1766.0,4836.0,25.0,3262.0,6814658.0,391558.0,1,1
AK,Upper Kalskag,44.0,264.0,101.0,208.0,2.0,322.0,293261.0,38650.0,1,1
AK,Valdez,1041.0,3930.0,1741.0,9139.0,53.0,6997.0,12877080.0,839893.0,1,1
AK,Wainwright,123.0,488.0,283.0,741.0,9.0,1213.0,1043972.0,145574.0,1,1
AK,Wales,35.0,166.0,89.0,183.0,2.0,209.0,258403.0,25068.0,1,1
AK,Wasilla,2929.0,8972.0,4021.0,20468.0,3033.0,306173.0,28235691.0,36753786.0,1,1
AK,White Mountain,55.0,168.0,138.0,284.0,2.0,323.0,400271.0,38831.0,1,1
AK,Whittier,165.0,318.0,276.0,1451.0,8.0,1111.0,2045140.0,133392.0,1,1
AK,Wrangell,1045.0,2401.0,1529.0,6358.0,59.0,7743.0,8958430.0,929514.0,1,1
AL,Abbeville,997.0,2627.0,1914.0,15137.0,56.0,3198.0,24019127.0,383921.0,1,1
AL,Adamsville,1652.0,4422.0,3004.0,23735.0,589.0,44649.0,37663451.0,5359832.0,1,1
AL,Addison,252.0,757.0,522.0,4139.0,19.0,1452.0,6937997.0,174254.0,1,1
AL,Akron,118.0,252.0,238.0,1887.0,24.0,1804.0,2994491.0,216587.0,1,1
AL,Alabaster,10840.0,32269.0,21609.0,148728.62,2744.0,208119.0,222856152.36,24983132.0,3,1
AL,Albertville,7555.0,21434.0,11743.0,111833.0,1193.0,92312.0,187466205.0,11081367.0,3,1
AL,Alexander City,5562.0,14859.0,10575.0,83632.0,874.0,66330.0,132710687.0,7962388.0,2,1
AL,Aliceville,852.0,3218.0,1548.0,12250.0,225.0,17076.0,19438645.0,2049816.0,1,1
AL,Allgood,191.0,663.0,375.0,2962.0,22.0,1670.0,4966039.0,200419.0,1,1
AL,Altoona,343.0,768.0,676.0,5344.0,29.0,2205.0,8957947.0,264685.0,1,1
AL,Andalusia,3647.0,9042.0,6655.0,46713.0,474.0,26870.0,74126336.0,3225575.0,1,1
AL,Anderson,140.0,259.0,228.0,2274.0,19.0,1458.0,3811644.0,175048.0,1,1
AL,Anniston,9495.0,22441.0,15554.0,122877.0,3107.0,235686.0,205980041.0,28292341.0,3,1
AL,Arab,3109.0,8247.0,4923.0,45623.0,499.0,41158.0,76478697.0,4940683.0,1,1
AL,Ardmore,454.0,1269.0,779.0,6943.0,25.0,2736.0,11639310.0,328425.0,1,1
AL,Argo,1394.0,4145.0,2858.0,22576.0,293.0,22179.0,35824881.0,2662421.0,1,1
AL,Ariton,262.0,772.0,474.0,4023.0,6.0,326.0,6383612.0,39134.0,1,1
AL,Arley,93.0,477.0,193.0,1529.0,9.0,690.0,2563323.0,82838.0,1,1
AL,Ashford,820.0,2211.0,1679.0,13326.0,21.0,1214.0,21146739.0,145733.0,1,1
AL,Ashland,903.0,2231.0,1509.0,11949.0,193.0,14613.0,18960523.0,1754189.0,1,1
AL,Ashville,784.0,2490.0,1592.0,12576.0,125.0,9469.0,19956385.0,1136733.0,1,1
AL,Athens,8936.0,24461.0,13181.0,135319.0,1046.0,79826.0,222856152.36,9582488.0,3,1
AL,Atmore,3022.0,10067.0,5872.0,46466.0,239.0,9317.0,73733977.0,1118495.0,1,1
AL,Attalla,2283.0,5934.0,4033.0,31864.0,855.0,64861.0,53413905.0,7786140.0,1,1
AL,Auburn,22005.0,60318.0,34084.0,148728.62,2764.0,208592.0,222856152.36,25039976.0,3,1
AL,Autaugaville,322.0,1023.0,611.0,4831.0,32.0,2372.0,7666721.0,284729.0,1,1
AL,Avon,203.0,465.0,416.0,3298.0,5.0,300.0,5234133.0,36071.0,1,1
AL,Babbie,230.0,662.0,469.0,3452.0,12.0,670.0,5478396.0,80398.0,1,1
AL,Baileyton,267.0,766.0,542.0,4304.0,26.0,2131.0,7214071.0,255790.0,1,1
AL,Bakerhill,96.0,204.0,188.0,1490.0,7.0,421.0,2363695.0,50597.0,1,1
AL,Banks,75.0,119.0,132.0,1090.0,6.0,314.0,1730178.0,37655.0,1,1
AL,Bay Minette,2791.0,9019.0,5075.0,40247.0,250.0,11835.0,63864727.0,1420709.0,1,1
AL,Bayou La Batre,803.0,2532.0,1644.0,12984.0,126.0,5914.0,20603652.0,709991.0,1,1
AL,Bear Creek,402.0,1164.0,762.0,6019.0,89.0,6699.0,10089918.0,804127.0,1,1
AL,Beatrice,95.0,278.0,180.0,1420.0,8.0,436.0,2253589.0,52389.0,1,1
AL,Beaverton,98.0,264.0,177.0,1402.0,27.0,1664.0,2224057.0,199804.0,1,1
AL,Belk,83.0,238.0,158.0,1248.0,23.0,1784.0,1980211.0,214130.0,1,1
AL,Benton,16.0,32.0,31.0,248.0,1.0,99.0,393646.0,11913.0,1,1
AL,Berry,539.0,1367.0,1051.0,8301.0,51.0,3833.0,13171578.0,460165.0,1,1
AL,Bessemer,10679.0,26856.0,17973.0,148411.0,4818.0,365518.0,222856152.36,43877749.0,3,1
AL,Billingsley,59.0,115.0,125.0,985.0,0.0,0.0,1563477.0,0.0,1,1
AL,Birmingham,31282.47,84618.63,37072.95,148728.62,20893.07,1794249.7,222856152.36,215386679.56,3,3
AL,Black,83.0,167.0,169.0,1332.0,6.0,392.0,2113572.0,47069.0,1,1
AL,Blountsville,623.0,1988.0,1247.0,9848.0,71.0,5010.0,16508201.0,601408.0,1,1
AL,Blue Springs,36.0,101.0,60.0,514.0,2.0,112.0,815133.0,13480.0,1,1
AL,Boaz,3589.0,9639.0,6332.0,52014.0,673.0,50970.0,87191522.0,6118577.0,2,1
AL,Boligee,113.0,594.0,227.0,1797.0,13.0,995.0,2852082.0,119484.0,1,1
AL,Bon Air,54.0,104.0,100.0,791.0,8.0,628.0,1254403.0,75446.0,1,1
AL,Brantley,338.0,903.0,652.0,4542.0,22.0,1241.0,7206962.0,148970.0,1,1
AL,Brent,1045.0,4902.0,2064.0,16306.0,194.0,14702.0,25875117.0,1764882.0,1,1
AL,Brewton,2093.0,5435.0,4082.0,32297.0,281.0,15826.0,51249930.0,1899836.0,1,1
AL,Bridgeport,976.0,2525.0,1433.0,13062.0,80.0,6293.0,21895776.0,755373.0,1,1
AL,Brighton,1057.0,2868.0,1939.0,15321.0,506.0,38359.0,25681904.0,4604732.0,1,1
AL,Brilliant,447.0,1049.0,815.0,6434.0,100.0,7583.0,10785609.0,910317.0,1,1
AL,Brookside,504.0,1202.0,977.0,7718.0,141.0,10674.0,12937762.0,1281340.0,1,1
AL,Brookwood,625.0,2029.0,1332.0,10520.0,69.0,5227.0,16693196.0,627432.0,1,1
AL,Brundidge,884.0,2256.0,1457.0,11779.0,116.0,6590.0,18690863.0,791062.0,1,1
AL,Butler,786.0,2255.0,1492.0,11803.0,91.0,6849.0,18729045.0,822194.0,1,1
AL,Calera,4999.0,12839.0,9856.0,77871.0,966.0,73269.0,123568342.0,8795353.0,2,1
AL,Camden,694.0,2560.0,1300.0,10246.0,72.0,5427.0,16258689.0,651502.0,1,1
AL,Camp Hill,441.0,956.0,820.0,6488.0,45.0,3395.0,10294958.0,407542.0,1,1
AL,Carbon Hill,747.0,1739.0,1415.0,11179.0,111.0,8348.0,17738869.0,1002154.0,1,1
AL,Cardiff,26.0,58.0,51.0,407.0,6.0,493.0,645180.0,59159.0,1,1
AL,Carolina,111.0,308.0,221.0,1626.0,5.0,278.0,2580325.0,33320.0,1,1
AL,Carrollton,338.0,1082.0,659.0,5210.0,49.0,3716.0,8267141.0,446050.0,1,1
AL,Castleberry,268.0,494.0,532.0,4211.0,33.0,1888.0,6681403.0,226685.0,1,1
AL,Cedar Bluff,817.0,1994.0,1515.0,11591.0,82.0,4709.0,19429909.0,565280.0,1,1
AL,Center Point,6534.0,16711.0,11280.0,89111.0,1894.0,143661.0,149377643.0,17245494.0,2,1
AL,Centre,1394.0,3573.0,2604.0,20112.0,201.0,13158.0,33713656.0,1579561.0,1,1
AL,Centreville,882.0,2720.0,1833.0,14488.0,171.0,13001.0,22989492.0,1560626.0,1,1
AL,Century,633.0,1415.0,1158.0,8671.0,81.0,3121.0,13759744.0,374704.0,1,1
AL,Chatom,343.0,988.0,514.0,4021.0,28.0,1078.0,6380086.0,129439.0,1,1
AL,Chelsea,3916.0,11706.0,8019.0,63359.0,995.0,75518.0,100540035.0,9065368.0,2,1
AL,Cherokee,403.0,853.0,627.0,6072.0,41.0,3073.0,10178632.0,368906.0,1,1
AL,Chickasaw,2159.0,5955.0,3943.0,31148.0,1014.0,47752.0,49426314.0,5732312.0,1,1
AL,Childersburg,2200.0,5062.0,3996.0,31578.0,353.0,26744.0,50108365.0,3210437.0,1,1
AL,Citronelle,1382.0,3883.0,2752.0,21744.0,193.0,8316.0,34503899.0,998316.0,1,1
AL,Clanton,3338.0,8730.0,6563.0,51891.0,491.0,37256.0,82341720.0,4472354.0,2,1
AL,Clay,3535.0,9659.0,6568.0,51885.0,1476.0,111947.0,86974593.0,13438457.0,2,1
AL,Clayhatchee,220.0,483.0,451.0,3563.0,7.0,378.0,5654412.0,45370.0,1,1
AL,Clayton,541.0,2936.0,1026.0,8114.0,22.0,1249.0,12875861.0,149955.0,1,1
AL,Cleveland,430.0,1176.0,868.0,6858.0,71.0,4978.0,11495946.0,597553.0,1,1
AL,Clio,434.0,1006.0,723.0,6145.0,24.0,1343.0,9750832.0,161250.0,1,1
AL,Coaling,562.0,1637.0,1232.0,9734.0,92.0,7016.0,15445855.0,842235.0,1,1
AL,Coffee Springs,102.0,268.0,220.0,1738.0,0.0,0.0,2757966.0,0.0,1,1
AL,Coffeeville,136.0,396.0,206.0,1729.0,26.0,1958.0,2743360.0,235058.0,1,1
AL,Coker,303.0,817.0,624.0,4937.0,51.0,3901.0,7834945.0,468290.0,1,1
AL,Collinsville,654.0,1943.0,1178.0,9322.0,65.0,4925.0,15627259.0,591159.0,1,1
AL,Colony,99.0,339.0,218.0,1731.0,13.0,934.0,2901320.0,112109.0,1,1
AL,Columbia,298.0,528.0,583.0,4603.0,6.0,324.0,7304410.0,38910.0,1,1
AL,Columbiana,1333.0,4265.0,2481.0,19600.0,257.0,19512.0,31101692.0,2342273.0,1,1
AL,Columbus,31282.47,84618.63,37072.95,148728.62,19897.0,1276580.0,222856152.36,153244052.0,3,3
AL,Coosada,443.0,1185.0,844.0,6676.0,107.0,8005.0,10594496.0,960968.0,1,1
AL,Cordova,794.0,2030.0,1449.0,11444.0,110.0,8362.0,18159810.0,1003828.0,1,1
AL,Cottonwood,536.0,1316.0,1120.0,8844.0,12.0,675.0,14033308.0,80987.0,1,1
AL,County Line,100.0,316.0,203.0,1603.0,15.0,1173.0,2687090.0,140795.0,1,1
AL,Courtland,245.0,746.0,439.0,3936.0,30.0,2237.0,6598571.0,268558.0,1,1
AL,Cowarts,673.0,2020.0,1375.0,10912.0,18.0,1008.0,17315820.0,121049.0,1,1
AL,Creola,668.0,1712.0,1362.0,10794.0,149.0,6929.0,17128664.0,831731.0,1,1
AL,Crossville,606.0,2161.0,1181.0,9344.0,54.0,4060.0,15662994.0,487412.0,1,1
AL,Cuba,154.0,496.0,313.0,2480.0,11.0,417.0,3935102.0,50071.0,1,1
AL,Cullman,5868.0,15156.0,11065.0,87970.0,2123.0,161127.0,147464309.0,19342144.0,2,1
AL,Cusseta,42.0,126.0,74.0,582.0,3.0,264.0,923696.0,31677.0,1,1
AL,Cusseta-Chattahoochee County,2578.0,11882.0,4086.0,33761.0,430.0,27606.0,53573390.0,3313916.0,1,1
AL,Dadeville,1175.0,3165.0,2259.0,17879.0,140.0,10646.0,28370345.0,1277915.0,1,1
AL,Daleville,2093.0,5160.0,3808.0,30103.0,78.0,4408.0,47769181.0,529186.0,1,1
AL,Daphne,9114.0,24295.0,15255.0,126415.0,1057.0,50308.0,200600347.0,6039057.0,3,1
AL,Dauphin Island,703.0,1156.0,1413.0,11160.0,89.0,4133.0,17709637.0,496142.0,1,1
AL,Daviston,91.0,232.0,178.0,1407.0,12.0,912.0,2232145.0,109525.0,1,1
AL,Dayton,12.0,30.0,25.0,194.0,2.0,124.0,308032.0,14895.0,1,1
AL,Deatsville,407.0,1063.0,839.0,6636.0,71.0,5360.0,10530861.0,643434.0,1,1
AL,Decatur,22192.0,55419.0,36157.0,148728.62,4821.0,427172.0,222856152.36,51278845.0,3,1
AL,Demopolis,2932.0,7167.0,5644.0,44665.0,646.0,48883.0,70876329.0,5868054.0,1,1
AL,Detroit,111.0,210.0,200.0,1583.0,30.0,1880.0,2653272.0,225641.0,1,1
AL,Dodge City,195.0,633.0,430.0,3405.0,26.0,1841.0,5707784.0,221050.0,1,1
AL,Dora,882.0,2362.0,1801.0,14225.0,152.0,11504.0,22573405.0,1380995.0,1,1
AL,Dothan,26003.0,68066.0,37072.95,148728.62,1156.0,65583.0,222856152.36,7872776.0,3,1
AL,Double Springs,310.0,1140.0,613.0,4840.0,42.0,3201.0,8114062.0,384250.0,1,1
AL,Douglas,235.0,1056.0,444.0,3514.0,24.0,1788.0,5890055.0,214672.0,1,1
AL,Dozier,149.0,339.0,280.0,1864.0,8.0,479.0,2958018.0,57464.0,1,1
AL,Dutton,101.0,342.0,164.0,1491.0,8.0,580.0,2499615.0,69684.0,1,1
AL,East Brewton,960.0,2830.0,1801.0,14250.0,90.0,4753.0,22612329.0,570608.0,1,1
AL,Eclectic,386.0,1002.0,779.0,6159.0,40.0,3039.0,9773562.0,364767.0,1,1
AL,Edwardsville,80.0,180.0,144.0,1137.0,12.0,884.0,1804977.0,106144.0,1,1
AL,Elba,1367.0,3915.0,2582.0,18049.0,110.0,6232.0,28641197.0,748063.0,1,1
AL,Elberta,731.0,1400.0,1237.0,10643.0,23.0,891.0,16889046.0,106924.0,1,1
AL,Eldridge,46.0,146.0,87.0,691.0,7.0,526.0,1095710.0,63179.0,1,1
AL,Elkmont,182.0,496.0,304.0,3124.0,17.0,1166.0,5237120.0,139924.0,1,1
AL,Elmore,468.0,1890.0,941.0,7441.0,82.0,6220.0,11807889.0,746658.0,1,1
AL,Emelle,20.0,46.0,37.0,290.0,2.0,117.0,460566.0,14098.0,1,1
AL,Enterprise,10346.0,28025.0,20889.0,148728.62,697.0,39561.0,222856152.36,4749058.0,3,1
AL,Epes,71.0,169.0,122.0,969.0,10.0,793.0,1537947.0,95164.0,1,1
AL,Esto,134.0,338.0,264.0,1978.0,2.0,109.0,3139194.0,13056.0,1,1
