,city,housing_units,total_pop,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,state_id,lof_score_100,lof_score_500,lof_score_1000
0,West Springfield Town,11630.0,28575.0,15270.0,81359.0,6118.0,532326.0,88295765.0,63901804.0,MA,-1.0036015873383108,-1.0860100682382308,-1.196100016844632
1,Suffield,4840.0,15513.0,8215.0,41700.0,948.0,69044.0,45255966.0,8288254.0,MA,-1.0092315725634224,-1.01902678703121,-1.0463160498933164
2,Agawam Town,11621.0,28701.0,17452.0,92827.0,5959.0,518578.0,100741935.0,62251543.0,MA,-0.9947662626138124,-1.0703792505337828,-1.1512653681278255
3,Longmeadow,5710.0,15772.0,9383.0,49609.0,5039.0,438806.0,53838507.0,52675405.0,MA,-1.1241934900640287,-1.1968744078440037,-1.3127844614303048
4,Springfield,55921.0,153991.0,79978.0,425074.0,37335.0,3251343.0,461319159.0,390300006.0,MA,-1.2919383990357727,-1.8575593963578017,-2.3644343740013047
5,New Salem,435.0,986.0,667.0,3472.0,62.0,5013.0,3768203.0,601770.0,MA,-1.0301990913764645,-1.0331386331080392,-0.9997247588190389
6,Hadley,2291.0,5209.0,3400.0,17708.0,606.0,52272.0,19218075.0,6274904.0,MA,-0.9993557077515657,-1.1348045732311876,-1.1304916393283024
7,Amherst,8955.0,37611.0,12155.0,64304.0,2277.0,185120.0,69786805.0,22222346.0,MA,-1.0373571974300395,-1.038410284272883,-1.0604224159913784
8,Granby,2493.0,6232.0,4030.0,20918.0,516.0,44544.0,22701281.0,5347128.0,MA,-1.0418106843574393,-1.069651086118839,-1.041247894290493
9,Belchertown,5611.0,14479.0,9055.0,46992.0,576.0,49738.0,50999103.0,5970636.0,MA,-1.0124338199504423,-1.023780617792426,-1.0904526768799876
10,Pelham,533.0,1290.0,847.0,4409.0,86.0,6866.0,4785314.0,824218.0,MA,-1.0623239742385957,-1.0686961358616272,-1.014074685461671
11,Sunderland,1567.0,3780.0,2042.0,10817.0,329.0,26427.0,11739026.0,3172329.0,MA,-1.0661173697679223,-1.1388430430980048,-1.0926839610764179
12,Leverett,759.0,1720.0,1163.0,6056.0,109.0,8743.0,6572070.0,1049539.0,MA,-1.0431054054398277,-1.0358888413634948,-1.0045496517705275
13,South Hadley,6786.0,17493.0,7760.0,54126.0,3273.0,284646.0,58741281.0,34169716.0,MA,-0.9937261030620954,-1.040788639386668,-1.1242809133117397
14,Shutesbury,810.0,1837.0,1241.0,6466.0,116.0,9336.0,7017772.0,1120716.0,MA,-1.0373376635920706,-1.0459180444218628,-1.0098323613172864
16,Hardwick,1218.0,3088.0,1775.0,9211.0,152.0,11486.0,9996399.0,1378772.0,MA,-1.0304667095409779,-1.0024224630928102,-1.0090602127672015
17,Phillipston,622.0,1878.0,1024.0,5312.0,70.0,5600.0,5765476.0,672268.0,MA,-1.0413163160143075,-0.9905684969810061,-0.9998350315108371
18,Barre,1918.0,5383.0,3095.0,16063.0,179.0,14252.0,17432592.0,1710812.0,MA,-1.0004273877669185,-0.9971022005660835,-1.0194829481340069
19,Hubbardston,1626.0,4341.0,2682.0,13920.0,177.0,10879.0,15107198.0,1305958.0,MA,-1.005261213798275,-0.9919141503782978,-1.0105211571344763
20,Petersham,423.0,1279.0,697.0,3617.0,48.0,3813.0,3925125.0,457679.0,MA,-1.0209390223723847,-0.9902300996355791,-0.9984602721970212
21,New Braintree,390.0,989.0,568.0,2949.0,49.0,3678.0,3200817.0,441479.0,MA,-1.0684544973303243,-1.0057033330379344,-0.9982834651486351
22,Oakham,647.0,1822.0,1100.0,5711.0,68.0,5102.0,6198393.0,612462.0,MA,-1.0145070214618874,-0.9845904139502649,-0.9998539293128351
23,Rutland,2873.0,7812.0,5173.0,26846.0,264.0,21007.0,29135514.0,2521725.0,MA,-0.9748646028656345,-1.0054124143714442,-1.048714416410882
24,Ware,4133.0,9851.0,5773.0,29960.0,616.0,48636.0,32514335.0,5838377.0,MA,-1.0836946688521032,-1.0057504893999376,-1.0236610011484635
25,Palmer Town,4823.0,12145.0,6782.0,35204.0,812.0,67358.0,38205479.0,8085866.0,MA,-1.0441571359402644,-1.0219100865763033,-1.0278889959096174
27,Ludlow,8000.0,21131.0,12679.0,66620.0,3881.0,337971.0,72301004.0,40570948.0,MA,-1.006645169340618,-1.0385111307312471,-1.1088534846595468
32,Tolland,424.0,1039.0,669.0,3557.0,55.0,4809.0,3860717.0,577267.0,MA,-1.0310606807110745,-1.0173038524713156,-0.9994826063975026
33,Huntington,793.0,2219.0,1223.0,6508.0,81.0,5900.0,7062497.0,708234.0,MA,-1.005054749159941,-0.9967777549285254,-1.0053122230525935
34,Russell,581.0,1423.0,917.0,4876.0,76.0,6591.0,5291453.0,791196.0,MA,-1.0964690532495853,-1.0236026165465981,-1.0063753432880218
35,Otis,736.0,1601.0,1090.0,5678.0,108.0,8699.0,6161730.0,1044296.0,MA,-1.018850259778891,-1.0445137843202699,-1.0031994142530756
36,Blandford,477.0,1169.0,753.0,4004.0,62.0,5412.0,4345199.0,649709.0,MA,-1.0599593854898328,-1.0267109779650918,-1.0023627805279889
37,Granville,538.0,1317.0,848.0,4513.0,70.0,6101.0,4897811.0,732337.0,MA,-1.04662416204585,-1.0262362883966958,-1.0076687191561207
38,Chester,536.0,1313.0,846.0,4499.0,70.0,6082.0,4882671.0,730073.0,MA,-1.0519613964749548,-1.0252385638945056,-1.007717279516563
41,Monson,3428.0,8531.0,5221.0,27098.0,558.0,48602.0,29408816.0,5834284.0,MA,-1.0777306172088783,-1.0239848261778115,-1.0369324890565854
43,Brimfield,1494.0,3582.0,2412.0,12518.0,229.0,18101.0,13585901.0,2172935.0,MA,-1.0637069940571768,-1.0302894393641766,-1.0085652971268677
44,Sturbridge,3602.0,9133.0,6614.0,34324.0,369.0,27831.0,37250210.0,3340927.0,MA,-0.9812574017092074,-1.0122602406042052,-1.0490044605360627
45,Warren,1928.0,5106.0,3060.0,15879.0,521.0,41149.0,17233332.0,4939623.0,MA,-1.0504583271527463,-1.1443333127470718,-1.1093117778249149
46,Holland,1064.0,2739.0,1654.0,8583.0,117.0,10182.0,9315059.0,1222301.0,MA,-1.0554579960953614,-1.006363676961359,-1.0093010474169188
47,Brookfield,1419.0,3363.0,2198.0,11409.0,312.0,23501.0,12381375.0,2821065.0,MA,-1.064152053069712,-1.1440675895590666,-1.0421231235086588
48,Wales,688.0,1770.0,1069.0,5546.0,76.0,6579.0,6018961.0,789794.0,MA,-1.0321997548152972,-0.9917153116711065,-0.9999330756115234
49,Middlefield,240.0,526.0,354.0,1881.0,35.0,2778.0,2041505.0,333466.0,MA,-1.0728620982953971,-1.015388766212683,-1.0032644610111146
50,Becket,868.0,2049.0,1303.0,6930.0,121.0,9734.0,7521340.0,1168498.0,MA,-1.0604238258167538,-1.0298507728323745,-1.0083493014790945
52,Worthington,541.0,1186.0,797.0,4241.0,79.0,6263.0,4602534.0,751792.0,MA,-1.07252307410395,-1.0519950067669805,-1.010214514885189
53,Washington,131.0,309.0,197.0,1047.0,18.0,1470.0,1136036.0,176492.0,MA,-1.0134036896664298,-0.9874969308997953,-0.9943406671755781
56,Peru,326.0,806.0,511.0,2717.0,52.0,4205.0,2948681.0,504821.0,MA,-1.0806027551532502,-1.0469404666699225,-1.0025362251816667
58,Chesterfield,512.0,1043.0,773.0,4096.0,81.0,6433.0,4445691.0,772203.0,MA,-1.0662360227625363,-1.0668087969801687,-1.0120094351215305
60,Goshen,536.0,1230.0,798.0,4141.0,83.0,7150.0,4494328.0,858287.0,MA,-1.0602073342568925,-1.093939019725151,-1.0214720784184692
61,Westhampton,661.0,1590.0,1073.0,5587.0,87.0,7583.0,6063184.0,910253.0,MA,-1.0250032556084077,-1.011572181382757,-1.0012962326952493
63,Holyoke,15005.0,40280.0,15339.0,107293.0,6393.0,568480.0,116441804.0,68241831.0,MA,-0.9929303537446991,-1.0636776505950436,-1.152905637196651
64,Chicopee,22988.0,56100.0,25102.0,171507.0,11036.0,961388.0,186130974.0,115407648.0,MA,-1.0029867030724364,-1.1371151747011141,-1.253747151346692
75,Plainfield,283.0,620.0,417.0,2218.0,41.0,3276.0,2407367.0,393227.0,MA,-1.0577752023957208,-1.019765519386159,-1.0033520557941813
78,Windsor,387.0,959.0,607.0,3230.0,62.0,5000.0,3505575.0,600163.0,MA,-1.038105440657625,-1.0431076669311874,-1.0015608517944903
80,Cummington,417.0,915.0,615.0,3270.0,61.0,4829.0,3548854.0,579681.0,MA,-1.03151260954394,-1.0327248572115397,-1.0002764847365584
81,Southampton,2490.0,5758.0,3848.0,20466.0,1009.0,87566.0,22210712.0,10511691.0,MA,-1.0122899359539077,-1.0834819701494205,-1.1798944143008079
86,Easthampton Town,7222.0,16042.0,9561.0,50181.0,2374.0,206097.0,54459847.0,24740427.0,MA,-1.001077758078882,-1.0636182535872774,-1.0926715515815384
87,Northampton,11364.0,28534.0,14122.0,73396.0,5528.0,479652.0,79653699.0,57578706.0,MA,-1.004085344956269,-1.086512400833009,-1.1855914646803682
90,Williamsburg,1060.0,2434.0,1579.0,8192.0,164.0,14144.0,8890952.0,1697916.0,MA,-1.03811657728736,-1.083697012634803,-1.0230879240535673
91,Enfield,16268.0,44747.0,25578.0,129829.0,6177.0,426277.0,140898591.0,51171382.0,MA,-1.0091477100650748,-1.0337913057544446,-1.097040323527453
92,East Longmeadow,6063.0,15555.0,9595.0,49873.0,4015.0,349677.0,54125139.0,41976157.0,MA,-1.0034298737105487,-1.0840757774048044,-1.1944025086036423
94,Hampden,1907.0,5134.0,3133.0,16261.0,896.0,78068.0,17647919.0,9371483.0,MA,-1.0108363064528911,-1.0773587626431371,-1.1988152048224356
96,Somers,3422.0,9284.0,5881.0,29853.0,362.0,25010.0,32398918.0,3002301.0,MA,-0.9730805221611787,-1.0038838583603882,-1.0435993884771202
97,Wilbraham,5223.0,14145.0,8789.0,45704.0,2777.0,241861.0,49600685.0,29033699.0,MA,-1.0072904974522299,-1.0435346849590126,-1.1326904524782622
104,Westfield,15112.0,41486.0,20110.0,118459.0,7405.0,591295.0,128559304.0,70980677.0,MA,-1.0043333862970136,-1.0600494371498974,-1.1406481941710627
105,Southwick,3634.0,9425.0,6206.0,32922.0,877.0,75986.0,35729630.0,9121580.0,MA,-1.0203391726425326,-1.0548842397688598,-1.0295123299083424
109,West Brookfield,1537.0,3730.0,2236.0,11603.0,432.0,32575.0,12592114.0,3910356.0,MA,-1.0296740212766236,-1.1397812554635278,-1.1326507454776762
116,Ashfield,741.0,1831.0,1110.0,5780.0,118.0,9439.0,6273124.0,1133109.0,MA,-1.038357372773681,-1.063290985072609,-1.006898794747003
125,Sandisfield,290.0,632.0,430.0,2240.0,43.0,3432.0,2430641.0,411948.0,MA,-1.060408102248867,-1.0298403690013123,-1.0040925063035164
126,Granby,4223.0,11192.0,7384.0,37482.0,501.0,39066.0,40678257.0,4689633.0,MA,-0.9964198832076276,-1.0149070377263298,-1.0484193739002263
132,Colebrook,588.0,1395.0,1055.0,5356.0,96.0,6646.0,5812416.0,797801.0,MA,-1.0351253527633886,-0.998219198266296,-0.9993361684573888
133,Hartland,777.0,2158.0,1320.0,6702.0,101.0,7844.0,7273883.0,941655.0,MA,-1.036674950559466,-1.0069476747107644,-1.005762248761093
136,Hatfield,1527.0,3272.0,2120.0,11042.0,691.0,59675.0,11983728.0,7163573.0,MA,-1.000334811429709,-1.0803649340522843,-1.2135639874510409
145,Stafford,4600.0,12102.0,8279.0,42022.0,321.0,22385.0,45605452.0,2687159.0,MA,-0.9923856013667489,-1.0475378339325518,-1.096899319491946
148,Whately,599.0,1445.0,781.0,4135.0,126.0,10103.0,4487852.0,1212787.0,MA,-1.023026318011204,-1.1206327052090777,-1.0989631587326745
152,Conway,702.0,1733.0,1050.0,5470.0,111.0,8933.0,5936936.0,1072383.0,MA,-1.0085316375268423,-1.0594547019884475,-1.0078429400556752
171,Montgomery,285.0,698.0,450.0,2393.0,37.0,3234.0,2596521.0,388241.0,MA,-1.0716535002764354,-1.0050432972426004,-1.0009167627320974
176,Wendell,385.0,897.0,554.0,2888.0,65.0,5226.0,3134178.0,627301.0,MA,-1.0188930467703823,-1.0816523278865298,-1.0123734170762406
177,Montague,3653.0,8455.0,5009.0,26347.0,1098.0,88131.0,28593427.0,10579487.0,MA,-1.0304607410254796,-1.1149829806975624,-1.1219571149233851
206,North Brookfield,1824.0,4686.0,2799.0,14528.0,378.0,28504.0,15766366.0,3421717.0,MA,-1.0204829020910546,-1.1078255666681274,-1.0353162616005729
211,Spencer,4735.0,11715.0,6713.0,34842.0,1287.0,97869.0,37812776.0,11748453.0,MA,-1.010615385262723,-1.0665763882843415,-1.0442633996617543
219,Savoy,318.0,713.0,477.0,2483.0,55.0,4424.0,2695090.0,531032.0,MA,-1.0617904565787626,-1.0781141433246195,-1.008063446235661
220,Hawley,144.0,318.0,210.0,1092.0,23.0,1860.0,1184645.0,223252.0,MA,-1.0446491815476329,-0.994620717431272,-0.9948243626697593
259,Union,325.0,943.0,575.0,2918.0,8.0,652.0,3166964.0,78245.0,MA,-1.0502120312309382,-1.0097284289242392,-1.0125240437561374
353,Lenox,2481.0,5013.0,2979.0,15515.0,1433.0,115050.0,16837523.0,13810855.0,MA,-1.021398986915862,-1.134903924200728,-1.2951152790993947
354,Pittsfield,19166.0,43632.0,23789.0,126330.0,10999.0,883160.0,137101379.0,106016876.0,MA,-1.0146133581144745,-1.1484594889453978,-1.2758106665654494
355,Richmond,618.0,1520.0,940.0,4895.0,77.0,6176.0,5311914.0,741421.0,MA,-1.087225954057209,-1.0120017256175189,-1.0048461661213097
356,Stephentown,1237.0,2908.0,1452.0,11339.0,142.0,16478.0,20415998.0,1978101.0,MA,-1.002204842602304,-0.9971051605225301,-1.0224812166778288
357,Canaan,675.0,1604.0,876.0,7046.0,118.0,12014.0,12686522.0,1442228.0,MA,-1.0108392192509335,-0.987697754651955,-0.9997431534100051
358,New Lebanon,1038.0,2440.0,1294.0,10146.0,155.0,15785.0,18267603.0,1894815.0,MA,-0.9953994354220257,-0.9975677761876572,-1.0188840965633206
359,Hancock,366.0,900.0,556.0,2898.0,46.0,3656.0,3144747.0,438934.0,MA,-1.0532975234188842,-1.005821408436638,-0.9985682068806379
360,Dalton,2821.0,6753.0,3759.0,19994.0,1684.0,135204.0,21698763.0,16230266.0,MA,-1.000177910722078,-1.0895897603750846,-1.2386075805122219
361,Lanesborough,1154.0,3074.0,2079.0,10830.0,260.0,20855.0,11753479.0,2503459.0,MA,-1.063685435928683,-1.1138954303427326,-1.0302483182010578
363,Cheshire,1445.0,3245.0,1943.0,10337.0,492.0,39542.0,11218881.0,4746785.0,MA,-0.9908488002370306,-1.071198101674305,-1.1743044032330532
364,North Adams,5913.0,13326.0,6635.0,34436.0,3418.0,274419.0,37372692.0,32941943.0,MA,-1.0692313464744374,-1.1458966764917844,-1.2481121144056837
365,New Ashford,77.0,189.0,117.0,608.0,10.0,767.0,659572.0,92061.0,MA,-0.9956760839683295,-0.9901510611643373,-0.9773653754002118
366,Adams,3773.0,8494.0,4419.0,22964.0,2032.0,163148.0,24921569.0,19584772.0,MA,-1.0137902485314578,-1.090364486151871,-1.2295845743789398
367,Salisbury,1698.0,3783.0,2859.0,14514.0,41.0,3162.0,15751253.0,379577.0,MA,-1.0155843784529395,-1.0201580023221979,-1.0303309124575701
368,North Canaan,1224.0,3329.0,2131.0,10818.0,42.0,3248.0,11740612.0,389950.0,MA,-1.0010251870986664,-1.000926735209537,-1.014743805425728
369,New Marlborough,638.0,1499.0,906.0,4703.0,120.0,9600.0,5104202.0,1152355.0,MA,-1.0313789744658743,-1.1095209875164322,-1.0462844756370353
370,Sheffield,1401.0,3255.0,2027.0,10521.0,201.0,16110.0,11418245.0,1933848.0,MA,-1.038027384789488,-1.0453008615012411,-1.0069908179860994
373,Tyringham,130.0,267.0,184.0,960.0,20.0,1578.0,1042163.0,189436.0,MA,-1.0964424736069116,-0.9962180744902575,-0.997758423846907
374,Lee,2351.0,5932.0,3110.0,16199.0,1214.0,97506.0,17580545.0,11704915.0,MA,-0.9904614138063903,-1.0901851667084856,-1.227146259125396
375,Hinsdale,856.0,2136.0,1186.0,6309.0,148.0,11903.0,6847253.0,1428857.0,MA,-1.0774229398951651,-1.1135004928815029,-1.0321919099098313
384,Williamstown,2275.0,7828.0,3015.0,15651.0,1099.0,88234.0,16985445.0,10591834.0,MA,-1.0064607971550175,-1.0830217755658529,-1.2204822860203681
398,Stockbridge,930.0,1755.0,1242.0,6444.0,315.0,25308.0,6992943.0,3038016.0,MA,-1.003184468913381,-1.0551170695081447,-1.1784869334299917
400,Austerlitz,661.0,1370.0,831.0,6688.0,76.0,8510.0,12041946.0,1021509.0,MA,-0.9945484618117316,-0.9864352971415268,-1.0057922515268662
402,Hillsdale,685.0,1971.0,929.0,7475.0,85.0,9932.0,13459209.0,1192227.0,MA,-1.0043408006818668,-0.9920295911245114,-1.0041710143179157
403,West Stockbridge,534.0,1573.0,743.0,3857.0,73.0,5893.0,4185560.0,707407.0,MA,-1.0708954575452705,-1.0542641801517303,-1.005916810137334
406,Alford,201.0,411.0,297.0,1539.0,26.0,2108.0,1670684.0,253079.0,MA,-1.0312270628913032,-0.9951138483850898,-0.9963586984399933
407,Copake,1309.0,3573.0,1832.0,13553.0,212.0,16697.0,24403579.0,2004327.0,MA,-0.9739494448170007,-1.008041944719008,-1.033775900996599
408,Monterey,433.0,884.0,611.0,3183.0,65.0,5230.0,3454026.0,627845.0,MA,-1.02727033500165,-1.0557547395906672,-1.00480960196074
409,Mount Washington,87.0,178.0,128.0,666.0,11.0,912.0,722986.0,109520.0,MA,-1.0176969566309588,-0.9893180027966237,-0.9847359117406779
410,Egremont,542.0,1106.0,799.0,4146.0,71.0,5677.0,4499122.0,681537.0,MA,-1.0672782139911194,-1.0283788271981198,-1.0065479935930854
411,Great Barrington,2613.0,7131.0,3591.0,18635.0,1042.0,83659.0,20223898.0,10042681.0,MA,-1.025215709347842,-1.0702061126902511,-1.1808166458279314
450,Rowe,165.0,365.0,240.0,1251.0,27.0,2132.0,1358153.0,255950.0,MA,-1.0595236080306658,-1.0032788232869836,-0.9951955186641532
451,Florida,318.0,712.0,475.0,2476.0,55.0,4411.0,2687540.0,529544.0,MA,-1.0603884721120636,-1.077192718389034,-1.0080625414057123
454,Clarksburg,675.0,1844.0,894.0,4642.0,162.0,12974.0,5038028.0,1557396.0,MA,-0.9945479012827828,-1.0824064042972306,-1.1229919227890686
456,Stamford,302.0,657.0,365.0,2112.0,6.0,459.0,2292285.0,55073.0,MA,-1.0219705486565422,-1.0080193986399424,-1.0142293408013503
457,Pownal,1336.0,3528.0,1660.0,9614.0,32.0,2285.0,10434193.0,274289.0,MA,-1.0266085517487202,-1.0125044570123505,-1.0223190062859073
459,Monroe,56.0,124.0,81.0,424.0,9.0,723.0,460695.0,86820.0,MA,-1.065930660975188,-0.9787230050980349,-0.961884446348457
460,Charlemont,494.0,1094.0,721.0,3754.0,80.0,6396.0,4074460.0,767850.0,MA,-1.0870829075803905,-1.081591039500291,-1.012193533853149
473,Norfolk,659.0,1527.0,1077.0,5466.0,77.0,5330.0,5931551.0,639866.0,MA,-1.0525049893433254,-0.9850699430637129,-0.9998229295508968
495,North East,1188.0,3038.0,1505.0,8895.0,175.0,13775.0,16016073.0,1653573.0,MA,-1.0090998112848473,-0.9904515497983422,-1.0106028957958575
498,Ancram,584.0,1467.0,698.0,4129.0,86.0,6777.0,7434056.0,813509.0,MA,-1.0197856620861785,-0.9943160906635297,-1.0060550531144408
515,Berlin,719.0,1891.0,854.0,6693.0,124.0,14459.0,12051079.0,1735701.0,MA,-1.060713592797376,-1.0051082677045182,-1.0048820739587512
518,Petersburgh,645.0,1769.0,749.0,5850.0,77.0,6068.0,10532473.0,728382.0,MA,-0.9816668008462337,-0.9961549802674629,-1.0092633955628956
531,Shelburne,841.0,2177.0,1122.0,5844.0,111.0,8906.0,6342460.0,1069093.0,MA,-1.032045799963794,-1.0444998743659608,-1.0043645283114477
532,Gill,589.0,1375.0,903.0,4804.0,93.0,7465.0,5213603.0,896151.0,MA,-1.0935053355763833,-1.0557852588164676,-1.012210264291597
533,Deerfield,2006.0,5096.0,3027.0,16103.0,535.0,42986.0,17476249.0,5160108.0,MA,-1.0450082902374043,-1.1477833803369462,-1.1123783274253187
535,Bernardston,918.0,2144.0,1408.0,7490.0,145.0,11640.0,8129105.0,1397288.0,MA,-1.0282605532731057,-1.0606295266021066,-1.0140153607664348
536,Greenfield Town,7729.0,17477.0,9703.0,51611.0,3011.0,241785.0,56011811.0,29024526.0,MA,-0.9901712900859553,-1.044861102120458,-1.1133945914949637
537,Colrain,578.0,1281.0,844.0,4394.0,93.0,7486.0,4768494.0,898644.0,MA,-1.0641302434896007,-1.094774171477763,-1.0212505297822823
538,Leyden,315.0,735.0,483.0,2568.0,50.0,3990.0,2786877.0,479028.0,MA,-1.076026432277381,-1.049263357426255,-1.0023645974657691
539,Buckland,802.0,2077.0,1070.0,5574.0,106.0,8495.0,6049521.0,1019715.0,MA,-1.0127228768277372,-1.0429646715303986,-1.0034312844225943
548,Athol,4774.0,11576.0,6935.0,35992.0,490.0,39009.0,39061013.0,4682722.0,MA,-0.9917242154688901,-1.0104642401414687,-1.0415700027440276
549,Orange,3271.0,7815.0,4353.0,22601.0,383.0,30511.0,24528102.0,3662587.0,MA,-1.021057907765229,-1.0035792222057758,-1.0290666329237381
550,Templeton,3251.0,7896.0,4952.0,25698.0,395.0,24256.0,27889159.0,2911731.0,MA,-0.9819702418509588,-1.008555093297177,-1.043123618268222
553,Royalston,535.0,1286.0,851.0,4416.0,0.0,0.0,4792457.0,0.0,MA,-1.1282527372417623,-1.0368757189653106,-1.0361443167949576
557,Vernon,826.0,2002.0,1027.0,5947.0,21.0,1507.0,6453752.0,180962.0,MA,-1.0140047585028553,-1.005992858558771,-1.0136029271389824
558,Guilford,927.0,2248.0,1153.0,6680.0,24.0,1693.0,7249994.0,203288.0,MA,-1.01071800916812,-1.0109299919435022,-1.0202568605498354
559,Northfield,1256.0,3034.0,1829.0,9689.0,191.0,15337.0,10515082.0,1841099.0,MA,-1.0428272610777751,-1.0488254616565424,-1.0132643998284205
568,Heath,486.0,1077.0,709.0,3694.0,78.0,6293.0,4008646.0,755448.0,MA,-1.0884820953302612,-1.0778611429932625,-1.010103988201733
576,Whitingham,614.0,1286.0,736.0,4264.0,16.0,1118.0,4627227.0,134191.0,MA,-0.9995510619757819,-1.0041924062862437,-1.0172442401573598
577,Halifax,340.0,972.0,406.0,2351.0,10.0,706.0,2551627.0,84770.0,MA,-0.9990908135719352,-0.9967733696007041,-1.0089558805203291
595,Erving,713.0,1659.0,1026.0,5345.0,120.0,9672.0,5801105.0,1161082.0,MA,-1.011359215668773,-1.0882664972987117,-1.01479164891542
601,Warwick,376.0,876.0,542.0,2822.0,64.0,5106.0,3062293.0,612913.0,MA,-1.0315148708213777,-1.0785847365314252,-1.012011346280978
610,Readsboro,365.0,795.0,441.0,2555.0,8.0,555.0,2773106.0,66625.0,MA,-1.0163376465058742,-1.0009291769667794,-1.0116022326823875
635,Winchester,1702.0,4348.0,2340.0,12404.0,41.0,2885.0,13461194.0,346347.0,MA,-1.0272897537337193,-1.013462044352209,-1.019331335178775
636,Hinsdale,1780.0,4081.0,2323.0,12312.0,0.0,0.0,13362279.0,0.0,MA,-1.1361567759820455,-1.0524995566100352,-1.033993886882606
664,Fitzwilliam,1045.0,2529.0,1387.0,7350.0,34.0,2376.0,7976325.0,285243.0,MA,-0.9842915730450565,-0.99768574952275,-1.0201901779235736
665,Richmond,409.0,990.0,543.0,2877.0,13.0,930.0,3121998.0,111646.0,MA,-1.0197657083339795,-1.0029333152513134,-1.0087987290203255
666,Winchendon,3825.0,10022.0,6103.0,31675.0,360.0,22092.0,34375970.0,2651983.0,MA,-0.972077018047862,-1.003645795704401,-1.0456317417890213
709,Ashburnham,2195.0,6033.0,3700.0,19214.0,347.0,21289.0,20852461.0,2555599.0,MA,-1.031930713916355,-0.992334624075367,-1.0174049928817692
710,Ashby,1051.0,3030.0,1699.0,7626.0,232.0,14221.0,8276446.0,1707068.0,MA,-1.0447357335592928,-1.1087771277318692,-1.0315777370976624
711,Lunenburg,4262.0,10034.0,6887.0,35145.0,755.0,56589.0,38141908.0,6793146.0,MA,-1.0385307016736063,-1.0086054384905168,-1.0293149516776556
712,Westminster,2864.0,7250.0,4749.0,24649.0,655.0,49147.0,26750957.0,5899710.0,MA,-1.092251987033076,-1.0675624144717788,-1.0424023762259649
713,Leominster,16716.0,41304.0,24842.0,128876.0,6495.0,488318.0,139864650.0,58619035.0,MA,-1.0046184220226129,-1.0414373396542076,-1.1023577655981893
714,Fitchburg,14714.0,40441.0,21986.0,105997.0,9059.0,609525.0,115035015.0,73169044.0,MA,-0.9980693942544724,-1.0750964304339294,-1.1788190395332407
715,Gardner,8215.0,20334.0,11603.0,60217.0,1977.0,121290.0,65351011.0,14560013.0,MA,-1.0606307928528818,-1.0315052756207803,-1.0761416613754278
718,New Ipswich,1777.0,4977.0,2902.0,15378.0,0.0,0.0,16688809.0,0.0,MA,-1.1515552456399603,-1.0564590608139788,-1.057765297069705
719,Rindge,1816.0,5991.0,2565.0,13594.0,62.0,4336.0,14752998.0,520548.0,MA,-1.021391031672238,-1.006660034848814,-1.0211773478933992
726,Mason,559.0,1347.0,885.0,4693.0,76.0,5584.0,5093117.0,670334.0,MA,-1.0530264690969096,-1.0027034469402853,-1.0057955063610209
727,Townsend,3397.0,8906.0,5077.0,24333.0,1718.0,120994.0,26407357.0,14524389.0,MA,-1.013637995027486,-1.0620587633937588,-1.158993956540904
729,Groton,4042.0,10478.0,6863.0,35602.0,1230.0,93811.0,38637503.0,11261303.0,MA,-1.0170537390567629,-1.058083868395193,-1.0405563370918196
730,Ayer,3417.0,7370.0,4827.0,25049.0,1787.0,134604.0,27185062.0,16158216.0,MA,-0.997355169545726,-1.0570846002343004,-1.1625417012342945
731,Harvard,1923.0,6483.0,3404.0,17667.0,598.0,46684.0,19173242.0,5604047.0,MA,-0.9964431892417233,-1.1346818079670224,-1.1028188176233369
732,Shirley,2408.0,7235.0,3603.0,18642.0,605.0,45370.0,20231248.0,5446348.0,MA,-1.01922498245886,-1.1064972203381025,-1.0727007123210726
733,Littleton,3554.0,8810.0,5517.0,29408.0,1808.0,138223.0,31915311.0,16592687.0,MA,-1.0054627633854636,-1.0380498261729076,-1.126320459112458
737,Lancaster,2375.0,7896.0,3846.0,19974.0,364.0,28361.0,21677404.0,3404554.0,MA,-1.0139550504177846,-1.0024977498529528,-1.0184965011108025
750,Dunstable,1165.0,3128.0,2014.0,10450.0,554.0,42797.0,11341528.0,5137485.0,MA,-0.9902672528517481,-1.0652292802061194,-1.1799721822236022
753,Pepperell,4301.0,11407.0,7079.0,36739.0,1943.0,151747.0,39872047.0,18216122.0,MA,-0.9987132387691707,-1.0402649945654783,-1.0870280674839046
755,Tyngsborough,4332.0,11198.0,6979.0,36222.0,3077.0,240954.0,39311000.0,28924814.0,MA,-0.986901141064289,-1.0775157219359932,-1.1810299630139518
756,Westford,8140.0,21716.0,13241.0,68295.0,6511.0,506324.0,74118739.0,60780475.0,MA,-1.0382149578600566,-1.1103128099347024,-1.2328461776195276
759,Bolton,1703.0,4827.0,3483.0,18076.0,357.0,27833.0,19617290.0,3341152.0,MA,-1.0604043552802962,-1.0246673693209778,-1.0209918909601834
761,Stow,2519.0,6488.0,4377.0,22007.0,1136.0,88639.0,23883861.0,10640462.0,MA,-1.0146141987442234,-1.1024963331791222,-1.1722787254472191
