,city,housing_units,total_pop,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,state_id,lof_score_100,lof_score_500,lof_score_1000
21857,Harmony,152.0,465.0,192.0,1278.0,47.0,4360.0,2462488.0,523348.0,PA,-1.0508481451261207,-1.088589890975036,-1.0154803138938058
21861,Polk,198.0,762.0,263.0,1769.0,90.0,10650.0,3409491.0,1278411.0,PA,-0.9960329493902296,-1.0754744141617398,-1.1614462319012082
21865,Victory,235.0,577.0,339.0,2278.0,62.0,7346.0,4389867.0,881883.0,PA,-1.0572068150894003,-1.1092260647551624,-1.024424233236263
21873,Pine Grove,1128.0,2798.0,1397.0,9273.0,647.0,60279.0,17869578.0,7236007.0,PA,-1.0197632209561336,-1.1061433088911108,-1.1846600738376334
21874,Carroll,1492.0,3669.0,1316.0,10109.0,790.0,107077.0,18201980.0,12853820.0,PA,-0.9884999153710463,-1.0900408430393358,-1.2353582819980833
21875,South Valley,257.0,680.0,251.0,1960.0,89.0,12110.0,3528720.0,1453695.0,PA,-0.9944286006320566,-1.0765423198887458,-1.183895822853589
21876,Farmington,475.0,1176.0,587.0,3899.0,272.0,25345.0,7513665.0,3042542.0,PA,-0.9971007401210152,-1.0599901889637646,-1.1593643370421285
21877,Kiantone,563.0,1384.0,497.0,3814.0,298.0,40403.0,6868012.0,4850032.0,PA,-1.0434647194013678,-1.1648557800109538,-1.2742181935995571
21878,Elk,258.0,669.0,312.0,2067.0,151.0,14039.0,3984149.0,1685238.0,PA,-0.9982530906974282,-1.0741614711168495,-1.1932866923578807
21879,Corydon,236.0,710.0,259.0,1739.0,181.0,16843.0,3350615.0,2021868.0,PA,-1.0997710553974782,-1.1481318490390104,-1.276136541715743
21880,Allegany,361.0,970.0,355.0,2730.0,175.0,21517.0,4915978.0,2582901.0,PA,-1.0289151595394999,-1.1099097078270566,-1.2158439193105381
21893,Busti,3116.0,7371.0,2670.0,20377.0,1816.0,246186.0,36688978.0,29552795.0,PA,-1.0107441855909365,-1.1041278467192643,-1.214296562198217
21896,Harmony,619.0,1628.0,581.0,4464.0,261.0,35375.0,8037428.0,4246450.0,PA,-1.003668547758157,-1.072780293629241,-1.1775097314974854
21897,Sugar Grove,205.0,582.0,267.0,1780.0,70.0,9307.0,3430145.0,1117282.0,PA,-1.0072790983640518,-1.0803643401848997,-1.1304027263809862
21905,Tidioute,155.0,747.0,189.0,1252.0,60.0,5595.0,2413275.0,671631.0,PA,-1.0014930865119807,-1.1261433973256043,-1.0800177197954945
21929,Rome,418.0,1287.0,597.0,3979.0,68.0,6368.0,7668759.0,764439.0,PA,-1.0257669604730675,-0.9877301225279307,-1.0076373078289242
21936,Steuben,337.0,897.0,485.0,3231.0,93.0,8694.0,6225708.0,1043643.0,PA,-1.0250158297372374,-1.0406689567030811,-1.0028124118153765
21940,Townville,112.0,367.0,162.0,1077.0,31.0,2898.0,2075236.0,347881.0,PA,-1.0634896879899143,-1.026180535488255,-1.0042937896057635
21942,Athens,280.0,747.0,403.0,2688.0,78.0,7235.0,5180625.0,868451.0,PA,-1.0890134487686167,-1.0506325341598326,-1.0109264734552708
21950,Utica,93.0,153.0,124.0,835.0,43.0,5025.0,1608807.0,603233.0,PA,-1.0184024230472877,-1.1306380439198753,-1.162356603189481
21962,Warren,4317.0,9407.0,4510.0,29934.0,2681.0,357382.0,57686387.0,42901157.0,PA,-1.019760187778659,-1.0685717898320954,-1.1773176556340603
21979,Perry,387.0,1064.0,509.0,3922.0,229.0,26180.0,7557494.0,3142737.0,PA,-0.9998719559038716,-1.0581909124136764,-1.163041417519833
21990,Emlenton,178.0,656.0,240.0,1853.0,80.0,9466.0,3570472.0,1136300.0,PA,-1.0125618508015501,-1.0888559443389987,-1.1238326075010583
22005,Conneaut,725.0,4256.0,1010.0,6737.0,254.0,33839.0,12982888.0,4062132.0,PA,-1.0382085313280394,-1.1338675824250148,-1.1375608878988992
22006,Elk Creek,671.0,1827.0,924.0,6159.0,229.0,30580.0,11869351.0,3670914.0,PA,-1.0301211726154704,-1.1312085445930815,-1.12942695996663
22007,Albion,656.0,1531.0,759.0,5060.0,374.0,49919.0,9750509.0,5992435.0,PA,-1.0294582333545956,-1.0840759637011301,-1.1961963253673633
22008,Cranesville,230.0,559.0,317.0,2112.0,79.0,10485.0,4069492.0,1258599.0,PA,-1.0165125846513894,-1.1052146412427961,-1.1306413199555476
22009,Franklin,569.0,1542.0,811.0,5408.0,154.0,20573.0,10421422.0,2469665.0,PA,-1.0376570188244016,-1.1115644554363129,-1.0544413059312623
22010,Springfield,1296.0,3405.0,1690.0,11266.0,567.0,75572.0,21712026.0,9071882.0,PA,-1.0157548633248534,-1.100269244203528,-1.1561569962776217
22011,Beaver,309.0,934.0,420.0,2801.0,101.0,13503.0,5398556.0,1620920.0,PA,-1.0090700096066068,-1.0856205240989587,-1.1173273858062425
22012,Spring,556.0,1677.0,756.0,5043.0,182.0,24203.0,9717601.0,2905368.0,PA,-1.0010871673766288,-1.1090880485424162,-1.1143935766441881
22013,Columbus,752.0,1892.0,976.0,6509.0,255.0,34038.0,12544531.0,4086059.0,PA,-1.0192707232217781,-1.1182570303975732,-1.145634320407721
22017,Clymer,455.0,1422.0,429.0,3292.0,175.0,23770.0,5926715.0,2853456.0,PA,-1.0008202359944771,-1.0770582905812163,-1.2031777826928431
22019,Bear Lake,59.0,136.0,76.0,509.0,20.0,2659.0,980042.0,319223.0,PA,-1.0190507366404427,-1.1125106902129975,-1.032550410133745
22020,Cambridge,642.0,1753.0,914.0,6092.0,228.0,21288.0,11739539.0,2555492.0,PA,-1.0680994103761603,-1.1177025110200869,-1.0343027025945057
22021,Venango,390.0,997.0,579.0,3861.0,117.0,10929.0,7440276.0,1311992.0,PA,-1.0586749032117673,-1.0663253465732168,-1.0148335736751795
22022,Cambridge Springs,636.0,2550.0,823.0,5487.0,304.0,28347.0,10573463.0,3402907.0,PA,-1.0247042930238885,-1.1039812274679524,-1.1313184022806835
22024,Bloomfield,1082.0,3330.0,1544.0,10294.0,177.0,16473.0,19837963.0,1977494.0,PA,-1.0206812564415513,-0.9964891708825995,-1.0220568449870968
22025,Washington,1671.0,4526.0,2380.0,15867.0,453.0,60364.0,30577325.0,7246204.0,PA,-1.0377369559141578,-1.0653665877765535,-1.039104658136362
22028,LeBoeuf,636.0,1612.0,830.0,5533.0,228.0,30400.0,10663002.0,3649240.0,PA,-1.0400180676056139,-1.0946778515898477,-1.1417314735460837
22029,Cussewago,573.0,1464.0,851.0,5671.0,172.0,16053.0,10927906.0,1926988.0,PA,-1.03729616922141,-1.0588169774550906,-1.0082640407862187
22030,Rockdale,551.0,1722.0,713.0,4753.0,263.0,24558.0,9159898.0,2947973.0,PA,-1.0051482278522195,-1.0954393160345277,-1.128049733372747
22031,Oil Creek,774.0,1963.0,1034.0,6893.0,401.0,37360.0,13283105.0,4484750.0,PA,-1.0365397159676994,-1.1176685632718704,-1.1515198110883824
22036,Centerville,73.0,177.0,104.0,691.0,12.0,1106.0,1332132.0,132790.0,PA,-0.9960273708360114,-0.9861789192287788,-0.9936098780015705
22040,Sparta,416.0,1281.0,594.0,3961.0,68.0,6338.0,7632755.0,760851.0,PA,-1.021197642345825,-0.9886455013028153,-1.0072824206422328
22043,Wayne,633.0,1807.0,886.0,5904.0,224.0,29859.0,11378691.0,3584358.0,PA,-1.0390005508595848,-1.1187906886287644,-1.1342443968884548
22047,Conneautville,286.0,873.0,389.0,2595.0,94.0,12508.0,5000768.0,1501483.0,PA,-0.9940491072455575,-1.0999296796084237,-1.1166084356178476
22049,Summerhill,389.0,1177.0,530.0,3531.0,128.0,17021.0,6805022.0,2043212.0,PA,-1.012241088117937,-1.1138711456385526,-1.1226173892693334
22050,Conneaut,565.0,1383.0,786.0,5423.0,237.0,22085.0,10450603.0,2651084.0,PA,-1.0254896041027346,-1.1202996953439828,-1.0713187627134804
22051,Springboro,162.0,402.0,220.0,1467.0,53.0,7071.0,2827139.0,848850.0,PA,-1.0043541040323298,-1.0988281699902236,-1.1055422574947307
22055,Concord,481.0,1374.0,673.0,4489.0,170.0,22700.0,8650373.0,2724921.0,PA,-1.0181015730865708,-1.0949979008980721,-1.1205597920856198
22058,Amity,374.0,985.0,551.0,3676.0,103.0,13767.0,7084114.0,1652569.0,PA,-1.0522541755060018,-1.1353346839777303,-1.0628310079437675
22059,Corry,2498.0,6467.0,3042.0,20279.0,1281.0,170756.0,39079818.0,20497974.0,PA,-1.0091459856175597,-1.0374043922232676,-1.1091607536124584
22060,Elgin,74.0,185.0,104.0,691.0,26.0,3495.0,1332061.0,419607.0,PA,-1.0262336691347933,-1.1322721103820923,-1.0579552701618267
22061,French Creek,475.0,1482.0,447.0,3432.0,183.0,24782.0,6178915.0,2974880.0,PA,-1.0005610807356664,-1.0730256146343726,-1.2021752340332499
22062,Union,624.0,1644.0,920.0,6133.0,172.0,22967.0,11818547.0,2757009.0,PA,-1.0707947943697684,-1.1311269970088578,-1.0526182558789166
22068,Girard,1942.0,5131.0,2498.0,16655.0,1002.0,133545.0,32096465.0,16031048.0,PA,-1.0098631204248711,-1.040802499481831,-1.1248938633790644
22073,Platea,156.0,383.0,201.0,1338.0,80.0,10725.0,2578656.0,1287406.0,PA,-1.0348128403938341,-1.1081539700563594,-1.2347143221052561
22074,Conneaut,4765.0,12782.0,4828.0,39931.0,2745.0,347339.0,68078588.0,41695544.0,PA,-1.0052206568822015,-1.042187204066955,-1.1274498606440866
22080,Saegertown,380.0,1043.0,527.0,3514.0,138.0,18423.0,6772833.0,2211518.0,PA,-1.004453437949101,-1.0923363529029289,-1.1423541235309926
22081,Edinboro,2129.0,6393.0,2653.0,17687.0,817.0,108952.0,34085898.0,13078938.0,PA,-1.0014771149380015,-1.0682007765620414,-1.0850418773371153
22086,Millcreek,22561.0,53190.0,26319.0,174668.0,11796.0,1572377.0,336609307.0,188752319.0,PA,-1.0700054042147225,-1.26532868164115,-1.5191826827110062
22088,McKean,1721.0,4302.0,2249.0,14994.0,792.0,105633.0,28895308.0,12680411.0,PA,-1.026004265662045,-1.0812532963744474,-1.134689792668515
22089,Fairview,3763.0,10075.0,4951.0,32935.0,2131.0,284074.0,63470221.0,34101030.0,PA,-0.9975059287520288,-1.0368586758990685,-1.1060156559767538
22092,Girard,1278.0,3042.0,1542.0,10281.0,734.0,97828.0,19812830.0,11743501.0,PA,-1.0023843382308906,-1.0641501634925368,-1.200269401621061
22098,Lake City,1078.0,2984.0,1301.0,8671.0,619.0,82509.0,16710311.0,9904570.0,PA,-1.0067147965027274,-1.0820308308073099,-1.2147625728822036
22108,Harborcreek,6055.0,17079.0,7612.0,50521.0,3213.0,428257.0,97360058.0,51409097.0,PA,-1.005509985299276,-1.0539036258468366,-1.1074186855960466
22109,North East,2465.0,6203.0,3222.0,21383.0,1176.0,157083.0,41208452.0,18856619.0,PA,-1.0013848006001111,-1.039849683936076,-1.0867516000235995
22116,Linesville,344.0,852.0,479.0,3304.0,144.0,13454.0,6366601.0,1615064.0,PA,-1.09911673246704,-1.1177421560190004,-1.0749729538770643
22125,McKean,175.0,439.0,229.0,1525.0,81.0,10742.0,2938506.0,1289533.0,PA,-1.0068666093343295,-1.0808923687100926,-1.1942156115415554
22128,Waterford,1494.0,3785.0,1949.0,12994.0,536.0,71391.0,25041167.0,8569936.0,PA,-1.0190692724768295,-1.1478280952145918,-1.1214068190437765
22130,North East,1747.0,4199.0,2020.0,13406.0,1054.0,140850.0,25835470.0,16907970.0,PA,-0.9936479389228882,-1.0684292181631723,-1.1785539718794475
22131,Mina,521.0,1181.0,486.0,3680.0,229.0,31075.0,6626713.0,3730353.0,PA,-1.0752615264207563,-1.089772823514741,-1.2092165709238916
22132,Ripley,829.0,1880.0,773.0,5858.0,365.0,49461.0,10547449.0,5937439.0,PA,-1.0140241330690531,-1.0662983145163776,-1.1937976062843187
22133,Greenfield,720.0,1909.0,1001.0,6645.0,288.0,38524.0,12806197.0,4624475.0,PA,-1.0112194250464226,-1.098942981229952,-1.1633221372445897
22136,Venango,93.0,258.0,138.0,922.0,28.0,2610.0,1777030.0,313355.0,PA,-1.0482570444202224,-1.007946098139992,-1.001024684388364
22148,Spartansburg,91.0,279.0,130.0,866.0,15.0,1385.0,1668165.0,166286.0,PA,-0.9932278519080988,-0.994133572943896,-0.9970964304737086
22161,Greene,1815.0,4694.0,2318.0,15454.0,826.0,110146.0,29781585.0,13222244.0,PA,-1.0174026359324362,-1.0739816190375728,-1.130150273735476
22166,Venango,821.0,2343.0,1142.0,7577.0,317.0,42210.0,14602275.0,5066942.0,PA,-1.0219990083897863,-1.117112970219833,-1.160797247576239
22167,Union City,1300.0,3243.0,1456.0,9706.0,764.0,101891.0,18704784.0,12231261.0,PA,-0.9907020402133306,-1.075465531570669,-1.2208747525740087
22176,Summit,2923.0,6469.0,3453.0,23022.0,1619.0,215814.0,44367325.0,25906868.0,PA,-0.9909838608282194,-1.046057096722055,-1.1236769310816548
22185,Mill Village,152.0,444.0,198.0,1319.0,54.0,7245.0,2541107.0,869653.0,PA,-1.0028976528046243,-1.1097439659160824,-1.1473095809330038
22190,Wattsburg,167.0,519.0,233.0,1545.0,65.0,8606.0,2977325.0,1033122.0,PA,-1.0097635503063807,-1.0726835195309545,-1.142904399757358
22198,Erie,40953.0,100157.0,41769.0,277201.0,24595.0,3278484.0,534203226.0,393558031.0,PA,-1.3042855594528149,-1.8515685743450876,-2.440287152980535
22226,Wesleyville,1345.0,3258.0,1492.0,9899.0,848.0,113052.0,19077254.0,13571027.0,PA,-0.9911915962321663,-1.089627959612258,-1.236867015518838
22227,Lawrence Park,1503.0,3976.0,1662.0,11032.0,951.0,126732.0,21260000.0,15213276.0,PA,-0.9944805960037477,-1.0756881219636825,-1.2327389067597794
22236,Altoona,18546.0,45209.0,21075.0,140444.0,12663.0,1195013.0,270654454.0,143452531.0,PA,-1.0294024426550181,-1.182725879266995,-1.355353571204468
22237,Antis,2478.0,6462.0,3871.0,26179.0,834.0,78731.0,50449644.0,9451137.0,PA,-1.0061316436947283,-1.0150475041440616,-1.0652711600586027
22238,Tyrone,674.0,1778.0,973.0,6504.0,251.0,22751.0,12533752.0,2731127.0,PA,-1.0595557858440854,-1.1318174944547832,-1.0311434068733711
22239,Dean,161.0,421.0,229.0,1538.0,17.0,1629.0,2964664.0,195565.0,PA,-0.9750239166567813,-0.9968521895449526,-1.0020088137055625
22240,Snyder,1304.0,3333.0,2048.0,13695.0,341.0,27409.0,26391503.0,3290238.0,PA,-1.0175306172840344,-1.0083266509482676,-1.0360830161897525
22241,Allegheny,2732.0,6738.0,3917.0,26188.0,813.0,76764.0,50468614.0,9214902.0,PA,-1.0063227931533745,-1.0148113460894808,-1.0665525669304676
22242,Logan,5178.0,12381.0,7046.0,47295.0,2519.0,237671.0,91143743.0,28530662.0,PA,-1.026160060004794,-1.0250305613919894,-1.0616490505931644
22243,Frankstown,2642.0,7384.0,4358.0,29137.0,928.0,81184.0,56150647.0,9745508.0,PA,-1.040797106813489,-1.018810104442117,-1.0773486081004118
22245,Bellwood,720.0,1742.0,847.0,5620.0,520.0,49117.0,10830170.0,5896127.0,PA,-1.0107495313473631,-1.0559971479818595,-1.1930490968002323
22251,Hollidaysburg,2801.0,5790.0,3029.0,20254.0,1581.0,149191.0,39031985.0,17909276.0,PA,-0.9985628748295353,-1.0416193095696953,-1.089487460264278
22252,Catharine,282.0,785.0,441.0,2951.0,28.0,2487.0,5687232.0,298560.0,PA,-0.9897140009296825,-0.996797759579222,-1.0068272148572448
22253,Morris,145.0,368.0,249.0,1926.0,16.0,1253.0,3710954.0,150401.0,PA,-0.9927233277226334,-0.9972283221413489,-1.0052579522958136
22254,Petersburg,162.0,473.0,249.0,1668.0,19.0,1669.0,3214924.0,200293.0,PA,-0.9856594403713997,-0.9988063696638253,-1.0021240401665257
22255,Alexandria,132.0,407.0,203.0,1359.0,16.0,1359.0,2618340.0,163125.0,PA,-0.9736237680430897,-0.9909360782142456,-1.0018669212870628
22256,Spruce Creek,127.0,323.0,219.0,1689.0,14.0,1099.0,3255222.0,131931.0,PA,-0.9987886963154861,-1.0032065630208031,-1.0072544023173242
22257,Porter,778.0,3381.0,1200.0,8023.0,92.0,8024.0,15461465.0,963266.0,PA,-0.9816148018484294,-0.9972034030508073,-1.0166685543922382
22258,West,254.0,646.0,437.0,3378.0,28.0,2198.0,6510445.0,263862.0,PA,-0.9852364921088581,-0.9994535185151412,-1.0090285239057077
22259,Logan,278.0,1207.0,428.0,2864.0,33.0,2864.0,5518401.0,343802.0,PA,-0.9864250233613499,-0.9958156268360079,-1.0055220826303575
22264,Ashville,96.0,182.0,137.0,923.0,10.0,977.0,1778798.0,117339.0,PA,-0.9705437122921206,-0.9914699383489449,-1.0031497734679664
22265,Clearfield,593.0,1439.0,829.0,5572.0,80.0,6336.0,10737556.0,760564.0,PA,-0.9897249126831776,-0.9929577543724946,-1.0066953765889952
22267,Tunnelhill,142.0,332.0,210.0,1407.0,17.0,1635.0,2712021.0,196222.0,PA,-0.980942536385851,-0.9908038665834668,-1.0005002312521454
22268,Gulich,502.0,1903.0,690.0,4580.0,89.0,7132.0,8826625.0,856183.0,PA,-1.0420663279889013,-0.9967887903335984,-1.009191497945558
22270,Bigler,443.0,1195.0,606.0,4020.0,102.0,9478.0,7746686.0,1137760.0,PA,-1.0697748331486852,-1.0156216966690363,-1.0067854694856442
22273,Reade,501.0,1301.0,699.0,4725.0,84.0,6638.0,9105939.0,796880.0,PA,-1.0245610693586873,-0.9991474189107057,-1.0097377352002115
22274,Brisbin,155.0,299.0,213.0,1414.0,27.0,2202.0,2725662.0,264389.0,PA,-1.0221809213635777,-0.9908732965741637,-0.9981824269554718
22275,Todd,402.0,1137.0,662.0,4430.0,39.0,3440.0,8536373.0,412978.0,PA,-0.9792301738076347,-0.9988325186160476,-1.015941522681701
22277,Broad Top City,130.0,433.0,202.0,1557.0,16.0,1296.0,3001096.0,155536.0,PA,-0.9746553527426209,-0.9989192011913217,-1.0046795133728734
22278,Carbon,145.0,305.0,225.0,1735.0,18.0,1444.0,3343613.0,173287.0,PA,-0.9693713981086751,-0.9959785125083281,-1.003415859372308
22280,Wood,289.0,609.0,448.0,3462.0,36.0,2880.0,6670915.0,345729.0,PA,-0.9829737808391512,-0.9967044622284887,-1.005598311936117
22282,Union,440.0,1244.0,725.0,4847.0,43.0,3765.0,9341450.0,451927.0,PA,-0.9703756224860568,-1.0046123936700726,-1.016416720808745
22283,Cassville,40.0,116.0,66.0,444.0,4.0,345.0,856193.0,41421.0,PA,-1.0087685214263276,-0.9996399469710332,-0.9992244564028142
22284,Penn,574.0,1322.0,960.0,6418.0,52.0,4535.0,12368674.0,544449.0,PA,-0.9905446664694402,-0.9965440276563466,-1.0109280145501662
22285,Cass,393.0,1111.0,648.0,4330.0,38.0,3363.0,8344688.0,403705.0,PA,-0.9654613855423132,-0.996929455269533,-1.0167515368683053
22302,White,440.0,1145.0,615.0,4158.0,74.0,5841.0,8012243.0,701168.0,PA,-1.0299166256617425,-0.9884988688956917,-1.0091901109104167
22303,Coalport,206.0,461.0,292.0,1961.0,45.0,3536.0,3779421.0,424429.0,PA,-1.0241819890173287,-0.9882550740251431,-0.9971324374277788
22304,Irvona,212.0,654.0,300.0,2015.0,46.0,3633.0,3883170.0,436080.0,PA,-1.0195891916350688,-0.9874955382758087,-0.9983525477301728
22305,Glen Hope,44.0,154.0,60.0,397.0,10.0,936.0,764955.0,112349.0,PA,-1.0057870009417982,-0.9864624271675172,-0.9872393281918803
22316,Dudley,66.0,170.0,103.0,796.0,8.0,662.0,1533169.0,79459.0,PA,-0.9837608400029103,-1.0003316370032906,-0.9962356984398246
22317,Blair,1759.0,4330.0,2497.0,16697.0,577.0,54470.0,32177026.0,6538675.0,PA,-1.0732166388366702,-1.020435007573289,-1.0247651980903612
22323,Duncansville,602.0,1244.0,854.0,5713.0,197.0,18636.0,11008824.0,2237097.0,PA,-1.0486945919467092,-1.0983859128013496,-1.020112203937139
22325,Freedom,1407.0,3322.0,2175.0,14544.0,242.0,19458.0,28028339.0,2335841.0,PA,-0.9693981683609917,-1.0145715926419514,-1.0496314400804636
22326,Newry,112.0,288.0,160.0,1067.0,37.0,3480.0,2055660.0,417729.0,PA,-1.05767261140663,-1.0858273691838256,-1.0139384654109507
22338,Taylor,975.0,2303.0,1508.0,10086.0,168.0,13495.0,19437835.0,1619921.0,PA,-1.001505772838435,-0.9999056024955694,-1.0266201424093488
22341,Lincoln,185.0,427.0,310.0,2071.0,17.0,1464.0,3991709.0,175709.0,PA,-0.9680870069365584,-0.992627839628249,-1.0041637901552198
22342,Huston,474.0,1201.0,728.0,4871.0,102.0,8188.0,9386230.0,982918.0,PA,-1.0313865729818321,-0.9977950783878314,-1.0095758982062575
22343,Liberty,581.0,1564.0,926.0,6192.0,66.0,5337.0,11932672.0,640670.0,PA,-0.9742304603062943,-0.9929448743227169,-1.0096761399225744
22344,Hopewell,280.0,591.0,435.0,3360.0,35.0,2796.0,6475191.0,335586.0,PA,-0.9709646832428358,-0.9955160902530616,-1.0061856363147623
22345,North Woodbury,994.0,2519.0,1528.0,10214.0,214.0,17172.0,19684266.0,2061320.0,PA,-1.0318548965850132,-0.9963030860851239,-1.0213736217028466
22359,Gallitzin,672.0,1494.0,958.0,6436.0,72.0,6816.0,12403514.0,818200.0,PA,-0.9753569012811398,-0.9904522767523651,-1.0057763124225576
22366,Chest,167.0,405.0,234.0,1569.0,23.0,1784.0,3023035.0,214128.0,PA,-0.976494780941086,-0.9962148827748675,-1.0016406939159719
22367,Elder,367.0,890.0,513.0,3446.0,50.0,3918.0,6640765.0,470379.0,PA,-0.9994775384793401,-0.9937042510600725,-1.0021336976618638
22371,Hastings,534.0,1160.0,748.0,5023.0,72.0,5712.0,9680320.0,685677.0,PA,-0.9878834881297454,-0.9967085704099912,-1.0130991872637514
22374,Walker,570.0,1313.0,953.0,6374.0,51.0,4505.0,12284343.0,540737.0,PA,-0.9895665995206329,-0.9982213375041727,-1.010764216231476
22375,Woodbury,572.0,1597.0,898.0,6001.0,58.0,5058.0,11565194.0,607133.0,PA,-0.9755375229966381,-0.9924941390475258,-1.0096133685991375
22377,Juniata,294.0,678.0,492.0,3289.0,27.0,2324.0,6338946.0,279030.0,PA,-0.9853902749301073,-0.9946255675060434,-1.0072660553928294
22400,Woodbury,402.0,1082.0,641.0,4283.0,46.0,3692.0,8254179.0,443170.0,PA,-0.958205323241582,-0.9936404961005667,-1.0145389692171716
22402,Boggs,733.0,1801.0,972.0,6451.0,166.0,15336.0,12432825.0,1840954.0,PA,-1.0441136261984287,-1.0102558667045554,-1.0029154188980312
22403,Knox,232.0,628.0,318.0,2111.0,54.0,4977.0,4067617.0,597413.0,PA,-1.0595507476031918,-1.0201074626540936,-1.0013643850355214
22404,Decatur,1319.0,4059.0,1728.0,11470.0,288.0,23127.0,22103955.0,2776177.0,PA,-1.019245850660144,-0.9917471373946539,-1.021026693886539
22405,Rush,1579.0,3725.0,2198.0,16768.0,319.0,25892.0,32313528.0,3108136.0,PA,-0.9741873642467941,-1.0031635415126097,-1.0433651909109318
22406,Ramey,178.0,490.0,244.0,1620.0,31.0,2522.0,3121095.0,302746.0,PA,-1.0283670213108451,-0.9935110851403731,-0.9993950623237454
22407,Houtzdale,306.0,803.0,421.0,2792.0,54.0,4348.0,5380711.0,521929.0,PA,-1.0237739614478039,-0.993959445142062,-1.0025836891161821
22410,Woodward,715.0,2707.0,981.0,6515.0,126.0,10145.0,12554991.0,1217835.0,PA,-0.9917077978445354,-0.9844532224681228,-1.0020447643271582
22411,Henderson,445.0,1153.0,710.0,4748.0,49.0,4299.0,9150402.0,516055.0,PA,-0.9792869358695344,-1.003335820678354,-1.0143586101554614
22413,Oneida,423.0,1096.0,675.0,4513.0,47.0,4086.0,8696246.0,490442.0,PA,-0.9982265266363889,-1.000939030597874,-1.0131158458147207
22414,Jackson,396.0,992.0,646.0,4991.0,43.0,3453.0,9617843.0,414448.0,PA,-0.9793277462436191,-1.0063632255390484,-1.020363484396734
22415,Union,1259.0,3807.0,1907.0,12752.0,147.0,12828.0,24573915.0,1539894.0,PA,-0.9828790982967222,-1.0151823283298098,-1.0404185884783381
22419,Mill Creek,114.0,356.0,181.0,1213.0,13.0,1098.0,2338062.0,131860.0,PA,-0.9723472679065298,-0.9981733640643057,-1.0046574336161405
22420,Barree,148.0,372.0,242.0,1870.0,16.0,1293.0,3603266.0,155270.0,PA,-0.984539032245813,-0.9962959534889021,-1.0038431433682222
22421,Miller,155.0,389.0,253.0,1955.0,17.0,1352.0,3767674.0,162355.0,PA,-0.9911200631747044,-0.9971632725005452,-1.005187611652361
22422,Menno,543.0,1644.0,824.0,5507.0,63.0,5540.0,10611875.0,664980.0,PA,-0.9763925511160054,-0.9968841685705381,-1.0104190018211054
22424,Brady,397.0,1030.0,634.0,4242.0,44.0,3841.0,8174807.0,461034.0,PA,-0.9611698100629514,-0.9923686639000623,-1.0138346548052148
22429,Huntingdon,2629.0,7042.0,3624.0,24235.0,782.0,68374.0,46703559.0,8207768.0,PA,-1.0111660027779736,-1.0176950261013709,-1.055184169487259
22430,Smithfield,537.0,2334.0,828.0,5538.0,63.0,5539.0,10672222.0,664891.0,PA,-0.9783188751533208,-0.99636652018829,-1.0086658187574655
22439,Jordan,189.0,511.0,259.0,1720.0,44.0,4056.0,3314805.0,486847.0,PA,-1.0638504098242185,-1.012243585987867,-0.9977147738741711
22444,Marklesburg,114.0,243.0,191.0,1276.0,10.0,902.0,2459680.0,108271.0,PA,-0.9853157566315549,-0.9958910638801131,-1.0088784754589981
22463,Martinsburg,812.0,1842.0,1247.0,8340.0,174.0,14021.0,16072802.0,1683131.0,PA,-1.0113818225787636,-0.991663838469709,-1.0101334983771852
22474,Bloomfield,319.0,879.0,535.0,3568.0,0.0,0.0,6875093.0,0.0,PA,-1.1375405921237371,-1.056331397655792,-1.029631008053771
22486,Osceola Mills,495.0,1153.0,649.0,4306.0,108.0,8683.0,8298678.0,1042284.0,PA,-1.0428555084327211,-0.9987396770540569,-1.0080508851026895
22489,St. Clairsville,30.0,78.0,49.0,326.0,3.0,260.0,627838.0,31257.0,PA,-1.0114071829753086,-0.9970213339845682,-0.9684475187676587
22498,Patton,825.0,1887.0,1155.0,7758.0,112.0,8821.0,14949982.0,1058938.0,PA,-0.985604544538198,-0.9944090371180304,-1.0124671504140441
22503,Ferguson,7305.0,17339.0,9539.0,81609.0,2625.0,207645.0,139134365.0,24926267.0,PA,-1.00073732120834,-1.0574669094501783,-1.146897925694402
22504,Potter,1529.0,3548.0,2274.0,19241.0,217.0,17186.0,32804062.0,2063007.0,PA,-0.9794222062035678,-1.011045437608603,-1.0551602846371333
22507,Harris,2093.0,4861.0,3418.0,29239.0,354.0,27998.0,49848986.0,3360953.0,PA,-1.0193371565814626,-1.0451936710505918,-1.106922055021553
22510,Brown,1614.0,4034.0,2607.0,17556.0,220.0,17702.0,33832883.0,2124963.0,PA,-0.9901677572288733,-1.008583035676705,-1.0546960681659305
22515,Franklin,238.0,605.0,410.0,3164.0,26.0,2059.0,6098117.0,247151.0,PA,-0.9807497275991426,-0.9944524199922558,-1.0101998647032073
22528,Roaring Spring,1023.0,2537.0,1525.0,10197.0,245.0,21448.0,19650402.0,2574732.0,PA,-1.0350193366332112,-0.9963690584311866,-1.0181406477512884
22534,Clay,395.0,923.0,651.0,5030.0,39.0,3100.0,9693097.0,372163.0,PA,-0.9855949696779657,-1.007416037413116,-1.0216748320168871
22535,Taylor,402.0,1075.0,672.0,5671.0,42.0,3414.0,10927874.0,409783.0,PA,-0.9924833976210269,-1.0012018705199897,-1.0152025587963611
