state_id,city,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg
OH,Cairo,3.0,45.0,447.0,8.0,1730.0,761363.0,207716.0
OH,Caldwell,62.0,434.0,4287.0,104.0,18898.0,7309605.0,2268525.0
OH,Caledonia,8.0,150.0,1488.0,19.0,3422.0,2536818.0,410751.0
OH,Cambridge,395.0,4720.0,46621.0,798.0,145433.0,79483251.0,17458174.0
OH,Camden,54.0,273.0,3053.0,25.0,4354.0,5205183.0,522634.0
OH,Campbell,98.0,472.0,4682.0,140.0,28609.0,7982972.0,3434266.0
OH,Canal Fulton,150.0,1207.0,11970.0,300.0,59788.0,20406913.0,7177159.0
OH,Canal Winchester,167.0,1137.0,10481.0,276.0,50202.0,17869674.0,6026392.0
OH,Canfield,150.0,1575.0,15619.0,457.0,87842.0,26628626.0,10544743.0
OH,Canton,1498.0,25016.0,247286.0,3231.0,616929.0,421596503.0,74057792.0
OH,Cardington,52.0,277.0,2737.0,32.0,5881.0,4666190.0,705947.0
OH,Carey,73.0,720.0,7107.0,69.0,12524.0,12117165.0,1503397.0
OH,Carlisle,35.0,502.0,5753.0,172.0,24508.0,9808677.0,2942051.0
OH,Carroll,11.0,116.0,1132.0,16.0,2529.0,1930034.0,303611.0
OH,Carrollton,123.0,1134.0,11203.0,154.0,28069.0,19100530.0,3369504.0
OH,Casstown,2.0,8.0,86.0,2.0,347.0,146736.0,41629.0
OH,Castalia,13.0,81.0,799.0,20.0,3678.0,1361428.0,441570.0
OH,Castine,10.0,61.0,686.0,11.0,1850.0,1169454.0,222079.0
OH,Catawba,3.0,18.0,175.0,4.0,718.0,298836.0,86143.0
OH,Catlettsburg,77.0,1487.0,12436.0,237.0,32360.0,21201710.0,3884530.0
OH,Cecil,2.0,17.0,170.0,0.0,0.0,290514.0,0.0
OH,Cedarville,51.0,309.0,3220.0,70.0,12731.0,5490149.0,1528268.0
OH,Celina,267.0,2320.0,25981.0,487.0,100061.0,44295355.0,12011605.0
OH,Centerburg,40.0,292.0,2880.0,50.0,9097.0,4910363.0,1092026.0
OH,Centerville,528.0,12066.0,135001.0,1622.0,277544.0,230162539.0,33317023.0
OH,Ceredo,62.0,762.0,8413.0,92.0,11644.0,14342606.0,1397778.0
OH,Chagrin Falls,139.0,2899.0,26924.0,700.0,143593.0,45902227.0,17237292.0
OH,Chardon,193.0,5265.0,48895.0,699.0,143613.0,83361614.0,17239746.0
OH,Chatfield,1.0,3.0,32.0,1.0,107.0,54983.0,12842.0
OH,Chauncey,16.0,567.0,5605.0,61.0,11083.0,9556188.0,1330471.0
OH,Cherry Fork,3.0,60.0,597.0,5.0,704.0,1018148.0,84490.0
OH,Chesapeake,36.0,381.0,3759.0,51.0,9262.0,6409173.0,1111863.0
OH,Cheshire,6.0,64.0,631.0,8.0,1514.0,1075440.0,181758.0
OH,Chesterhill,8.0,44.0,430.0,9.0,1720.0,733843.0,206485.0
OH,Chesterville,5.0,30.0,294.0,4.0,724.0,500673.0,86967.0
OH,Cheviot,189.0,2211.0,25338.0,614.0,83197.0,43197950.0,9987203.0
OH,Chickasaw,9.0,137.0,1520.0,12.0,2358.0,2591024.0,283080.0
OH,Chillicothe,440.0,8824.0,87109.0,1034.0,188638.0,148511242.0,22644647.0
OH,Chilo,4.0,26.0,294.0,0.0,0.0,501397.0,3.0
OH,Chippewa Lake,20.0,91.0,897.0,24.0,4308.0,1529772.0,517130.0
OH,Christiansburg,12.0,52.0,543.0,17.0,3098.0,925531.0,371897.0
OH,Cincinnati,6130.0,153044.0,1753610.0,42164.0,5713988.0,2989718091.0,685922473.0
OH,Circleville,268.0,3525.0,34758.0,514.0,93804.0,59258918.0,11260459.0
OH,Clarington,4.0,24.0,239.0,7.0,1419.0,407892.0,170334.0
OH,Clarksburg,3.0,15.0,161.0,2.0,319.0,274836.0,38286.0
OH,Clarksville,18.0,101.0,1148.0,15.0,2524.0,1957379.0,303009.0
OH,Clay Center,17.0,82.0,764.0,20.0,3613.0,1303230.0,433690.0
OH,Clayton,231.0,8124.0,90910.0,638.0,109094.0,154992212.0,13095917.0
OH,Cleveland,6965.0,71998.0,594990.0,27369.0,5609142.0,1014395339.0,673336477.0
OH,Cleveland Heights,853.0,13846.0,128580.0,2220.0,455234.0,219215756.0,54647561.0
OH,Cleves,27.0,285.0,3265.0,101.0,13738.0,5566129.0,1649104.0
OH,Clifton,9.0,66.0,688.0,10.0,1840.0,1173333.0,220859.0
OH,Clinton,32.0,137.0,1355.0,34.0,6967.0,2309529.0,836366.0
OH,Cloverdale,4.0,23.0,230.0,0.0,0.0,392219.0,2.0
OH,Clyde,111.0,1088.0,10345.0,169.0,30907.0,17637369.0,3710115.0
OH,Coal Grove,38.0,540.0,5336.0,69.0,12536.0,9097231.0,1504896.0
OH,Coalton,16.0,141.0,1390.0,23.0,4219.0,2369995.0,506436.0
OH,Coldwater,120.0,1008.0,11269.0,225.0,46303.0,19212857.0,5558356.0
OH,College Corner,6.0,29.0,332.0,9.0,1351.0,565880.0,162151.0
OH,Columbiana,199.0,1432.0,14204.0,449.0,82398.0,24216244.0,9891299.0
OH,Columbus,12716.0,331726.0,3276695.0,57803.0,10504445.0,5586416625.0,1260981809.0
OH,Columbus Grove,45.0,523.0,5169.0,81.0,16575.0,8812860.0,1989691.0
OH,Commercial Point,10.0,79.0,775.0,14.0,2623.0,1320773.0,314910.0
OH,Conesville,3.0,20.0,202.0,3.0,590.0,343632.0,70835.0
OH,Congress,948.75,12755.0,126361.75,3375.75,687300.5,215433549.0,82505418.5
