state_abbr,type,series_id,name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
CT,commercial,EMISS.CO2-TOTV-CC-TO-CT.A,"Commercial carbon dioxide emissions, all fuels, Connecticut",3.098075,3.086537,3.106067,3.5099099999999996,4.172949,4.059955,4.015067,3.9110300000000002,3.8278480000000004,4.301815,3.808098,3.628656,4.28556,3.8113379999999997,4.147688,3.810453,4.101884,4.268888,4.003698,4.25946,4.511323,4.281803,4.098679,4.926684,3.904201,3.721429,3.301986,3.335125,3.354778,3.270293,3.3428769999999997,3.575762,3.2312119999999998,3.554771,3.7989,4.33856,3.909278
CT,electric,EMISS.CO2-TOTV-EC-TO-CT.A,"Electric power carbon dioxide emissions, all fuels, Connecticut",10.686352000000001,9.06522,8.637075,9.772124,10.341438,10.460177,11.053109,10.129183,11.328994999999999,12.056392,11.318864999999999,10.884819,8.733172,7.544564,7.3831169999999995,8.201296000000001,9.324044,12.51378,11.401964,10.160014,10.877798,9.63198,8.644047,7.892027000000001,8.665509,9.959665,9.479168,8.833147,7.925283,6.549468,7.681541,6.577332000000001,7.217913,6.783461,6.700035000000001,7.441260000000001,6.986378
CT,residential,EMISS.CO2-TOTV-RC-TO-CT.A,"Residential carbon dioxide emissions, all fuels, Connecticut",7.686113000000001,7.497853999999999,7.218093,5.855874,6.834005,6.810244,7.708383,7.953827,8.873082,9.24605,8.080471000000001,7.826316,9.282003999999999,8.861636,8.47134,7.782512,8.257833,8.009511999999999,6.967936,7.870349000000001,8.607661,8.341097999999999,8.078844,9.621675999999999,10.098309,9.208217,7.951712,8.205449,8.036216,8.051651,7.51855,7.1681550000000005,6.607130000000001,7.1941559999999996,7.477133,7.671814,6.268008999999999
CT,industrial,EMISS.CO2-TOTV-IC-TO-CT.A,"Industrial carbon dioxide emissions, all fuels, Connecticut",6.319908,3.490815,3.8240510000000003,2.952987,3.4037129999999998,3.071827,3.020164,3.325275,3.302572,3.10327,3.022986,3.1577900000000003,3.420071,3.488925,3.068555,2.831664,2.963056,2.8296959999999998,2.679859,2.725083,2.8410330000000004,2.6063110000000003,2.464917,2.969591,2.756642,2.923381,2.832609,2.4835700000000003,1.9045720000000002,2.058461,1.981904,2.0813200000000003,1.9789849999999998,2.2083049999999997,2.1128009999999997,1.9393240000000003,1.8495119999999998
CT,transportation,EMISS.CO2-TOTV-TC-TO-CT.A,"Transportation carbon dioxide emissions, all fuels, Connecticut",13.159061999999999,12.869938000000001,13.223718,13.337214999999999,13.858338,13.96998,14.216714999999999,14.850114999999999,15.41032,15.540083,14.630367000000001,14.524479000000001,14.615176000000002,14.672513,14.597055,14.329699,15.114218,15.15739,15.393042999999999,16.634992999999998,16.127176000000002,16.857927,16.793335,17.349535999999997,19.175705999999998,18.259981,17.461138000000002,17.392505,16.445945000000002,16.001365,15.741473999999998,15.47812,15.101156,15.154534,15.063620000000002,15.110431,15.288153
CT,total,EMISS.CO2-TOTV-TT-TO-CT.A,"Total carbon dioxide emissions from all sectors, all fuels, Connecticut",40.949511,36.010364,36.009005,35.428112,38.610444,38.372182,40.013438,40.16943,42.742818,44.247611,40.860787,40.022059999999996,40.335982,38.378976,37.667753999999995,36.955625,39.761034,42.779266,40.4465,41.649899,42.964991,41.719118,40.079822,42.759513,44.600367,44.072674,41.026612,40.249796,37.666793,35.931238,36.266345,34.880689000000004,34.136396000000005,34.895227,35.15249,36.501388,34.30133
NY,commercial,EMISS.CO2-TOTV-CC-TO-NY.A,"Commercial carbon dioxide emissions, all fuels, New York",28.743741999999997,22.703032,25.801217,21.861863,25.724406,24.910012,28.639463,27.29059,27.722214,27.350352,27.152984000000004,26.788714000000002,27.802132,28.50467,27.955973999999998,27.142984999999996,27.992037,29.781492999999998,27.792803000000003,30.292695000000002,32.199292,30.735171,31.345605,33.158883,34.879909000000005,28.705509000000003,25.470498000000003,26.763648999999997,25.898086,25.170716,24.274388000000002,24.290902,20.982589,22.436495999999998,22.044775,22.85224,21.646620000000002
NY,electric,EMISS.CO2-TOTV-EC-TO-NY.A,"Electric power carbon dioxide emissions, all fuels, New York",53.670211,53.184767,51.648668,51.834178,50.87788,49.669261,48.782221,54.217825,62.16573399999999,68.234933,64.195388,59.710429000000005,54.51827900000001,48.147251000000004,47.882296999999994,51.56677,47.211585,52.688205,57.059662,57.60078000000001,56.66941,55.83144,51.523058,52.858877,53.328399,55.954427,46.962192,49.630178,43.082537,34.479704,38.070093,33.823176000000004,32.248256,30.01197,30.519688000000002,29.172519,27.740142
NY,residential,EMISS.CO2-TOTV-RC-TO-NY.A,"Residential carbon dioxide emissions, all fuels, New York",35.523757,34.406634999999994,33.568006,31.426276,35.365541,34.390893,36.392389,38.259589,39.931584,38.492892,33.627561,32.882737,36.245775,35.670383,35.263508,34.243146,36.58018,34.698049,31.625208,34.321125,39.248715000000004,38.185762,35.977484000000004,39.060007,38.096746,39.084096,32.464618,36.192828999999996,34.941817,32.540655,31.348342,30.761284999999997,30.042563,31.898764,35.240624,35.275525,30.591116999999997
NY,industrial,EMISS.CO2-TOTV-IC-TO-NY.A,"Industrial carbon dioxide emissions, all fuels, New York",34.380475,29.324137,25.643103,19.823363,22.581182000000002,21.401232,18.598224,19.640791,19.897134,20.445710000000002,19.122427,18.468722,19.23113,19.976618,20.261575,22.191855,22.78327,22.017784,20.627177,16.290101999999997,16.451995999999998,14.213356,12.859283,12.518269,11.872391,12.394035,11.739682,11.330267999999998,10.627482,8.731931,9.233476,9.426522,9.014650999999999,9.19433,9.031601,9.15121,8.29696
