,elec_score,gas_score,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,k distances,local outlier factor
3370,2024208.7326639185,14133698.415185817,1175.0,80663.0,389905.0,891.0,56778.0,681390852.0,6815817.0,483260619.23076284,1.0821993275534143
48,1522030.234858441,10493708.2821714,1221.0,42828.0,613813.0,16165.0,3360809.0,1046486492.0,403440507.0,820311283.4514964,1.0956384060510453
2041,8483.853389618254,79291.30985239337,21.0,7695.0,151590.0,13774.0,4429019.0,241882973.0,531671378.0,428454882.40110093,1.1044936019396276
1002,278700.0030064897,1965786.9909052425,892.0,34059.0,564755.0,14566.0,2460475.0,1016871712.0,295362047.0,772425426.6124716,1.1220065406589361
1848,12171.05733910849,85139.02482197764,42.0,43673.0,625925.0,16484.0,3427121.0,1067134884.0,411400856.0,840620705.8358418,1.1230534159558125
2607,50126.186718005556,406066.5913052293,574.0,43519.0,623716.0,16426.0,3415027.0,1063369137.0,409949089.0,837624860.7827482,1.1260423144646254
4832,13872.353882572204,124517.30511615565,31.0,25528.0,479136.0,18471.0,6970355.0,641563840.0,836740132.0,784030173.6221176,1.1344477644725472
6520,149644.2132764875,901810.8041907577,881.0,40844.0,694353.0,5555.0,941577.0,856429905.0,113029438.0,627780150.2480872,1.1767610655682041
6521,598576.85310595,3607243.2167630307,881.0,40844.0,694353.0,5555.0,941577.0,856429905.0,113029438.0,627790102.166654,1.176763311453659
8211,60235.4726108608,1096982.622243301,16.0,12.0,136.0,7.0,897.0,147562.0,107696.0,1161116.8607956804,1.1868631176895055
479,401717.3805701768,3921855.0277011613,1175.0,26426.0,495985.0,19121.0,7215468.0,791415812.0,866164217.0,879665320.3449209,1.1926313813713318
1779,17789.215588983774,104033.95725492893,95.0,45096.0,646619.0,25779.0,5166158.0,1102417124.0,620159525.0,946502378.8577194,1.1999692669687265
7732,1336903.8369242244,7277522.69426474,1360.0,40918.0,674134.0,5151.0,889708.0,865804160.0,106802936.0,637783028.131961,1.2130138528872756
7820,29111.930364316628,167695.88463342108,91.0,58230.0,920754.0,21337.0,3865422.0,1135677098.0,464015710.0,917716349.4823701,1.2176015201228805
7268,326516.0788632075,2377789.308116362,424.0,45944.0,658786.0,26264.0,5263366.0,1123160591.0,631828664.0,968253003.3855138,1.231411249094477
7269,163258.03943160374,1188894.654058181,424.0,45944.0,658786.0,26264.0,5263366.0,1123160591.0,631828664.0,968251191.945836,1.2314131004157791
2005,9095557.300935283,79675308.88022116,1902.0,60343.0,873081.0,27915.0,4854812.0,1139581957.0,582784662.0,963406181.0478408,1.239660306695343
1633,5472.956753236675,24402.131359051167,159.0,66625.0,866124.0,28554.0,7067907.0,937460827.0,848450547.0,954155956.990278,1.239953690376712
1719,24705.663863171805,119666.45114597575,16.0,39032.0,563917.0,18794.0,2539744.0,1086745068.0,304877755.0,839140560.0510051,1.2405703640506514
8101,696416.4954456836,4266882.647384798,582.0,27070.0,508077.0,19587.0,7391383.0,680316066.0,887281545.0,843372438.7386706,1.2672932007160829
1167,4027.9477759738484,17211.7434113473,73.0,47655.0,682987.0,17987.0,3739555.0,1164420241.0,448906217.0,938774646.2811879,1.268012760511044
1526,140734.36540304258,1451128.0101229236,144.0,52152.0,862531.0,34868.0,7418640.0,933572036.0,890553541.0,977778149.7050747,1.2836457423927414
1527,105329.56723127911,1061888.9233798462,292.0,52912.0,874212.0,35211.0,7486821.0,945505201.0,898738176.0,991677150.0662088,1.3070895765564239
917,7646.305345719335,39370.37396789753,67.0,27357.0,545044.0,46725.0,5811580.0,1156508123.0,697637688.0,1027438813.3305498,1.3200778836891942
8067,24187.03283848694,268066.79016646545,94.0,42905.0,740538.0,23278.0,5351235.0,1181634791.0,642376697.0,1022360064.8591182,1.3215456616360144
8065,24187.03283848694,268066.79016646545,94.0,42905.0,740538.0,23278.0,5351235.0,1181634791.0,642376697.0,1022360064.8591182,1.3215456616360144
6782,86227.6409106669,636425.7076548488,254.25,40850.0,590180.0,19670.0,2658025.75,1137357081.0,319076556.5,888363793.402445,1.3229793082503583
7907,199334.90749718717,1944754.1887675363,537.0,28508.0,535061.0,20627.0,7783931.0,716446861.0,934404035.0,898061334.501031,1.3377099823350873
3940,98150.19422215607,508886.4766522122,80.0,53592.0,886345.0,35830.0,7623469.0,959347923.0,915141689.0,1012874351.6286743,1.345622439827062
3939,49075.097111078045,254443.2383261061,80.0,53592.0,886345.0,35830.0,7623469.0,959347923.0,915141689.0,1012874849.0205101,1.3456239235286378
3941,49075.097111078045,254443.2383261061,80.0,53592.0,886345.0,35830.0,7623469.0,959347923.0,915141689.0,1012874849.0205101,1.3456239235286378
1669,11064.99432139419,81817.48756050544,89.0,49525.0,710126.0,28311.0,5673544.0,1210689325.0,681067538.0,1063439191.765261,1.3789325210845509
5307,174642.5447685072,1289650.5681066772,143.0,55657.0,742444.0,22338.0,4423342.0,1265787171.0,530989925.0,1053803820.0808923,1.4195755503001775
6032,239784.84722739446,1629277.5365452934,481.0,30531.0,573039.0,22092.0,8336432.0,767300062.0,1000727777.0,974632816.1835294,1.4277398943251467
3716,1900638.219560813,12400385.878713734,716.0,63917.0,536186.0,55312.0,8146067.0,717958485.0,977875796.0,935590240.74344,1.428021116924437
1330,1352456.7722490078,8984633.533254689,924.0,51682.0,851468.0,6507.0,1123749.0,1093557009.0,134897826.0,839403821.7860811,1.4693693455273018
2991,3733.8889279506457,18355.37786577836,88.0,11722.0,230934.0,20984.0,6747249.0,368488947.0,809957905.0,688893971.8395262,1.4709490562920933
4334,1004392.0281742766,9923365.291409187,247.0,67692.0,666227.0,36668.0,5564228.0,1283911372.0,667944939.0,1120543606.6696093,1.481317262166657
2350,2928255.484708413,16838799.260857556,905.0,50317.0,773035.0,22697.0,4512243.0,1317943081.0,541661830.0,1102327557.872691,1.4901519573779947
4581,116790.04463314652,1224030.5680762485,20.0,77.0,625.0,23.0,2640.0,677811.0,316913.0,1260056.044612352,1.494407150509872
6907,1179229.7821641453,6112156.16989179,1634.0,67568.0,566821.0,58472.0,8611491.0,758978875.0,1033746501.0,998720719.9642248,1.4951119404761024
4610,142262.36162208728,2459881.090756772,32.0,78.0,1292.0,33.0,5630.0,2326866.0,675865.0,2542839.798124588,1.510166672581108
8636,1470.1276791181876,11131.045315370484,25.0,57358.0,948617.0,38348.0,8159068.0,1026748458.0,979436444.0,1103457779.350593,1.5173794688100637
6621,1238654.9814181721,6704120.847330738,1230.0,69542.0,583379.0,60180.0,8863048.0,781150067.0,1063944169.0,1036068209.5239488,1.5591363162020668
4071,516812.8615914799,4115604.1713993256,689.0,12373.0,243751.0,22149.0,7121732.0,388940693.0,854911907.0,732998237.5675428,1.5625531159966544
1949,3128.5301209681,14877.038472450586,63.0,55546.0,796092.0,20966.0,4358840.0,1357252970.0,523246913.0,1135211630.5762188,1.5816179258385739
6010,198478.89327819165,2903394.6319195093,16.0,130.0,1280.0,70.0,10689.0,2466402.0,1283126.0,2968479.3983921134,1.6359467041222282
5728,70274.71804600426,1279813.0592838512,19.0,20.0,200.0,11.0,1666.0,384496.0,200031.0,1303226.3381037228,1.6534013144751447
3743,2903316.1092624757,17680990.017747264,1851.0,73324.0,615101.0,63452.0,9344983.0,823625676.0,1121796914.0,1100834607.8854702,1.668983174457407
5998,107618.76948352014,1364274.6548137714,86.0,49940.0,861969.0,27095.0,6228715.0,1367801111.0,747711715.0,1224298651.2321415,1.6709814864925518
8788,97325.78354868744,579654.9657738302,412.0,49910.0,1125194.0,25949.0,3473781.0,1387837597.0,417001982.0,1138938140.6155849,1.7023155857860433
6203,719223.5605930409,5336854.056105013,1253.0,35061.0,658064.0,25369.0,9573356.0,881148683.0,1149211380.0,1150989679.512576,1.7262732580656563
7369,455747.4285326324,4015319.5296087377,452.0,60496.0,1028440.0,8228.0,1394615.0,1268499314.0,167413309.0,1005087805.3371476,1.7389350765680986
880,168.94931161184647,825.662667670105,15.0,59029.0,854064.0,27307.0,4749064.0,1456088063.0,570090367.0,1235993216.9494777,1.7409061592228516
1999,855068.1943481826,7113817.89922636,739.0,64095.0,1060046.0,42852.0,9117471.0,1147355316.0,1094485803.0,1260205599.708651,1.748796798960473
902,442715.41641585063,3027542.5325099374,378.0,50527.0,729994.0,24329.0,3287712.0,1406796788.0,394665739.0,1152890700.1990795,1.7590568400529003
900,187311.9987353372,1275795.29522716,378.0,50527.0,729994.0,24329.0,3287712.0,1406796788.0,394665739.0,1152887576.9576106,1.7590602099770045
73,1171117.0719070595,7406418.489904463,1907.0,61387.0,1051897.0,9331.0,2232251.0,1350972725.0,267965392.0,1083460620.5631933,1.7619557239453245
3977,287080.9575248009,2963465.1814764086,175.0,50112.0,882525.0,20461.0,4608349.0,1479384015.0,553198566.0,1254501547.8412678,1.7841181568381046
143,105094.5705180482,836337.9514916466,884.0,31741.0,595754.0,22967.0,8666884.0,1264107098.0,1040396138.0,1300115144.4303956,1.7914020934211963
4012,835376.9120794312,6271608.585857852,804.0,50322.0,886226.0,20547.0,4627676.0,1485588681.0,555518730.0,1261024623.4895887,1.798129929489345
6913,3447719.983977708,23440298.22289089,2566.0,77584.0,650837.0,67139.0,9887913.0,871477148.0,1186971709.0,1178214057.1670363,1.7997160243930486
7008,628845.4195969604,3625152.342892721,3462.0,52407.0,1181476.0,27247.0,3647540.0,1457257660.0,437860549.0,1208666593.48975,1.8014035432908422
5795,4014451.757376405,24372312.85601105,1289.0,78878.0,661696.0,68259.0,10052890.0,886017502.0,1206776003.0,1202367831.2067237,1.8447266173997008
2700,412508.3446935004,2586007.9346331013,586.0,42922.0,706337.0,22111.0,3825346.0,1498748473.0,459204844.0,1252640915.3554924,1.8651285691035397
2699,687513.9078225007,4310013.2243885035,586.0,42922.0,706337.0,22111.0,3825346.0,1498748473.0,459204844.0,1252641089.5556724,1.8651313092567068
1635,8447304.945733607,63017865.31682407,2257.0,61906.0,887231.0,23366.0,4857850.0,1512634237.0,583149356.0,1295241455.2535567,1.8678248457320272
6884,441278.4585554496,3317306.516556801,388.0,35179.0,700888.0,60085.0,7473278.0,1487187065.0,897112372.0,1388017550.5437553,1.9486366842753489
1460,771350.8312148319,6132544.869796222,1037.0,64277.0,921222.0,24261.0,5043962.0,1570585719.0,605490758.0,1354892424.3791165,1.9741510610498652
1459,2699727.909251912,21463907.04428679,1037.0,64277.0,921222.0,24261.0,5043962.0,1570585719.0,605490758.0,1355039466.5944185,1.9744924998345934
6905,3297560.715320201,18234503.914098825,2142.0,82707.0,693819.0,71573.0,10540919.0,929030184.0,1265360253.0,1272218683.9089599,1.9848114555786665
31,90233.8773257867,578488.9316134951,304.0,39482.0,741049.0,28569.0,10780606.0,992266112.0,1294132908.0,1320993463.401819,1.9882120436901336
6448,923537.5669932648,5526777.258755103,853.0,83068.0,696843.0,71885.0,10586863.0,933079527.0,1270875551.0,1278051555.9892955,1.9909586353211357
3588,276896.3382541282,2345327.417699126,184.0,53298.0,940516.0,14467.0,3837516.0,1576596032.0,460665760.0,1327599038.4515073,2.0093508591402784
6482,120.01612042908786,360.62122918271797,42.0,16597.0,326968.0,29710.0,9553075.0,521724148.0,1146776860.0,1030827480.507268,2.0215504525563537
5406,1541334.4862668929,12879069.522923045,1139.0,17151.0,337883.0,30702.0,9871986.0,539140903.0,1185059795.0,1070779596.8980466,2.1195824775206016
5901,578504.7910959296,3930366.5610722792,839.0,89012.0,746706.0,77029.0,11344407.0,999846106.0,1361813151.0,1380488283.4549322,2.1213989326769154
5786,932051.6787325081,6836535.26252769,1492.0,95111.0,1236449.0,40763.0,10089905.0,1338287436.0,1211219363.0,1467760781.1456916,2.1227813045669977
5787,1864103.3574650162,13673070.52505538,1492.0,95111.0,1236449.0,40763.0,10089905.0,1338287436.0,1211219363.0,1467809340.8552063,2.122871456008976
6966,5330.579821474425,26367.083821530952,28.0,92157.0,1229334.0,36987.0,7324146.0,1604607467.0,879210148.0,1480220707.99197,2.125042821820642
3423,43178.41511458888,253479.4504884477,187.0,55738.0,983572.0,15130.0,4013194.0,1648771242.0,481754643.0,1401138009.3922033,2.1398278189860127
3422,43178.41511458888,253479.4504884477,187.0,55738.0,983572.0,15130.0,4013194.0,1648771242.0,481754643.0,1401138009.3922033,2.1398278189860127
4998,5811181.868445488,38328465.21379419,1475.0,74192.0,989695.0,29777.0,5896421.0,1687324629.0,707822293.0,1491971517.5943604,2.203765342072864
3744,1209620.2742678118,10811278.823609158,1050.0,43215.0,811103.0,31269.0,11799733.0,1086068382.0,1416471666.0,1469874029.6088398,2.246331874868105
8180,221746.49120365712,1446415.1605932591,242.0,70307.0,1007638.0,26537.0,5517116.0,1717916226.0,662289479.0,1509649217.0693476,2.2809447959255245
2746,1236.815386615679,7626.245876721129,200.0,20721.0,408215.0,37093.0,11926881.0,866174284.0,1431734910.0,1385564370.606015,2.285476269660982
266,80324.52596726884,692454.7274591,163.0,57486.0,1014419.0,15604.0,4139054.0,1729475844.0,496863147.0,1479365301.2345202,2.2974065765199003
2704,1041502.2730496686,6459638.505538976,908.0,68995.0,989309.0,39441.0,7904071.0,1686665894.0,948825900.0,1582748553.5633907,2.3138703969055894
3897,68236.48711554139,1127793.7029963098,574.0,62447.0,902212.0,30069.0,4063340.0,1738680797.0,487774272.0,1485959385.7688925,2.3173839302800414
1047,266144.4583791784,1433925.0929267725,352.0,100267.0,1360207.0,43736.0,10438151.0,1472239385.0,1253023779.0,1587543695.7960303,2.3247991888093855
6297,373586.64176936523,2001171.4037814876,92.0,69811.0,1001004.0,39908.0,7997511.0,1706605245.0,960042687.0,1602753526.3597186,2.3507809569180256
4927,101960.16670911048,719950.5632067983,202.0,91978.0,1330796.0,42550.0,7399955.0,1737009781.0,888310535.0,1598480292.52609,2.3572711223320373
3040,1754667.0633095957,12479528.24904194,833.0,44824.0,841311.0,32434.0,12239186.0,1126516410.0,1469224777.0,1535625625.7646818,2.3750562133510265
4082,193715.3600493706,2407327.898588826,294.0,19263.0,379499.0,34483.0,11087890.0,605545330.0,1331020185.0,1220988433.7823863,2.377278904114651
793,77114.2076035358,654872.3268461815,327.0,60141.0,1061263.0,16325.0,4330191.0,1779005474.0,519807797.0,1531942651.3298323,2.406093111775255
2300,10320.78384166379,50726.01025027668,210.0,105061.0,1614098.0,47390.0,9421563.0,1648978655.0,1130989785.0,1645746622.2354786,2.417454064065713
622,205755.19466506413,3212904.834278746,28.0,107.0,1051.0,58.0,8778.0,2025383.0,1053690.0,3255849.2869419577,2.452419739348689
5857,143410.07654848814,2111174.4717872767,46.0,135.0,1090.0,40.0,4609.0,1183279.0,553246.0,2140245.9790402944,2.4546870643000207
3882,2774273.1981342253,22430756.7568002,2533.0,72997.0,1010959.0,32827.0,6458117.0,1820554439.0,775249691.0,1633178977.4792848,2.4562488400455007
3883,4373293.494223059,35891535.86300994,2533.0,72997.0,1010959.0,32827.0,6458117.0,1820554439.0,775249691.0,1633421894.0074258,2.456808362077288
5430,8760120.057731353,55724642.21972489,26376.0,75115.0,1245512.0,32124.0,5426336.0,1866272757.0,651391971.0,1640389019.55087,2.5187373640788544
1965,12183.88261997406,59007.562905317776,88.0,20420.0,402289.0,36554.0,11753741.0,641909568.0,1410950676.0,1305441146.3314114,2.520857070173878
327,1183400.443621232,8277899.115870479,1123.0,73617.0,1131008.0,33207.0,6601747.0,1928248482.0,792491433.0,1739255584.1193194,2.6639356372222713
2783,21715.796215156828,206388.7427073849,169.0,49144.0,922394.0,35560.0,13418766.0,1235087055.0,1610824740.0,1708931517.31398,2.6733148518989274
2436,12589.417522737516,87188.33590964563,33.0,66844.0,1177191.0,27293.0,6147033.0,1973336470.0,737906382.0,1766331294.4830127,2.7430694461932705
8206,100387.41478651216,661830.1222216529,11672.0,75432.0,851912.0,3238.0,0.0,1641748112.0,0.0,1382299839.0218768,2.831750983078605
1287,757182.3987892022,5351080.165352964,585.0,89753.0,1484397.0,60006.0,12767327.0,1606658186.0,1532624245.0,1874028590.2747934,2.860479645517333
2869,664339.9858375024,3603874.793602327,170.0,79800.0,1144239.0,45618.0,9141888.0,1950806407.0,1097416893.0,1879389655.528965,2.8731086122237275
979,47979.74706369293,249067.40304473988,484.0,49723.0,933260.0,35979.0,13576832.0,1489150662.0,1629799401.0,1871360135.4184067,2.894843304412357
4469,1024879.0087524316,7189231.239446793,1048.0,70570.0,1245295.0,19156.0,5081083.0,2087499950.0,609946830.0,1839629232.5005248,2.939081107947523
4470,3074637.026257296,21567693.71834037,1048.0,70570.0,1245295.0,19156.0,5081083.0,2087499950.0,609946830.0,1839733205.9576595,2.9393155864785165
467,192761.12987573788,2158140.0782787087,1749.0,52827.0,991514.0,38224.0,14424295.0,1327637816.0,1731531256.0,1858523873.455501,2.9497453422311115
392,5229681.582739557,42639863.615688026,1635.0,83276.0,1057131.0,37493.0,4260618.0,2037236141.0,511456011.0,1781327450.470138,2.954737839737485
6166,1380472.877118593,9212143.403014395,1087.0,85012.0,1228225.0,40934.0,5531623.0,2093992113.0,664030941.0,1859144792.3731964,2.9566331087620967
551,56133.33129731068,295049.96854046424,522.0,76036.0,1714177.0,39532.0,5292133.0,2114302095.0,635281943.0,1872116494.6687791,3.004935518185636
7618,414939.1236799442,2353197.9502615617,397.0,53657.0,1007101.0,38825.0,14651056.0,1348509266.0,1758752210.0,1892826183.4949632,3.0211636909383484
6866,7257100.440052706,36987434.06876249,4080.0,116949.0,981063.0,101204.0,14904908.0,1313653033.0,1789225327.0,1899100781.8692803,3.0499332559431234
1368,378713.2244906792,2830376.9774142983,1027.0,73595.0,1296079.0,30049.0,6767839.0,2172629100.0,812429559.0,1972983779.5581174,3.1435016275943863
5910,15470.794834815491,107559.73135205277,146.0,74754.0,1319124.0,20291.0,5382319.0,2211259346.0,646108101.0,1967491456.8452797,3.19872925690887
1514,9024024.425300587,65797902.58185995,2751.0,90150.0,1292030.0,34027.0,7074245.0,2202773934.0,849211375.0,2012189723.0752914,3.200889273845641
7285,115443.28094556175,583327.4163981011,194.0,84090.0,1291907.0,37931.0,7540922.0,2202564233.0,905232547.0,2027928590.897885,3.2048007163360785
1632,15390.363326130991,76366.17665646151,114.0,75817.0,1308604.0,41134.0,9456169.0,2193624744.0,1135144002.0,2108846039.3481114,3.2975363111948535
5431,160602201.05840814,1021618440.6949568,26376.0,75115.0,1245512.0,32124.0,5426336.0,1866272757.0,651391971.0,1937561160.2872314,3.3049632237095374
4440,149017.3010114872,903458.8501653026,2408.0,48079.0,902405.0,34789.0,13127963.0,1914777064.0,1575916048.0,2123042401.8336265,3.3240146701478213
744,1767.4476128202018,12864.15831779323,34.0,28265.0,556850.0,50598.0,16269603.0,888535315.0,1953046918.0,1873031306.0741742,3.3886351525820833
743,1767.4476128202018,12864.15831779323,34.0,28265.0,556850.0,50598.0,16269603.0,888535315.0,1953046918.0,1873031306.0741742,3.3886351525820833
8790,47624.58356773173,216093.68109468144,122.0,82512.0,1089695.0,82529.0,17265454.0,1179446860.0,2072591547.0,2083844573.4604082,3.569133109914254
8791,23812.291783865865,108046.84054734072,122.0,82512.0,1089695.0,82529.0,17265454.0,1179446860.0,2072591547.0,2083844720.6709328,3.5691335349194175
4070,77439.88742665655,446312.31744338654,265.0,94898.0,1360716.0,54248.0,10871424.0,2319875621.0,1305035029.0,2296683049.4055758,3.620320857065751
7808,1011703.6467973596,7586187.331184189,940.0,99266.0,1422674.0,37468.0,7789557.0,2425507583.0,935079446.0,2246295077.392551,3.6449423716204232
7809,2023407.2935947191,15172374.662368378,940.0,99266.0,1422674.0,37468.0,7789557.0,2425507583.0,935079446.0,2246329769.630942,3.645012753148898
8574,3756016.86181999,25866405.5919354,2528.0,90454.0,1207541.0,48374.0,13109551.0,2174563040.0,1573705731.0,2317917227.536567,3.6459580739304305
83,6594.321841341322,28336.524633989884,94.0,145175.0,1969425.0,63325.0,15113254.0,2131634905.0,1814235683.0,2436398218.0401525,3.8723230471246635
340,3264361.94182833,20091724.26731992,3284.0,67816.0,1272853.0,49070.0,18517156.0,1704351957.0,2222849220.0,2466584361.6839356,4.057776746337499
2318,1353231.1948622796,9712430.087386418,2074.0,69161.0,1298083.0,50043.0,18884191.0,1667153540.0,2266909060.0,2484049565.6940866,4.189935845085218
2317,1804308.2598163725,12949906.783181898,2074.0,69161.0,1298083.0,50043.0,18884191.0,1667153540.0,2266909060.0,2484061663.808104,4.1899618135693615
169,5113249.480750067,29222924.86033589,2402.0,155072.0,1300871.0,134195.0,19763623.0,1741878782.0,2372478544.0,2611688201.5500937,4.363727530334463
8210,570363.6534173032,3722403.0072440743,17581.0,114070.0,1291187.0,912.25,59985.0,2485329270.0,7200704.0,2199977182.6304975,4.396047215316669
2657,63452.116860775655,395427.9441203946,156.0,156331.0,2085399.0,62743.0,12424422.0,2721999529.0,1491461094.0,2729063026.9383383,4.442635035101306
1114,104048.85228462338,736333.2268802337,49.0,96252.0,1698482.0,26127.0,6930184.0,2847180256.0,831917898.0,2620253601.9604697,4.445775452337511
4761,315870.59185677103,1979126.466035662,240.0,116657.0,1671925.0,44032.0,9154278.0,2850453554.0,1098904225.0,2697653631.370884,4.502390752300293
6319,872333.8832876211,5988878.038922047,3327.0,139707.0,2308797.0,60206.0,10507101.0,2847718874.0,1261300737.0,2748846921.85507,4.529775308700577
6317,3489335.5331504843,23955512.15568819,3327.0,139707.0,2308797.0,60206.0,10507101.0,2847718874.0,1261300737.0,2748935324.9548354,4.529961911013725
1922,168.94931161184647,825.662667670105,42.0,37645.0,741645.0,67390.0,21668790.0,1183402286.0,2601179884.0,2573604628.097492,4.776364405706239
4932,102821.74507944904,540387.4531246918,120.0,77248.0,1449883.0,55895.0,21092537.0,1941394616.0,2532004902.0,2852923559.219016,4.8078522795846865
3244,867590.3161228255,6689269.70897712,198.0,119431.0,1712500.0,68273.0,13682001.0,2919630365.0,1642424216.0,2975130802.878746,4.908494938192323
3243,289196.7720409417,2229756.56965904,204.0,119443.0,1712682.0,68278.0,13683062.0,2919816003.0,1642551540.0,2975350132.973829,4.908950838282372
1928,256322.89958587664,2123801.626350944,860.0,186930.0,2871872.0,84319.0,16763247.0,2933933149.0,2012305259.0,3183066977.011545,5.307908030243722
5000,7102.310996149228,68577.84075805287,42.0,41160.0,810885.0,73681.0,23691792.0,1293884940.0,2844026514.0,2838111529.965759,5.356661665517526
1987,5165677.616386293,42075840.70325117,2924.0,144546.0,1966737.0,51218.0,10473987.0,3446337146.0,1257325579.0,3305124455.106045,5.6948118260236935
7885,4418316.93144462,28269281.787555967,4309.0,77590.0,1545877.0,132524.0,16483037.0,3280134984.0,1978668148.0,3456350526.1696186,5.854582004140729
6122,13197779.317044295,82416981.92092967,5993.0,177529.0,2924831.0,22350.0,3860128.0,3756417973.0,463380159.0,3457649689.7256894,6.419334395577929
7750,362814.9828393972,5173254.94675532,688.0,96338.0,1808186.0,69708.0,26305050.0,2421163636.0,3157729059.0,3638745517.856095,6.426930743634109
7150,473597.62888352905,3426498.4573947117,1011.0,48283.0,951221.0,86433.0,27792008.0,2018358539.0,3336227403.0,3579741071.4493065,6.472138093090429
6113,11831905.261397455,97040311.56349874,3361.0,138536.0,2001505.0,66706.0,9014290.0,3857173475.0,1082099587.0,3655890219.4265084,6.512665464378067
6112,3549571.578419237,29112093.469049636,3361.0,138536.0,2001505.0,66706.0,9014290.0,3857173475.0,1082099587.0,3654828230.5241103,6.524114353270081
2705,11306075.27533602,82474833.0082541,4826.0,101286.0,1901054.0,73289.0,27656060.0,2545512922.0,3319907834.0,3843529206.6890016,6.874026510392936
6859,16032275.887683278,109636520.48276746,5786.0,223086.0,1871437.0,193053.0,28432012.0,2505872435.0,3413055286.0,3899379656.7166476,7.035545719038575
4838,1223899.2639247722,10335167.937966976,2224.0,137475.0,2421082.0,56132.0,12642355.0,4058481454.0,1517622267.0,3964839442.867091,7.062289782587614
4841,1631865.68523303,13780223.917289298,2224.0,137475.0,2421082.0,56132.0,12642355.0,4058481454.0,1517622267.0,3964850007.791429,7.062300579874558
4842,2447798.5278495443,20670335.875933956,2224.0,137475.0,2421082.0,56132.0,12642355.0,4058481454.0,1517622267.0,3964880243.6524663,7.062345138239724
7454,159358.5713100836,1966928.0348590326,172.0,53516.0,1054308.0,95800.0,30803908.0,1682300456.0,3697784054.0,3766834861.772609,7.196889678354555
2356,262599.7760299001,1370376.683780763,579.0,168016.0,2409151.0,96047.0,19247882.0,4107345300.0,2310567620.0,4335331328.571219,7.718886894548989
449,327629.0765972614,2699726.85489036,856.0,57453.0,1131868.0,102848.0,33070013.0,1806059720.0,3969813366.0,4063888649.3928123,7.801244139569922
3712,9248448.44190208,70491223.49119979,3038.0,170712.0,2447807.0,97588.0,19556725.0,4173249783.0,2347641874.0,4411461837.657668,7.883450611613739
3717,23788.498813436818,179498.15109587926,68.0,119283.0,2238843.0,86311.0,32570142.0,2997813852.0,3909807570.0,4584604459.377583,8.425139984433713
