,elec_score,gas_score,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,k distances,local outlier factor
6112,3549571.578419237,29112093.469049636,3361.0,138536.0,2001505.0,66706.0,9014290.0,3857173475.0,1082099587.0,3185207523.6355357,2.335786340600072
6113,11831905.261397455,97040311.56349874,3361.0,138536.0,2001505.0,66706.0,9014290.0,3857173475.0,1082099587.0,3186504421.998868,2.3371256267839895
6859,16032275.887683278,109636520.48276746,5786.0,223086.0,1871437.0,193053.0,28432012.0,2505872435.0,3413055286.0,3445350706.049827,2.37653893535305
4841,1631865.68523303,13780223.917289298,2224.0,137475.0,2421082.0,56132.0,12642355.0,4058481454.0,1517622267.0,3478875053.865349,2.472348862063867
4838,1223899.2639247722,10335167.937966976,2224.0,137475.0,2421082.0,56132.0,12642355.0,4058481454.0,1517622267.0,3478863613.6179695,2.4723511306588333
4842,2447798.5278495443,20670335.875933956,2224.0,137475.0,2421082.0,56132.0,12642355.0,4058481454.0,1517622267.0,3478908312.3867397,2.4723569774184933
6122,13197779.317044295,82416981.92092967,5993.0,177529.0,2924831.0,22350.0,3860128.0,3756417973.0,463380159.0,3052204765.632226,2.56117797242761
1963,40264.35486481871,648881.0842557196,6.0,9.0,112.0,14.0,1565.0,216653.0,187844.0,654102.3026828616,2.599475556023276
2356,262599.7760299001,1370376.683780763,579.0,168016.0,2409151.0,96047.0,19247882.0,4107345300.0,2310567620.0,3834673214.26208,2.621648788693814
7454,159358.5713100836,1966928.0348590326,172.0,53516.0,1054308.0,95800.0,30803908.0,1682300456.0,3697784054.0,3379769236.485296,2.634914103050448
3712,9248448.44190208,70491223.49119979,3038.0,170712.0,2447807.0,97588.0,19556725.0,4173249783.0,2347641874.0,3910426624.1056433,2.693850841331861
4610,142262.36162208728,2459881.090756772,32.0,78.0,1292.0,33.0,5630.0,2326866.0,675865.0,2462901.9644666477,2.7415852975212216
449,327629.0765972614,2699726.85489036,856.0,57453.0,1131868.0,102848.0,33070013.0,1806059720.0,3969813366.0,3662953733.285542,2.8441246349618865
6010,198478.89327819165,2903394.6319195093,16.0,130.0,1280.0,70.0,10689.0,2466402.0,1283126.0,2888884.0289554484,2.8653309121666632
3717,23788.498813436818,179498.15109587926,68.0,119283.0,2238843.0,86311.0,32570142.0,2997813852.0,3909807570.0,4116739220.876797,3.028943899009124
2169,452339.11455943604,4278991.570306304,101.0,185195.0,2655471.0,105867.0,21215856.0,4527295277.0,2546808488.0,4314360718.05694,3.081610989078402
6851,5490493.660589216,40516002.55060194,6816.0,127297.0,2389252.0,92109.0,34758244.0,3199210631.0,4172473196.0,4442731746.888522,3.3109298825296127
4581,116790.04463314652,1224030.5680762485,20.0,77.0,625.0,23.0,2640.0,677811.0,316913.0,1225547.4216716758,3.342414104713268
4452,156944774.29439095,981295768.820366,24184.0,272799.0,2288471.0,236074.0,34767844.0,3064284770.0,4173625595.0,4488643513.902861,3.4389650265376392
5756,8480437.680318281,63316507.06719309,7277.0,113796.0,2267246.0,194365.0,24174694.0,4810779723.0,2901995391.0,4732447358.093877,3.456107894576588
5587,168.94931161184647,825.662667670105,9.0,206150.0,2955936.0,117846.0,23616416.0,5039555590.0,2834978098.0,4900070417.766667,3.6592605647148755
622,205755.19466506413,3212904.834278746,28.0,107.0,1051.0,58.0,8778.0,2025383.0,1053690.0,3191103.565544661,3.8641972579629895
5857,143410.07654848814,2111174.4717872767,46.0,135.0,1090.0,40.0,4609.0,1183279.0,553246.0,2099481.034955519,4.128834234159619
3571,6794300.559648645,47626527.9422481,2683.0,530161.0,2562676.0,5859.0,373179.0,5064554321.0,44797355.0,4379336540.6294985,4.372987243223332
1861,20890283.566466328,152543344.71503368,5837.0,156902.0,2944917.0,113531.0,42841934.0,3943247772.0,5142861016.0,5650978580.453637,4.427463025771541
3872,10361.213539791142,77675.67590925457,4896.5,606163.5,2930054.0,6699.0,426676.75,5560059345.5,51219387.0,4841900821.317068,4.750384290493324
5728,70274.71804600426,1279813.0592838512,19.0,20.0,200.0,11.0,1666.0,384496.0,200031.0,1275126.3157407674,4.817723941331585
8211,60235.4726108608,1096982.622243301,16.0,12.0,136.0,7.0,897.0,147562.0,107696.0,1098487.3466010252,4.838776943279758
1422,3739462.9103138936,25539202.92852601,8648.0,285518.0,4386519.0,128790.0,25604317.0,7478548883.0,3073611091.0,7223356348.875608,6.1764650523039615
1421,48613017.83408063,332009638.0708381,8648.0,285518.0,4386519.0,128790.0,25604317.0,7478548883.0,3073611091.0,7230799446.423505,6.185211502854168
3617,55312208.47491186,419566641.61693823,14747.0,530023.0,9948073.0,383514.0,144722117.0,13320481119.0,17372832501.0,21051331254.22691,21.6575435382243
