city,state_abbr,r_housing_units,r_total_pop,r_elec_1kdollars,r_elec_mwh,r_gas_1kdollars,r_gas_mcf,r_elec_lb_ghg,r_gas_lb_ghg,r_elec_class,r_gas_class,c_elec_score,c_gas_score,c_num_establishments,c_elec_1kdollars,c_elec_mwh,c_gas_1kdollars,c_gas_mcf,c_elec_lb_ghg,c_gas_lb_ghg,c_elec_class,c_gas_class,i_elec_score,i_gas_score,i_num_establishments,i_elec_1kdollars,i_elec_mwh,i_gas_1kdollars,i_gas_mcf,i_elec_lb_ghg,i_gas_lb_ghg,i_elec_class,i_gas_class
Akron,AL,118.0,252.0,238.0,1887.0,24.0,1804.0,2994491.0,216587.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Alabaster,AL,10840.0,32269.0,21609.0,148728.62,2744.0,208119.0,222856152.36,24983132.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Albertville,AL,7555.0,21434.0,11743.0,111833.0,1193.0,92312.0,187466205.0,11081367.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Alexander City,AL,5562.0,14859.0,10575.0,83632.0,874.0,66330.0,132710687.0,7962388.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Aliceville,AL,852.0,3218.0,1548.0,12250.0,225.0,17076.0,19438645.0,2049816.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Allgood,AL,191.0,663.0,375.0,2962.0,22.0,1670.0,4966039.0,200419.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Altoona,AL,343.0,768.0,676.0,5344.0,29.0,2205.0,8957947.0,264685.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Andalusia,AL,3647.0,9042.0,6655.0,46713.0,474.0,26870.0,74126336.0,3225575.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Anderson,AL,140.0,259.0,228.0,2274.0,19.0,1458.0,3811644.0,175048.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Anniston,AL,9495.0,22441.0,15554.0,122877.0,3107.0,235686.0,205980041.0,28292341.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Arab,AL,3109.0,8247.0,4923.0,45623.0,499.0,41158.0,76478697.0,4940683.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Ardmore,AL,454.0,1269.0,779.0,6943.0,25.0,2736.0,11639310.0,328425.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Argo,AL,1394.0,4145.0,2858.0,22576.0,293.0,22179.0,35824881.0,2662421.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Ariton,AL,262.0,772.0,474.0,4023.0,6.0,326.0,6383612.0,39134.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Arley,AL,93.0,477.0,193.0,1529.0,9.0,690.0,2563323.0,82838.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Ashford,AL,820.0,2211.0,1679.0,13326.0,21.0,1214.0,21146739.0,145733.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Ashland,AL,903.0,2231.0,1509.0,11949.0,193.0,14613.0,18960523.0,1754189.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Ashville,AL,784.0,2490.0,1592.0,12576.0,125.0,9469.0,19956385.0,1136733.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Athens,AL,8936.0,24461.0,13181.0,135319.0,1046.0,79826.0,222856152.36,9582488.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Atmore,AL,3022.0,10067.0,5872.0,46466.0,239.0,9317.0,73733977.0,1118495.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Attalla,AL,2283.0,5934.0,4033.0,31864.0,855.0,64861.0,53413905.0,7786140.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Auburn,AL,22005.0,60318.0,34084.0,148728.62,2764.0,208592.0,222856152.36,25039976.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Autaugaville,AL,322.0,1023.0,611.0,4831.0,32.0,2372.0,7666721.0,284729.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Avon,AL,203.0,465.0,416.0,3298.0,5.0,300.0,5234133.0,36071.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Babbie,AL,230.0,662.0,469.0,3452.0,12.0,670.0,5478396.0,80398.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Baileyton,AL,267.0,766.0,542.0,4304.0,26.0,2131.0,7214071.0,255790.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bakerhill,AL,96.0,204.0,188.0,1490.0,7.0,421.0,2363695.0,50597.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Banks,AL,75.0,119.0,132.0,1090.0,6.0,314.0,1730178.0,37655.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bay Minette,AL,2791.0,9019.0,5075.0,40247.0,250.0,11835.0,63864727.0,1420709.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bayou La Batre,AL,803.0,2532.0,1644.0,12984.0,126.0,5914.0,20603652.0,709991.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bear Creek,AL,402.0,1164.0,762.0,6019.0,89.0,6699.0,10089918.0,804127.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Beatrice,AL,95.0,278.0,180.0,1420.0,8.0,436.0,2253589.0,52389.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Beaverton,AL,98.0,264.0,177.0,1402.0,27.0,1664.0,2224057.0,199804.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Belk,AL,83.0,238.0,158.0,1248.0,23.0,1784.0,1980211.0,214130.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Benton,AL,16.0,32.0,31.0,248.0,1.0,99.0,393646.0,11913.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Berry,AL,539.0,1367.0,1051.0,8301.0,51.0,3833.0,13171578.0,460165.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bessemer,AL,10679.0,26856.0,17973.0,148411.0,4818.0,365518.0,222856152.36,43877749.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Billingsley,AL,59.0,115.0,125.0,985.0,0.0,0.0,1563477.0,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Birmingham,AL,31282.47,84618.63,37072.95,148728.62,20893.07,1794249.7,222856152.36,215386679.56,3,3,,,,,,,,,,,,,,,,,,,,,,
Black,AL,83.0,167.0,169.0,1332.0,6.0,392.0,2113572.0,47069.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Blountsville,AL,623.0,1988.0,1247.0,9848.0,71.0,5010.0,16508201.0,601408.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Blue Springs,AL,36.0,101.0,60.0,514.0,2.0,112.0,815133.0,13480.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Boaz,AL,3589.0,9639.0,6332.0,52014.0,673.0,50970.0,87191522.0,6118577.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Boligee,AL,113.0,594.0,227.0,1797.0,13.0,995.0,2852082.0,119484.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bon Air,AL,54.0,104.0,100.0,791.0,8.0,628.0,1254403.0,75446.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Brantley,AL,338.0,903.0,652.0,4542.0,22.0,1241.0,7206962.0,148970.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Brent,AL,1045.0,4902.0,2064.0,16306.0,194.0,14702.0,25875117.0,1764882.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Brewton,AL,2093.0,5435.0,4082.0,32297.0,281.0,15826.0,51249930.0,1899836.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Bridgeport,AL,976.0,2525.0,1433.0,13062.0,80.0,6293.0,21895776.0,755373.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Brighton,AL,1057.0,2868.0,1939.0,15321.0,506.0,38359.0,25681904.0,4604732.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Brilliant,AL,447.0,1049.0,815.0,6434.0,100.0,7583.0,10785609.0,910317.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Brookside,AL,504.0,1202.0,977.0,7718.0,141.0,10674.0,12937762.0,1281340.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Brookwood,AL,625.0,2029.0,1332.0,10520.0,69.0,5227.0,16693196.0,627432.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Brundidge,AL,884.0,2256.0,1457.0,11779.0,116.0,6590.0,18690863.0,791062.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Butler,AL,786.0,2255.0,1492.0,11803.0,91.0,6849.0,18729045.0,822194.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Calera,AL,4999.0,12839.0,9856.0,77871.0,966.0,73269.0,123568342.0,8795353.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Camden,AL,694.0,2560.0,1300.0,10246.0,72.0,5427.0,16258689.0,651502.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Camp Hill,AL,441.0,956.0,820.0,6488.0,45.0,3395.0,10294958.0,407542.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Carbon Hill,AL,747.0,1739.0,1415.0,11179.0,111.0,8348.0,17738869.0,1002154.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Cardiff,AL,26.0,58.0,51.0,407.0,6.0,493.0,645180.0,59159.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Carolina,AL,111.0,308.0,221.0,1626.0,5.0,278.0,2580325.0,33320.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Carrollton,AL,338.0,1082.0,659.0,5210.0,49.0,3716.0,8267141.0,446050.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Castleberry,AL,268.0,494.0,532.0,4211.0,33.0,1888.0,6681403.0,226685.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Cedar Bluff,AL,817.0,1994.0,1515.0,11591.0,82.0,4709.0,19429909.0,565280.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Center Point,AL,6534.0,16711.0,11280.0,89111.0,1894.0,143661.0,149377643.0,17245494.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Centre,AL,1394.0,3573.0,2604.0,20112.0,201.0,13158.0,33713656.0,1579561.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Centreville,AL,882.0,2720.0,1833.0,14488.0,171.0,13001.0,22989492.0,1560626.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Century,AL,633.0,1415.0,1158.0,8671.0,81.0,3121.0,13759744.0,374704.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Chatom,AL,343.0,988.0,514.0,4021.0,28.0,1078.0,6380086.0,129439.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Chelsea,AL,3916.0,11706.0,8019.0,63359.0,995.0,75518.0,100540035.0,9065368.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Cherokee,AL,403.0,853.0,627.0,6072.0,41.0,3073.0,10178632.0,368906.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Chickasaw,AL,2159.0,5955.0,3943.0,31148.0,1014.0,47752.0,49426314.0,5732312.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Childersburg,AL,2200.0,5062.0,3996.0,31578.0,353.0,26744.0,50108365.0,3210437.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Citronelle,AL,1382.0,3883.0,2752.0,21744.0,193.0,8316.0,34503899.0,998316.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Clanton,AL,3338.0,8730.0,6563.0,51891.0,491.0,37256.0,82341720.0,4472354.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Clay,AL,3535.0,9659.0,6568.0,51885.0,1476.0,111947.0,86974593.0,13438457.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Clayhatchee,AL,220.0,483.0,451.0,3563.0,7.0,378.0,5654412.0,45370.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Clayton,AL,541.0,2936.0,1026.0,8114.0,22.0,1249.0,12875861.0,149955.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Cleveland,AL,430.0,1176.0,868.0,6858.0,71.0,4978.0,11495946.0,597553.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Clio,AL,434.0,1006.0,723.0,6145.0,24.0,1343.0,9750832.0,161250.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Coaling,AL,562.0,1637.0,1232.0,9734.0,92.0,7016.0,15445855.0,842235.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Coffee Springs,AL,102.0,268.0,220.0,1738.0,0.0,0.0,2757966.0,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Coffeeville,AL,136.0,396.0,206.0,1729.0,26.0,1958.0,2743360.0,235058.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Coker,AL,303.0,817.0,624.0,4937.0,51.0,3901.0,7834945.0,468290.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Collinsville,AL,654.0,1943.0,1178.0,9322.0,65.0,4925.0,15627259.0,591159.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Colony,AL,99.0,339.0,218.0,1731.0,13.0,934.0,2901320.0,112109.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Columbia,AL,298.0,528.0,583.0,4603.0,6.0,324.0,7304410.0,38910.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Columbiana,AL,1333.0,4265.0,2481.0,19600.0,257.0,19512.0,31101692.0,2342273.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Columbus,AL,31282.47,84618.63,37072.95,148728.62,19897.0,1276580.0,222856152.36,153244052.0,3,3,,,,,,,,,,,,,,,,,,,,,,
Coosada,AL,443.0,1185.0,844.0,6676.0,107.0,8005.0,10594496.0,960968.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Cordova,AL,794.0,2030.0,1449.0,11444.0,110.0,8362.0,18159810.0,1003828.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Cottonwood,AL,536.0,1316.0,1120.0,8844.0,12.0,675.0,14033308.0,80987.0,1,1,,,,,,,,,,,,,,,,,,,,,,
County Line,AL,100.0,316.0,203.0,1603.0,15.0,1173.0,2687090.0,140795.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Courtland,AL,245.0,746.0,439.0,3936.0,30.0,2237.0,6598571.0,268558.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Cowarts,AL,673.0,2020.0,1375.0,10912.0,18.0,1008.0,17315820.0,121049.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Creola,AL,668.0,1712.0,1362.0,10794.0,149.0,6929.0,17128664.0,831731.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Crossville,AL,606.0,2161.0,1181.0,9344.0,54.0,4060.0,15662994.0,487412.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Cuba,AL,154.0,496.0,313.0,2480.0,11.0,417.0,3935102.0,50071.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Cullman,AL,5868.0,15156.0,11065.0,87970.0,2123.0,161127.0,147464309.0,19342144.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Cusseta,AL,42.0,126.0,74.0,582.0,3.0,264.0,923696.0,31677.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Cusseta-Chattahoochee County,AL,2578.0,11882.0,4086.0,33761.0,430.0,27606.0,53573390.0,3313916.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Dadeville,AL,1175.0,3165.0,2259.0,17879.0,140.0,10646.0,28370345.0,1277915.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Daleville,AL,2093.0,5160.0,3808.0,30103.0,78.0,4408.0,47769181.0,529186.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Daphne,AL,9114.0,24295.0,15255.0,126415.0,1057.0,50308.0,200600347.0,6039057.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Dauphin Island,AL,703.0,1156.0,1413.0,11160.0,89.0,4133.0,17709637.0,496142.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Daviston,AL,91.0,232.0,178.0,1407.0,12.0,912.0,2232145.0,109525.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Dayton,AL,12.0,30.0,25.0,194.0,2.0,124.0,308032.0,14895.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Deatsville,AL,407.0,1063.0,839.0,6636.0,71.0,5360.0,10530861.0,643434.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Decatur,AL,22192.0,55419.0,36157.0,148728.62,4821.0,427172.0,222856152.36,51278845.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Demopolis,AL,2932.0,7167.0,5644.0,44665.0,646.0,48883.0,70876329.0,5868054.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Detroit,AL,111.0,210.0,200.0,1583.0,30.0,1880.0,2653272.0,225641.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Dodge City,AL,195.0,633.0,430.0,3405.0,26.0,1841.0,5707784.0,221050.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Dora,AL,882.0,2362.0,1801.0,14225.0,152.0,11504.0,22573405.0,1380995.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Dothan,AL,26003.0,68066.0,37072.95,148728.62,1156.0,65583.0,222856152.36,7872776.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Double Springs,AL,310.0,1140.0,613.0,4840.0,42.0,3201.0,8114062.0,384250.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Douglas,AL,235.0,1056.0,444.0,3514.0,24.0,1788.0,5890055.0,214672.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Dozier,AL,149.0,339.0,280.0,1864.0,8.0,479.0,2958018.0,57464.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Dutton,AL,101.0,342.0,164.0,1491.0,8.0,580.0,2499615.0,69684.0,1,1,,,,,,,,,,,,,,,,,,,,,,
East Brewton,AL,960.0,2830.0,1801.0,14250.0,90.0,4753.0,22612329.0,570608.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Eclectic,AL,386.0,1002.0,779.0,6159.0,40.0,3039.0,9773562.0,364767.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Edwardsville,AL,80.0,180.0,144.0,1137.0,12.0,884.0,1804977.0,106144.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Elba,AL,1367.0,3915.0,2582.0,18049.0,110.0,6232.0,28641197.0,748063.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Elberta,AL,731.0,1400.0,1237.0,10643.0,23.0,891.0,16889046.0,106924.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Eldridge,AL,46.0,146.0,87.0,691.0,7.0,526.0,1095710.0,63179.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Elkmont,AL,182.0,496.0,304.0,3124.0,17.0,1166.0,5237120.0,139924.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Elmore,AL,468.0,1890.0,941.0,7441.0,82.0,6220.0,11807889.0,746658.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Emelle,AL,20.0,46.0,37.0,290.0,2.0,117.0,460566.0,14098.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Enterprise,AL,10346.0,28025.0,20889.0,148728.62,697.0,39561.0,222856152.36,4749058.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Epes,AL,71.0,169.0,122.0,969.0,10.0,793.0,1537947.0,95164.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Esto,AL,134.0,338.0,264.0,1978.0,2.0,109.0,3139194.0,13056.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Ethelsville,AL,35.0,171.0,68.0,539.0,3.0,221.0,855765.0,26550.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Eufaula,AL,4726.0,12688.0,8879.0,70199.0,399.0,23875.0,111394714.0,2866002.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Eutaw,AL,921.0,2789.0,1686.0,13339.0,239.0,18146.0,21166908.0,2178297.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Eva,AL,221.0,601.0,398.0,3515.0,19.0,1563.0,5891519.0,187659.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Evergreen,AL,1349.0,3783.0,2514.0,19870.0,185.0,10587.0,31531115.0,1270909.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Excel,AL,248.0,985.0,501.0,3961.0,19.0,740.0,6284808.0,88874.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Fairfield,AL,4318.0,10937.0,7709.0,60902.0,1905.0,144559.0,102089869.0,17353249.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Fairhope,AL,6657.0,17996.0,11038.0,92886.0,920.0,43591.0,147393854.0,5232810.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Fairview,AL,170.0,512.0,298.0,2606.0,44.0,3376.0,4367961.0,405273.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Falkville,AL,370.0,1288.0,741.0,6514.0,39.0,2704.0,10919018.0,324541.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Faunsdale,AL,26.0,46.0,53.0,419.0,4.0,268.0,664701.0,32143.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Fayette,AL,1719.0,4491.0,3195.0,25234.0,388.0,29527.0,40041626.0,3544518.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Five Points,AL,55.0,180.0,106.0,836.0,4.0,288.0,1326866.0,34530.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Flomaton,AL,499.0,1670.0,1024.0,8105.0,52.0,2733.0,12860763.0,328061.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Florala,AL,786.0,1912.0,1560.0,12319.0,49.0,2799.0,19548794.0,335959.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Florence,AL,17266.0,39938.0,25441.0,148728.62,3031.0,228117.0,222856152.36,27383808.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Foley,AL,6852.0,16741.0,12642.0,106002.0,367.0,15435.0,168206767.0,1852859.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Forkland,AL,207.0,729.0,414.0,3274.0,24.0,1813.0,5195413.0,217654.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Fort Deposit,AL,464.0,1519.0,846.0,6666.0,71.0,5282.0,10577677.0,634072.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Fort Gaines,AL,318.0,1040.0,579.0,4783.0,7.0,492.0,7590496.0,59050.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Fort Payne,AL,4913.0,14101.0,7559.0,68598.0,570.0,32619.0,114990669.0,3915696.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Franklin,AL,73.0,198.0,136.0,1072.0,15.0,1121.0,1700574.0,134609.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Frisco City,AL,523.0,1206.0,1057.0,8364.0,40.0,1564.0,13272663.0,187691.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Fruithurst,AL,110.0,279.0,203.0,1601.0,0.0,0.0,2540992.0,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Fulton,AL,84.0,188.0,156.0,1234.0,9.0,361.0,1957945.0,43354.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Fultondale,AL,3785.0,8854.0,6274.0,49567.0,1363.0,102962.0,83089333.0,12359817.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Fyffe,AL,378.0,1465.0,602.0,5573.0,38.0,2777.0,9342734.0,333313.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Gadsden,AL,14244.0,36235.0,23332.0,148728.62,5293.0,401563.0,222856152.36,48204736.0,3,1,,,,,,,,,,,,,,,,,,,,,,
Gainesville,AL,72.0,274.0,150.0,1184.0,0.0,0.0,1878399.0,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Gantt,AL,89.0,188.0,190.0,1263.0,4.0,244.0,2004570.0,29332.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Garden City,AL,200.0,461.0,430.0,3406.0,37.0,2574.0,5709970.0,308936.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Gardendale,AL,5544.0,13750.0,10379.0,81995.0,1722.0,130126.0,137449773.0,15620631.0,2,1,,,,,,,,,,,,,,,,,,,,,,
Gattman,AL,43.0,103.0,72.0,672.0,7.0,697.0,1126238.0,83625.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Gaylesville,AL,44.0,163.0,76.0,643.0,3.0,172.0,1078223.0,20651.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Geiger,AL,43.0,296.0,90.0,712.0,0.0,0.0,1130364.0,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Geneva,AL,1766.0,4456.0,3554.0,28073.0,129.0,8729.0,44546496.0,1047869.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Georgetown-Quitman County,AL,916.0,2095.0,1699.0,14041.0,75.0,4805.0,22280201.0,576801.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Georgiana,AL,562.0,1681.0,1113.0,8777.0,26.0,1479.0,13927029.0,177553.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Geraldine,AL,335.0,793.0,518.0,4795.0,25.0,1883.0,8038092.0,226043.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Gilbertown,AL,93.0,167.0,193.0,1531.0,4.0,171.0,2429735.0,20503.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Glen Allen,AL,187.0,474.0,384.0,3033.0,32.0,2076.0,5084240.0,249263.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Glencoe,AL,2088.0,5122.0,3786.0,29908.0,772.0,58550.0,50134237.0,7028481.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Glenwood,AL,91.0,220.0,160.0,1158.0,9.0,483.0,1836846.0,58017.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Goldville,AL,21.0,27.0,40.0,320.0,3.0,207.0,507306.0,24892.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Good Hope,AL,842.0,2499.0,1516.0,13220.0,212.0,16072.0,22161049.0,1929296.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Goodwater,AL,513.0,1523.0,945.0,7468.0,78.0,5935.0,11849713.0,712419.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Gordo,AL,713.0,1748.0,1482.0,11725.0,103.0,7793.0,18604891.0,935492.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Gordon,AL,112.0,255.0,233.0,1837.0,2.0,135.0,2914828.0,16247.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Gordonville,AL,131.0,257.0,246.0,1936.0,12.0,904.0,3071394.0,108463.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Goshen,AL,124.0,343.0,249.0,1971.0,12.0,863.0,3127046.0,103632.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Grant,AL,300.0,961.0,499.0,4687.0,50.0,4138.0,7857598.0,496793.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Graysville,AL,913.0,1911.0,1710.0,13510.0,316.0,23934.0,21438527.0,2873045.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Greensboro,AL,972.0,2482.0,1718.0,13596.0,240.0,18243.0,21574099.0,2189928.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Greenville,AL,2999.0,7896.0,5667.0,44687.0,304.0,17211.0,70911398.0,2066097.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Grimes,AL,220.0,663.0,424.0,3370.0,8.0,428.0,5347063.0,51406.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Grove Hill,AL,544.0,1583.0,1035.0,8174.0,44.0,1701.0,12970204.0,204198.0,1,1,,,,,,,,,,,,,,,,,,,,,,
Gu-Win,AL,80.0,142.0,136.0,1072.0,23.0,1431.0,1701728.0,171729.0,1,1,,,,,,,,,,,,,,,,,,,,,,
