city,state_abbr,elec_score,gas_score
Alexander,ME,19346.273241001978,170726.11474361338
Alexander,NY,5180.606769895571,38837.83795462729
Alexandria,DC,41568.77916259072,251359.05261297736
Alexandria,LA,77142.0880322934,551367.050033953
Alexandria,MN,6594.3218413413215,28336.524633989884
Alexandria,NH,8011.653963196259,20815.571689473865
Alexandria,NJ,39885.47352689924,329666.24419588345
Alexandria,NY,6178.908869618135,26853.44530655713
Alexandria,PA,6647.578921149874,54944.37403264725
Alexandria,VA,124706.33748777215,754077.1578389325
Alfred,NY,28013.340394771378,203704.7140094572
Algoma,WI,1242.8842055742916,7356.921494126888
Algona,IA,4337.765416882646,25625.584320015852
Algona,WA,3790.206295182251,10674.502306818282
Algonquin,IL,79665.21409586121,436489.4540207045
Algood,TN,542.3302365782637,1978.935551953352
Alhambra,CA,400204.92767845537,2337743.2744686417
Alice,TX,5147.418225356937,43014.44778508822
Aliquippa,PA,50570.895834728464,243940.74808086228
Aliso Viejo,CA,109756.99036640939,483476.0276885121
Allamuchy,NJ,3974.078142044109,14037.34068681642
Allegan,MI,711.2795481901101,2804.5982196234568
Allegany,NY,21510.995219581873,138858.10529659013
Allegany,PA,27558.930882019737,219001.25481141446
Allegheny,PA,19579.224975992707,81087.46394616633
Allen,OK,5579.143065558795,45071.41082929571
Allen,TX,46643.087551665005,215894.1241912184
Allen Park,MI,51299.234487836686,292280.53883168194
Allendale,MI,32493.839210771635,157479.8462019149
Allendale,NJ,2638.868199775967,9044.207855884673
Allenport,PA,16911.03093231384,167316.28855678166
Allenstown,NH,2240.285549798503,6919.637305699482
Allenton,WI,168.94931161184647,825.662667670105
Alliance,NE,1333.5024174467646,5135.180125501492
Alliance,OH,20010.735272700513,148371.7925431994
Allison,IA,168.94931161184647,825.662667670105
Allouez,WI,3219.5189056934796,18074.709157325182
Alloway,NJ,844.7465580592324,4128.313338350525
Alma,AR,1726.8689232985237,12945.945984875765
Alma,MI,12183.88261997406,59007.56290531777
Alma Center,WI,863.4344616492618,6472.972992437883
Almont,MI,13758.596629813432,68285.13411737912
Alpena,MI,5226.338161941262,21136.855775663218
Alpha,NJ,168.94931161184647,825.662667670105
Alpine,TX,1084.3329482115037,4236.023625564775
Alpine,UT,28479.305851724188,145240.07843691926
Alsace,PA,18258.03719702798,164469.19960086962
Alsip,IL,714911.4438098724,4491770.432431108
Alstead,NH,35177.611881141696,157489.5676225652
Alto,TX,258.5070284406669,557.6497221314155
Alton,IL,90551.00568510311,508577.7273804651
Alton,MO,22896.258449716446,127702.08156724769
Alton,NH,13861.997286049858,58997.53780154229
Alton,TX,863.4344616492618,6472.972992437883
Altoona,IA,14332.481834292099,91314.59815437952
Altoona,PA,89259.68698780678,511513.44000105106
Altoona,WI,9489.490390062085,76046.31819940697
Alturas,CA,10039.245435143466,182830.43704055017
Altus,AR,1544.7272174045338,6713.361326639282
Altus,OK,9624.359753078597,50728.808745988536
Alva,OK,2932.00071865512,17173.675775624615
Alvarado,TX,168.94931161184647,825.662667670105
Alvin,TX,124542.59926320503,994136.3998728183
Amalga,UT,337.89862322369294,1651.32533534021
Amarillo,TX,105094.57051804819,836337.9514916465
Amberley,OH,9556.333582921337,85796.08658781523
Ambler,PA,120.01612042908789,360.62122918271797
Ambridge,PA,35840.63737287508,161949.56941903636
Amelia,OH,318.8686511449647,1181.0691964231892
Amenia,CT,3052.6045691151667,8044.612261866378
Amenia,NY,7631.511422787916,20111.53065466595
American Canyon,CA,20830.13845703775,109580.20815436292
American Fork,UT,70378.35073029212,763582.4390999463
Amery,WI,1485.195000065828,3824.6684769987287
Ames,IA,49986.88784200692,326600.8844920974
Amesbury Town,MA,72798.48824225731,439643.3097405181
Amesbury Town,NH,97064.65098967642,586191.0796540242
Amherst,MA,23240.438928446583,115057.2007059109
Amherst,NH,389391.0902689615,2763143.510896295
Amherst,NY,329268.28748176777,2032815.0155020505
Amherst,OH,4795.494903625067,36115.48695036937
Amite City,LA,863.4344616492618,6472.972992437883
Amity,PA,177780.6274016134,1004948.504122635
Ammon,ID,1440.7787846682313,5426.91306186147
Amory,MS,13375.918526601785,49303.90734378008
Amsterdam,NY,49791.669237387614,365732.5289454242
Amwell,PA,1755.5390862962104,6166.761702423628
Anaconda-Deer Lodge County,MT,148136.6609078243,756551.8157814058
Anacortes,WA,41896.62163316164,341986.16600434616
Anadarko,OK,1108.444764525511,6718.795541968489
Anaheim,CA,5113249.480750067,29222924.860335886
Anchorage,AK,1801998.604271511,19751625.49344763
Anchorage,KY,168.94931161184647,825.662667670105
Ancram,MA,5585.323285351397,50435.73192209991
Ancram,NY,27926.616426756987,252178.65961049957
Anderson,CA,4060.449490057609,19163.35919122169
Anderson,IN,71363.06780335186,330877.0358578165
Andover,CT,7285.810947037731,19203.242581222778
Andover,KS,18376.622773360235,133219.80773290902
Andover,MA,330237.2541793302,1668963.7951533962
Andover,MN,37198.28048651301,217316.4546052103
Andover,NJ,3308.288623355349,9300.662289337666
Andrews,TX,168.94931161184647,825.662667670105
Angel Fire,NM,241.88543096872615,652.5975591151793
Angelica,NY,7218.9895278535005,42621.265293710516
Angels,CA,13852.048209426881,63755.70039401159
Angleton,TX,17507.900039233107,230420.172811927
Angola,IN,17329.198121162197,79316.52655547671
Ankeny,IA,85325.81758213296,610786.2322082616
Ann Arbor,MI,42186.3679645601,220592.44614524586
Annabella,UT,360.0483612872637,1081.8636875481538
Annapolis,MD,47694.71527604934,259458.9792786514
Annapolis,MO,258.5070284406669,557.6497221314155
Annsville,NY,5609.14981429168,19326.37990263206
Anoka,MN,95747.94122583297,617431.8414194665
Anson,TX,1333.5024174467646,5135.180125501492
Ansonia,CT,79190.89833978265,367465.33517331164
Anthony,KS,2790.5674414945074,7299.145125674007
Anthony,NM,168.94931161184647,825.662667670105
Anthony,TX,337.89862322369294,1651.32533534021
Antigo,WI,2536.191920933452,11441.723331302748
Antioch,CA,44812.18870501102,273746.5005472919
Antioch,IL,7505.168551208868,51502.403480023684
Antioch,WI,15010.337102417736,103004.80696004737
Antis,PA,16186.015107685942,91600.89564425095
Antlers,OK,2115.5123580896893,13153.795094385956
Antoine,AR,775.5210853220007,1672.9491663942465
Antrim,MD,20672.722307329816,235681.34342202405
Antrim,NH,17773.903649376298,82344.7706781457
Antrim,PA,82690.88922931926,942725.3736880962
Apache Junction,AZ,24797.826886649567,160276.88217750174
Apolacon,NY,7511.174222858371,69233.06119127915
Apolacon,PA,11266.761334287556,103849.59178691874
Apple Creek,OH,379.44974392502996,883.9485016890051
Apple Valley,CA,84433.03082374508,432574.4005133561
Apple Valley,MN,20467.64376508131,82591.87030846252
Appleton,ME,4634.181652213601,20140.083979917847
Appleton,WI,239055.68497170586,1922129.4351887163
Aransas Pass,TX,56020.812000710546,264597.8995796502
Arcade,NY,156241.09331910106,977923.6329836161
Arcadia,CA,345823.99757664814,2308630.883470185
Arcadia,NY,105137.1193912974,569186.4138631185
Arcata,CA,76422.7762008134,463727.49495572876
Archbold,OH,3676.9353739757444,24199.829874779352
Arco,ID,168.94931161184647,825.662667670105
Arcola,IL,3244.8017989870214,14562.33401817021
Arden Hills,MN,7069.786588144175,19914.16255578652
Ardmore,OK,107608.79650638126,1341370.2756265895
Argyle,NY,28941.429073163392,253852.79098499916
Argyle,TX,675.7972464473859,3302.65067068042
Arkadelphia,AR,1977.0214500781103,12956.766601437257
Arkansas City,KS,1351.252424406073,8479.704856531176
Arkoma,AR,542.3302365782637,1978.935551953352
Arkoma,OK,1626.990709734791,5936.806655860056
Arlington,MA,28864.720842742016,119395.82110892024
Arlington,NY,2332.6526978417264,5287.198561151079
Arlington,TN,1013.6958696710788,4953.97600602063
Arlington,TX,1100380.6110298482,6925534.705074291
Arlington,VT,4665.305395683453,10574.397122302158
Arlington,WA,37476.74053295827,224777.24925328314
Arlington Heights,IL,443972.0917634502,2143992.1175321187
Arma,KS,631.8879534070841,1710.9226064146624
Armagh,PA,86765.73219925333,1210958.064616386
Armstrong,PA,577.9308640818688,2372.5677937056457
Arnold,IL,23889.822148884497,124742.78030264546
Arnold,MN,288.9654320409344,1186.2838968528229
Arnold,MO,47779.644297768995,249485.56060529093
Arnold,PA,1722.3977754464565,6320.009496753082
Arnolds Park,IA,506.8479348355394,2476.988003010315
Arroyo Grande,CA,10112.711197931534,54187.82219303953
Artesia,CA,85211.4119502282,549269.8911410745
Artesia,NM,1201.3330848729547,8124.298327778092
Arthur,IL,3140.305725880196,9028.899734411356
Arthur,ND,1333.5024174467646,5135.180125501492
Arundel,ME,17696.041979168884,92345.45198117646
Arvada,CO,232381.85685355743,1187488.261312071
Arvin,CA,772.3636087022669,3356.680663319641
Asbury,IA,438.8847715740526,1541.690425605907
Asbury Park,NJ,15265.736049721521,73246.40605757036
Ashburnham,MA,9096.927811191365,51622.98467003008
Ashburnham,NH,3032.309270397121,17207.661556676692
Ashby,MA,5183.26938514522,17292.53607897094
Ashby,NH,2073.307754058088,6917.014431588377
Ashdown,AR,3551.1554980746146,34288.92037902644
Ashfield,MA,51374.08942299146,426927.5955034958
Ashford,CT,17860.564623273465,90733.03464395886
Ashland,KS,863.4344616492618,6472.972992437883
Ashland,KY,80324.52596726884,692454.7274591
Ashland,MA,216535.9548298479,2059258.1859970645
Ashland,ME,775.5210853220007,1672.9491663942465
Ashland,NH,4963.436027431682,18806.92522537488
Ashland,NY,506.8479348355394,2476.988003010315
Ashland,OH,18729.15390570146,134978.00486166694
Ashland,OR,25472.632149718906,163202.11530138555
Ashland,PA,168.94931161184647,825.662667670105
Ashland,VA,14592.329444754492,92258.65404292395
Ashland,WI,1331.9980861935305,8053.923036173864
Ashley,IN,59017.84042495191,586505.2016012489
Ashtabula,OH,19363.324433377416,149243.97275187387
Ashwaubenon,WI,179478.15851651144,1285163.2195339869
Aspen,CO,6471.582761762904,48184.326235448236
Aspinwall,PA,168.94931161184647,825.662667670105
Aston,PA,118063.20605702787,735180.2318228199
Astoria,OR,5261.86583251848,27626.881968779937
Atascadero,CA,25156.235057550817,147804.74785051862
Atchison,KS,4076.619335675367,27091.72725220781
Atchison,MO,2038.3096678376835,13545.863626103905
Atglen,PA,258.5070284406669,557.6497221314155
Athens,ME,1292.5351422033345,2788.2486106570777
Athens,NY,112817.6260611612,1466564.685290933
Athens,OH,6553.325518790698,32260.260971632193
Athens,PA,13771.66940183653,63375.475381601165
Athens,TX,8442.240279452471,40181.67768313832
Athens,VT,18803.646676662614,171907.64331335234
Atherton,CA,12384.266483040612,103497.92402393228
Athol,ID,258.5070284406669,557.6497221314155
Athol,MA,9573.562802111363,26286.43332674846
Atkinson,MA,2228.4377702147985,5956.572914150973
Atkinson,NE,168.94931161184647,825.662667670105
Atkinson,NH,8913.751080859194,23826.29165660389
Atlanta,MI,288.9654320409344,1186.2838968528229
Atlanta,TX,20085.846250968618,180578.84131042392
Atlantic,IA,1032.3837732611082,7298.635660107988
Atlantic City,NJ,14096.52880298357,104003.0903035448
Atlantic Highlands,NJ,2687.405942251663,4174.370476122549
Atoka,OK,2610.8964935841223,12679.638335140085
Atoka,TN,6579.422430036243,23723.922961505876
Attleboro,MA,661217.1280646335,3430921.9485386964
Attleboro,RI,220405.70935487782,1143640.6495128984
Atwater,CA,337.89862322369294,1651.32533534021
Atwood,KS,2290.747877319737,14372.837730829562
Au Sable,NY,337.89862322369294,1651.32533534021
Auburn,CA,6820.35121077771,33605.157775199244
Auburn,IN,19422.660521502676,84265.87526126951
Auburn,KY,258.5070284406669,557.6497221314155
Auburn,MA,146103.19187634654,973393.2564502521
Auburn,ME,348470.45549854124,3447944.0887190243
Auburn,NE,1108.444764525511,6718.795541968489
Auburn,NH,10565.752544995668,39110.955091818076
Auburn,WA,419539.0673029873,2445728.2932703365
Auburn Hills,MI,667072.3336474024,3869002.25465064
Audubon,NJ,7410.708959302316,41824.2762318362
Augusta,KS,5337.556155958949,17208.88414749427
Augusta,ME,104130.13868622029,1323413.8327036747
Augusta,NY,61249.16848053188,1101936.5982493216
Aumsville,OR,337.89862322369294,1651.32533534021
Aurelius,NY,3342.8020813409153,13573.010921683403
Aurora,CO,547098.0456504435,4285786.246804686
Aurora,IL,1183400.443621232,8277899.1158704795
Aurora,IN,2107.864981408117,13493.183708216862
Aurora,KY,1053.9324907040584,6746.591854108431
Aurora,MN,258.5070284406669,557.6497221314155
Aurora,MO,4468.993454682728,24821.87261789919
Aurora,NE,2394.7872338754623,9723.016051726747
Aurora,NY,50104.419924012895,306908.110556521
Aurora,OH,226458.0569990694,1226646.5047408156
Aurora,TX,168.94931161184647,825.662667670105
Aurora,UT,746.7618499328344,2306.5457685664937
Austerlitz,MA,337.89862322369294,1651.32533534021
Austerlitz,NY,1013.6958696710788,4953.97600602063
Austin,MN,5425.812689733145,34944.27528882682
Austin,TX,3264361.94182833,20091724.26731992
Ava,MO,3083.939847073274,15665.567098351534
Ava,NY,1292.5351422033345,2788.2486106570777
Avalon,NJ,1925.5481665604,7652.364997274057
Avilla,IN,711.2795481901101,2804.5982196234568
Aviston,IL,168.94931161184647,825.662667670105
Avoca,NY,4485.967245169038,24551.68679655763
Avon,CT,47959.23779025957,178079.1346187452
Avon,IN,22754.32737310251,116261.61559838546
Avon,MA,51471.95108825688,174455.35676657624
Avon,MN,337.89862322369294,1651.32533534021
Avon,NY,29217.231052824853,171436.66518858817
Avon,OH,370941.96703173686,3267385.959974219
Avon Lake,OH,132474.59423243717,787263.7615337858
Avon-by-the-Sea,NJ,5712.6098249955485,32245.701049653555
Avondale,AZ,84815.22953201176,695120.1015342965
Ayer,MA,188009.4245441066,1240822.4712880955
Ayr,PA,31403.07687920282,226288.81160467578
Azle,TX,3998.492537692452,16591.888399287112
Aztec,NM,4036.1585207820444,15273.822499263242
Azusa,CA,581058.7238314691,4618247.727984435
Babbitt,MN,1155.8617281637376,4745.135587411291
Babylon,NY,6580454.093062057,41250942.19518047
Baden,PA,337.89862322369294,1651.32533534021
Baggs,WY,1598.4983012083555,12038.495650123125
Bagley,MN,863.4344616492618,6472.972992437883
Baileyville,ME,12897.515494001318,113817.4098290756
Bainbridge,GA,19348.86124686661,265128.53737543355
Bainbridge,NY,8613.530295332203,34714.10964004696
Bainbridge Island,WA,15476.659667909587,73719.13811894866
Baird,TX,337.89862322369294,1651.32533534021
Baker,LA,7262.33152351157,35214.19549221219
Baker City,OR,866.341111626566,2925.002815407428
Bakersfield,CA,228621.017159007,1730897.4658227924
Bakersfield,MO,481.91767182690194,1373.8400174806152
Balch Springs,TX,119762.1631459739,578076.5495023812
Balcones Heights,TX,863.4344616492618,6472.972992437883
Bald Eagle,PA,1312.4395191447252,7304.241576239847
Bald Knob,AR,337.89862322369294,1651.32533534021
Baldwin,LA,2205.1915186772812,16696.567973055724
Baldwin,ME,3035.5979514002397,7071.588013512041
Baldwin,PA,1053.844936227195,6942.47482775527
Baldwin,WI,1792.3437561548208,7112.804240399291
Baldwin Park,CA,694480.3209243723,6597885.7470756015
Baldwyn,MS,5424.204883533513,12342.29412568017
Ball,LA,449.7580185993547,1066.2195862592523
Ballard,UT,168.94931161184647,825.662667670105
Ballinger,TX,427.4563400525134,1383.3123898015206
Ballston,NY,13400.449139239174,53808.18160539776
Ballwin,MO,9335.919495209233,71862.72704769806
Bally,PA,6603.665614955535,23377.560434839994
Baltic,OH,1726.8689232985237,12945.945984875765
Baltimore,MD,5229681.582739557,42639863.615688026
Baltimore,OH,168.94931161184647,825.662667670105
Bangor,ME,148242.84431117057,1324335.4761407636
Bangor,NY,20078.490870286932,365660.87408110034
Banning,CA,49760.50007252442,300598.8689562968
Bannockburn,IL,480.06448171635157,1442.4849167308719
Bar Harbor,ME,10214.120158135729,47495.06910077043
Baraboo,WI,3680.5358116739,17814.303366935263
Baraga,MI,7065.648648113972,47729.59090126114
Barberton,OH,124945.72882254102,886190.6482016151
Barbourville,KY,2332.6526978417264,5287.198561151079
Bardstown,KY,8322.789183316101,37229.032203091614
Bargersville,IN,5742.546243059574,22647.659979322332
Barkhamsted,CT,28359.759408305516,84505.68904066228
Barling,AR,32864.82143928345,279091.4529293241
Barnard,VT,6185.2238228576025,23485.98231270634
Barnegat,NJ,65332.713353316874,309057.03410670796
Barnet,NH,1357.758102100042,7952.544656278719
Barnet,VT,5431.032408400168,31810.178625114877
Barnstable Town,MA,451262.2134997998,4199889.417765402
Barnstead,NH,13074.768919151553,56466.71107833277
Barr,PA,7369.761630428662,23519.385983317727
Barre,MA,63489.45403033038,1108856.235555021
Barre,NY,844.7465580592324,4128.313338350525
Barre,VT,70261.61544258984,491702.67196497903
Barrett,MN,1335.2756605327097,3469.2619482456444
Barrington,IL,6870.699875452893,27176.066982603475
Barrington,MA,57256.26387686262,276054.48805138236
Barrington,NH,28312.046216257,107473.29045255357
Barrington,NJ,43222.41450418374,351550.7860822178
Barrington,NY,2317.0908261068007,10070.041989958923
Barrington,RI,57256.26387686262,276054.48805138236
Barrington Hills,IL,10841.089974349192,47056.674719238035
Barron,WI,1236.815386615679,7626.245876721129
Barstow,CA,6513.97694532649,26775.44908858975
Bartlesville,OK,27480.993300477123,122296.85813955514
Bartlett,IL,290509.8245041673,3699687.0850877985
Bartlett,NH,30871.130831974882,289209.8781594217
Bartlett,TN,43935.85991907507,224153.38569873647
Barton,NY,71136.40679056267,496771.1296580273
Barton,PA,11856.067798427111,82795.1882763379
Bartonville,IL,62959.255368064434,603210.712144651
Bartonville,TX,506.8479348355394,2476.988003010315
Basalt,CO,16827.526782447403,127619.94987962094
Bastrop,LA,1598.4983012083555,12038.495650123125
Bastrop,TX,5925.8103636819305,24243.43385444153
Batavia,IL,728040.8103188269,4582894.390552858
Batavia,NY,102807.14176492886,510132.43933146005
Batavia,OH,542.3302365782637,1978.935551953352
Bates City,MO,241.88543096872615,652.5975591151793
Batesville,AR,3051.849559201053,14374.777897542415
Batesville,IN,904.0131511709402,6391.185325355347
Batesville,MS,5187.279529182678,21086.928037934438
Bath,ME,26854.883805859463,149469.2088145617
Bath,NH,1292.5351422033345,2788.2486106570777
Bath,NY,15483.082191234063,70999.09016112343
Bath,VT,517.0140568813338,1115.299444262831
Baton Rouge,LA,327629.0765972614,2699726.8548903596
Battle Creek,MI,273983.4773719797,1563021.4050827737
Battle Ground,WA,7353.144076372948,36598.431630454725
Battlefield,MO,478.68733152138327,1869.0865476095487
Bauxite,AR,2169.3209463130547,7915.742207813408
Baxter,MN,6222.776970343253,12610.758032066065
Baxter Springs,KS,4777.824409100286,16869.709966175476
Baxter Springs,OK,4777.824409100286,16869.709966175476
Bay City,MI,61371.90093622357,367250.90798890457
Bay City,OR,3970.751903478381,27007.19141401436
Bay City,TX,26909.81370597429,230337.5032338928
Bay Springs,MS,6613.764016364528,51169.23563474527
Bay St. Louis,MS,112079.88425937304,737349.5076259804
Bay Village,OH,8619.894519289695,22410.97043302885
Bayfield,CO,120.01612042908789,360.62122918271797
Bayonne,NJ,295819.5674785592,4006030.160345559
Bayonne,NY,73954.8918696398,1001507.5400863898
Bayport,MN,816.8527359475702,1826.1125017689992
Baytown,TX,192761.1298757379,2158140.0782787087
Beach Haven,NJ,863.4344616492618,6472.972992437883
Beach Park,IL,26378.326941559644,149922.3015060369
Beachwood,NJ,5334.009669787059,20540.720502005966
Beachwood,OH,25019.139992953544,123009.1048097035
Beacon,NY,41264.71657111746,230265.8519346972
Beacon Falls,CT,53022.54250240496,394799.07758652023
Bean Station,TN,1000.7849188187861,2420.4945624931897
Beardsley,MN,863.4344616492618,6472.972992437883
Beardstown,IL,1121.9414900899287,7030.622714569298
Beatrice,NE,6679.685619042715,49165.95885147702
Beaumont,CA,29737.43192046808,134042.55542944834
Beaumont,TX,401717.3805701768,3921855.027701161
Beaver,OH,337.89862322369294,1651.32533534021
Beaver,OK,168.94931161184647,825.662667670105
Beaver,PA,3755.834424431103,12137.750607679262
Beaver City,NE,1333.5024174467646,5135.180125501492
Beaver Dam,WI,1338.1436034547373,5642.207451816489
Beaver Falls,PA,26954.31755287762,133377.39606646195
Beavercreek,OH,124913.79900188194,1193993.194124226
Beaverton,MI,373.3809249664172,1153.2728842832469
Beaverton,OR,230436.93613796783,1616558.2121894755
Beccaria,PA,2396.914503459378,6042.299008527008
Beckemeyer,IL,517.0140568813338,1115.299444262831
Becker,MN,6261.539203106645,16622.417351529075
Becket,MA,1034.0281137626675,2230.598888525662
Bedford,IN,7014.898408651625,40062.68767318243
Bedford,MA,229255.8822536098,1492013.7113716179
Bedford,NH,50360.27898567112,175516.14992539212
Bedford,NY,117635.63282153389,1658622.1201039134
Bedford,OH,72716.49772078748,377693.94177974714
Bedford,PA,25406.716102314156,80499.4910742268
Bedford,TX,26696.71492169976,130502.68413907048
Bedford Heights,OH,192699.01085657298,1025023.712680513
Bedford Park,IL,655128.4788451844,5784862.050840168
Bedminster,NJ,8851.055238705147,61502.347994585405
Bedminster,PA,127343.76140062531,716909.7397618607
Bee Cave,TX,914.8319528292826,1861.7129642912037
Beebe,AR,4946.423343179287,36924.94693527234
Beech Creek,PA,1470.1276791181874,11131.045315370484
Beech Grove,IN,22820.00232719011,179928.268263722
Beechwood,MI,1694.73013026846,9638.192441244057
Beekman,NY,6328.092058196581,44738.29727748743
Beekmantown,NY,9032.927456167323,37911.59475171804
Beeville,TX,168.94931161184647,825.662667670105
Bel Air,MD,3032.436981688528,12281.037418219965
Bel Aire,KS,506.8479348355394,2476.988003010315
Belchertown,MA,112278.63013993527,941678.2595846389
Belding,MI,30274.303499214755,134857.6730046987
Belen,NM,1808.0263023418804,12782.370650710694
Belfast,ME,29549.99133847693,137287.5214952295
Belfast,PA,1551.0421706440013,3345.898332788493
Belgium,WI,3965.3960556662305,17324.592346684458
Belgrade,ME,15991.23168791075,97856.20433439242
Belgrade,MT,1700.7989492270726,9368.868058649814
Bell,CA,205488.75540523275,1209748.5091203467
Bell,PA,75541.27539328329,347033.791408998
Bell Gardens,CA,182651.98545866145,1028273.0558112612
Bella Vista,AR,899.5160371987095,2132.4391725185046
Bella Vista,MO,299.83867906623647,710.8130575061682
Bellaire,TX,23724.811232424927,383613.7996710971
Bellbrook,OH,240.03224085817578,721.2424583654359
Belle Fourche,SD,4844.652058773461,22381.656642424867
Belle Plaine,IA,337.89862322369294,1651.32533534021
Belle Plaine,MN,168.94931161184647,825.662667670105
Bellefontaine,OH,337.89862322369294,1651.32533534021
Bellefontaine Neighbors,MO,168.94931161184647,825.662667670105
Bellefonte,PA,1968.7644435333411,8608.304818399634
Belleville,IL,77411.96455439685,378539.8502217152
Belleville,KS,735.0638395590937,5565.522657685242
Belleville,MI,542.3302365782637,1978.935551953352
Belleville,NJ,217379.2503545629,1574843.4514771637
Bellevue,IA,10343.983379930489,84345.80639322438
Bellevue,ID,579.784054192419,2303.9228944553893
Bellevue,IL,288.9654320409344,1186.2838968528229
Bellevue,KY,23204.920009306814,175479.11914771044
Bellevue,NE,41375.933519721955,337383.2255728975
Bellevue,OH,8494.704689500464,52255.7572753176
Bellevue,WA,449040.1964918448,2548046.0078009786
Bellevue,WI,6046.9771769518675,33642.5502362006
Bellflower,CA,89952.36527032669,499598.9680994747
Bellingham,MA,148427.69268497964,773372.6445327747
Bellingham,MN,735.0638395590937,5565.522657685242
Bellingham,RI,18553.461585622455,96671.58056659684
Bellingham,WA,56133.33129731068,295049.96854046424
Bellmawr,NJ,164665.40861024015,1306582.7665204054
Bellville,TX,337.89862322369294,1651.32533534021
Bellwood,IL,138915.83652386913,817499.6526900596
Bellwood,PA,360.0483612872637,1081.8636875481538
Belmond,IA,149.91933953311823,355.4065287530841
Belmont,CA,64242.97967833085,424536.28153512743
Belmont,MA,23385.307308993746,103685.87677253582
Belmont,ME,1437.4391447591183,5180.6580119499695
Belmont,MS,10185.948210566043,39724.829451221085
Belmont,NH,47109.884922017256,132318.12626133466
Beloit,IL,63107.75827012683,419902.17994695884
Beloit,KS,1767.4476128202018,12864.15831779323
Beloit,WI,31553.879135063416,209951.08997347942
