,city,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,state_id
0,West Springfield Town,534.0,14262.0,93487.0,1686.0,196835.0,101458125.0,23628626.0,MA
1,Suffield,238.0,4353.0,27324.0,1276.0,142897.0,29653665.0,17153778.0,MA
2,Agawam Town,490.0,7069.0,46502.0,1310.0,152994.0,50466800.0,18365777.0,MA
3,Longmeadow,327.0,4655.0,31107.0,753.0,87943.0,33759845.0,10556889.0,MA
4,Springfield,2333.0,89381.0,588042.0,9344.0,1091514.0,638182092.0,131028232.0,MA
5,New Salem,25.0,161.0,1083.0,0.0,2.0,1174879.0,204.0,MA
6,Hadley,183.0,6501.0,43754.0,679.0,78763.0,47484558.0,9454923.0,MA
7,Amherst,449.0,7220.0,47676.0,1314.0,147815.0,51740966.0,17744143.0,MA
8,Granby,127.0,1462.0,9877.0,212.0,24569.0,10719237.0,2949305.0,MA
9,Belchertown,224.0,2483.0,16773.0,0.0,0.0,18203043.0,37.0,MA
10,Pelham,20.0,231.0,1552.0,33.0,3715.0,1684732.0,446004.0,MA
11,Sunderland,80.0,554.0,3620.0,174.0,19521.0,3928390.0,2343387.0,MA
12,Leverett,42.0,274.0,1842.0,0.0,3.0,1999203.0,347.0,MA
13,South Hadley,248.0,2461.0,18646.0,627.0,73178.0,20236172.0,8784525.0,MA
14,Shutesbury,32.0,210.0,1414.0,0.0,2.0,1534721.0,266.0,MA
16,Hardwick,55.0,386.0,2609.0,0.0,0.0,2831840.0,3.0,MA
17,Phillipston,23.0,156.0,1051.0,0.0,0.0,1140154.0,0.0,MA
18,Barre,123.0,1185.0,8003.0,0.0,0.0,8685167.0,0.0,MA
19,Hubbardston,51.0,361.0,2437.0,0.0,0.0,2645256.0,18.0,MA
20,Petersham,23.0,155.0,1048.0,0.0,0.0,1137496.0,0.0,MA
21,New Braintree,23.0,165.0,1114.0,0.0,0.0,1209335.0,1.0,MA
22,Oakham,40.0,262.0,1767.0,0.0,0.0,1917985.0,0.0,MA
23,Rutland,98.0,896.0,6051.0,0.0,0.0,6566725.0,0.0,MA
24,Ware,186.0,2714.0,18335.0,0.0,0.0,19898590.0,25.0,MA
25,Palmer Town,279.0,4032.0,27233.0,934.0,105421.0,29554730.0,12655036.0,MA
27,Ludlow,331.0,4071.0,26939.0,879.0,102654.0,29235741.0,12322862.0,MA
32,Tolland,6.0,50.0,332.0,0.0,1.0,360313.0,93.0,MA
33,Huntington,50.0,369.0,2428.0,0.0,0.0,2634884.0,0.0,MA
34,Russell,64.0,550.0,3616.0,0.0,8.0,3924004.0,1017.0,MA
35,Otis,26.0,200.0,1346.0,0.0,0.0,1461178.0,1.0,MA
36,Blandford,18.0,160.0,1050.0,0.0,2.0,1139290.0,295.0,MA
37,Granville,19.0,161.0,1058.0,0.0,2.0,1147914.0,298.0,MA
38,Chester,20.0,169.0,1112.0,0.0,3.0,1206797.0,313.0,MA
41,Monson,156.0,2104.0,14213.0,318.0,37167.0,15425011.0,4461585.0,MA
43,Brimfield,77.0,573.0,3874.0,0.0,0.0,4203800.0,30.0,MA
44,Sturbridge,188.0,4174.0,28201.0,0.0,1.0,30605257.0,125.0,MA
45,Warren,56.0,904.0,6107.0,227.0,25335.0,6628068.0,3041273.0,MA
46,Holland,43.0,360.0,2435.0,0.0,0.0,2643017.0,4.0,MA
47,Brookfield,63.0,566.0,3823.0,208.0,22916.0,4149218.0,2750920.0,MA
48,Wales,30.0,250.0,1686.0,0.0,0.0,1829353.0,3.0,MA
49,Middlefield,3.0,21.0,140.0,0.0,0.0,151712.0,0.0,MA
50,Becket,32.0,223.0,1465.0,7.0,771.0,1589725.0,92501.0,MA
52,Worthington,28.0,200.0,1317.0,0.0,0.0,1429136.0,0.0,MA
53,Washington,10.0,67.0,442.0,2.0,232.0,479225.0,27884.0,MA
56,Peru,0.0,95.0,627.0,0.0,1.0,680883.0,130.0,MA
58,Chesterfield,26.0,416.0,2722.0,0.0,0.0,2953946.0,0.0,MA
60,Goshen,27.0,237.0,1599.0,0.0,0.0,1734816.0,2.0,MA
61,Westhampton,29.0,228.0,1535.0,37.0,4314.0,1665695.0,517888.0,MA
63,Holyoke,677.0,19232.0,149858.0,3924.0,460714.0,162635991.0,55305388.0,MA
64,Chicopee,824.0,12246.0,90342.0,2301.0,268862.0,98044897.0,32274915.0,MA
75,Plainfield,30.0,215.0,1417.0,0.0,0.0,1538223.0,0.0,MA
78,Windsor,0.0,92.0,604.0,0.0,1.0,655251.0,125.0,MA
80,Cummington,21.0,149.0,978.0,0.0,0.0,1060948.0,0.0,MA
81,Southampton,103.0,1152.0,7580.0,169.0,19528.0,8226639.0,2344189.0,MA
86,Easthampton Town,274.0,7888.0,53042.0,1089.0,127041.0,57564763.0,15250335.0,MA
87,Northampton,708.0,19335.0,130456.0,3164.0,369305.0,141579260.0,44332346.0,MA
90,Williamsburg,45.0,387.0,2615.0,0.0,0.0,2837566.0,4.0,MA
91,Enfield,701.0,24469.0,153605.0,4814.0,506393.0,166702390.0,60788735.0,MA
92,East Longmeadow,301.0,10213.0,68813.0,1043.0,121842.0,74680424.0,14626251.0,MA
94,Hampden,87.0,1842.0,12448.0,378.0,44141.0,13508937.0,5298791.0,MA
96,Somers,207.0,2036.0,12778.0,543.0,57161.0,13867850.0,6861745.0,MA
97,Wilbraham,296.0,4564.0,30740.0,755.0,88247.0,33361237.0,10593413.0,MA
104,Westfield,684.0,19004.0,127027.0,5082.0,510111.0,137858010.0,61235063.0,MA
105,Southwick,191.0,3000.0,19685.0,508.0,59102.0,21363329.0,7094817.0,MA
109,West Brookfield,79.0,581.0,3927.0,241.0,26654.0,4262182.0,3199619.0,MA
116,Ashfield,48.0,324.0,2178.0,0.0,0.0,2364246.0,1.0,MA
125,Sandisfield,19.0,142.0,957.0,0.0,0.0,1038176.0,1.0,MA
126,Granby,225.0,2547.0,15991.0,394.0,45219.0,17354497.0,5428218.0,MA
132,Colebrook,28.0,170.0,1068.0,34.0,3564.0,1159537.0,427786.0,MA
133,Hartland,43.0,299.0,1879.0,13.0,1485.0,2039158.0,178208.0,MA
136,Hatfield,87.0,2641.0,17776.0,169.0,19601.0,19291914.0,2352958.0,MA
145,Stafford,217.0,2529.0,15875.0,35.0,3710.0,17228579.0,445336.0,MA
148,Whately,55.0,381.0,2491.0,120.0,13433.0,2703245.0,1612556.0,MA
152,Conway,46.0,308.0,2076.0,0.0,0.0,2252596.0,1.0,MA
171,Montgomery,5.0,40.0,261.0,0.0,1.0,283294.0,73.0,MA
176,Wendell,7.0,186.0,1253.0,0.0,0.0,1360053.0,0.0,MA
177,Montague,144.0,2233.0,14764.0,349.0,39080.0,16022807.0,4691249.0,MA
206,North Brookfield,92.0,770.0,5202.0,257.0,28394.0,5645616.0,3408447.0,MA
211,Spencer,205.0,2044.0,13808.0,758.0,85612.0,14985718.0,10277119.0,MA
219,Savoy,10.0,72.0,486.0,3.0,311.0,527963.0,37366.0,MA
220,Hawley,8.0,68.0,455.0,0.0,0.0,493900.0,28.0,MA
259,Union,17.0,128.0,801.0,0.0,0.0,868866.0,0.0,MA
353,Lenox,188.0,5819.0,39163.0,1744.0,195276.0,42502644.0,23441401.0,MA
354,Pittsfield,1005.0,25292.0,166516.0,4454.0,498663.0,180713750.0,59860904.0,MA
355,Richmond,26.0,228.0,1535.0,57.0,6431.0,1665345.0,771947.0,MA
356,Stephentown,37.0,176.0,1663.0,0.0,2.0,2995077.0,190.0,MA
357,Canaan,51.0,372.0,3495.0,195.0,33642.0,6293560.0,4038464.0,MA
358,New Lebanon,50.0,534.0,4941.0,0.0,0.0,8896077.0,0.0,MA
359,Hancock,11.0,95.0,637.0,24.0,2668.0,690938.0,320275.0,MA
360,Dalton,120.0,1076.0,7080.0,196.0,21982.0,7683745.0,2638774.0,MA
361,Lanesborough,76.0,2399.0,16148.0,188.0,21072.0,17524613.0,2529503.0,MA
363,Cheshire,61.0,637.0,4193.0,139.0,15564.0,4550372.0,1868330.0,MA
364,North Adams,307.0,9285.0,62730.0,1213.0,135847.0,68078419.0,16307460.0,MA
365,New Ashford,15.0,131.0,878.0,33.0,3681.0,953384.0,441928.0,MA
366,Adams,160.0,4255.0,28732.0,825.0,92321.0,31181355.0,11082454.0,MA
367,Salisbury,154.0,1380.0,8665.0,0.0,0.0,9404167.0,0.0,MA
368,North Canaan,122.0,2278.0,14300.0,0.0,0.0,15519046.0,0.0,MA
369,New Marlborough,20.0,198.0,1332.0,12.0,1392.0,1445322.0,167135.0,MA
370,Sheffield,91.0,1299.0,8773.0,41.0,4621.0,9521120.0,554756.0,MA
373,Tyringham,6.0,74.0,501.0,9.0,1027.0,544058.0,123271.0,MA
374,Lee,172.0,4152.0,27946.0,883.0,98836.0,30328559.0,11864547.0,MA
375,Hinsdale,37.0,918.0,6039.0,13.0,1424.0,6553815.0,170996.0,MA
384,Williamstown,213.0,3038.0,20492.0,599.0,67052.0,22239549.0,8049162.0,MA
398,Stockbridge,59.0,862.0,5824.0,207.0,23195.0,6320439.0,2784416.0,MA
400,Austerlitz,53.0,310.0,2913.0,0.0,80.0,5245546.0,9650.0,MA
402,Hillsdale,49.0,534.0,5016.0,0.0,19.0,9031342.0,2330.0,MA
403,West Stockbridge,53.0,567.0,3831.0,113.0,12630.0,4157510.0,1516088.0,MA
406,Alford,13.0,100.0,678.0,13.0,1430.0,736086.0,171684.0,MA
407,Copake,83.0,546.0,4997.0,0.0,0.0,8997449.0,0.0,MA
408,Monterey,23.0,269.0,1810.0,33.0,3707.0,1963873.0,444969.0,MA
409,Mount Washington,3.0,26.0,173.0,3.0,365.0,187942.0,43835.0,MA
410,Egremont,51.0,407.0,2748.0,52.0,5794.0,2981786.0,695468.0,MA
411,Great Barrington,275.0,7914.0,53464.0,1536.0,172023.0,58023161.0,20650092.0,MA
450,Rowe,14.0,111.0,750.0,0.0,0.0,814403.0,47.0,MA
451,Florida,14.0,98.0,662.0,4.0,424.0,718630.0,50860.0,MA
454,Clarksburg,25.0,211.0,1428.0,39.0,4312.0,1550152.0,517670.0,MA
456,Stamford,11.0,78.0,547.0,0.0,0.0,593519.0,0.0,MA
457,Pownal,96.0,1276.0,8892.0,0.0,0.0,9649942.0,0.0,MA
459,Monroe,1.0,11.0,77.0,0.0,0.0,83210.0,5.0,MA
460,Charlemont,36.0,290.0,1949.0,0.0,1.0,2115391.0,121.0,MA
473,Norfolk,68.0,553.0,3470.0,0.0,0.0,3765726.0,0.0,MA
495,North East,76.0,567.0,4837.0,0.0,0.0,8708781.0,0.0,MA
498,Ancram,35.0,160.0,1364.0,0.0,0.0,2455622.0,0.0,MA
515,Berlin,24.0,122.0,1130.0,0.0,16.0,2035413.0,1955.0,MA
518,Petersburgh,23.0,148.0,1407.0,0.0,0.0,2532499.0,0.0,MA
531,Shelburne,62.0,536.0,3606.0,0.0,0.0,3913083.0,2.0,MA
532,Gill,48.0,737.0,4846.0,33.0,3692.0,5259402.0,443189.0,MA
533,Deerfield,154.0,2915.0,19173.0,452.0,50618.0,20808110.0,6076267.0,MA
535,Bernardston,24.0,372.0,2444.0,17.0,1862.0,2652888.0,223548.0,MA
536,Greenfield Town,518.0,9872.0,64945.0,1778.0,199062.0,70482307.0,23895885.0,MA
537,Colrain,38.0,310.0,2086.0,0.0,1.0,2263725.0,130.0,MA
538,Leyden,15.0,231.0,1517.0,10.0,1156.0,1646795.0,138769.0,MA
539,Buckland,53.0,459.0,3091.0,0.0,0.0,3354814.0,2.0,MA
548,Athol,243.0,5884.0,39755.0,0.0,0.0,43144480.0,0.0,MA
549,Orange,157.0,1476.0,9958.0,0.0,0.0,10807169.0,0.0,MA
550,Templeton,133.0,1126.0,7607.0,0.0,0.0,8255422.0,7.0,MA
553,Royalston,13.0,107.0,722.0,0.0,0.0,783452.0,0.0,MA
557,Vernon,47.0,613.0,4270.0,0.0,0.0,4633877.0,0.0,MA
558,Guilford,51.0,665.0,4635.0,0.0,0.0,5030705.0,0.0,MA
559,Northfield,74.0,582.0,3807.0,0.0,0.0,4131176.0,8.0,MA
568,Heath,7.0,53.0,355.0,0.0,0.0,385676.0,22.0,MA
576,Whitingham,28.0,244.0,1703.0,0.0,0.0,1848138.0,0.0,MA
577,Halifax,7.0,55.0,381.0,0.0,0.0,413716.0,0.0,MA
595,Erving,32.0,817.0,5500.0,0.0,0.0,5968438.0,2.0,MA
601,Warwick,5.0,125.0,845.0,0.0,0.0,916613.0,0.0,MA
610,Readsboro,11.0,84.0,585.0,0.0,0.0,634878.0,0.0,MA
635,Winchester,78.0,547.0,3792.0,0.0,0.0,4115624.0,0.0,MA
636,Hinsdale,73.0,1712.0,11861.0,0.0,0.0,12871912.0,0.0,MA
664,Fitzwilliam,64.0,389.0,2697.0,0.0,0.0,2926685.0,0.0,MA
665,Richmond,21.0,128.0,890.0,0.0,0.0,965558.0,0.0,MA
666,Winchendon,175.0,1905.0,12872.0,0.0,0.0,13970076.0,19.0,MA
709,Ashburnham,108.0,987.0,6653.0,0.0,0.0,7220085.0,7.0,MA
710,Ashby,69.0,339.0,1866.0,216.0,18241.0,2024846.0,2189739.0,MA
711,Lunenburg,175.0,4913.0,30535.0,908.0,99774.0,33138437.0,11977163.0,MA
712,Westminster,147.0,4541.0,30679.0,918.0,100893.0,33295381.0,12111428.0,MA
713,Leominster,756.0,20777.0,140324.0,5604.0,617418.0,152288433.0,74116459.0,MA
714,Fitchburg,646.0,10234.0,64044.0,4795.0,465715.0,69505324.0,55905630.0,MA
715,Gardner,404.0,6380.0,43105.0,2407.0,203123.0,46780052.0,24383372.0,MA
718,New Ipswich,111.0,911.0,6310.0,0.0,0.0,6848091.0,0.0,MA
719,Rindge,104.0,768.0,5319.0,0.0,0.0,5772758.0,0.0,MA
726,Mason,42.0,322.0,2230.0,0.0,1.0,2420525.0,157.0,MA
727,Townsend,155.0,1628.0,9658.0,850.0,85472.0,10481564.0,10260343.0,MA
729,Groton,202.0,2594.0,17465.0,1099.0,122491.0,18954204.0,14704194.0,MA
730,Ayer,152.0,5339.0,36067.0,1447.0,159843.0,39142010.0,19187952.0,MA
731,Harvard,61.0,2516.0,16996.0,504.0,58602.0,18445341.0,7034698.0,MA
732,Shirley,91.0,1001.0,6742.0,373.0,41003.0,7316860.0,4922100.0,MA
733,Littleton,216.0,9002.0,59839.0,2355.0,261422.0,64941557.0,31381802.0,MA
737,Lancaster,120.0,2019.0,13606.0,508.0,59033.0,14765960.0,7086461.0,MA
750,Dunstable,52.0,404.0,2728.0,127.0,14183.0,2960625.0,1702563.0,MA
753,Pepperell,213.0,2013.0,13599.0,580.0,65177.0,14758817.0,7823964.0,MA
755,Tyngsborough,261.0,4509.0,30463.0,1556.0,174945.0,33060445.0,21000839.0,MA
756,Westford,405.0,13112.0,84091.0,2665.0,298383.0,91260699.0,35818670.0,MA
759,Bolton,100.0,1082.0,7312.0,296.0,38148.0,7935005.0,4579384.0,MA
761,Stow,142.0,1963.0,12450.0,520.0,60404.0,13511814.0,7251039.0,MA
763,Boxborough,107.0,3280.0,20806.0,1027.0,119430.0,22580272.0,14336755.0,MA
769,Princeton,72.0,1271.0,8590.0,0.0,0.0,9322448.0,52.0,MA
776,Sterling,153.0,1480.0,9998.0,817.0,94992.0,10850463.0,11403063.0,MA
779,Acton,435.0,8058.0,49984.0,3076.0,349120.0,54245941.0,41909327.0,MA
793,Brookline,79.0,647.0,4483.0,69.0,6111.0,4865491.0,733522.0,MA
797,Hollis,171.0,2309.0,15995.0,988.0,87372.0,17359122.0,10488408.0,MA
833,Millbury,239.0,3989.0,26949.0,1295.0,161449.0,29246365.0,19380828.0,MA
834,Oxford,262.0,3465.0,23408.0,1455.0,165400.0,25404184.0,19855051.0,MA
835,Auburn,421.0,11731.0,79253.0,3027.0,363272.0,86010830.0,43608171.0,MA
836,Worcester,3079.0,80868.0,546211.0,24152.0,3095169.0,592784977.0,371552441.0,MA
837,Hudson,421.0,6045.0,42716.0,2008.0,258689.0,46357904.0,31053770.0,MA
838,Berlin,93.0,4969.0,33568.0,669.0,77760.0,36429800.0,9334517.0,MA
839,Marlborough,740.0,20506.0,136798.0,5637.0,712054.0,148462137.0,85476820.0,MA
840,Clinton,195.0,4865.0,32857.0,1384.0,153651.0,35659044.0,18444621.0,MA
842,Boylston,100.0,2040.0,13756.0,686.0,88311.0,14928800.0,10601064.0,MA
843,Northborough,365.0,11276.0,76181.0,3228.0,415831.0,82676825.0,49917521.0,MA
844,North Smithfield,266.0,7298.0,49246.0,1448.0,129784.0,53445067.0,15579663.0,MA
845,Millville,56.0,603.0,4076.0,178.0,22905.0,4423201.0,2749531.0,MA
846,Mendon,157.0,2010.0,13578.0,381.0,47692.0,14735327.0,5725075.0,MA
847,Woonsocket,662.0,19298.0,130226.0,4350.0,389796.0,141330279.0,46792167.0,MA
848,Bellingham,325.0,5946.0,38442.0,1071.0,133951.0,41720153.0,16079786.0,MA
849,Blackstone,121.0,1114.0,7529.0,522.0,66273.0,8170877.0,7955604.0,MA
852,West Boylston,174.0,3859.0,26045.0,749.0,96513.0,28265961.0,11585707.0,MA
853,Shrewsbury,676.0,15128.0,102962.0,4119.0,530560.0,111741639.0,63689865.0,MA
862,East Brookfield,49.0,516.0,3488.0,215.0,23785.0,3785917.0,2855246.0,MA
863,Southbridge Town,327.0,5441.0,36757.0,2245.0,247888.0,39891089.0,29757099.0,MA
864,Dudley,150.0,2982.0,20148.0,1211.0,133697.0,21866222.0,16049397.0,MA
867,Charlton,228.0,2395.0,16177.0,0.0,0.0,17556563.0,45.0,MA
868,Leicester,190.0,2998.0,20254.0,981.0,114107.0,21980861.0,13697733.0,MA
883,Thompson,178.0,1480.0,9292.0,0.0,0.0,10084672.0,0.0,MA
884,Sutton,179.0,2316.0,15647.0,890.0,111564.0,16981188.0,13392463.0,MA
886,Douglas,120.0,941.0,6359.0,0.0,3.0,6900920.0,382.0,MA
887,Burrillville,239.0,6605.0,44563.0,587.0,52592.0,48363186.0,6313280.0,MA
888,Uxbridge,263.0,3770.0,25471.0,1353.0,174247.0,27642426.0,20917022.0,MA
895,Grafton,272.0,3203.0,21639.0,1058.0,136224.0,23484450.0,16352748.0,MA
896,Westborough,431.0,25091.0,161064.0,5248.0,676071.0,174797745.0,81157431.0,MA
897,Upton,139.0,1299.0,8229.0,408.0,52608.0,8931118.0,6315263.0,MA
899,Holden,241.0,4582.0,29877.0,1138.0,146629.0,32424634.0,17601771.0,MA
900,Paxton,67.0,801.0,5413.0,0.0,1.0,5874296.0,106.0,MA
950,Northbridge,202.0,6955.0,46987.0,1633.0,210329.0,50993510.0,25248473.0,MA
971,Webster,353.0,6711.0,45340.0,2362.0,260890.0,49206238.0,31317987.0,MA
1008,Woodstock,173.0,1238.0,7772.0,0.0,0.0,8434941.0,8.0,MA
1037,Milford,526.0,13981.0,94168.0,4173.0,537564.0,102197835.0,64530687.0,MA
1040,Hopedale,115.0,1532.0,10350.0,509.0,63700.0,11232106.0,7646694.0,MA
1041,Hopkinton,285.0,9234.0,56520.0,2232.0,287483.0,61338747.0,34510225.0,MA
1067,Southborough,234.0,5313.0,33657.0,1592.0,190246.0,36527218.0,22837616.0,MA
1130,Ashland,300.0,4128.0,25398.0,1812.0,233366.0,27563414.0,28013934.0,MA
1131,Wayland,244.0,5074.0,30790.0,1183.0,137583.0,33414886.0,16515819.0,MA
1133,Framingham,1224.0,40770.0,247426.0,10297.0,1197184.0,268523216.0,143713215.0,MA
1134,Natick,776.0,27241.0,165363.0,6729.0,782391.0,179463469.0,93920368.0,MA
1136,Sudbury,384.0,6001.0,36437.0,2138.0,248626.0,39544366.0,29845737.0,MA
1137,Sherborn,116.0,1068.0,6479.0,220.0,25618.0,7031478.0,3075289.0,MA
1148,Carlisle,97.0,1001.0,6076.0,264.0,29422.0,6593750.0,3531889.0,MA
1149,Concord,482.0,11316.0,68672.0,3657.0,403833.0,74527367.0,48477182.0,MA
1153,Maynard,197.0,7351.0,44609.0,1600.0,186053.0,48412897.0,22334289.0,MA
1159,Holliston,313.0,5641.0,34248.0,2055.0,263055.0,37168418.0,31577882.0,MA
1163,Bedford,248.0,12801.0,80070.0,2878.0,320003.0,86896923.0,38414069.0,MA
1165,Burlington,498.0,22463.0,136320.0,5967.0,662958.0,147943215.0,79583254.0,MA
1166,Lexington,673.0,16282.0,98817.0,4512.0,498279.0,107242843.0,59814787.0,MA
1167,Billerica,732.0,23057.0,150778.0,4110.0,471929.0,163634797.0,56651620.0,MA
1168,Lincoln,143.0,2653.0,16097.0,1160.0,134231.0,17469926.0,16113469.0,MA
1184,Chelmsford,731.0,19275.0,129896.0,3436.0,410251.0,140971473.0,49247587.0,MA
1195,Millis,155.0,1799.0,10915.0,366.0,45830.0,11846021.0,5501548.0,MA
1197,Medway,225.0,2192.0,13568.0,421.0,51113.0,14724903.0,6135793.0,MA
1246,Wellesley,652.0,18741.0,113888.0,5272.0,594366.0,123598809.0,71349269.0,MA
1247,Dover,133.0,1149.0,6973.0,253.0,29438.0,7567363.0,3533782.0,MA
1249,Weston,293.0,3396.0,20606.0,945.0,109864.0,22363390.0,13188414.0,MA
1258,Medfield,229.0,3636.0,22066.0,532.0,64886.0,23947087.0,7789124.0,MA
1266,Waltham,1270.0,56139.0,340683.0,16347.0,1805206.0,369731935.0,216701755.0,MA
1294,Winchester,482.0,6952.0,42190.0,2449.0,270479.0,45787202.0,32469054.0,MA
1295,Wilmington,368.0,12336.0,83341.0,2619.0,298266.0,90447233.0,35804687.0,MA
1298,Woburn,852.0,33699.0,204550.0,8221.0,910031.0,221991518.0,109242630.0,MA
1299,Stoneham,342.0,8580.0,52348.0,2891.0,319101.0,56811705.0,38305724.0,MA
1300,Reading,448.0,2771.0,18781.0,2184.0,242617.0,20382353.0,29124420.0,MA
1307,Andover,540.0,20597.0,139149.0,2498.0,293992.0,151013456.0,35291578.0,MA
1308,Tewksbury,518.0,13085.0,88398.0,1923.0,228485.0,95935926.0,27427952.0,MA
1309,North Andover,472.0,11109.0,75049.0,1767.0,203858.0,81447929.0,24471683.0,MA
1310,North Reading,332.0,7851.0,50817.0,1693.0,188923.0,55149890.0,22678831.0,MA
1311,Lawrence,952.0,30937.0,209009.0,4069.0,475306.0,226830772.0,57057067.0,MA
1313,Dracut,466.0,5089.0,34379.0,1004.0,119714.0,37310776.0,14370761.0,MA
1314,Methuen Town,711.0,14827.0,100168.0,2004.0,234422.0,108708503.0,28140656.0,MA
1322,Lowell,1513.0,36771.0,248421.0,6031.0,723886.0,269602526.0,86897262.0,MA
1331,Pelham,232.0,3105.0,24092.0,631.0,55609.0,26145861.0,6675441.0,MA
1334,Nashua,1438.0,46354.0,321087.0,9100.0,804996.0,348465202.0,96633873.0,MA
1339,Haverhill,1028.0,20520.0,138632.0,0.0,1.0,150452153.0,141.0,MA
1340,Groveland,110.0,1458.0,9849.0,0.0,0.0,10689246.0,0.0,MA
1341,Plaistow,208.0,6641.0,45682.0,1004.0,88060.0,49577616.0,10570917.0,MA
1342,West Newbury,79.0,1927.0,13017.0,0.0,0.0,14127136.0,0.0,MA
1343,Merrimac,124.0,1675.0,11316.0,0.0,0.0,12280923.0,0.0,MA
1344,Atkinson,108.0,910.0,6257.0,331.0,29214.0,6790981.0,3506925.0,MA
1346,Salem,648.0,25868.0,204900.0,3220.0,282782.0,222371234.0,33945958.0,MA
1349,Rowley,159.0,1901.0,12848.0,0.0,0.0,13943246.0,0.0,MA
1351,Newbury,137.0,1656.0,11190.0,0.0,0.0,12144374.0,0.0,MA
1352,Boxford,140.0,1171.0,7913.0,0.0,0.0,8587662.0,42.0,MA
1353,Georgetown,135.0,2299.0,15531.0,0.0,0.0,16855296.0,0.0,MA
1379,Middleton,146.0,5183.0,35016.0,1350.0,151723.0,38001287.0,18213265.0,MA
1398,Newton,79.0,400.0,2581.0,85.0,7419.0,2800835.0,890578.0,MA
1401,Amesbury Town,340.0,7057.0,47679.0,0.0,0.0,51744708.0,33.0,MA
1415,Lynnfield,269.0,7919.0,53274.0,1841.0,203133.0,57816394.0,24384663.0,MA
1421,Wakefield,471.0,7054.0,46448.0,5419.0,597059.0,50408330.0,71672514.0,MA
1438,Hudson,387.0,8154.0,56485.0,1874.0,165789.0,61301375.0,19901761.0,MA
1440,Saugus,469.0,11004.0,74260.0,3073.0,339104.0,80591970.0,40706940.0,MA
1442,Melrose,464.0,6114.0,39518.0,1858.0,204993.0,42887155.0,24607969.0,MA
1462,Arlington,871.0,9877.0,60518.0,3300.0,371043.0,65678067.0,44540976.0,MA
1464,Medford,908.0,19895.0,126670.0,5289.0,597715.0,137470566.0,71751290.0,MA
1467,Lynn,1163.0,17489.0,118153.0,6452.0,712500.0,128226997.0,85530457.0,MA
1468,Swampscott,342.0,6438.0,43495.0,2152.0,237685.0,47203775.0,28532305.0,MA
1470,Nahant,66.0,547.0,3695.0,153.0,16863.0,4010258.0,2024256.0,MA
1473,Salem,880.0,21053.0,142197.0,7010.0,774120.0,154321339.0,92927481.0,MA
1475,Peabody,846.0,15111.0,99833.0,6783.0,749058.0,108345324.0,89918900.0,MA
1478,Revere,833.0,12890.0,86137.0,4768.0,526550.0,93481228.0,63208534.0,MA
1483,Malden,867.0,15610.0,105273.0,5105.0,563792.0,114249608.0,67679133.0,MA
1485,Marblehead,586.0,7278.0,49159.0,0.0,17.0,53350938.0,1986.0,MA
1491,Newburyport,539.0,10833.0,73184.0,0.0,0.0,79424505.0,0.0,MA
1492,South Hampton,23.0,113.0,728.0,26.0,2295.0,790606.0,275544.0,MA
1494,Salisbury,218.0,5971.0,40337.0,0.0,4.0,43776384.0,464.0,MA
1497,Manchester-by-the-Sea,158.0,1931.0,13046.0,0.0,0.0,14158708.0,17.0,MA
1499,Danvers,621.0,8531.0,57435.0,5228.0,577316.0,62332409.0,69302625.0,MA
1500,Wenham,81.0,1375.0,9266.0,0.0,2.0,10056313.0,208.0,MA
1501,Beverly,873.0,18514.0,124986.0,6019.0,664708.0,135642831.0,79793327.0,MA
1505,Topsfield,178.0,2710.0,18260.0,0.0,3.0,19817140.0,357.0,MA
1509,Ipswich,305.0,4308.0,29698.0,0.0,0.0,32230097.0,0.0,MA
1522,Essex,107.0,2745.0,18545.0,0.0,0.0,20125891.0,31.0,MA
1524,Hamilton,164.0,1729.0,11683.0,0.0,0.0,12679618.0,0.0,MA
1525,Gloucester,681.0,12634.0,85354.0,4507.0,497769.0,92631974.0,59753508.0,MA
1530,Rockport,201.0,1800.0,12164.0,579.0,63987.0,13200789.0,7681154.0,MA
1571,Seabrook,211.0,6620.0,42735.0,1091.0,95711.0,46379284.0,11489418.0,MA
1621,Franklin Town,566.0,14816.0,99891.0,1774.0,207271.0,108408257.0,24881406.0,MA
1623,Wrentham,163.0,3806.0,25204.0,695.0,81131.0,27352792.0,9739178.0,MA
1630,Milton,481.0,6933.0,43014.0,2690.0,297303.0,46681842.0,35689001.0,MA
1631,Norwood,685.0,20429.0,124193.0,4955.0,561094.0,134782890.0,67355195.0,MA
1632,Dedham,575.0,15593.0,94626.0,3926.0,471551.0,102694763.0,56606264.0,MA
1633,Randolph,529.0,8621.0,56585.0,2212.0,249153.0,61409591.0,29909012.0,MA
1634,Sharon,330.0,4882.0,30607.0,783.0,88694.0,33216814.0,10647018.0,MA
1635,Westwood,288.0,8468.0,51389.0,1672.0,196674.0,55771183.0,23609312.0,MA
1636,Canton,554.0,19064.0,116590.0,3129.0,362051.0,126531040.0,43461603.0,MA
1637,Stoughton,593.0,15240.0,99457.0,1909.0,223006.0,107937819.0,26770234.0,MA
1638,Hingham,504.0,14115.0,95311.0,0.0,53.0,103437958.0,6324.0,MA
1639,Hull,274.0,3625.0,24042.0,137.0,15101.0,26091778.0,1812733.0,MA
