,city,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,state_id
22420,Barree,6.0,24.0,258.0,0.0,0.0,497303.0,7.0,PA
22421,Miller,5.0,22.0,236.0,0.0,0.0,454709.0,6.0,PA
22422,Menno,18.0,140.0,1388.0,43.0,5656.0,2674920.0,678930.0,PA
22424,Brady,6.0,54.0,535.0,24.0,3136.0,1030816.0,376413.0,PA
22427,Juniata,46.75,568.25,5651.75,204.25,27147.5,10891714.5,3258880.25,PA
22429,Huntingdon,175.0,2145.0,21326.0,803.0,106832.0,41098123.0,12824445.0,PA
22430,Smithfield,50.0,1040.0,10344.0,0.0,36.0,19934213.0,4287.0,PA
22439,Jordan,6.0,47.0,467.0,19.0,2428.0,899525.0,291457.0,PA
22444,Marklesburg,11.0,99.0,986.25,29.25,3819.0,1900424.25,458422.25,PA
22445,Huston,11.0,99.0,986.25,29.25,3819.0,1900424.25,458422.25,PA
22463,Martinsburg,54.0,422.0,4197.0,256.0,32787.0,8087912.0,3935793.0,PA
22465,Huston,20.0,175.25,1743.5,82.75,10634.0,3359886.0,1276522.0,PA
22474,Bloomfield,10.0,62.0,620.0,28.0,3604.0,1195161.0,432630.0,PA
22486,Osceola Mills,25.0,298.0,2959.0,92.0,11822.0,5702075.0,1419182.0,PA
22489,St. Clairsville,28.0,134.75,1345.25,77.5,9945.25,2592923.0,1193838.5,PA
22498,Patton,65.0,380.0,3786.0,0.0,0.0,7296769.0,5.0,PA
22499,Chest Springs,26.5,157.25,1565.5,2.5,318.75,3016997.75,38264.5,PA
22503,Ferguson,268.0,5109.0,59144.0,2358.0,299037.0,100834262.0,35897218.0,PA
22504,Potter,81.0,541.0,6246.0,290.0,36761.0,10649256.0,4412833.0,PA
22507,Harris,111.0,605.0,7010.0,301.0,38140.0,11950460.0,4578462.0,PA
22510,Brown,74.0,395.0,3941.0,176.0,23456.0,7593954.0,2815731.0,PA
22515,Franklin,4.0,33.0,353.0,0.0,0.0,679740.0,2.0,PA
22528,Roaring Spring,43.0,702.0,6981.0,128.0,17002.0,13452383.0,2040945.0,PA
22534,Clay,1.0,4.0,48.0,0.0,0.0,92882.0,7.0,PA
22535,Taylor,16.0,91.0,1054.0,45.0,5804.0,2030518.0,696717.0,PA
22543,Coalmont,7.0,74.0,740.0,18.75,2437.25,1426131.25,292575.5,PA
22547,Saxton,44.0,365.0,3628.0,186.0,23822.0,6992173.0,2859614.0,PA
22553,Coaldale,1.0,5.0,49.0,2.0,307.0,94174.0,36816.0,PA
22573,Tyrone,119.0,1079.0,10749.0,0.0,0.0,20715343.0,0.0,PA
22582,Warriors Mark,15.0,110.0,1196.0,0.0,0.0,2304545.0,6.0,PA
22584,Taylor,14.0,66.0,769.0,60.0,7633.0,1311201.0,916336.0,PA
22585,Birmingham,1.0,9.0,95.0,0.0,0.0,183655.0,0.0,PA
22595,Valley-Hi,7.0,41.25,424.5,3.25,420.5,801029.5,50463.25,PA
22607,Huston,9.25,145.5,1447.0,6.0,778.0,2788532.25,93385.75,PA
22610,Williamsburg,30.0,148.0,1471.0,28.0,3673.0,2835653.0,440910.0,PA
22617,Bradford,207.0,2447.0,24377.0,740.0,104842.0,46977023.0,12585498.0,PA
22618,Keating,9.0,59.0,607.0,19.0,2637.0,1170368.0,316536.0,PA
22620,Foster,108.0,1314.0,13095.0,336.0,45222.0,25235777.0,5428553.0,PA
22621,Lewis Run,14.0,69.0,688.0,21.0,2744.0,1325238.0,329371.0,PA
22623,Lafayette,27.0,142.0,1419.0,47.0,6100.0,2733745.0,732256.0,PA
22624,Carrollton,17.0,121.0,1148.0,47.0,8370.0,2066226.0,1004731.0,PA
22625,Red House,47.25,570.75,5439.75,102.5,17853.5,9838921.0,2143164.5,PA
22626,Allegany,132.0,1906.0,18108.0,299.0,53782.0,32604059.0,6456120.0,PA
22627,Coldspring,13.0,114.0,1084.0,17.0,3162.0,1951654.0,379551.0,PA
22628,Otto,14.0,89.0,894.0,31.0,4315.0,1722808.0,518027.0,PA
22630,Keating,4.5,27.25,276.0,9.5,1281.5,525653.25,153840.0,PA
22634,Sylvania,7.0,43.0,493.0,13.0,1777.0,839929.0,213294.0,PA
22636,Homer,3.0,16.0,190.0,5.0,686.0,366648.0,82370.0,PA
22637,Leidy,1.0,5.0,60.0,1.0,135.0,116224.0,16251.0,PA
22638,Liberty,13.0,75.0,805.0,20.0,2704.0,1551063.0,324637.0,PA
22640,Austin,8.0,46.0,527.0,14.0,1901.0,898864.0,228260.0,PA
22643,Summit,4.0,24.0,277.0,8.0,999.0,533694.0,119898.0,PA
22645,Bradford,56.0,389.0,3874.0,114.0,15058.0,7466315.0,1807574.0,PA
22648,Mount Jewett,16.0,129.0,1395.0,95.0,12501.0,2378146.0,1500704.0,PA
22654,Eldred,27.0,169.0,1691.0,59.0,8162.0,3258347.0,979744.0,PA
22658,Annin,4.0,22.0,244.0,6.0,797.0,469602.0,95615.0,PA
22659,Genesee,20.0,188.0,1547.0,73.0,13711.0,2785151.0,1645954.0,PA
22660,Olean,62.0,512.0,4844.0,101.0,18205.0,8722188.0,2185413.0,PA
22661,Ceres,2.0,10.0,98.0,3.0,474.0,189183.0,56885.0,PA
22663,Portville,68.0,745.0,7078.0,264.0,47486.0,12744091.0,5700320.0,PA
22673,Kane,93.0,983.0,10665.0,239.0,32108.0,18182917.0,3854271.0,PA
22693,Keating,22.75,136.25,1480.75,39.25,5228.5,2834039.25,627610.25,PA
22695,Port Allegany,83.0,492.0,5338.0,131.0,17447.0,10286293.0,2094389.0,PA
22696,Clara,22.5,133.0,1441.5,35.75,4776.0,2772737.0,573302.0,PA
22700,Pleasant Valley,1.0,8.0,91.0,5.0,632.0,175963.0,75881.0,PA
22701,Roulette,18.0,103.0,1192.0,32.0,4299.0,2032257.0,516077.0,PA
22708,Keating,14.25,110.5,1144.5,39.25,5357.75,2205280.0,643154.5,PA
22709,Hebron,3.0,19.0,207.0,10.0,1430.0,398142.0,171692.0,PA
22710,Clara,10.75,87.0,923.0,29.5,3993.25,1778459.0,479377.75,PA
22711,Eulalia,13.0,165.0,1786.0,57.0,7524.0,3441823.0,903155.0,PA
22716,Genesee,21.0,124.0,1343.0,44.0,6051.0,2587545.0,726416.0,PA
22717,Bolivar,42.0,381.0,3153.0,147.0,27397.0,5676594.0,3288783.0,PA
22719,Clara,17.75,141.0,1281.0,61.0,10209.0,2368723.25,1225509.25,PA
22721,Shinglehouse,24.0,154.0,1666.0,84.0,11535.0,3210974.0,1384677.0,PA
22722,Sharon,10.0,65.0,708.0,36.0,4902.0,1364511.0,588422.0,PA
22723,Alma,18.0,148.0,1387.0,56.0,10446.0,2497273.0,1253939.0,PA
22725,Oswayo,24.25,162.5,1640.5,52.25,7714.0,3050406.25,925993.5,PA
22730,Smethport,75.0,401.0,4351.0,148.0,19624.0,8385848.0,2355738.0,PA
22745,State College,513.0,8483.0,98217.0,3649.0,462833.0,167449945.0,55559727.0,PA
22746,College,262.0,6870.0,79541.0,2751.0,348866.0,135608955.0,41878755.0,PA
22747,Benner,70.0,1189.0,13761.0,407.0,51614.0,23460858.0,6195850.0,PA
22750,Patton,172.0,3800.0,43994.0,1046.0,132608.0,75004268.0,15918630.0,PA
22752,Halfmoon,0.0,188.0,2175.0,86.0,10967.0,3707952.0,1316485.0,PA
22755,Hartley,51.0,318.0,3774.0,37.0,4964.0,7272235.0,595924.0,PA
22756,Millheim,23.0,108.0,1279.0,71.0,8956.0,2180525.0,1075105.0,PA
22757,Haines,27.0,126.0,1492.0,82.0,10447.0,2543460.0,1254050.0,PA
22758,Penn,13.0,58.0,691.0,38.0,4841.0,1178699.0,581156.0,PA
22759,Miles,21.0,100.0,1184.0,65.0,8294.0,2019270.0,995599.0,PA
22760,Morris,10.0,87.0,863.0,57.0,7376.0,1662406.0,885411.0,PA
22761,Beech Creek,27.0,493.0,5850.0,137.0,17514.0,9973964.0,2102434.0,PA
22762,Curtin,1.0,4.0,45.0,2.0,245.0,76162.0,29381.0,PA
22763,Bald Eagle,45.0,808.0,9598.0,224.0,28734.0,16363769.0,3449356.0,PA
22764,Liberty,18.0,91.0,1054.0,45.0,5777.0,1797738.0,693502.0,PA
22765,Grugan,1.0,7.0,79.0,1.0,101.0,152924.0,12079.0,PA
22766,Noyes,4.0,19.0,229.0,4.0,514.0,441372.0,61716.0,PA
22768,Huston,15.0,70.0,813.0,63.0,8066.0,1385521.0,968275.0,PA
22769,Milesburg,19.0,149.0,1729.0,100.0,12619.0,2948366.0,1514876.0,PA
22770,Marion,4.0,20.0,236.0,17.0,2183.0,403138.0,261995.0,PA
22771,Union,20.0,94.0,1088.0,84.0,10794.0,1854165.0,1295788.0,PA
22772,Boggs,63.0,508.0,5878.0,338.0,42895.0,10021804.0,5149221.0,PA
22773,Bellefonte,168.0,3281.0,37990.0,1724.0,218698.0,64768801.0,26253094.0,PA
22774,Howard,13.0,64.0,744.0,32.0,4076.0,1268300.0,489264.0,PA
22775,Spring,112.0,984.0,11397.0,370.0,46882.0,19430702.0,5627894.0,PA
22777,Walker,47.0,218.0,2594.0,189.0,23944.0,4422840.0,2874356.0,PA
22779,Bradford,39.0,270.0,2680.0,132.0,17311.0,5164933.0,2078063.0,PA
22786,Gregg,41.0,274.0,3167.0,147.0,18641.0,5400054.0,2237671.0,PA
22789,Armagh,46.0,200.0,2312.0,210.0,26930.0,4456204.0,3232701.0,PA
22792,Centre Hall,45.0,302.0,3484.0,162.0,20506.0,5940310.0,2461542.0,PA
22795,Burnside,3.0,20.0,213.0,10.0,1332.0,410132.0,159882.0,PA
22796,Snow Shoe,33.0,189.0,2045.0,100.0,12798.0,3940991.0,1536315.0,PA
22801,Clearfield,234.0,3439.0,34171.0,1393.0,191855.0,65852030.0,23030733.0,PA
22804,Curwensville,61.0,435.0,4323.0,130.0,17854.0,8330914.0,2143205.0,PA
22818,Lumber City,22.0,175.25,1742.75,48.5,6569.0,3358535.25,788557.5,PA
22821,Cooper,37.0,328.0,3254.0,217.0,27824.0,6271207.0,3340097.0,PA
22824,Unionville,2.0,10.0,120.0,9.0,1187.0,203954.0,142534.0,PA
22828,Graham,16.0,141.0,1398.0,93.0,11953.0,2694039.0,1434868.0,PA
22845,Grampian,3.0,48.0,474.0,7.0,916.0,912676.0,109921.0,PA
22852,Logan,3.0,20.0,236.0,0.0,0.0,455090.0,36.0,PA
22857,Porter,25.0,240.0,2848.0,0.0,5.0,4855249.0,614.0,PA
22862,Howard,14.0,71.0,818.0,35.0,4483.0,1395058.0,538163.0,PA
22871,Worth,13.0,60.0,694.0,54.0,6891.0,1183633.0,827185.0,PA
22893,Wallaceton,1.0,5.0,49.0,2.0,316.0,94286.0,37935.0,PA
22918,Lumber City,50.25,595.75,5930.75,227.0,30944.25,11429709.25,3714615.0,PA
22929,Chester Hill,21.0,247.0,2455.0,76.0,9810.0,4731581.0,1177637.0,PA
22933,Philipsburg,87.0,885.0,8817.0,303.0,40278.0,16991627.0,4835108.0,PA
22945,Port Matilda,16.0,74.0,858.0,66.0,8514.0,1462383.0,1021990.0,PA
22960,Greene,31.0,189.0,2249.0,0.0,3.0,4334872.0,343.0,PA
22961,Lewis,15.0,95.0,1128.0,11.0,1484.0,2174248.0,178169.0,PA
22998,Delmar,37.0,614.0,6101.0,150.0,19990.0,11756687.0,2399679.0,PA
22999,Morris,4.0,60.0,648.0,14.0,1928.0,1247836.0,231451.0,PA
23000,Bloss,1.0,14.0,138.0,4.0,479.0,265853.0,57503.0,PA
23001,Covington,8.0,84.0,832.0,40.0,5382.0,1603553.0,646100.0,PA
23002,Clymer,4.0,38.0,375.0,17.0,2326.0,723572.0,279262.0,PA
23003,Shippen,5.0,83.0,825.0,20.0,2703.0,1589540.0,324444.0,PA
23004,Charleston,32.0,550.0,5464.0,143.0,18974.0,10530278.0,2277667.0,PA
23005,Elk,2.0,28.0,283.0,7.0,927.0,544942.0,111229.0,PA
23006,Gaines,7.0,113.0,1121.0,28.0,3673.0,2160030.0,440888.0,PA
23007,Duncan,0.0,4.0,46.0,1.0,137.0,88945.0,16498.0,PA
23008,Chatham,2.0,22.0,220.0,10.0,1363.0,423998.0,163641.0,PA
23009,Wellsboro,132.0,2104.0,18201.0,807.0,107414.0,35076627.0,12894226.0,PA
23010,Middlebury,5.0,55.0,548.0,26.0,3398.0,1056811.0,407875.0,PA
23011,Richmond,56.0,988.0,9813.0,228.0,30381.0,18910352.0,3646993.0,PA
23013,Union,3.0,44.0,476.0,11.0,1418.0,917509.0,170181.0,PA
23018,Blossburg,38.0,655.0,6507.0,170.0,22595.0,12540136.0,2712394.0,PA
23019,Hamilton,0.0,4.0,40.0,2.0,256.0,76409.0,30787.0,PA
23020,Ward,0.0,3.0,26.0,1.0,165.0,49241.0,19840.0,PA
23021,Liberty,2.0,30.0,329.0,7.0,979.0,633330.0,117471.0,PA
23022,South Creek,5.0,44.0,438.0,19.0,2590.0,844962.0,310892.0,PA
23023,Troy,18.0,373.0,3714.0,73.0,9758.0,7157019.0,1171343.0,PA
23024,Jackson,6.0,58.0,575.0,20.0,2690.0,1108563.0,322866.0,PA
23025,Springfield,8.0,46.0,458.0,15.0,1952.0,882956.0,234379.0,PA
23026,Ridgebury,5.0,45.0,447.0,20.0,2643.0,862288.0,317267.0,PA
23027,Wells,12.0,114.0,1133.0,50.0,6691.0,2183105.0,803244.0,PA
23028,Columbia,1.0,14.0,142.0,3.0,373.0,273795.0,44810.0,PA
23029,Sullivan,6.0,59.0,584.0,28.0,3774.0,1124475.0,453071.0,PA
23030,Rutland,3.0,36.0,354.0,17.0,2288.0,681734.0,274683.0,PA
23031,Smithfield,14.0,82.0,813.0,26.0,3463.0,1566097.0,415718.0,PA
23032,Keating,28.75,348.0,3744.75,120.0,15974.0,7212690.75,1917574.0,PA
23034,Coudersport,97.0,1269.0,13751.0,435.0,57927.0,26499748.0,6953692.0,PA
23036,Allegany,9.0,53.0,578.0,19.0,2605.0,1113797.0,312683.0,PA
23037,Clara,10.25,58.25,631.0,20.0,2768.5,1215651.25,332353.25,PA
23038,West Branch,8.0,37.0,396.0,7.0,988.0,763121.0,118622.0,PA
23043,Sweden,10.0,135.0,1459.0,46.0,6145.0,2811237.0,737685.0,PA
23046,Oswayo,10.75,62.0,700.25,18.5,2475.75,1253969.5,297218.0,PA
23049,Ulysses,12.0,71.0,771.0,25.0,3475.0,1485745.0,417102.0,PA
23050,Abbott,6.0,25.0,274.0,5.0,683.0,527464.0,81991.0,PA
23058,Putnam,9.0,91.0,910.0,44.0,5884.0,1753013.0,706320.0,PA
23059,Armenia,3.0,60.0,597.0,12.0,1568.0,1149849.0,188188.0,PA
23060,Woodhull,24.0,155.0,1459.0,20.0,2786.0,2626315.0,334394.0,PA
23061,Osceola,11.0,63.0,626.0,18.0,2329.0,1206097.0,279565.0,PA
23062,Elkland,26.0,146.0,1445.0,40.0,5378.0,2785408.0,645639.0,PA
23063,Nelson,2.0,9.0,90.0,3.0,334.0,173069.0,40116.0,PA
23064,Tuscarora,28.0,180.0,1694.0,23.0,3235.0,3050432.0,388394.0,PA
23065,Brown,3.0,48.0,569.0,0.0,0.0,1096478.0,4.0,PA
23068,Pike,11.0,50.0,541.0,10.0,1351.0,1043139.0,162149.0,PA
23073,Stewardson,6.0,25.0,266.0,5.0,663.0,512046.0,79594.0,PA
23080,Galeton,48.0,210.0,2278.0,43.0,5685.0,4390040.0,682403.0,PA
23086,Independence,10.0,69.0,655.0,27.0,5078.0,1178676.0,609553.0,PA
23087,Bingham,18.0,107.0,1164.0,38.0,5244.0,2242389.0,629518.0,PA
23090,Willing,18.0,193.0,1833.0,82.0,15379.0,3299767.0,1846141.0,PA
23091,Oswayo,13.25,114.0,1107.25,45.5,7972.5,2031936.75,957018.5,PA
23094,Chemung,33.0,2022.0,18987.0,89.0,15305.0,34187212.0,1837229.0,PA
23100,Ashland,28.0,140.0,1314.0,100.0,17205.0,2365303.0,2065393.0,PA
23101,Southport,149.0,1247.0,11711.0,505.0,86812.0,21086199.0,10421095.0,PA
23102,Franklin,52.25,467.75,4461.5,181.25,30005.0,8185627.0,3601875.75,PA
23104,Canton,14.0,111.0,1107.0,47.0,6245.0,2133987.0,749672.0,PA
23105,Burlington,0.0,2.0,21.0,0.0,51.0,39806.0,6168.0,PA
23106,Leroy,7.0,39.0,388.0,7.0,966.0,748350.0,115968.0,PA
23107,Granville,1.0,7.0,71.0,1.0,177.0,137207.0,21262.0,PA
23108,West Burlington,5.5,32.25,305.5,4.75,818.75,564877.25,98275.75,PA
23109,West Union,4.0,25.0,231.0,3.0,645.0,415626.0,77403.0,PA
23110,Troupsburg,10.0,58.0,532.0,8.0,1487.0,958326.0,178470.0,PA
23112,Westfield,12.0,98.0,978.0,29.0,3891.0,1885395.0,467065.0,PA
23113,Brookfield,2.0,19.0,190.0,6.0,756.0,366516.0,90796.0,PA
23114,Hector,4.0,26.0,279.0,9.0,1258.0,537877.0,151001.0,PA
23115,Harrison,29.0,173.0,1874.0,61.0,8447.0,3611788.0,1013958.0,PA
23117,Deerfield,2.0,16.0,160.0,5.0,636.0,308030.0,76308.0,PA
23121,Knoxville,14.0,118.0,1170.0,35.0,4653.0,2254896.0,558601.0,PA
23123,Lawrenceville,12.0,107.0,1064.0,37.0,4973.0,2049838.0,597010.0,PA
23126,Lawrence,25.0,231.0,2302.0,81.0,10763.0,4436183.0,1292026.0,PA
23127,Caton,26.0,165.0,1550.0,56.0,7947.0,2791246.0,953935.0,PA
23129,Farmington,1.0,3.0,29.0,1.0,109.0,56628.0,13126.0,PA
23130,Tioga,9.0,101.0,999.0,47.0,6190.0,1925278.0,743058.0,PA
23131,Lindley,22.0,140.0,1319.0,47.0,6761.0,2374839.0,811624.0,PA
23133,McIntyre,12.0,63.0,732.0,6.0,790.0,1410045.0,94891.0,PA
23136,Cogan House,10.0,52.0,604.0,5.0,652.0,1163453.0,78297.0,PA
23138,Jackson,4.0,19.0,216.0,2.0,233.0,415763.0,27979.0,PA
23139,Pine,5.0,25.0,287.0,2.0,310.0,489810.0,37259.0,PA
23146,Mansfield,89.0,1578.0,15672.0,365.0,48521.0,30201776.0,5824622.0,PA
23147,Roseville,45.75,793.75,7883.25,191.0,25412.5,15191720.25,3050588.25,PA
23172,McHenry,3.0,44.0,519.0,0.0,0.0,1000200.0,4.0,PA
23200,Franklin,16.75,312.75,3110.25,65.5,8706.75,5993983.25,1045206.0,PA
23201,Troy,55.0,1166.0,11600.0,229.0,30478.0,22354615.0,3658636.0,PA
23203,Burlington,2.0,10.0,98.0,2.0,244.0,189194.0,29319.0,PA
23207,Sylvania,3.0,69.0,687.0,14.0,1806.0,1324685.0,216803.0,PA
23208,North Towanda,16.0,391.0,3897.0,0.0,0.0,7510442.0,4.0,PA
23210,West Burlington,8.25,128.0,1272.5,11.0,1479.0,2451878.5,177561.25,PA
23230,Wayne,35.0,153.0,1525.0,0.0,3.0,2938453.0,349.0,PA
23231,Oliver,43.0,244.0,2432.0,48.0,6386.0,4687477.0,766566.0,PA
23236,East Hanover,30.0,117.0,1214.0,0.0,4.0,2339233.0,488.0,PA
23237,South Annville,53.0,192.0,1994.0,181.0,22240.0,3843135.0,2669794.0,PA
23238,North Annville,32.0,155.0,1614.0,120.0,14788.0,3110698.0,1775183.0,PA
23239,North Londonderry,80.0,897.0,9338.0,284.0,34923.0,17994986.0,4192204.0,PA
23240,Palmyra,170.0,1879.0,21955.0,446.0,54779.0,42310211.0,6575847.0,PA
23241,Union,52.0,7762.0,80664.0,1130.0,138704.0,155450817.0,16650364.0,PA
23242,South Londonderry,79.0,447.0,4658.0,164.0,20193.0,8976589.0,2423987.0,PA
23243,North Cornwall,147.0,2006.0,20848.0,461.0,56554.0,40176410.0,6788858.0,PA
23244,Cleona,71.0,273.0,2835.0,175.0,21430.0,5463850.0,2572465.0,PA
23245,Annville,77.0,420.0,4361.0,232.0,28504.0,8403716.0,3421664.0,PA
23246,Granville,75.0,1328.0,15291.0,248.0,33055.0,29468272.0,3968057.0,PA
23252,Berrysburg,4.0,18.0,211.0,0.0,1.0,405961.0,128.0,PA
23253,Hopewell,14.0,521.0,5282.0,86.0,11046.0,10178897.0,1325944.0,PA
23254,Toboyne,10.0,52.0,601.0,0.0,1.0,1158981.0,77.0,PA
23255,Upper Mifflin,14.0,66.0,763.0,0.0,0.0,1470131.0,12.0,PA
23256,Lower Mifflin,22.0,100.0,1154.0,0.0,0.0,2224427.0,19.0,PA
23257,Fannett,38.0,167.0,1802.0,128.0,16467.0,3473218.0,1976767.0,PA
23258,Southwest Madison,3.0,18.0,202.0,0.0,0.0,390142.0,26.0,PA
23259,Blain,7.0,41.0,470.0,0.0,1.0,905303.0,60.0,PA
23260,Jackson,5.0,25.0,292.0,0.0,0.0,563611.0,37.0,PA
23261,Franklin,81.0,362.0,3753.0,164.0,20391.0,7231673.0,2447736.0,PA
23262,South Middleton,262.0,7089.0,82703.0,2247.0,276017.0,159380691.0,33133791.0,PA
23263,Carroll,99.0,785.0,9155.0,227.0,28322.0,17643363.0,3399808.0,PA
23264,Monroe,79.0,313.0,3658.0,149.0,18542.0,7048495.0,2225816.0,PA
23265,Derry,135.0,1124.0,12956.0,449.0,59742.0,24968045.0,7171638.0,PA
23266,Burnham,62.0,1035.0,10309.0,183.0,24349.0,19866209.0,2922965.0,PA
23267,East Pennsboro,294.0,5635.0,67626.0,1603.0,196823.0,130325067.0,23627154.0,PA
23268,Hampden,441.0,13855.0,166261.0,3388.0,415944.0,320407726.0,49931072.0,PA
23269,Lower Allen,359.0,4476.0,53712.0,1733.0,214974.0,103510199.0,25806002.0,PA
23270,Fairview,322.0,3644.0,42560.0,1713.0,213348.0,82018002.0,25610896.0,PA
23271,Shiremanstown,40.0,174.0,2093.0,65.0,8018.0,4032635.0,962456.0,PA
23272,Camp Hill,262.0,1669.0,20025.0,744.0,91285.0,38591730.0,10958140.0,PA
23273,Lemoyne,143.0,2166.0,25990.0,701.0,86049.0,50086456.0,10329512.0,PA
23274,Wormleysburg,74.0,764.0,9165.0,418.0,51259.0,17661672.0,6153220.0,PA
23275,New Cumberland,264.0,1791.0,21495.0,898.0,110978.0,41424659.0,13322139.0,PA
23276,Dickinson,92.0,10845.0,126559.0,2598.0,323597.0,243897365.0,38845456.0,PA
23277,West Pennsboro,80.0,2875.0,33109.0,0.0,2.0,63805685.0,187.0,PA
23278,Lower Frankford,23.0,105.0,1205.0,0.0,0.0,2321652.0,20.0,PA
23279,North Middleton,105.0,3206.0,38473.0,848.0,104081.0,74142744.0,12494179.0,PA
23280,Carroll,72.0,318.0,3821.0,0.0,0.0,7363263.0,0.0,PA
23281,Spring,22.0,107.0,1289.0,0.0,0.0,2483569.0,0.0,PA
23282,Middlesex,122.0,5056.0,59063.0,624.0,76622.0,113822757.0,9197965.0,PA
23284,Carlisle,355.0,6197.0,74370.0,1900.0,233290.0,143321589.0,28004720.0,PA
23287,Upper Frankford,20.0,91.0,1053.0,0.0,0.0,2029405.0,17.0,PA
23288,Silver Spring,262.0,10715.0,127317.0,2414.0,296425.0,245357794.0,35583605.0,PA
23291,Rye,27.0,128.0,1530.0,0.0,0.0,2949142.0,52.0,PA
23292,Penn,72.0,2357.0,27504.0,0.0,13.0,53003624.0,1589.0,PA
23295,Tyrone,8.0,32.0,389.0,0.0,0.0,750388.0,0.0,PA
23299,Cornwall,36.0,102.0,1064.0,52.0,6379.0,2050996.0,765781.0,PA
23300,Chapman,3.0,11.0,137.0,0.0,0.0,263400.0,32.0,PA
23301,Upper Paxton,75.0,566.0,6793.0,0.0,0.0,13090476.0,0.0,PA
23302,Lower Mahanoy,11.0,105.0,1263.0,18.0,2432.0,2434735.0,291887.0,PA
23303,Jordan,1.0,8.0,100.0,1.0,193.0,192847.0,23119.0,PA
23304,Liverpool,14.0,59.0,712.0,0.0,0.0,1372759.0,0.0,PA
23305,Buffalo,9.0,118.0,1421.0,0.0,0.0,2737947.0,0.0,PA
23306,Union,9.0,39.0,473.0,0.0,1.0,912094.0,110.0,PA
23307,Pillow,6.0,24.0,285.0,0.0,1.0,548623.0,173.0,PA
23308,Susquehanna,4.0,12.0,150.0,0.0,0.0,288433.0,0.0,PA
23309,Jackson,4.0,34.0,414.0,6.0,796.0,797192.0,95571.0,PA
23310,Mifflin,26.0,105.0,1260.0,0.0,6.0,2428910.0,768.0,PA
23311,Middle Paxton,95.0,510.0,6120.0,149.0,18258.0,11793207.0,2191771.0,PA
23312,Halifax,79.0,333.0,3996.0,0.0,0.0,7700192.0,0.0,PA
23313,Penn,64.0,310.0,3716.0,0.0,12.0,7161819.0,1385.0,PA
23314,Rush,10.0,53.0,641.0,16.0,1913.0,1235603.0,229637.0,PA
23315,Wayne,16.0,66.0,792.0,0.0,0.0,1525537.0,0.0,PA
23316,East Hanover,98.0,782.0,9139.0,277.0,33970.0,17612241.0,4077895.0,PA
23317,Dauphin,10.0,55.0,657.0,16.0,1960.0,1266012.0,235289.0,PA
23318,Reed,9.0,39.0,465.0,0.0,0.0,896214.0,0.0,PA
23319,West Hanover,147.0,3083.0,36997.0,747.0,91722.0,71297600.0,11010512.0,PA
23320,Duncannon,38.0,183.0,2192.0,0.0,7.0,4224435.0,817.0,PA
23321,Latimore,55.0,340.0,3528.0,393.0,49005.0,6799403.0,5882645.0,PA
23322,Upper Allen,211.0,5259.0,61432.0,1418.0,174547.0,118388381.0,20953035.0,PA
23323,Dillsburg,76.0,606.0,7068.0,176.0,21864.0,13620576.0,2624632.0,PA
23325,Washington,57.0,301.0,3512.0,99.0,12326.0,6767152.0,1479599.0,PA
23327,Warrington,91.0,486.0,5672.0,160.0,19909.0,10930745.0,2389944.0,PA
23330,Monaghan,39.0,254.0,2962.0,68.0,8464.0,5707313.0,1016046.0,PA
23331,Franklintown,9.0,40.0,411.0,18.0,2232.0,791496.0,267901.0,PA
23337,Wheatfield,20.0,94.0,1130.0,0.0,0.0,2177222.0,0.0,PA
23338,Miller,2.0,23.0,274.0,0.0,0.0,528579.0,0.0,PA
23339,Marysville,64.0,299.0,3585.0,0.0,1.0,6909256.0,121.0,PA
23340,Howe,17.0,233.0,2795.0,0.0,0.0,5386479.0,0.0,PA
23341,Watts,14.0,65.0,785.0,0.0,0.0,1513608.0,0.0,PA
23343,Centre,31.0,153.0,1832.0,0.0,0.0,3531178.0,0.0,PA
23347,Tell,4.0,22.0,235.0,0.0,0.0,452583.0,31.0,PA
23348,Tuscarora,9.0,77.0,889.0,45.0,5778.0,1713050.0,693647.0,PA
23349,Shirley,9.0,201.0,1996.0,35.0,4687.0,3846538.0,562666.0,PA
23350,Lack,7.0,65.0,744.0,38.0,4836.0,1433813.0,580578.0,PA
23352,Conoy,54.0,199.0,2322.0,103.0,12789.0,4475468.0,1535193.0,PA
23353,Derry,506.0,6552.0,77905.0,1716.0,210688.0,150132616.0,25291582.0,PA
23354,Mount Joy,186.0,2123.0,24805.0,724.0,88934.0,47802257.0,10675833.0,PA
23355,Rapho,176.0,3588.0,43055.0,746.0,91641.0,82972479.0,11000845.0,PA
23356,Conewago,46.0,221.0,2578.0,105.0,12932.0,4968971.0,1552432.0,PA
23358,Elizabethtown,220.0,1862.0,22346.0,459.0,56343.0,43063993.0,6763624.0,PA
23359,West Donegal,97.0,5041.0,58895.0,986.0,121065.0,113499494.0,14533010.0,PA
23360,East Donegal,77.0,652.0,7612.0,298.0,36532.0,14668433.0,4385449.0,PA
23361,Londonderry,88.0,803.0,9378.0,528.0,65818.0,18072253.0,7900997.0,PA
23362,Elizabethville,30.0,188.0,2254.0,0.0,0.0,4344069.0,0.0,PA
23366,Jackson,27.0,114.0,1370.0,0.0,0.0,2640211.0,0.0,PA
