zip,city,city_vmt_estimate,natl_avg_vmt_estimate,natl_per_capita_vmt_estimate
08023,Pennsville,83345878,75422411,7555
08026,Voorhees,140249492,75422411,7555
08026,Lindenwold,48164829,75422411,7555
08026,Gibbsboro,20818075,75422411,7555
08027,East Greenwich,144492677,75422411,7555
08027,Greenwich,62092074,75422411,7555
08027,Logan,194498064,75422411,7555
08027,Paulsboro,23579071,75422411,7555
08028,Mantua,138043105,75422411,7555
08028,Harrison,132021673,75422411,7555
08028,Glassboro,72341668,75422411,7555
08028,Washington,215327241,75422411,7555
08028,Pitman,18943172,75422411,7555
08028,Elk,106168021,75422411,7555
08028,Clayton,21032461,75422411,7555
08029,Gloucester,411367489,75422411,7555
08029,Deptford,460431981,75422411,7555
08029,Runnemede,63172033,75422411,7555
08029,Magnolia,23586791,75422411,7555
08030,Camden,342611326,75422411,7555
08030,Westville,48915959,75422411,7555
08030,Brooklawn,13539271,75422411,7555
08030,Philadelphia,5065389322,75422411,7555
08030,Bellmawr,205251444,75422411,7555
08030,Haddon,49006854,75422411,7555
08030,Gloucester City,149423198,75422411,7555
08030,Mount Ephraim,34497532,75422411,7555
08031,Deptford,460431981,75422411,7555
08031,Runnemede,63172033,75422411,7555
08031,Barrington,91676208,75422411,7555
08031,Westville,48915959,75422411,7555
08031,Brooklawn,13539271,75422411,7555
08031,Bellmawr,205251444,75422411,7555
08031,Haddon Heights,65359142,75422411,7555
08031,Gloucester City,149423198,75422411,7555
08031,Mount Ephraim,34497532,75422411,7555
08033,Cherry Hill,699169126,75422411,7555
08033,Audubon,30521922,75422411,7555
08033,Barrington,91676208,75422411,7555
08033,Lawnside,98662721,75422411,7555
08033,Tavistock,9911627,75422411,7555
08033,Haddonfield,43307335,75422411,7555
08033,Haddon Heights,65359142,75422411,7555
08033,Haddon,49006854,75422411,7555
08034,Cherry Hill,699169126,75422411,7555
08034,Maple Shade,126042419,75422411,7555
08034,Mount Laurel,737358018,75422411,7555
08034,Haddonfield,43307335,75422411,7555
08035,Audubon,30521922,75422411,7555
08035,Barrington,91676208,75422411,7555
08035,Haddonfield,43307335,75422411,7555
08035,Bellmawr,205251444,75422411,7555
08035,Haddon Heights,65359142,75422411,7555
08035,Mount Ephraim,34497532,75422411,7555
08036,Hainesport,57866303,75422411,7555
08036,Westampton,282932794,75422411,7555
08036,Mount Laurel,737358018,75422411,7555
08036,Lumberton,61211305,75422411,7555
08037,Hamilton,499385714,75422411,7555
08037,Winslow,373224668,75422411,7555
08037,Monroe,200124878,75422411,7555
08037,Mullica,56325548,75422411,7555
08037,Waterford,51871795,75422411,7555
08037,Washington,12853282,75422411,7555
08037,Hammonton,153701237,75422411,7555
08037,Buena Vista,67311387,75422411,7555
08037,Folsom,32849291,75422411,7555
08037,Shamong,38405884,75422411,7555
08039,South Harrison,28025456,75422411,7555
08041,Mansfield,398930932,75422411,7555
08041,Springfield,161238957,75422411,7555
08043,Voorhees,140249492,75422411,7555
08043,Cherry Hill,699169126,75422411,7555
08043,Lindenwold,48164829,75422411,7555
08043,Lawnside,98662721,75422411,7555
08043,Evesham,217875200,75422411,7555
08043,Berlin,46548201,75422411,7555
08043,Gibbsboro,20818075,75422411,7555
08043,Somerdale,27206127,75422411,7555
08045,Cherry Hill,699169126,75422411,7555
08045,Barrington,91676208,75422411,7555
08045,Magnolia,23586791,75422411,7555
08045,Lawnside,98662721,75422411,7555
08045,Tavistock,9911627,75422411,7555
08045,Somerdale,27206127,75422411,7555
08046,Westampton,282932794,75422411,7555
08046,Burlington,215123479,75422411,7555
08046,Edgewater Park,17006730,75422411,7555
08046,Mount Laurel,737358018,75422411,7555
08046,Moorestown,140562655,75422411,7555
08046,Delran,63967905,75422411,7555
08046,Willingboro,103718918,75422411,7555
08048,Hainesport,57866303,75422411,7555
08048,Southampton,136381210,75422411,7555
08048,Mount Laurel,737358018,75422411,7555
08048,Mount Holly,42090225,75422411,7555
08048,Medford,114106305,75422411,7555
08048,Lumberton,61211305,75422411,7555
08049,Gloucester,411367489,75422411,7555
08049,Runnemede,63172033,75422411,7555
08049,Barrington,91676208,75422411,7555
08049,Magnolia,23586791,75422411,7555
08049,Lawnside,98662721,75422411,7555
08049,Somerdale,27206127,75422411,7555
08050,Stafford,234466106,75422411,7555
08050,Barnegat,142430786,75422411,7555
08050,Eagleswood,53018290,75422411,7555
08050,Long Beach,42600691,75422411,7555
08051,Mantua,138043105,75422411,7555
08051,East Greenwich,144492677,75422411,7555
08051,Deptford,460431981,75422411,7555
08051,West Deptford,245888285,75422411,7555
08052,Cinnaminson,98974839,75422411,7555
08052,Pennsauken,297553131,75422411,7555
08052,Cherry Hill,699169126,75422411,7555
08052,Maple Shade,126042419,75422411,7555
08052,Mount Laurel,737358018,75422411,7555
08052,Moorestown,140562655,75422411,7555
08053,Voorhees,140249492,75422411,7555
08053,Cherry Hill,699169126,75422411,7555
08053,Waterford,51871795,75422411,7555
08053,Evesham,217875200,75422411,7555
08053,Berlin,46548201,75422411,7555
08053,Mount Laurel,737358018,75422411,7555
08053,Medford,114106305,75422411,7555
08054,Hainesport,57866303,75422411,7555
08054,Westampton,282932794,75422411,7555
08054,Cherry Hill,699169126,75422411,7555
08054,Maple Shade,126042419,75422411,7555
08054,Evesham,217875200,75422411,7555
08054,Mount Laurel,737358018,75422411,7555
08054,Moorestown,140562655,75422411,7555
08054,Medford,114106305,75422411,7555
08054,Lumberton,61211305,75422411,7555
08055,Tabernacle,29566825,75422411,7555
08055,Waterford,51871795,75422411,7555
08055,Evesham,217875200,75422411,7555
08055,Southampton,136381210,75422411,7555
08055,Mount Laurel,737358018,75422411,7555
08055,Medford Lakes,5544515,75422411,7555
08055,Medford,114106305,75422411,7555
08055,Shamong,38405884,75422411,7555
08055,Lumberton,61211305,75422411,7555
08056,Mantua,138043105,75422411,7555
08056,East Greenwich,144492677,75422411,7555
08056,Harrison,132021673,75422411,7555
08056,Woolwich,156200043,75422411,7555
08056,Greenwich,62092074,75422411,7555
08056,Logan,194498064,75422411,7555
08057,Cinnaminson,98974839,75422411,7555
08057,Maple Shade,126042419,75422411,7555
08057,Mount Laurel,737358018,75422411,7555
08057,Moorestown,140562655,75422411,7555
08057,Delran,63967905,75422411,7555
08057,Willingboro,103718918,75422411,7555
08059,Camden,342611326,75422411,7555
08059,Audubon,30521922,75422411,7555
08059,Brooklawn,13539271,75422411,7555
08059,Oaklyn,11128934,75422411,7555
08059,Audubon Park,6208766,75422411,7555
08059,Bellmawr,205251444,75422411,7555
08059,Haddon Heights,65359142,75422411,7555
08059,Haddon,49006854,75422411,7555
08059,Gloucester City,149423198,75422411,7555
08059,Mount Ephraim,34497532,75422411,7555
08060,Hainesport,57866303,75422411,7555
08060,Westampton,282932794,75422411,7555
08060,Pemberton,148581480,75422411,7555
08060,Springfield,161238957,75422411,7555
08060,Burlington,215123479,75422411,7555
08060,Southampton,136381210,75422411,7555
08060,Eastampton,25593638,75422411,7555
08060,Mount Holly,42090225,75422411,7555
08060,Willingboro,103718918,75422411,7555
08060,Lumberton,61211305,75422411,7555
08061,Mantua,138043105,75422411,7555
08061,East Greenwich,144492677,75422411,7555
08061,Paulsboro,23579071,75422411,7555
08061,West Deptford,245888285,75422411,7555
08062,Mantua,138043105,75422411,7555
08062,Upper Pittsgrove,51254130,75422411,7555
08062,East Greenwich,144492677,75422411,7555
08062,Pilesgrove,65313393,75422411,7555
08062,Harrison,132021673,75422411,7555
08062,Woolwich,156200043,75422411,7555
08062,South Harrison,28025456,75422411,7555
08062,Glassboro,72341668,75422411,7555
08062,Elk,106168021,75422411,7555
08063,National Park,5217875,75422411,7555
08063,West Deptford,245888285,75422411,7555
08064,Pemberton,148581480,75422411,7555
08065,Cinnaminson,98974839,75422411,7555
08065,Pennsauken,297553131,75422411,7555
08065,Riverton,2874665,75422411,7555
08065,Palmyra,34370141,75422411,7555
08065,Philadelphia,5065389322,75422411,7555
08066,Greenwich,62092074,75422411,7555
08066,Paulsboro,23579071,75422411,7555
08066,West Deptford,245888285,75422411,7555
08067,Pilesgrove,65313393,75422411,7555
08067,Woolwich,156200043,75422411,7555
08067,Oldmans,104521239,75422411,7555
08067,Carneys Point,179460257,75422411,7555
08067,Logan,194498064,75422411,7555
08068,Pemberton,8748897,75422411,7555
08068,Springfield,161238957,75422411,7555
08068,Wrightstown,6469384,75422411,7555
08068,Southampton,136381210,75422411,7555
08069,Pennsville,83345878,75422411,7555
08069,Mannington,34063642,75422411,7555
08069,Oldmans,104521239,75422411,7555
08069,Carneys Point,179460257,75422411,7555
08069,Penns Grove,7052970,75422411,7555
08070,Pennsville,83345878,75422411,7555
08070,Mannington,34063642,75422411,7555
08070,Carneys Point,179460257,75422411,7555
08070,Salem,14241332,75422411,7555
08071,Mantua,138043105,75422411,7555
08071,Harrison,132021673,75422411,7555
08071,Glassboro,72341668,75422411,7555
08071,Washington,215327241,75422411,7555
08071,Pitman,18943172,75422411,7555
08073,Westampton,282932794,75422411,7555
08073,Willingboro,103718918,75422411,7555
08075,Cinnaminson,98974839,75422411,7555
08075,Delanco,6515363,75422411,7555
08075,Bensalem,583635263,75422411,7555
08075,Beverly,2447745,75422411,7555
08075,Edgewater Park,17006730,75422411,7555
08075,Moorestown,140562655,75422411,7555
08075,Delran,63967905,75422411,7555
08075,Philadelphia,5065389322,75422411,7555
08075,Riverside,9205369,75422411,7555
08075,Willingboro,103718918,75422411,7555
08077,Cinnaminson,98974839,75422411,7555
08077,Pennsauken,297553131,75422411,7555
08077,Maple Shade,126042419,75422411,7555
08077,Riverton,2874665,75422411,7555
08077,Palmyra,34370141,75422411,7555
08077,Moorestown,140562655,75422411,7555
08077,Delran,63967905,75422411,7555
08077,Philadelphia,5065389322,75422411,7555
08078,Gloucester,411367489,75422411,7555
08078,Deptford,460431981,75422411,7555
08078,Runnemede,63172033,75422411,7555
08078,Bellmawr,205251444,75422411,7555
08079,Pennsville,83345878,75422411,7555
08079,Mannington,34063642,75422411,7555
08079,Lower Alloways Creek,5498800,75422411,7555
08079,Pilesgrove,65313393,75422411,7555
08079,Elsinboro,2150470,75422411,7555
08079,Stow Creek,7851756,75422411,7555
08079,Carneys Point,179460257,75422411,7555
08079,Salem,14241332,75422411,7555
08079,Alloway,21489119,75422411,7555
08079,Greenwich,943177,75422411,7555
08079,Quinton,23894942,75422411,7555
08080,Mantua,138043105,75422411,7555
08080,East Greenwich,144492677,75422411,7555
08080,Harrison,132021673,75422411,7555
08080,Gloucester,411367489,75422411,7555
08080,Deptford,460431981,75422411,7555
08080,Glassboro,72341668,75422411,7555
08080,Monroe,200124878,75422411,7555
08080,Washington,215327241,75422411,7555
08080,Pitman,18943172,75422411,7555
08080,Wenonah,6956216,75422411,7555
08081,Winslow,373224668,75422411,7555
08081,Gloucester,411367489,75422411,7555
08081,Monroe,200124878,75422411,7555
08081,Washington,215327241,75422411,7555
08081,Pine Hill,39382111,75422411,7555
08083,Voorhees,140249492,75422411,7555
08083,Gloucester,411367489,75422411,7555
08083,Hi-Nella,1850624,75422411,7555
08083,Magnolia,23586791,75422411,7555
08083,Lindenwold,48164829,75422411,7555
08083,Somerdale,27206127,75422411,7555
08083,Stratford,28102710,75422411,7555
08084,Gloucester,411367489,75422411,7555
08084,Hi-Nella,1850624,75422411,7555
08084,Lindenwold,48164829,75422411,7555
08084,Somerdale,27206127,75422411,7555
08084,Stratford,28102710,75422411,7555
08084,Laurel Springs,4509398,75422411,7555
08085,East Greenwich,144492677,75422411,7555
08085,Pilesgrove,65313393,75422411,7555
08085,Harrison,132021673,75422411,7555
08085,Woolwich,156200043,75422411,7555
08085,Oldmans,104521239,75422411,7555
08085,Greenwich,62092074,75422411,7555
08085,South Harrison,28025456,75422411,7555
08085,Logan,194498064,75422411,7555
08085,Swedesboro,6748757,75422411,7555
08086,National Park,5217875,75422411,7555
08086,West Deptford,245888285,75422411,7555
08086,Woodbury,41151120,75422411,7555
08087,Eagleswood,53018290,75422411,7555
08087,Little Egg Harbor,120418265,75422411,7555
08087,Tuckerton,16573358,75422411,7555
08087,Washington,12853282,75422411,7555
08087,Bass River,132179019,75422411,7555
08087,Long Beach,42600691,75422411,7555
08088,Tabernacle,29566825,75422411,7555
08088,Pemberton,148581480,75422411,7555
08088,Mullica,56325548,75422411,7555
08088,Waterford,51871795,75422411,7555
08088,Washington,12853282,75422411,7555
08088,Hammonton,153701237,75422411,7555
08088,Southampton,136381210,75422411,7555
08088,Eastampton,25593638,75422411,7555
08088,Woodland,59099867,75422411,7555
08088,Mount Holly,42090225,75422411,7555
08088,Medford,114106305,75422411,7555
08088,Shamong,38405884,75422411,7555
08088,Lumberton,61211305,75422411,7555
08089,Winslow,373224668,75422411,7555
08089,Chesilhurst,8635995,75422411,7555
08089,Waterford,51871795,75422411,7555
08089,Hammonton,153701237,75422411,7555
08089,Shamong,38405884,75422411,7555
08090,Mantua,138043105,75422411,7555
08090,Deptford,460431981,75422411,7555
08090,Woodbury Heights,24562055,75422411,7555
08090,West Deptford,245888285,75422411,7555
08090,Wenonah,6956216,75422411,7555
08091,Voorhees,140249492,75422411,7555
08091,Waterford,51871795,75422411,7555
08091,Lindenwold,48164829,75422411,7555
08091,Berlin,46548201,75422411,7555
08091,Evesham,217875200,75422411,7555
08092,Stafford,234466106,75422411,7555
08092,Eagleswood,53018290,75422411,7555
08092,Little Egg Harbor,120418265,75422411,7555
08093,Deptford,460431981,75422411,7555
08093,Westville,48915959,75422411,7555
08093,Brooklawn,13539271,75422411,7555
08093,West Deptford,245888285,75422411,7555
08093,Woodbury,41151120,75422411,7555
08093,Bellmawr,205251444,75422411,7555
08094,Winslow,373224668,75422411,7555
08094,Gloucester,411367489,75422411,7555
08094,Glassboro,72341668,75422411,7555
08094,Monroe,200124878,75422411,7555
08094,Washington,215327241,75422411,7555
08094,Franklin,171950072,75422411,7555
08094,Buena Vista,67311387,75422411,7555
08094,Clayton,21032461,75422411,7555
08094,Folsom,32849291,75422411,7555
08096,Gloucester,411367489,75422411,7555
08096,Deptford,460431981,75422411,7555
08096,Washington,215327241,75422411,7555
08096,Runnemede,63172033,75422411,7555
08096,Woodbury Heights,24562055,75422411,7555
08096,Westville,48915959,75422411,7555
08096,West Deptford,245888285,75422411,7555
08096,Woodbury,41151120,75422411,7555
08096,Bellmawr,205251444,75422411,7555
08097,Deptford,460431981,75422411,7555
08097,Woodbury Heights,24562055,75422411,7555
08097,West Deptford,245888285,75422411,7555
08097,Woodbury,41151120,75422411,7555
08098,Upper Pittsgrove,51254130,75422411,7555
08098,Mannington,34063642,75422411,7555
08098,Pilesgrove,65313393,75422411,7555
08098,Woolwich,156200043,75422411,7555
08098,Oldmans,104521239,75422411,7555
08098,South Harrison,28025456,75422411,7555
08098,Carneys Point,179460257,75422411,7555
08098,Alloway,21489119,75422411,7555
08098,Woodstown,12416940,75422411,7555
08102,Pennsauken,297553131,75422411,7555
08102,Camden,342611326,75422411,7555
08102,Philadelphia,5065389322,75422411,7555
08103,Pennsauken,297553131,75422411,7555
08103,Camden,342611326,75422411,7555
08103,Philadelphia,5065389322,75422411,7555
08103,Collingswood,39905020,75422411,7555
08104,Camden,342611326,75422411,7555
08104,Woodlynne,7001994,75422411,7555
08104,Philadelphia,5065389322,75422411,7555
08104,Haddon,49006854,75422411,7555
08104,Gloucester City,149423198,75422411,7555
08104,Collingswood,39905020,75422411,7555
08105,Pennsauken,297553131,75422411,7555
08105,Camden,342611326,75422411,7555
08105,Philadelphia,5065389322,75422411,7555
08106,Audubon,30521922,75422411,7555
08106,Oaklyn,11128934,75422411,7555
08106,Audubon Park,6208766,75422411,7555
08106,Haddon Heights,65359142,75422411,7555
08106,Haddon,49006854,75422411,7555
08106,Mount Ephraim,34497532,75422411,7555
08107,Camden,342611326,75422411,7555
08107,Woodlynne,7001994,75422411,7555
08107,Audubon,30521922,75422411,7555
08107,Oaklyn,11128934,75422411,7555
08107,Audubon Park,6208766,75422411,7555
08107,Haddon,49006854,75422411,7555
08107,Collingswood,39905020,75422411,7555
08108,Pennsauken,297553131,75422411,7555
08108,Cherry Hill,699169126,75422411,7555
08108,Camden,342611326,75422411,7555
08108,Oaklyn,11128934,75422411,7555
08108,Haddonfield,43307335,75422411,7555
08108,Haddon,49006854,75422411,7555
08108,Collingswood,39905020,75422411,7555
08109,Cinnaminson,98974839,75422411,7555
08109,Pennsauken,297553131,75422411,7555
08109,Cherry Hill,699169126,75422411,7555
08109,Camden,342611326,75422411,7555
08109,Maple Shade,126042419,75422411,7555
08109,Merchantville,12423108,75422411,7555
08109,Collingswood,39905020,75422411,7555
08110,Cinnaminson,98974839,75422411,7555
08110,Pennsauken,297553131,75422411,7555
08110,Camden,342611326,75422411,7555
08110,Palmyra,34370141,75422411,7555
08110,Philadelphia,5065389322,75422411,7555
08201,Egg Harbor,3894160254,75422411,7555
08201,Absecon,86845361,75422411,7555
08201,Pleasantville,134707696,75422411,7555
08201,Galloway,264526933,75422411,7555
08202,Dennis,121728447,75422411,7555
08202,Middle,292696079,75422411,7555
08202,Stone Harbor,3297984,75422411,7555
08202,Avalon,7587339,75422411,7555
08203,Brigantine,24717440,75422411,7555
08203,Atlantic City,249457488,75422411,7555
08203,Galloway,264526933,75422411,7555
08204,Lower,106034989,75422411,7555
08204,Middle,292696079,75422411,7555
08204,West Cape May,3310266,75422411,7555
08204,Cape May Point,621233,75422411,7555
08204,Cape May,9321170,75422411,7555
08205,Egg Harbor,3894160254,75422411,7555
08205,Absecon,86845361,75422411,7555
08205,Port Republic,63146769,75422411,7555
08205,Galloway,264526933,75422411,7555
08210,Dennis,121728447,75422411,7555
08210,Middle,292696079,75422411,7555
08212,Lower,106034989,75422411,7555
08212,Cape May Point,621233,75422411,7555
08215,Tabernacle,29566825,75422411,7555
08215,Hamilton,499385714,75422411,7555
08215,Port Republic,63146769,75422411,7555
08215,Mullica,56325548,75422411,7555
08215,Egg Harbor City,17132989,75422411,7555
08215,Washington,12853282,75422411,7555
08215,Bass River,132179019,75422411,7555
08215,Shamong,38405884,75422411,7555
08215,Galloway,264526933,75422411,7555
08221,Egg Harbor,3894160254,75422411,7555
08221,Somers Point,77881440,75422411,7555
08221,Linwood,31084594,75422411,7555
08221,Northfield,37753118,75422411,7555
08223,Ocean City,42014696,75422411,7555
08223,Upper,186263643,75422411,7555
08223,Corbin City,4684498,75422411,7555
08225,Egg Harbor,3894160254,75422411,7555
08225,Linwood,31084594,75422411,7555
08225,Pleasantville,134707696,75422411,7555
08225,Northfield,37753118,75422411,7555
08226,Ocean City,42014696,75422411,7555
08226,Upper,186263643,75422411,7555
08230,Sea Isle City,11087466,75422411,7555
08230,Dennis,121728447,75422411,7555
08230,Woodbine,13834884,75422411,7555
08230,Upper,186263643,75422411,7555
08232,Egg Harbor,3894160254,75422411,7555
08232,Absecon,86845361,75422411,7555
08232,Atlantic City,249457488,75422411,7555
08232,Pleasantville,134707696,75422411,7555
08232,Northfield,37753118,75422411,7555
08234,Egg Harbor,3894160254,75422411,7555
08234,Estell Manor,22935602,75422411,7555
08234,Hamilton,499385714,75422411,7555
08234,Somers Point,77881440,75422411,7555
08234,Absecon,86845361,75422411,7555
08234,Weymouth,7315365,75422411,7555
08234,Linwood,31084594,75422411,7555
08234,Pleasantville,134707696,75422411,7555
08234,Upper,186263643,75422411,7555
08234,Corbin City,4684498,75422411,7555
08234,Galloway,264526933,75422411,7555
08234,Northfield,37753118,75422411,7555
08240,Galloway,264526933,75422411,7555
08241,Port Republic,63146769,75422411,7555
08241,Galloway,264526933,75422411,7555
08242,Lower,106034989,75422411,7555
08242,Middle,292696079,75422411,7555
08243,Sea Isle City,11087466,75422411,7555
08243,Dennis,121728447,75422411,7555
08243,Middle,292696079,75422411,7555
08243,Upper,186263643,75422411,7555
08244,Egg Harbor,3894160254,75422411,7555
08244,Somers Point,77881440,75422411,7555
08244,Linwood,31084594,75422411,7555
08247,Middle,292696079,75422411,7555
08247,Stone Harbor,3297984,75422411,7555
08247,Avalon,7587339,75422411,7555
08251,Lower,106034989,75422411,7555
08251,Middle,292696079,75422411,7555
08260,Lower,106034989,75422411,7555
08260,Middle,292696079,75422411,7555
08260,Wildwood Crest,6035138,75422411,7555
08260,Stone Harbor,3297984,75422411,7555
08260,North Wildwood,10743434,75422411,7555
08260,West Wildwood,0,75422411,7555
08260,Wildwood,11407236,75422411,7555
08270,Estell Manor,22935602,75422411,7555
08270,Dennis,121728447,75422411,7555
08270,Maurice River,93755858,75422411,7555
08270,Middle,292696079,75422411,7555
08270,Woodbine,13834884,75422411,7555
08270,Upper,186263643,75422411,7555
08270,Corbin City,4684498,75422411,7555
08302,Millville,175934057,75422411,7555
08302,Upper Pittsgrove,51254130,75422411,7555
08302,Lower Alloways Creek,5498800,75422411,7555
08302,Pittsgrove,44636639,75422411,7555
08302,Lawrence,8851181,75422411,7555
08302,Stow Creek,7851756,75422411,7555
08302,Hopewell,21035394,75422411,7555
08302,Shiloh,3920141,75422411,7555
08302,Fairfield,29972823,75422411,7555
08302,Deerfield,29827851,75422411,7555
08302,Bridgeton,57566535,75422411,7555
08302,Alloway,21489119,75422411,7555
08302,Greenwich,943177,75422411,7555
08302,Upper Deerfield,74594261,75422411,7555
08302,Quinton,23894942,75422411,7555
08310,Hamilton,499385714,75422411,7555
08310,Buena,19103393,75422411,7555
08310,Buena Vista,67311387,75422411,7555
08311,Downe,4567065,75422411,7555
08311,Lawrence,8851181,75422411,7555
08311,Fairfield,29972823,75422411,7555
08312,Glassboro,72341668,75422411,7555
08312,Franklin,171950072,75422411,7555
08312,Elk,106168021,75422411,7555
08312,Clayton,21032461,75422411,7555
08314,Dennis,121728447,75422411,7555
08314,Maurice River,93755858,75422411,7555
08316,Maurice River,93755858,75422411,7555
08316,Commercial,11374680,75422411,7555
08317,Estell Manor,22935602,75422411,7555
08317,Weymouth,7315365,75422411,7555
08317,Maurice River,93755858,75422411,7555
08317,Buena Vista,67311387,75422411,7555
08318,Upper Pittsgrove,51254130,75422411,7555
08318,Pilesgrove,65313393,75422411,7555
08318,Pittsgrove,44636639,75422411,7555
08318,Vineland,422430024,75422411,7555
08318,Hopewell,21035394,75422411,7555
08318,Elmer,4427525,75422411,7555
08318,Franklin,171950072,75422411,7555
08318,Deerfield,29827851,75422411,7555
08318,Alloway,21489119,75422411,7555
08318,Upper Deerfield,74594261,75422411,7555
08319,Estell Manor,22935602,75422411,7555
08319,Weymouth,7315365,75422411,7555
08319,Maurice River,93755858,75422411,7555
08319,Upper,186263643,75422411,7555
08321,Downe,4567065,75422411,7555
08322,Upper Pittsgrove,51254130,75422411,7555
08322,Pittsgrove,44636639,75422411,7555
08322,Monroe,200124878,75422411,7555
08322,Franklin,171950072,75422411,7555
08322,Elk,106168021,75422411,7555
08322,Clayton,21032461,75422411,7555
08323,Lower Alloways Creek,5498800,75422411,7555
08323,Stow Creek,7851756,75422411,7555
08323,Hopewell,21035394,75422411,7555
08323,Fairfield,29972823,75422411,7555
08323,Greenwich,943177,75422411,7555
08324,Maurice River,93755858,75422411,7555
08324,Commercial,11374680,75422411,7555
08326,Buena,19103393,75422411,7555
08326,Franklin,171950072,75422411,7555
08326,Buena Vista,67311387,75422411,7555
08327,Maurice River,93755858,75422411,7555
08327,Commercial,11374680,75422411,7555
08328,Pittsgrove,44636639,75422411,7555
08328,Vineland,422430024,75422411,7555
08328,Franklin,171950072,75422411,7555
08329,Maurice River,93755858,75422411,7555
08329,Commercial,11374680,75422411,7555
08330,Egg Harbor,3894160254,75422411,7555
08330,Estell Manor,22935602,75422411,7555
08330,Hamilton,499385714,75422411,7555
08330,Weymouth,7315365,75422411,7555
08330,Mullica,56325548,75422411,7555
08330,Buena Vista,67311387,75422411,7555
08330,Galloway,264526933,75422411,7555
08332,Estell Manor,22935602,75422411,7555
08332,Millville,175934057,75422411,7555
08332,Downe,4567065,75422411,7555
08332,Weymouth,7315365,75422411,7555
08332,Pittsgrove,44636639,75422411,7555
08332,Lawrence,8851181,75422411,7555
08332,Vineland,422430024,75422411,7555
08332,Maurice River,93755858,75422411,7555
08332,Fairfield,29972823,75422411,7555
08332,Deerfield,29827851,75422411,7555
08332,Commercial,11374680,75422411,7555
08332,Buena Vista,67311387,75422411,7555
08332,Upper,186263643,75422411,7555
08340,Hamilton,499385714,75422411,7555
08340,Vineland,422430024,75422411,7555
08340,Maurice River,93755858,75422411,7555
08340,Buena Vista,67311387,75422411,7555
08341,Vineland,422430024,75422411,7555
08341,Buena,19103393,75422411,7555
08341,Franklin,171950072,75422411,7555
08341,Buena Vista,67311387,75422411,7555
08343,Upper Pittsgrove,51254130,75422411,7555
08343,Harrison,132021673,75422411,7555
08343,South Harrison,28025456,75422411,7555
08343,Glassboro,72341668,75422411,7555
08343,Franklin,171950072,75422411,7555
08343,Elk,106168021,75422411,7555
08343,Clayton,21032461,75422411,7555
08344,Upper Pittsgrove,51254130,75422411,7555
08344,Pittsgrove,44636639,75422411,7555
08344,Vineland,422430024,75422411,7555
08344,Monroe,200124878,75422411,7555
08344,Buena,19103393,75422411,7555
08344,Franklin,171950072,75422411,7555
08344,Newfield,1742948,75422411,7555
08344,Buena Vista,67311387,75422411,7555
08345,Downe,4567065,75422411,7555
08345,Lawrence,8851181,75422411,7555
08345,Commercial,11374680,75422411,7555
08346,Buena Vista,67311387,75422411,7555
08346,Folsom,32849291,75422411,7555
08348,Dennis,121728447,75422411,7555
08348,Maurice River,93755858,75422411,7555
08348,Upper,186263643,75422411,7555
08349,Downe,4567065,75422411,7555
08349,Maurice River,93755858,75422411,7555
08349,Commercial,11374680,75422411,7555
08350,Buena Vista,67311387,75422411,7555
08352,Deerfield,29827851,75422411,7555
08353,Stow Creek,7851756,75422411,7555
08353,Hopewell,21035394,75422411,7555
08353,Shiloh,3920141,75422411,7555
08360,Millville,175934057,75422411,7555
08360,Pittsgrove,44636639,75422411,7555
08360,Vineland,422430024,75422411,7555
08360,Buena,19103393,75422411,7555
08360,Franklin,171950072,75422411,7555
08360,Newfield,1742948,75422411,7555
08360,Buena Vista,67311387,75422411,7555
08361,Vineland,422430024,75422411,7555
08361,Maurice River,93755858,75422411,7555
08361,Buena,19103393,75422411,7555
08361,Buena Vista,67311387,75422411,7555
08401,Ventnor City,22432827,75422411,7555
08401,Atlantic City,249457488,75422411,7555
08401,Pleasantville,134707696,75422411,7555
08401,Galloway,264526933,75422411,7555
08402,Egg Harbor,3894160254,75422411,7555
08402,Ventnor City,22432827,75422411,7555
08402,Margate City,17358789,75422411,7555
08402,Longport,5427804,75422411,7555
08403,Egg Harbor,3894160254,75422411,7555
08403,Margate City,17358789,75422411,7555
08403,Longport,5427804,75422411,7555
08406,Ventnor City,22432827,75422411,7555
08406,Atlantic City,249457488,75422411,7555
08406,Margate City,17358789,75422411,7555
08501,Roosevelt,2660216,75422411,7555
08501,Chesterfield,117806951,75422411,7555
08501,Upper Freehold,141249699,75422411,7555
08501,Allentown,5637885,75422411,7555
08501,Millstone,108327728,75422411,7555
08501,Hamilton,859366226,75422411,7555
08501,North Hanover,26744565,75422411,7555
08501,Robbinsville,394225639,75422411,7555
08502,Franklin,282346440,75422411,7555
08502,Montgomery,94493787,75422411,7555
08502,Hillsborough,175663702,75422411,7555
08505,Falls,228250204,75422411,7555
08505,Mansfield,398930932,75422411,7555
08505,Florence,159504098,75422411,7555
08505,Chesterfield,117806951,75422411,7555
08505,Bordentown,11375591,75422411,7555
08505,Hamilton,859366226,75422411,7555
08505,Fieldsboro,1063542,75422411,7555
08510,Roosevelt,2660216,75422411,7555
08510,Jackson,380803226,75422411,7555
08510,Upper Freehold,141249699,75422411,7555
08510,Freehold,311424612,75422411,7555
08510,Millstone,108327728,75422411,7555
08511,North Hanover,26744565,75422411,7555
