zip,city,city_vmt_estimate,natl_avg_vmt_estimate,natl_per_capita_vmt_estimate
49103,Berrien Springs,8046576,75422411,7555
49106,Bridgman,33017213,75422411,7555
49107,New Troy,1715880,75422411,7555
49107,Buchanan,8802812,75422411,7555
49111,Eau Claire,2032414,75422411,7555
49112,Edwardsburg,7289602,75422411,7555
49113,Galien,1096862,75422411,7555
49115,Shorewood-Tower Hills-Harbert,42431016,75422411,7555
49116,Shorewood-Tower Hills-Harbert,42431016,75422411,7555
49117,Grand Beach,3031992,75422411,7555
49117,New Buffalo,7892659,75422411,7555
49117,Michiana,0,75422411,7555
49117,Michiana Shores,7136601,75422411,7555
49119,New Troy,1715880,75422411,7555
49120,Niles,36785058,75422411,7555
49120,Buchanan,8802812,75422411,7555
49120,South Bend,834270722,75422411,7555
49125,Shorewood-Tower Hills-Harbert,42431016,75422411,7555
49125,New Troy,1715880,75422411,7555
49127,Stevensville,24349179,75422411,7555
49128,Shorewood-Tower Hills-Harbert,42431016,75422411,7555
49128,New Troy,1715880,75422411,7555
49128,Three Oaks,4402572,75422411,7555
49129,New Buffalo,7892659,75422411,7555
49201,Vandercook Lake,21790318,75422411,7555
49201,Napoleon,6422740,75422411,7555
49201,Jackson,137997523,75422411,7555
49201,Michigan Center,25185079,75422411,7555
49202,Jackson,137997523,75422411,7555
49203,Vandercook Lake,21790318,75422411,7555
49203,Jackson,137997523,75422411,7555
49203,Michigan Center,25185079,75422411,7555
49220,Addison,2929106,75422411,7555
49220,Manitou Beach-Devils Lake,5067314,75422411,7555
49221,Adrian,83546657,75422411,7555
49221,Jasper,2727403,75422411,7555
49224,Albion,18057797,75422411,7555
49227,Allen,2522538,75422411,7555
49228,Blissfield,11897649,75422411,7555
49228,Berkey,1745196,75422411,7555
49229,Britton,3286996,75422411,7555
49230,Brooklyn,6326305,75422411,7555
49230,Vineyard Lake,2418109,75422411,7555
49232,Camden,1107869,75422411,7555
49233,Cement City,801288,75422411,7555
49235,Clayton,1923079,75422411,7555
49236,Clinton,11954359,75422411,7555
49237,Concord,4746115,75422411,7555
49238,Deerfield,930223,75422411,7555
49240,Napoleon,6422740,75422411,7555
49240,Grass Lake,3463977,75422411,7555
49241,Hanover,273194,75422411,7555
49242,Hillsdale,35344836,75422411,7555
49245,Homer,4570878,75422411,7555
49247,Hudson,4079945,75422411,7555
49248,Jasper,2727403,75422411,7555
49250,Jonesville,15173458,75422411,7555
49250,Hillsdale,35344836,75422411,7555
49251,Leslie,4074142,75422411,7555
49252,Litchfield,5272570,75422411,7555
49253,Manitou Beach-Devils Lake,5067314,75422411,7555
49254,Michigan Center,25185079,75422411,7555
49255,Montgomery,1087408,75422411,7555
49256,Morenci,2685032,75422411,7555
49261,Napoleon,6422740,75422411,7555
49262,North Adams,707353,75422411,7555
49265,Onsted,2024944,75422411,7555
49267,Lambertville,42941979,75422411,7555
49267,Toledo,2732444280,75422411,7555
49267,Berkey,1745196,75422411,7555
49267,Sylvania,92984950,75422411,7555
49269,Parma,1979449,75422411,7555
49270,Petersburg,1397954,75422411,7555
49274,Reading,1718224,75422411,7555
49276,Blissfield,11897649,75422411,7555
49283,Spring Arbor,6653797,75422411,7555
49284,Springport,1302869,75422411,7555
49285,Stockbridge,5272502,75422411,7555
49286,Tecumseh,34367818,75422411,7555
49288,Waldron,411163,75422411,7555
49301,Forest Hills,175985379,75422411,7555
49301,Northview,82442454,75422411,7555
49304,Baldwin,3891294,75422411,7555
49305,Barryton,1288280,75422411,7555
49306,Northview,82442454,75422411,7555
49307,Big Rapids,39328947,75422411,7555
49315,Wyoming,506188736,75422411,7555
49315,Cutlerville,154214032,75422411,7555
49315,Byron Center,19752936,75422411,7555
49316,Caledonia,8747968,75422411,7555
49316,Kentwood,301242129,75422411,7555
49318,Casnovia,4648196,75422411,7555
49319,Cedar Springs,11090242,75422411,7555
49321,Walker,382978472,75422411,7555
49321,Comstock Park,63421859,75422411,7555
49321,Northview,82442454,75422411,7555
49325,Freeport,386909,75422411,7555
49327,Grant,3514228,75422411,7555
49328,Hopkins,1185386,75422411,7555
49329,Howard City,4787357,75422411,7555
49330,Casnovia,4648196,75422411,7555
49330,Kent City,6849101,75422411,7555
49331,Lowell,21673937,75422411,7555
49331,Forest Hills,175985379,75422411,7555
49332,Canadian Lakes,1524633,75422411,7555
49332,Mecosta,960517,75422411,7555
49333,Middleville,7745336,75422411,7555
49336,Canadian Lakes,1524633,75422411,7555
49336,Morley,1884807,75422411,7555
49337,Newaygo,13890048,75422411,7555
49339,Pierson,1148908,75422411,7555
49340,Lake Isabella,1559858,75422411,7555
49341,Rockford,17497285,75422411,7555
49342,Canadian Lakes,1524633,75422411,7555
49343,Sand Lake,2802933,75422411,7555
49345,Sparta,11157734,75422411,7555
49346,Stanwood,545687,75422411,7555
49346,Canadian Lakes,1524633,75422411,7555
49348,Wayland,21461605,75422411,7555
49349,White Cloud,4603916,75422411,7555
49401,Allendale,68957377,75422411,7555
49404,Coopersville,31119035,75422411,7555
49404,Allendale,68957377,75422411,7555
49405,Custer,2191952,75422411,7555
49406,Douglas,8117987,75422411,7555
49406,Saugatuck,1134941,75422411,7555
49408,Douglas,8117987,75422411,7555
49408,Fennville,3897392,75422411,7555
49410,Fountain,311796,75422411,7555
49411,Free Soil,571096,75422411,7555
49412,Fremont,18385364,75422411,7555
49415,Fruitport,5330324,75422411,7555
49417,Grand Haven,83232160,75422411,7555
49417,Allendale,68957377,75422411,7555
49417,Ferrysburg,34390451,75422411,7555
49417,Spring Lake,19973537,75422411,7555
49418,Grand Rapids,1149375850,75422411,7555
49418,Wyoming,506188736,75422411,7555
49418,Walker,382978472,75422411,7555
49418,Grandville,197011725,75422411,7555
49420,Hart,11922090,75422411,7555
49421,Hesperia,3348509,75422411,7555
49423,Holland,201610738,75422411,7555
49423,Beechwood,27974356,75422411,7555
49424,Holland,201610738,75422411,7555
49424,Beechwood,27974356,75422411,7555
49426,Jenison,56932630,75422411,7555
49426,Hudsonville,46101280,75422411,7555
49428,Jenison,56932630,75422411,7555
49428,Grandville,197011725,75422411,7555
49428,Hudsonville,46101280,75422411,7555
49431,Ludington,20898654,75422411,7555
49435,Allendale,68957377,75422411,7555
49437,Whitehall,15947521,75422411,7555
49437,Rothbury,3681155,75422411,7555
49437,Montague,6787364,75422411,7555
49440,Muskegon,176965727,75422411,7555
49440,North Muskegon,18344372,75422411,7555
49441,Muskegon,176965727,75422411,7555
49441,North Muskegon,18344372,75422411,7555
49441,Roosevelt Park,16352368,75422411,7555
49441,Muskegon Heights,44159281,75422411,7555
49441,Norton Shores,178974406,75422411,7555
49442,Muskegon,176965727,75422411,7555
49442,North Muskegon,18344372,75422411,7555
49442,Muskegon Heights,44159281,75422411,7555
49442,Wolf Lake,10317194,75422411,7555
49444,Muskegon,176965727,75422411,7555
49444,Muskegon Heights,44159281,75422411,7555
49444,Norton Shores,178974406,75422411,7555
49445,Muskegon,176965727,75422411,7555
49445,North Muskegon,18344372,75422411,7555
49446,New Era,2029532,75422411,7555
49449,Pentwater,2237452,75422411,7555
49451,Ravenna,2267787,75422411,7555
49452,Rothbury,3681155,75422411,7555
49453,Douglas,8117987,75422411,7555
49453,Saugatuck,1134941,75422411,7555
49454,Scottville,3615567,75422411,7555
49455,Shelby,4924234,75422411,7555
49456,Grand Haven,83232160,75422411,7555
49456,Fruitport,5330324,75422411,7555
49456,Norton Shores,178974406,75422411,7555
49456,Ferrysburg,34390451,75422411,7555
49456,Spring Lake,19973537,75422411,7555
49457,Twin Lake,3822874,75422411,7555
49457,Lakewood Club,5540990,75422411,7555
49459,Walkerville,371746,75422411,7555
49460,Allendale,68957377,75422411,7555
49461,Lakewood Club,5540990,75422411,7555
49461,Whitehall,15947521,75422411,7555
49461,Montague,6787364,75422411,7555
49464,Zeeland,37621481,75422411,7555
49464,Holland,201610738,75422411,7555
49503,Grand Rapids,1149375850,75422411,7555
49503,Wyoming,506188736,75422411,7555
49504,Grand Rapids,1149375850,75422411,7555
49504,Walker,382978472,75422411,7555
49505,Grand Rapids,1149375850,75422411,7555
49505,Walker,382978472,75422411,7555
49506,Grand Rapids,1149375850,75422411,7555
49506,East Grand Rapids,28401500,75422411,7555
49507,Grand Rapids,1149375850,75422411,7555
49507,Wyoming,506188736,75422411,7555
49508,Grand Rapids,1149375850,75422411,7555
49508,Wyoming,506188736,75422411,7555
49508,Cutlerville,154214032,75422411,7555
49508,Kentwood,301242129,75422411,7555
49509,Grand Rapids,1149375850,75422411,7555
49509,Wyoming,506188736,75422411,7555
49512,Grand Rapids,1149375850,75422411,7555
49512,Forest Hills,175985379,75422411,7555
49512,Kentwood,301242129,75422411,7555
49519,Wyoming,506188736,75422411,7555
49519,Grandville,197011725,75422411,7555
49525,Grand Rapids,1149375850,75422411,7555
49525,Walker,382978472,75422411,7555
49525,Forest Hills,175985379,75422411,7555
49525,Northview,82442454,75422411,7555
49534,Grand Rapids,1149375850,75422411,7555
49534,Wyoming,506188736,75422411,7555
49534,Walker,382978472,75422411,7555
49534,Grandville,197011725,75422411,7555
49534,Allendale,68957377,75422411,7555
49544,Grand Rapids,1149375850,75422411,7555
49544,Walker,382978472,75422411,7555
49544,Comstock Park,63421859,75422411,7555
49546,Grand Rapids,1149375850,75422411,7555
49546,Forest Hills,175985379,75422411,7555
49546,Kentwood,301242129,75422411,7555
49548,Grand Rapids,1149375850,75422411,7555
49548,Wyoming,506188736,75422411,7555
49548,Cutlerville,154214032,75422411,7555
49548,Kentwood,301242129,75422411,7555
49601,Cadillac,43109484,75422411,7555
49601,Haring,17711281,75422411,7555
49601,Wedgewood,206044,75422411,7555
49611,Alba,6093458,75422411,7555
49612,Alden,1110349,75422411,7555
49612,Rapid City,7566723,75422411,7555
49613,Arcadia,530700,75422411,7555
49614,Bear Lake,1481941,75422411,7555
49615,Bellaire,3526572,75422411,7555
49616,Benzonia,6696758,75422411,7555
49616,Crystal Mountain,1814364,75422411,7555
49616,Beulah,4348308,75422411,7555
49617,Benzonia,6696758,75422411,7555
49617,Beulah,4348308,75422411,7555
49618,Boon,896110,75422411,7555
49619,Brethren,1624307,75422411,7555
49620,Buckley,2020423,75422411,7555
49621,Cedar,472117,75422411,7555
49621,Greilickville,15464358,75422411,7555
49622,Eastport,3829794,75422411,7555
49622,Central Lake,1775573,75422411,7555
49625,Nessen City,1360895,75422411,7555
49625,Copemish,1579151,75422411,7555
49626,Eastlake,1588178,75422411,7555
49627,Eastport,3829794,75422411,7555
49628,Elberta,1342499,75422411,7555
49629,Elk Rapids,8117958,75422411,7555
49630,Empire,1790060,75422411,7555
49631,Evart,3155019,75422411,7555
49633,Fife Lake,1498845,75422411,7555
49634,Filer City,859779,75422411,7555
49635,Elberta,1342499,75422411,7555
49635,Pilgrim,528859,75422411,7555
49635,Frankfort,4683323,75422411,7555
49635,Crystal Downs Country Club,161063,75422411,7555
49636,Glen Arbor,971020,75422411,7555
49637,Grawn,3975675,75422411,7555
49637,Interlochen,2364273,75422411,7555
49638,Harrietta,374841,75422411,7555
49638,Caberfae,0,75422411,7555
49639,Hersey,997526,75422411,7555
49640,Honor,3735492,75422411,7555
49643,Bendon,742598,75422411,7555
49643,Interlochen,2364273,75422411,7555
49645,Kaleva,928974,75422411,7555
49646,Bear Lake,4349591,75422411,7555
49646,Manistee Lake,1161263,75422411,7555
49646,Kalkaska,13381925,75422411,7555
49648,Eastport,3829794,75422411,7555
49649,Kingsley,4692020,75422411,7555
49650,Lake Ann,1022215,75422411,7555
49650,Maple Grove,0,75422411,7555
49650,Hardwood Acres,452376,75422411,7555
49651,Jennings,831194,75422411,7555
49651,Lake City,6795131,75422411,7555
49653,Lake Leelanau,1096978,75422411,7555
49654,Leland,708215,75422411,7555
49655,Le Roy,1316139,75422411,7555
49656,Luther,722965,75422411,7555
49657,McBain,2076936,75422411,7555
49659,Lakes of the North,1130133,75422411,7555
49659,Alba,6093458,75422411,7555
49659,Mancelona,5470659,75422411,7555
49659,Manistee Lake,1161263,75422411,7555
49660,Oak Hill,3056479,75422411,7555
49660,Filer City,859779,75422411,7555
49660,Manistee,21329409,75422411,7555
49660,Stronach,864087,75422411,7555
49660,Parkdale,13616403,75422411,7555
49660,Eastlake,1588178,75422411,7555
49663,Manton,2998353,75422411,7555
49664,Maple City,1052389,75422411,7555
49664,Glen Arbor,971020,75422411,7555
49665,Marion,1815261,75422411,7555
49668,Mesick,4190708,75422411,7555
49670,Omena,2220796,75422411,7555
49670,Northport,2458191,75422411,7555
49675,Onekama,2029573,75422411,7555
49676,Rapid City,7566723,75422411,7555
49677,Reed City,6773255,75422411,7555
49680,South Boardman,4709584,75422411,7555
49682,Suttons Bay,4597394,75422411,7555
49682,Omena,2220796,75422411,7555
49683,Nessen City,1360895,75422411,7555
49683,Copemish,1579151,75422411,7555
49683,Crystal Mountain,1814364,75422411,7555
49683,Thompsonville,1148637,75422411,7555
49684,Traverse City,154625724,75422411,7555
49684,Greilickville,15464358,75422411,7555
49686,Traverse City,154625724,75422411,7555
49688,Tustin,413438,75422411,7555
49689,Wellston,1144064,75422411,7555
49690,Elk Rapids,8117958,75422411,7555
49701,Mackinaw City,11602870,75422411,7555
49706,Ponshewaing,2316149,75422411,7555
49706,Conway,5558251,75422411,7555
49706,Brutus,3408759,75422411,7555
49706,Indian River,35664528,75422411,7555
49706,Oden,6152152,75422411,7555
49706,Alanson,5279152,75422411,7555
49707,Alpena,44740119,75422411,7555
49709,Atlanta,4446095,75422411,7555
49709,Canada Creek Ranch,1695089,75422411,7555
49712,Advance,2598691,75422411,7555
49712,Boyne City,10614569,75422411,7555
49712,Horton Bay,3140404,75422411,7555
49712,Walloon Lake,4476068,75422411,7555
49713,Boyne Falls,3027918,75422411,7555
49713,Walloon Lake,4476068,75422411,7555
49716,Brutus,3408759,75422411,7555
49718,Carp Lake,2125480,75422411,7555
49720,Horton Bay,3140404,75422411,7555
49720,Norwood,316160,75422411,7555
49720,Charlevoix,13484214,75422411,7555
49720,Petoskey,44708873,75422411,7555
49720,Bay Shore,5853453,75422411,7555
49720,Ironton,2817553,75422411,7555
49721,Cheboygan,18505872,75422411,7555
49725,De Tour Village,944539,75422411,7555
49727,Advance,2598691,75422411,7555
49727,East Jordan,9197324,75422411,7555
49727,Ironton,2817553,75422411,7555
49729,Norwood,316160,75422411,7555
49729,Ellsworth,1683331,75422411,7555
49729,Eastport,3829794,75422411,7555
49730,Lakes of the North,1130133,75422411,7555
49730,Alba,6093458,75422411,7555
49735,Gaylord,41177942,75422411,7555
49735,Lakes of the North,1130133,75422411,7555
49738,Grayling,17832140,75422411,7555
49738,Bear Lake,4349591,75422411,7555
49740,Harbor Springs,5080515,75422411,7555
49740,Cross Village,550217,75422411,7555
49740,Conway,5558251,75422411,7555
49746,Hillman,2461518,75422411,7555
49747,Hubbard Lake,1665379,75422411,7555
49749,Indian River,35664528,75422411,7555
49755,Levering,1160278,75422411,7555
49755,Carp Lake,2125480,75422411,7555
49756,Lewiston,7335953,75422411,7555
49757,Mackinac Island,0,75422411,7555
49759,Millersburg,561319,75422411,7555
49764,Oden,6152152,75422411,7555
49765,Canada Creek Ranch,1695089,75422411,7555
49765,Onaway,3181314,75422411,7555
49766,Ossineke,6111611,75422411,7555
49769,Pellston,3915383,75422411,7555
49770,Bay View,9084603,75422411,7555
49770,Petoskey,44708873,75422411,7555
49770,Conway,5558251,75422411,7555
49770,Bay Shore,5853453,75422411,7555
49770,Walloon Lake,4476068,75422411,7555
49776,Posen,1856864,75422411,7555
49777,Presque Isle Harbor,1158466,75422411,7555
49779,Rogers City,6534670,75422411,7555
49781,St. Ignace,13509958,75422411,7555
49782,St. James,67939,75422411,7555
49783,Sault Ste. Marie,65706228,75422411,7555
49795,Vanderbilt,8199303,75422411,7555
49796,Walloon Lake,4476068,75422411,7555
49799,Wolverine,1707830,75422411,7555
49799,Indian River,35664528,75422411,7555
49801,Kingsford,13197794,75422411,7555
49801,Iron Mountain,42416398,75422411,7555
49801,Niagara,159357436,75422411,7555
49801,Quinnesec,7484996,75422411,7555
49802,Kingsford,13197794,75422411,7555
49802,Iron Mountain,42416398,75422411,7555
49805,Ahmeek,80756,75422411,7555
49805,Eagle River,2474827,75422411,7555
49808,Big Bay,1490833,75422411,7555
49812,Carney,1495210,75422411,7555
49814,Michigamme,4652670,75422411,7555
49816,Chatham,1636794,75422411,7555
49821,Daggett,1311842,75422411,7555
49829,Escanaba,59571481,75422411,7555
49835,Garden,443032,75422411,7555
49837,Gladstone,29911145,75422411,7555
49841,Gwinn,6330232,75422411,7555
49841,K. I. Sawyer,0,75422411,7555
49847,Powers,2251407,75422411,7555
49849,West Ishpeming,7573845,75422411,7555
49849,Palmer,537501,75422411,7555
49849,Ishpeming,29817160,75422411,7555
49849,Negaunee,35109670,75422411,7555
49854,Manistique,12977464,75422411,7555
49855,Big Bay,1490833,75422411,7555
49855,Marquette,95659001,75422411,7555
49855,Harvey,15649759,75422411,7555
49855,Trowbridge Park,13527035,75422411,7555
49858,Menominee,38837854,75422411,7555
49861,Michigamme,4652670,75422411,7555
49862,Munising,9604716,75422411,7555
49866,Palmer,537501,75422411,7555
49866,Ishpeming,29817160,75422411,7555
49866,Negaunee,35109670,75422411,7555
49868,Newberry,1841422,75422411,7555
49870,Norway,14381975,75422411,7555
49870,Niagara,159357436,75422411,7555
49871,Palmer,537501,75422411,7555
49874,Powers,2251407,75422411,7555
49876,Niagara,159357436,75422411,7555
49876,Quinnesec,7484996,75422411,7555
49879,Republic,2410095,75422411,7555
49885,K. I. Sawyer,0,75422411,7555
49887,Daggett,1311842,75422411,7555
49887,Stephenson,2643171,75422411,7555
49892,Norway,14381975,75422411,7555
49894,Escanaba,59571481,75422411,7555
49901,Ahmeek,80756,75422411,7555
49905,South Range,1010401,75422411,7555
49905,Houghton,30751327,75422411,7555
49908,Baraga,6675465,75422411,7555
49911,Bessemer,8833873,75422411,7555
49913,Laurium,2338873,75422411,7555
49913,Copper City,109102,75422411,7555
49913,Calumet,1581563,75422411,7555
49913,Hubbell,3525513,75422411,7555
49915,Caspian,893623,75422411,7555
49917,Copper City,109102,75422411,7555
49918,Copper Harbor,876653,75422411,7555
49920,Alpha,227922,75422411,7555
49920,Amasa,1431151,75422411,7555
49920,Crystal Falls,4052672,75422411,7555
49921,Houghton,30751327,75422411,7555
49927,Iron River,11911977,75422411,7555
49927,Caspian,893623,75422411,7555
49927,Gaastra,530160,75422411,7555
49930,Hancock,17410790,75422411,7555
49930,Dollar Bay,7163583,75422411,7555
49931,Hancock,17410790,75422411,7555
49931,Houghton,30751327,75422411,7555
49934,Hubbell,3525513,75422411,7555
49935,Iron River,11911977,75422411,7555
49935,Caspian,893623,75422411,7555
49935,Gaastra,530160,75422411,7555
49938,Hurley,7646764,75422411,7555
49938,Ironwood,23226769,75422411,7555
49945,Lake Linden,1935948,75422411,7555
49945,Hubbell,3525513,75422411,7555
49946,L'Anse,6316866,75422411,7555
49946,Zeba,685364,75422411,7555
49947,Marenisco,522233,75422411,7555
49950,Copper Harbor,876653,75422411,7555
49950,Copper City,109102,75422411,7555
49950,Eagle River,2474827,75422411,7555
49950,Eagle Harbor,1425201,75422411,7555
49953,White Pine,0,75422411,7555
49953,Ontonagon,3942303,75422411,7555
49963,South Range,1010401,75422411,7555
49968,Wakefield,7637822,75422411,7555
49969,Watersmeet,3009032,75422411,7555
49971,White Pine,0,75422411,7555
50001,Ackworth,559352,75422411,7555
50001,Sandyville,674587,75422411,7555
50002,Adair,13163985,75422411,7555
50003,Waukee,89261751,75422411,7555
50003,Adel,17837633,75422411,7555
50003,Van Meter,696792,75422411,7555
50003,De Soto,8334562,75422411,7555
50005,Albion,674414,75422411,7555
50006,Popejoy,94909,75422411,7555
50006,Buckeye,223009,75422411,7555
50006,Alden,1834098,75422411,7555
50007,Alleman,4382284,75422411,7555
50007,Ankeny,320631604,75422411,7555
50008,Allerton,509331,75422411,7555
50009,Altoona,86259636,75422411,7555
50009,Bondurant,22671951,75422411,7555
50009,Des Moines,1168639759,75422411,7555
50009,Pleasant Hill,65429737,75422411,7555
50010,Ames,227165484,75422411,7555
50011,Ames,227165484,75422411,7555
50012,Ames,227165484,75422411,7555
50014,Ames,227165484,75422411,7555
50014,Gilbert,1132218,75422411,7555
50020,Anita,1967190,75422411,7555
50021,Ankeny,320631604,75422411,7555
50022,Wiota,384135,75422411,7555
50022,Atlantic,20832065,75422411,7555
50023,Johnston,69174521,75422411,7555
50023,Ankeny,320631604,75422411,7555
50025,Gray,55343,75422411,7555
50025,Audubon,2607820,75422411,7555
50026,Bagley,248541,75422411,7555
50027,Barnes City,218885,75422411,7555
50028,Baxter,1728,75422411,7555
50029,Bayard,628759,75422411,7555
50033,Bevington,902019,75422411,7555
50034,Blairsburg,295614,75422411,7555
50035,Altoona,86259636,75422411,7555
50035,Bondurant,22671951,75422411,7555
50036,Fraser,0,75422411,7555
50036,Boone,42590714,75422411,7555
50038,West Des Moines,538621212,75422411,7555
50039,Bouton,0,75422411,7555
50042,Brayton,636155,75422411,7555
50044,Bussey,397148,75422411,7555
50044,Hamilton,537118,75422411,7555
50046,Cambridge,527479,75422411,7555
50046,Huxley,27304292,75422411,7555
50047,Carlisle,11250809,75422411,7555
50047,Des Moines,1168639759,75422411,7555
50047,Hartford,0,75422411,7555
50047,Pleasant Hill,65429737,75422411,7555
50048,Casey,345237,75422411,7555
50049,Chariton,8714738,75422411,7555
50049,Williamson,60344,75422411,7555
50050,Churdan,486193,75422411,7555
50051,Clemons,94244,75422411,7555
50052,Clio,160603,75422411,7555
50054,Colfax,2510735,75422411,7555
50054,Valeria,0,75422411,7555
50055,Collins,376898,75422411,7555
50056,Colo,2544714,75422411,7555
50058,Coon Rapids,1155272,75422411,7555
50060,Millerton,60934,75422411,7555
50060,Corydon,1885102,75422411,7555
50061,Cumming,3739859,75422411,7555
50061,Norwalk,20507075,75422411,7555
50061,West Des Moines,538621212,75422411,7555
50062,Melcher-Dallas,1291923,75422411,7555
50063,Grimes,64737705,75422411,7555
50063,Dallas Center,6519576,75422411,7555
50064,Dana,202562,75422411,7555
50065,Davis City,251097,75422411,7555
50065,Pleasanton,82951,75422411,7555
50066,Dawson,128403,75422411,7555
50067,Decatur City,652012,75422411,7555
50068,Derby,133028,75422411,7555
50069,De Soto,8334562,75422411,7555
50070,Dexter,1276334,75422411,7555
50071,Galt,18993,75422411,7555
50071,Popejoy,94909,75422411,7555
50071,Dows,517281,75422411,7555
50072,Earlham,1348242,75422411,7555
50073,Elkhart,886655,75422411,7555
50073,Ankeny,320631604,75422411,7555
50074,Ellston,59493,75422411,7555
50074,Beaconsfield,0,75422411,7555
50075,Ellsworth,1098453,75422411,7555
50076,Exira,1696126,75422411,7555
50078,Ferguson,96486,75422411,7555
50101,Galt,18993,75422411,7555
50103,Garden Grove,285389,75422411,7555
50103,Le Roy,39587,75422411,7555
50104,Gibson,16775,75422411,7555
50105,Gilbert,1132218,75422411,7555
50106,Ferguson,96486,75422411,7555
50106,Gilman,806197,75422411,7555
50107,Beaver,270618,75422411,7555
50107,Grand Junction,1904117,75422411,7555
50108,Grand River,126354,75422411,7555
50109,Johnston,69174521,75422411,7555
50109,Granger,6499802,75422411,7555
50111,Grimes,64737705,75422411,7555
50111,Johnston,69174521,75422411,7555
50111,Granger,6499802,75422411,7555
50111,Urbandale,381076475,75422411,7555
50112,Oakland Acres,0,75422411,7555
50112,Lynnville,967190,75422411,7555
50112,Grinnell,23168650,75422411,7555
50115,Guthrie Center,3800463,75422411,7555
50116,Marysville,0,75422411,7555
50116,Hamilton,537118,75422411,7555
50118,Hartford,0,75422411,7555
50119,Harvey,0,75422411,7555
50120,Haverhill,0,75422411,7555
50122,Hubbard,1703868,75422411,7555
50123,Humeston,822550,75422411,7555
50123,Le Roy,39587,75422411,7555
50124,Alleman,4382284,75422411,7555
50124,Huxley,27304292,75422411,7555
50125,Spring Hill,81763,75422411,7555
50125,Indianola,47284781,75422411,7555
50125,Ackworth,559352,75422411,7555
50126,Owasa,2280084,75422411,7555
50126,Iowa Falls,15364542,75422411,7555
50128,Jamaica,107162,75422411,7555
50129,Jefferson,9670079,75422411,7555
50130,Randall,276998,75422411,7555
50130,Jewell Junction,2530008,75422411,7555
50131,Grimes,64737705,75422411,7555
50131,Johnston,69174521,75422411,7555
50131,Urbandale,381076475,75422411,7555
50132,Kamrar,219543,75422411,7555
50133,Kellerton,376380,75422411,7555
50134,Kelley,479746,75422411,7555
50135,Kellogg,251840,75422411,7555
50136,Thornburg,89520,75422411,7555
50136,Keswick,246249,75422411,7555
50138,Knoxville,16764894,75422411,7555
50139,Lacona,334717,75422411,7555
50140,Lamoni,2224668,75422411,7555
50141,Laurel,493659,75422411,7555
50142,Le Grand,4232780,75422411,7555
50143,Leighton,62221,75422411,7555
50144,Davis City,251097,75422411,7555
50144,Leon,3813229,75422411,7555
50146,Linden,80066,75422411,7555
50147,Lineville,621908,75422411,7555
50147,South Lineville,211954,75422411,7555
50147,Clio,160603,75422411,7555
50148,Liscomb,538602,75422411,7555
50149,Macksburg,445224,75422411,7555
50149,Lorimor,280687,75422411,7555
50150,Lovilia,1434905,75422411,7555
50151,Lucas,1490016,75422411,7555
50153,Lynnville,967190,75422411,7555
50154,McCallsburg,297714,75422411,7555
50155,Macksburg,445224,75422411,7555
50156,Sheldahl,229973,75422411,7555
50156,Madrid,3722974,75422411,7555
50156,Slater,2347230,75422411,7555
50156,Luther,1505839,75422411,7555
50157,Malcom,679567,75422411,7555
50158,Ferguson,96486,75422411,7555
50158,Le Grand,4232780,75422411,7555
50158,Albion,674414,75422411,7555
50158,Marshalltown,93568833,75422411,7555
50160,Martensdale,933376,75422411,7555
50161,Maxwell,907392,75422411,7555
50162,Melbourne,246185,75422411,7555
50163,Melcher-Dallas,1291923,75422411,7555
50164,Menlo,313290,75422411,7555
50164,Casey,345237,75422411,7555
50165,Millerton,60934,75422411,7555
50166,Milo,667592,75422411,7555
50166,Sandyville,674587,75422411,7555
50167,Minburn,683735,75422411,7555
50167,Dallas Center,6519576,75422411,7555
50168,Mingo,38593,75422411,7555
50169,Mitchellville,18703790,75422411,7555
50170,Monroe,5525207,75422411,7555
50171,Montezuma,3340352,75422411,7555
50171,Barnes City,218885,75422411,7555
50173,Montour,291720,75422411,7555
50174,Murray,126564,75422411,7555
50201,Nevada,26474187,75422411,7555
50206,New Providence,332946,75422411,7555
50207,New Sharon,1850411,75422411,7555
50208,Newton,81835985,75422411,7555
50208,Lambs Grove,135708,75422411,7555
50210,New Virginia,412473,75422411,7555
50211,Cumming,3739859,75422411,7555
50211,Norwalk,20507075,75422411,7555
50211,Des Moines,1168639759,75422411,7555
50212,Ogden,1722859,75422411,7555
50212,Beaver,270618,75422411,7555
50212,Boxholm,544717,75422411,7555
50213,Osceola,22400706,75422411,7555
50216,Panora,3535040,75422411,7555
50216,Linden,80066,75422411,7555
50217,Paton,246988,75422411,7555
50217,Boxholm,544717,75422411,7555
50218,Patterson,1070193,75422411,7555
50219,Pella,37064084,75422411,7555
50220,Perry,17394867,75422411,7555
50220,Berkley,93924,75422411,7555
50222,East Peru,178329,75422411,7555
50223,Fraser,0,75422411,7555
50223,Pilot Mound,357734,75422411,7555
50223,Boxholm,544717,75422411,7555
50225,Pleasantville,5004762,75422411,7555
50226,Sheldahl,229973,75422411,7555
50226,Johnston,69174521,75422411,7555
50226,Polk City,10169884,75422411,7555
50226,Ankeny,320631604,75422411,7555
50227,Popejoy,94909,75422411,7555
50228,Prairie City,4560948,75422411,7555
50229,Martensdale,933376,75422411,7555
50229,Patterson,1070193,75422411,7555
50229,St. Marys,102045,75422411,7555
50229,Bevington,902019,75422411,7555
50230,Radcliffe,360747,75422411,7555
