zip,city,city_fuel_use_diesel_min,city_fuel_use_diesel_avg,city_fuel_use_diesel_max,city_fuel_use_gas_min,city_fuel_use_gas_avg,city_fuel_use_gas_max
1001,West Springfield Town,89900,1626056,12327900,456000,7890952,60360800
1001,Suffield,89900,1626056,12327900,456000,7890952,60360800
1001,Agawam Town,89900,1626056,12327900,456000,7890952,60360800
1001,Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1001,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1002,New Salem,100,137717,7045800,100,303044,16707200
1002,Hadley,1800,610562,11545700,5300,1927851,23621800
1002,Amherst,89900,1626056,12327900,456000,7890952,60360800
1002,Granby,1800,610562,11545700,5300,1927851,23621800
1002,Belchertown,89900,1626056,12327900,456000,7890952,60360800
1002,Pelham,100,137717,7045800,100,303044,16707200
1002,Sunderland,1800,610562,11545700,5300,1927851,23621800
1002,Leverett,100,137717,7045800,100,303044,16707200
1002,South Hadley,89900,1626056,12327900,456000,7890952,60360800
1002,Shutesbury,100,137717,7045800,100,303044,16707200
1003,Amherst,89900,1626056,12327900,456000,7890952,60360800
1005,Hardwick,1800,610562,11545700,5300,1927851,23621800
1005,Phillipston,100,137717,7045800,100,303044,16707200
1005,Barre,1800,610562,11545700,5300,1927851,23621800
1005,Hubbardston,1800,610562,11545700,5300,1927851,23621800
1005,Petersham,100,137717,7045800,100,303044,16707200
1005,New Braintree,100,137717,7045800,100,303044,16707200
1005,Oakham,100,137717,7045800,100,303044,16707200
1005,Rutland,1800,610562,11545700,5300,1927851,23621800
1007,Ware,1800,610562,11545700,5300,1927851,23621800
1007,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1007,New Salem,100,137717,7045800,100,303044,16707200
1007,Ludlow,89900,1626056,12327900,456000,7890952,60360800
1007,Amherst,89900,1626056,12327900,456000,7890952,60360800
1007,Granby,1800,610562,11545700,5300,1927851,23621800
1007,Belchertown,89900,1626056,12327900,456000,7890952,60360800
1007,Pelham,100,137717,7045800,100,303044,16707200
1008,Tolland,100,137717,7045800,100,303044,16707200
1008,Huntington,100,137717,7045800,100,303044,16707200
1008,Russell,100,137717,7045800,100,303044,16707200
1008,Otis,100,137717,7045800,100,303044,16707200
1008,Blandford,100,137717,7045800,100,303044,16707200
1008,Granville,100,137717,7045800,100,303044,16707200
1008,Chester,100,137717,7045800,100,303044,16707200
1009,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1009,Belchertown,89900,1626056,12327900,456000,7890952,60360800
1010,Monson,1800,610562,11545700,5300,1927851,23621800
1010,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1010,Brimfield,1800,610562,11545700,5300,1927851,23621800
1010,Sturbridge,1800,610562,11545700,5300,1927851,23621800
1010,Warren,1800,610562,11545700,5300,1927851,23621800
1010,Holland,100,137717,7045800,100,303044,16707200
1010,Brookfield,1800,610562,11545700,5300,1927851,23621800
1010,Wales,100,137717,7045800,100,303044,16707200
1011,Middlefield,100,137717,7045800,100,303044,16707200
1011,Becket,100,137717,7045800,100,303044,16707200
1011,Huntington,100,137717,7045800,100,303044,16707200
1011,Worthington,100,137717,7045800,100,303044,16707200
1011,Washington,100,137717,7045800,100,303044,16707200
1011,Otis,100,137717,7045800,100,303044,16707200
1011,Blandford,100,137717,7045800,100,303044,16707200
1011,Peru,100,137717,7045800,100,303044,16707200
1011,Chester,100,137717,7045800,100,303044,16707200
1012,Chesterfield,100,137717,7045800,100,303044,16707200
1012,Huntington,100,137717,7045800,100,303044,16707200
1012,Goshen,100,137717,7045800,100,303044,16707200
1012,Westhampton,100,137717,7045800,100,303044,16707200
1013,West Springfield Town,89900,1626056,12327900,456000,7890952,60360800
1013,Holyoke,89900,1626056,12327900,456000,7890952,60360800
1013,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1013,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1020,Ludlow,89900,1626056,12327900,456000,7890952,60360800
1020,Holyoke,89900,1626056,12327900,456000,7890952,60360800
1020,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1020,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1020,South Hadley,89900,1626056,12327900,456000,7890952,60360800
1022,Ludlow,89900,1626056,12327900,456000,7890952,60360800
1022,Granby,1800,610562,11545700,5300,1927851,23621800
1022,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1022,South Hadley,89900,1626056,12327900,456000,7890952,60360800
1026,Plainfield,100,137717,7045800,100,303044,16707200
1026,Chesterfield,100,137717,7045800,100,303044,16707200
1026,Worthington,100,137717,7045800,100,303044,16707200
1026,Windsor,100,137717,7045800,100,303044,16707200
1026,Goshen,100,137717,7045800,100,303044,16707200
1026,Cummington,100,137717,7045800,100,303044,16707200
1027,Southampton,1800,610562,11545700,5300,1927851,23621800
1027,Hadley,1800,610562,11545700,5300,1927851,23621800
1027,Holyoke,89900,1626056,12327900,456000,7890952,60360800
1027,Chesterfield,100,137717,7045800,100,303044,16707200
1027,Huntington,100,137717,7045800,100,303044,16707200
1027,Easthampton Town,89900,1626056,12327900,456000,7890952,60360800
1027,Northampton,89900,1626056,12327900,456000,7890952,60360800
1027,South Hadley,89900,1626056,12327900,456000,7890952,60360800
1027,Westhampton,100,137717,7045800,100,303044,16707200
1027,Williamsburg,1800,610562,11545700,5300,1927851,23621800
1028,Enfield,89900,1626056,12327900,456000,7890952,60360800
1028,East Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1028,Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1028,Hampden,1800,610562,11545700,5300,1927851,23621800
1028,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1028,Somers,89900,1626056,12327900,456000,7890952,60360800
1028,Wilbraham,89900,1626056,12327900,456000,7890952,60360800
1029,Tolland,100,137717,7045800,100,303044,16707200
1029,Otis,100,137717,7045800,100,303044,16707200
1029,Blandford,100,137717,7045800,100,303044,16707200
1030,West Springfield Town,89900,1626056,12327900,456000,7890952,60360800
1030,Suffield,89900,1626056,12327900,456000,7890952,60360800
1030,Agawam Town,89900,1626056,12327900,456000,7890952,60360800
1030,Westfield,89900,1626056,12327900,456000,7890952,60360800
1030,Southwick,1800,610562,11545700,5300,1927851,23621800
1031,Hardwick,1800,610562,11545700,5300,1927851,23621800
1031,Ware,1800,610562,11545700,5300,1927851,23621800
1031,New Salem,100,137717,7045800,100,303044,16707200
1031,West Brookfield,1800,610562,11545700,5300,1927851,23621800
1031,Petersham,100,137717,7045800,100,303044,16707200
1031,New Braintree,100,137717,7045800,100,303044,16707200
1032,Plainfield,100,137717,7045800,100,303044,16707200
1032,Chesterfield,100,137717,7045800,100,303044,16707200
1032,Goshen,100,137717,7045800,100,303044,16707200
1032,Cummington,100,137717,7045800,100,303044,16707200
1032,Ashfield,100,137717,7045800,100,303044,16707200
1033,Ludlow,89900,1626056,12327900,456000,7890952,60360800
1033,Amherst,89900,1626056,12327900,456000,7890952,60360800
1033,Granby,1800,610562,11545700,5300,1927851,23621800
1033,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1033,Belchertown,89900,1626056,12327900,456000,7890952,60360800
1033,South Hadley,89900,1626056,12327900,456000,7890952,60360800
1034,Tolland,100,137717,7045800,100,303044,16707200
1034,Westfield,89900,1626056,12327900,456000,7890952,60360800
1034,Sandisfield,100,137717,7045800,100,303044,16707200
1034,Granby,89900,1626056,12327900,456000,7890952,60360800
1034,Russell,100,137717,7045800,100,303044,16707200
1034,Southwick,1800,610562,11545700,5300,1927851,23621800
1034,Otis,100,137717,7045800,100,303044,16707200
1034,Blandford,100,137717,7045800,100,303044,16707200
1034,Granville,100,137717,7045800,100,303044,16707200
1034,Colebrook,100,137717,7045800,100,303044,16707200
1034,Hartland,100,137717,7045800,100,303044,16707200
1035,Hadley,1800,610562,11545700,5300,1927851,23621800
1035,Amherst,89900,1626056,12327900,456000,7890952,60360800
1035,Hatfield,1800,610562,11545700,5300,1927851,23621800
1035,Northampton,89900,1626056,12327900,456000,7890952,60360800
1035,Sunderland,1800,610562,11545700,5300,1927851,23621800
1035,South Hadley,89900,1626056,12327900,456000,7890952,60360800
1036,Monson,1800,610562,11545700,5300,1927851,23621800
1036,East Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1036,Hampden,1800,610562,11545700,5300,1927851,23621800
1036,Somers,89900,1626056,12327900,456000,7890952,60360800
1036,Wilbraham,89900,1626056,12327900,456000,7890952,60360800
1036,Stafford,89900,1626056,12327900,456000,7890952,60360800
1037,Hardwick,1800,610562,11545700,5300,1927851,23621800
1038,Hadley,1800,610562,11545700,5300,1927851,23621800
1038,Whately,100,137717,7045800,100,303044,16707200
1038,Hatfield,1800,610562,11545700,5300,1927851,23621800
1038,Northampton,89900,1626056,12327900,456000,7890952,60360800
1038,Sunderland,1800,610562,11545700,5300,1927851,23621800
1039,Conway,100,137717,7045800,100,303044,16707200
1039,Whately,100,137717,7045800,100,303044,16707200
1039,Hatfield,1800,610562,11545700,5300,1927851,23621800
1039,Northampton,89900,1626056,12327900,456000,7890952,60360800
1039,Williamsburg,1800,610562,11545700,5300,1927851,23621800
1040,West Springfield Town,89900,1626056,12327900,456000,7890952,60360800
1040,Southampton,1800,610562,11545700,5300,1927851,23621800
1040,Hadley,1800,610562,11545700,5300,1927851,23621800
1040,Westfield,89900,1626056,12327900,456000,7890952,60360800
1040,Holyoke,89900,1626056,12327900,456000,7890952,60360800
1040,Easthampton Town,89900,1626056,12327900,456000,7890952,60360800
1040,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1040,South Hadley,89900,1626056,12327900,456000,7890952,60360800
1050,Southampton,1800,610562,11545700,5300,1927851,23621800
1050,Chesterfield,100,137717,7045800,100,303044,16707200
1050,Huntington,100,137717,7045800,100,303044,16707200
1050,Worthington,100,137717,7045800,100,303044,16707200
1050,Russell,100,137717,7045800,100,303044,16707200
1050,Blandford,100,137717,7045800,100,303044,16707200
1050,Montgomery,100,137717,7045800,100,303044,16707200
1050,Chester,100,137717,7045800,100,303044,16707200
1050,Westhampton,100,137717,7045800,100,303044,16707200
1053,Northampton,89900,1626056,12327900,456000,7890952,60360800
1053,Williamsburg,1800,610562,11545700,5300,1927851,23621800
1054,Wendell,100,137717,7045800,100,303044,16707200
1054,Montague,1800,610562,11545700,5300,1927851,23621800
1054,Amherst,89900,1626056,12327900,456000,7890952,60360800
1054,Sunderland,1800,610562,11545700,5300,1927851,23621800
1054,Leverett,100,137717,7045800,100,303044,16707200
1054,Shutesbury,100,137717,7045800,100,303044,16707200
1056,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1056,Ludlow,89900,1626056,12327900,456000,7890952,60360800
1056,Granby,1800,610562,11545700,5300,1927851,23621800
1056,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1056,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1056,Belchertown,89900,1626056,12327900,456000,7890952,60360800
1056,Wilbraham,89900,1626056,12327900,456000,7890952,60360800
1057,Monson,1800,610562,11545700,5300,1927851,23621800
1057,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1057,Brimfield,1800,610562,11545700,5300,1927851,23621800
1057,Hampden,1800,610562,11545700,5300,1927851,23621800
1057,Wilbraham,89900,1626056,12327900,456000,7890952,60360800
1057,Stafford,89900,1626056,12327900,456000,7890952,60360800
1057,Wales,100,137717,7045800,100,303044,16707200
1060,Hadley,1800,610562,11545700,5300,1927851,23621800
1060,Easthampton Town,89900,1626056,12327900,456000,7890952,60360800
1060,Hatfield,1800,610562,11545700,5300,1927851,23621800
1060,Northampton,89900,1626056,12327900,456000,7890952,60360800
1062,Easthampton Town,89900,1626056,12327900,456000,7890952,60360800
1062,Hatfield,1800,610562,11545700,5300,1927851,23621800
1062,Northampton,89900,1626056,12327900,456000,7890952,60360800
1062,Westhampton,100,137717,7045800,100,303044,16707200
1062,Williamsburg,1800,610562,11545700,5300,1927851,23621800
1063,Northampton,89900,1626056,12327900,456000,7890952,60360800
1068,North Brookfield,1800,610562,11545700,5300,1927851,23621800
1068,Barre,1800,610562,11545700,5300,1927851,23621800
1068,New Braintree,100,137717,7045800,100,303044,16707200
1068,Oakham,100,137717,7045800,100,303044,16707200
1068,Rutland,1800,610562,11545700,5300,1927851,23621800
1068,Spencer,89900,1626056,12327900,456000,7890952,60360800
1069,Ware,1800,610562,11545700,5300,1927851,23621800
1069,Monson,1800,610562,11545700,5300,1927851,23621800
1069,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1069,Brimfield,1800,610562,11545700,5300,1927851,23621800
1069,Belchertown,89900,1626056,12327900,456000,7890952,60360800
1069,Warren,1800,610562,11545700,5300,1927851,23621800
1069,Wilbraham,89900,1626056,12327900,456000,7890952,60360800
1070,Savoy,100,137717,7045800,100,303044,16707200
1070,Hawley,100,137717,7045800,100,303044,16707200
1070,Plainfield,100,137717,7045800,100,303044,16707200
1070,Windsor,100,137717,7045800,100,303044,16707200
1070,Cummington,100,137717,7045800,100,303044,16707200
1070,Ashfield,100,137717,7045800,100,303044,16707200
1071,Westfield,89900,1626056,12327900,456000,7890952,60360800
1071,Huntington,100,137717,7045800,100,303044,16707200
1071,Russell,100,137717,7045800,100,303044,16707200
1071,Blandford,100,137717,7045800,100,303044,16707200
1071,Montgomery,100,137717,7045800,100,303044,16707200
1072,New Salem,100,137717,7045800,100,303044,16707200
1072,Wendell,100,137717,7045800,100,303044,16707200
1072,Amherst,89900,1626056,12327900,456000,7890952,60360800
1072,Pelham,100,137717,7045800,100,303044,16707200
1072,Leverett,100,137717,7045800,100,303044,16707200
1072,Shutesbury,100,137717,7045800,100,303044,16707200
1073,Southampton,1800,610562,11545700,5300,1927851,23621800
1073,Westfield,89900,1626056,12327900,456000,7890952,60360800
1073,Holyoke,89900,1626056,12327900,456000,7890952,60360800
1073,Huntington,100,137717,7045800,100,303044,16707200
1073,Easthampton Town,89900,1626056,12327900,456000,7890952,60360800
1073,Montgomery,100,137717,7045800,100,303044,16707200
1073,Westhampton,100,137717,7045800,100,303044,16707200
1075,Hadley,1800,610562,11545700,5300,1927851,23621800
1075,Holyoke,89900,1626056,12327900,456000,7890952,60360800
1075,Granby,1800,610562,11545700,5300,1927851,23621800
1075,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1075,South Hadley,89900,1626056,12327900,456000,7890952,60360800
1077,Suffield,89900,1626056,12327900,456000,7890952,60360800
1077,Agawam Town,89900,1626056,12327900,456000,7890952,60360800
1077,Westfield,89900,1626056,12327900,456000,7890952,60360800
1077,Granby,89900,1626056,12327900,456000,7890952,60360800
1077,Southwick,1800,610562,11545700,5300,1927851,23621800
1077,Granville,100,137717,7045800,100,303044,16707200
1079,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1080,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1080,Belchertown,89900,1626056,12327900,456000,7890952,60360800
1081,Monson,1800,610562,11545700,5300,1927851,23621800
1081,Brimfield,1800,610562,11545700,5300,1927851,23621800
1081,Union,100,137717,7045800,100,303044,16707200
1081,Holland,100,137717,7045800,100,303044,16707200
1081,Stafford,89900,1626056,12327900,456000,7890952,60360800
1081,Wales,100,137717,7045800,100,303044,16707200
1082,Hardwick,1800,610562,11545700,5300,1927851,23621800
1082,Ware,1800,610562,11545700,5300,1927851,23621800
1082,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1082,New Salem,100,137717,7045800,100,303044,16707200
1082,West Brookfield,1800,610562,11545700,5300,1927851,23621800
1082,Belchertown,89900,1626056,12327900,456000,7890952,60360800
1082,Petersham,100,137717,7045800,100,303044,16707200
1082,New Braintree,100,137717,7045800,100,303044,16707200
1082,Warren,1800,610562,11545700,5300,1927851,23621800
1083,Brimfield,1800,610562,11545700,5300,1927851,23621800
1083,Warren,1800,610562,11545700,5300,1927851,23621800
1084,Chesterfield,100,137717,7045800,100,303044,16707200
1084,Huntington,100,137717,7045800,100,303044,16707200
1084,Worthington,100,137717,7045800,100,303044,16707200
1085,West Springfield Town,89900,1626056,12327900,456000,7890952,60360800
1085,Agawam Town,89900,1626056,12327900,456000,7890952,60360800
1085,Southampton,1800,610562,11545700,5300,1927851,23621800
1085,Westfield,89900,1626056,12327900,456000,7890952,60360800
1085,Holyoke,89900,1626056,12327900,456000,7890952,60360800
1085,Huntington,100,137717,7045800,100,303044,16707200
1085,Russell,100,137717,7045800,100,303044,16707200
1085,Southwick,1800,610562,11545700,5300,1927851,23621800
1085,Montgomery,100,137717,7045800,100,303044,16707200
1085,Granville,100,137717,7045800,100,303044,16707200
1088,Whately,100,137717,7045800,100,303044,16707200
1088,Hatfield,1800,610562,11545700,5300,1927851,23621800
1088,Northampton,89900,1626056,12327900,456000,7890952,60360800
1088,Williamsburg,1800,610562,11545700,5300,1927851,23621800
1089,West Springfield Town,89900,1626056,12327900,456000,7890952,60360800
1089,Agawam Town,89900,1626056,12327900,456000,7890952,60360800
1089,Westfield,89900,1626056,12327900,456000,7890952,60360800
1089,Holyoke,89900,1626056,12327900,456000,7890952,60360800
1089,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1089,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1092,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1092,Brimfield,1800,610562,11545700,5300,1927851,23621800
1092,Warren,1800,610562,11545700,5300,1927851,23621800
1094,Hardwick,1800,610562,11545700,5300,1927851,23621800
1095,Monson,1800,610562,11545700,5300,1927851,23621800
1095,Palmer Town,89900,1626056,12327900,456000,7890952,60360800
1095,East Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1095,Ludlow,89900,1626056,12327900,456000,7890952,60360800
1095,Hampden,1800,610562,11545700,5300,1927851,23621800
1095,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1095,Wilbraham,89900,1626056,12327900,456000,7890952,60360800
1096,Conway,100,137717,7045800,100,303044,16707200
1096,Chesterfield,100,137717,7045800,100,303044,16707200
1096,Goshen,100,137717,7045800,100,303044,16707200
1096,Northampton,89900,1626056,12327900,456000,7890952,60360800
1096,Ashfield,100,137717,7045800,100,303044,16707200
1096,Westhampton,100,137717,7045800,100,303044,16707200
1096,Williamsburg,1800,610562,11545700,5300,1927851,23621800
1098,Middlefield,100,137717,7045800,100,303044,16707200
1098,Chesterfield,100,137717,7045800,100,303044,16707200
1098,Huntington,100,137717,7045800,100,303044,16707200
1098,Worthington,100,137717,7045800,100,303044,16707200
1098,Windsor,100,137717,7045800,100,303044,16707200
1098,Peru,100,137717,7045800,100,303044,16707200
1098,Cummington,100,137717,7045800,100,303044,16707200
1098,Chester,100,137717,7045800,100,303044,16707200
1103,West Springfield Town,89900,1626056,12327900,456000,7890952,60360800
1103,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1104,West Springfield Town,89900,1626056,12327900,456000,7890952,60360800
1104,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1104,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1105,West Springfield Town,89900,1626056,12327900,456000,7890952,60360800
1105,Agawam Town,89900,1626056,12327900,456000,7890952,60360800
1105,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1106,Enfield,89900,1626056,12327900,456000,7890952,60360800
1106,East Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1106,Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1106,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1107,West Springfield Town,89900,1626056,12327900,456000,7890952,60360800
1107,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1107,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1108,East Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1108,Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1108,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1109,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1118,East Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1118,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1119,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1128,East Longmeadow,89900,1626056,12327900,456000,7890952,60360800
1128,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1129,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1129,Wilbraham,89900,1626056,12327900,456000,7890952,60360800
1151,Ludlow,89900,1626056,12327900,456000,7890952,60360800
1151,Chicopee,344000,4983967,14536800,1901300,25678109,89210800
1151,Springfield,344000,4983967,14536800,1901300,25678109,89210800
1151,Wilbraham,89900,1626056,12327900,456000,7890952,60360800
1201,Lenox,1800,610562,11545700,5300,1927851,23621800
1201,Pittsfield,89900,1626056,12327900,456000,7890952,60360800
1201,Richmond,100,137717,7045800,100,303044,16707200
1201,Stephentown,1800,610562,11545700,5300,1927851,23621800
1201,Canaan,100,137717,7045800,100,303044,16707200
1201,New Lebanon,100,137717,7045800,100,303044,16707200
1201,Hancock,100,137717,7045800,100,303044,16707200
1201,Dalton,1800,610562,11545700,5300,1927851,23621800
1201,Lanesborough,1800,610562,11545700,5300,1927851,23621800
1220,Savoy,100,137717,7045800,100,303044,16707200
1220,Cheshire,1800,610562,11545700,5300,1927851,23621800
1220,North Adams,89900,1626056,12327900,456000,7890952,60360800
1220,New Ashford,100,137717,7045800,100,303044,16707200
1220,Adams,1800,610562,11545700,5300,1927851,23621800
1222,Salisbury,1800,610562,11545700,5300,1927851,23621800
1222,North Canaan,1800,610562,11545700,5300,1927851,23621800
1222,New Marlborough,100,137717,7045800,100,303044,16707200
1222,Sheffield,1800,610562,11545700,5300,1927851,23621800
1223,Middlefield,100,137717,7045800,100,303044,16707200
1223,Becket,100,137717,7045800,100,303044,16707200
1223,Tyringham,100,137717,7045800,100,303044,16707200
1223,Lee,1800,610562,11545700,5300,1927851,23621800
1223,Hinsdale,100,137717,7045800,100,303044,16707200
1223,Washington,100,137717,7045800,100,303044,16707200
1223,Otis,100,137717,7045800,100,303044,16707200
1223,Blandford,100,137717,7045800,100,303044,16707200
1223,Peru,100,137717,7045800,100,303044,16707200
1223,Chester,100,137717,7045800,100,303044,16707200
1224,Cheshire,1800,610562,11545700,5300,1927851,23621800
1224,Lanesborough,1800,610562,11545700,5300,1927851,23621800
1225,Savoy,100,137717,7045800,100,303044,16707200
1225,Williamstown,1800,610562,11545700,5300,1927851,23621800
1225,Cheshire,1800,610562,11545700,5300,1927851,23621800
1225,Windsor,100,137717,7045800,100,303044,16707200
1225,New Ashford,100,137717,7045800,100,303044,16707200
1225,Adams,1800,610562,11545700,5300,1927851,23621800
1225,Dalton,1800,610562,11545700,5300,1927851,23621800
1225,Lanesborough,1800,610562,11545700,5300,1927851,23621800
1226,Pittsfield,89900,1626056,12327900,456000,7890952,60360800
1226,Cheshire,1800,610562,11545700,5300,1927851,23621800
1226,Windsor,100,137717,7045800,100,303044,16707200
1226,Hinsdale,100,137717,7045800,100,303044,16707200
1226,Washington,100,137717,7045800,100,303044,16707200
1226,Dalton,1800,610562,11545700,5300,1927851,23621800
1226,Lanesborough,1800,610562,11545700,5300,1927851,23621800
1229,Stockbridge,100,137717,7045800,100,303044,16707200
1230,Sandisfield,100,137717,7045800,100,303044,16707200
1230,Austerlitz,100,137717,7045800,100,303044,16707200
1230,New Marlborough,100,137717,7045800,100,303044,16707200
1230,Hillsdale,100,137717,7045800,100,303044,16707200
1230,West Stockbridge,100,137717,7045800,100,303044,16707200
1230,Stockbridge,100,137717,7045800,100,303044,16707200
1230,Sheffield,1800,610562,11545700,5300,1927851,23621800
1230,Alford,100,137717,7045800,100,303044,16707200
1230,Copake,1800,610562,11545700,5300,1927851,23621800
1230,Monterey,100,137717,7045800,100,303044,16707200
1230,Mount Washington,100,137717,7045800,100,303044,16707200
1230,Egremont,100,137717,7045800,100,303044,16707200
1230,Great Barrington,1800,610562,11545700,5300,1927851,23621800
1235,Middlefield,100,137717,7045800,100,303044,16707200
1235,Worthington,100,137717,7045800,100,303044,16707200
1235,Windsor,100,137717,7045800,100,303044,16707200
1235,Hinsdale,100,137717,7045800,100,303044,16707200
1235,Washington,100,137717,7045800,100,303044,16707200
1235,Dalton,1800,610562,11545700,5300,1927851,23621800
1235,Peru,100,137717,7045800,100,303044,16707200
1235,Cummington,100,137717,7045800,100,303044,16707200
1236,West Stockbridge,100,137717,7045800,100,303044,16707200
1236,Stockbridge,100,137717,7045800,100,303044,16707200
1236,Great Barrington,1800,610562,11545700,5300,1927851,23621800
1237,Williamstown,1800,610562,11545700,5300,1927851,23621800
1237,Cheshire,1800,610562,11545700,5300,1927851,23621800
1237,New Ashford,100,137717,7045800,100,303044,16707200
1237,Hancock,100,137717,7045800,100,303044,16707200
1237,Lanesborough,1800,610562,11545700,5300,1927851,23621800
1238,Becket,100,137717,7045800,100,303044,16707200
1238,Lenox,1800,610562,11545700,5300,1927851,23621800
1238,Stockbridge,100,137717,7045800,100,303044,16707200
1238,Tyringham,100,137717,7045800,100,303044,16707200
1238,Lee,1800,610562,11545700,5300,1927851,23621800
1238,Monterey,100,137717,7045800,100,303044,16707200
1238,Washington,100,137717,7045800,100,303044,16707200
1238,Great Barrington,1800,610562,11545700,5300,1927851,23621800
1240,Lenox,1800,610562,11545700,5300,1927851,23621800
1240,Pittsfield,89900,1626056,12327900,456000,7890952,60360800
1240,Stockbridge,100,137717,7045800,100,303044,16707200
1240,Lee,1800,610562,11545700,5300,1927851,23621800
1240,Washington,100,137717,7045800,100,303044,16707200
1242,Lenox,1800,610562,11545700,5300,1927851,23621800
1242,Lee,1800,610562,11545700,5300,1927851,23621800
1243,Middlefield,100,137717,7045800,100,303044,16707200
1245,Sandisfield,100,137717,7045800,100,303044,16707200
1245,New Marlborough,100,137717,7045800,100,303044,16707200
1245,Tyringham,100,137717,7045800,100,303044,16707200
1245,Monterey,100,137717,7045800,100,303044,16707200
1245,Otis,100,137717,7045800,100,303044,16707200
1245,Great Barrington,1800,610562,11545700,5300,1927851,23621800
1247,Rowe,100,137717,7045800,100,303044,16707200
1247,Florida,100,137717,7045800,100,303044,16707200
1247,Savoy,100,137717,7045800,100,303044,16707200
1247,Williamstown,1800,610562,11545700,5300,1927851,23621800
1247,Clarksburg,100,137717,7045800,100,303044,16707200
1247,North Adams,89900,1626056,12327900,456000,7890952,60360800
1247,Stamford,100,94458,3248100,100,260439,8847000
1247,Pownal,16800,523521,5535100,53500,1690489,18392500
1247,Adams,1800,610562,11545700,5300,1927851,23621800
1247,Monroe,100,137717,7045800,100,303044,16707200
1247,Charlemont,100,137717,7045800,100,303044,16707200
1253,Becket,100,137717,7045800,100,303044,16707200
1253,Sandisfield,100,137717,7045800,100,303044,16707200
1253,Tyringham,100,137717,7045800,100,303044,16707200
1253,Otis,100,137717,7045800,100,303044,16707200
1253,Blandford,100,137717,7045800,100,303044,16707200
1254,Lenox,1800,610562,11545700,5300,1927851,23621800
1254,West Stockbridge,100,137717,7045800,100,303044,16707200
1254,Richmond,100,137717,7045800,100,303044,16707200
1254,Stockbridge,100,137717,7045800,100,303044,16707200
1254,Canaan,100,137717,7045800,100,303044,16707200
1255,Tolland,100,137717,7045800,100,303044,16707200
1255,Sandisfield,100,137717,7045800,100,303044,16707200
1255,Norfolk,100,137717,7045800,100,303044,16707200
1255,New Marlborough,100,137717,7045800,100,303044,16707200
1255,Monterey,100,137717,7045800,100,303044,16707200
1255,Otis,100,137717,7045800,100,303044,16707200
1255,Colebrook,100,137717,7045800,100,303044,16707200
1256,Florida,100,137717,7045800,100,303044,16707200
1256,Savoy,100,137717,7045800,100,303044,16707200
1256,Cheshire,1800,610562,11545700,5300,1927851,23621800
1256,Hawley,100,137717,7045800,100,303044,16707200
1256,Plainfield,100,137717,7045800,100,303044,16707200
1256,Windsor,100,137717,7045800,100,303044,16707200
1256,Adams,1800,610562,11545700,5300,1927851,23621800
