zip,city,city_fuel_use_diesel_min,city_fuel_use_diesel_avg,city_fuel_use_diesel_max,city_fuel_use_gas_min,city_fuel_use_gas_avg,city_fuel_use_gas_max
5038,Washington,100,94458,3248100,100,260439,8847000
5039,Topsham,100,94458,3248100,100,260439,8847000
5039,Corinth,100,94458,3248100,100,260439,8847000
5039,Vershire,100,94458,3248100,100,260439,8847000
5039,Washington,100,94458,3248100,100,260439,8847000
5040,Newbury,100,94458,3248100,100,260439,8847000
5040,Topsham,100,94458,3248100,100,260439,8847000
5040,Corinth,100,94458,3248100,100,260439,8847000
5040,Bradford,16800,523521,5535100,53500,1690489,18392500
5041,Brookfield,100,94458,3248100,100,260439,8847000
5042,Barnet,100,94458,3248100,100,260439,8847000
5042,Newbury,100,94458,3248100,100,260439,8847000
5042,Monroe,100,94458,3248100,100,260439,8847000
5042,Bath,100,94458,3248100,100,260439,8847000
5042,Ryegate,100,94458,3248100,100,260439,8847000
5043,Norwich,16800,523521,5535100,53500,1690489,18392500
5043,Lyme,100,94458,3248100,100,260439,8847000
5043,Thetford,16800,523521,5535100,53500,1690489,18392500
5045,West Fairlee,100,94458,3248100,100,260439,8847000
5045,Lyme,100,94458,3248100,100,260439,8847000
5045,Orford,100,94458,3248100,100,260439,8847000
5045,Bradford,16800,523521,5535100,53500,1690489,18392500
5045,Fairlee,100,94458,3248100,100,260439,8847000
5045,Thetford,16800,523521,5535100,53500,1690489,18392500
5046,Cabot,100,94458,3248100,100,260439,8847000
5046,Barnet,100,94458,3248100,100,260439,8847000
5046,Plainfield,100,94458,3248100,100,260439,8847000
5046,Peacham,100,94458,3248100,100,260439,8847000
5046,Topsham,100,94458,3248100,100,260439,8847000
5046,Ryegate,100,94458,3248100,100,260439,8847000
5046,Marshfield,100,94458,3248100,100,260439,8847000
5046,Orange,100,94458,3248100,100,260439,8847000
5046,Groton,100,94458,3248100,100,260439,8847000
5048,Plainfield,16800,523521,5535100,53500,1690489,18392500
5048,Hartford,16800,523521,5535100,53500,1690489,18392500
5048,Windsor,16800,523521,5535100,53500,1690489,18392500
5048,Hartland,16800,523521,5535100,53500,1690489,18392500
5051,Haverhill,16800,523521,5535100,53500,1690489,18392500
5051,Newbury,100,94458,3248100,100,260439,8847000
5051,Piermont,100,94458,3248100,100,260439,8847000
5051,Topsham,100,94458,3248100,100,260439,8847000
5051,Ryegate,100,94458,3248100,100,260439,8847000
5051,Bradford,16800,523521,5535100,53500,1690489,18392500
5051,Groton,100,94458,3248100,100,260439,8847000
5052,Plainfield,16800,523521,5535100,53500,1690489,18392500
5052,Hartland,16800,523521,5535100,53500,1690489,18392500
5053,Pomfret,100,94458,3248100,100,260439,8847000
5055,Norwich,16800,523521,5535100,53500,1690489,18392500
5055,Hanover,52300,1694126,7548600,501400,6736580,30178600
5055,Sharon,100,94458,3248100,100,260439,8847000
5055,Strafford,100,94458,3248100,100,260439,8847000
5055,Hartford,16800,523521,5535100,53500,1690489,18392500
5055,Thetford,16800,523521,5535100,53500,1690489,18392500
5056,Mendon,100,94458,3248100,100,260439,8847000
5056,Killington,100,94458,3248100,100,260439,8847000
5056,Plymouth,100,94458,3248100,100,260439,8847000
5056,Bridgewater,100,94458,3248100,100,260439,8847000
5056,Reading,100,94458,3248100,100,260439,8847000
5056,Shrewsbury,100,94458,3248100,100,260439,8847000
5058,West Fairlee,100,94458,3248100,100,260439,8847000
5058,Thetford,16800,523521,5535100,53500,1690489,18392500
5059,Hartford,16800,523521,5535100,53500,1690489,18392500
5060,Rochester,100,94458,3248100,100,260439,8847000
5060,Northfield,16800,523521,5535100,53500,1690489,18392500
5060,Braintree,100,94458,3248100,100,260439,8847000
5060,Williamstown,16800,523521,5535100,53500,1690489,18392500
5060,Randolph,16800,523521,5535100,53500,1690489,18392500
5060,Granville,100,94458,3248100,100,260439,8847000
5060,Bethel,100,94458,3248100,100,260439,8847000
5060,Roxbury,100,94458,3248100,100,260439,8847000
5060,Brookfield,100,94458,3248100,100,260439,8847000
5061,Randolph,16800,523521,5535100,53500,1690489,18392500
5061,Tunbridge,100,94458,3248100,100,260439,8847000
5061,Bethel,100,94458,3248100,100,260439,8847000
5061,Brookfield,100,94458,3248100,100,260439,8847000
5062,Plymouth,100,94458,3248100,100,260439,8847000
5062,West Windsor,100,94458,3248100,100,260439,8847000
5062,Reading,100,94458,3248100,100,260439,8847000
5062,Weathersfield,16800,523521,5535100,53500,1690489,18392500
5062,Woodstock,16800,523521,5535100,53500,1690489,18392500
5062,Cavendish,100,94458,3248100,100,260439,8847000
5065,Norwich,16800,523521,5535100,53500,1690489,18392500
5065,Pomfret,100,94458,3248100,100,260439,8847000
5065,Sharon,100,94458,3248100,100,260439,8847000
5065,Strafford,100,94458,3248100,100,260439,8847000
5065,Hartford,16800,523521,5535100,53500,1690489,18392500
5067,Pomfret,100,94458,3248100,100,260439,8847000
5067,Barnard,100,94458,3248100,100,260439,8847000
5068,Royalton,16800,523521,5535100,53500,1690489,18392500
5068,Pomfret,100,94458,3248100,100,260439,8847000
5068,Barnard,100,94458,3248100,100,260439,8847000
5068,Sharon,100,94458,3248100,100,260439,8847000
5068,Tunbridge,100,94458,3248100,100,260439,8847000
5068,Strafford,100,94458,3248100,100,260439,8847000
5068,Bethel,100,94458,3248100,100,260439,8847000
5069,Newbury,100,94458,3248100,100,260439,8847000
5069,Topsham,100,94458,3248100,100,260439,8847000
5069,Ryegate,100,94458,3248100,100,260439,8847000
5069,Groton,100,94458,3248100,100,260439,8847000
5070,Sharon,100,94458,3248100,100,260439,8847000
5070,Strafford,100,94458,3248100,100,260439,8847000
5070,Thetford,16800,523521,5535100,53500,1690489,18392500
5071,West Windsor,100,94458,3248100,100,260439,8847000
5071,Reading,100,94458,3248100,100,260439,8847000
5071,Woodstock,16800,523521,5535100,53500,1690489,18392500
5071,Hartland,16800,523521,5535100,53500,1690489,18392500
5072,Chelsea,100,94458,3248100,100,260439,8847000
5072,Sharon,100,94458,3248100,100,260439,8847000
5072,Tunbridge,100,94458,3248100,100,260439,8847000
5072,Strafford,100,94458,3248100,100,260439,8847000
5072,Vershire,100,94458,3248100,100,260439,8847000
5075,Norwich,16800,523521,5535100,53500,1690489,18392500
5075,West Fairlee,100,94458,3248100,100,260439,8847000
5075,Lyme,100,94458,3248100,100,260439,8847000
5075,Sharon,100,94458,3248100,100,260439,8847000
5075,Strafford,100,94458,3248100,100,260439,8847000
5075,Vershire,100,94458,3248100,100,260439,8847000
5075,Thetford,16800,523521,5535100,53500,1690489,18392500
5076,Newbury,100,94458,3248100,100,260439,8847000
5076,Topsham,100,94458,3248100,100,260439,8847000
5076,Groton,100,94458,3248100,100,260439,8847000
5077,Royalton,16800,523521,5535100,53500,1690489,18392500
5077,Chelsea,100,94458,3248100,100,260439,8847000
5077,Randolph,16800,523521,5535100,53500,1690489,18392500
5077,Sharon,100,94458,3248100,100,260439,8847000
5077,Tunbridge,100,94458,3248100,100,260439,8847000
5077,Strafford,100,94458,3248100,100,260439,8847000
5079,Chelsea,100,94458,3248100,100,260439,8847000
5079,West Fairlee,100,94458,3248100,100,260439,8847000
5079,Strafford,100,94458,3248100,100,260439,8847000
5079,Corinth,100,94458,3248100,100,260439,8847000
5079,Vershire,100,94458,3248100,100,260439,8847000
5079,Thetford,16800,523521,5535100,53500,1690489,18392500
5081,Haverhill,16800,523521,5535100,53500,1690489,18392500
5081,Newbury,100,94458,3248100,100,260439,8847000
5081,Bath,100,94458,3248100,100,260439,8847000
5081,Ryegate,100,94458,3248100,100,260439,8847000
5083,West Fairlee,100,94458,3248100,100,260439,8847000
5083,Corinth,100,94458,3248100,100,260439,8847000
5083,Vershire,100,94458,3248100,100,260439,8847000
5083,Thetford,16800,523521,5535100,53500,1690489,18392500
5084,Pomfret,100,94458,3248100,100,260439,8847000
5084,Sharon,100,94458,3248100,100,260439,8847000
5084,Hartford,16800,523521,5535100,53500,1690489,18392500
5086,Plainfield,100,94458,3248100,100,260439,8847000
5086,Topsham,100,94458,3248100,100,260439,8847000
5086,Corinth,100,94458,3248100,100,260439,8847000
5086,Barre,16800,523521,5535100,53500,1690489,18392500
5086,Washington,100,94458,3248100,100,260439,8847000
5086,Orange,100,94458,3248100,100,260439,8847000
5086,Groton,100,94458,3248100,100,260439,8847000
5089,Plainfield,16800,523521,5535100,53500,1690489,18392500
5089,West Windsor,100,94458,3248100,100,260439,8847000
5089,Reading,100,94458,3248100,100,260439,8847000
5089,Claremont,52300,1694126,7548600,501400,6736580,30178600
5089,Windsor,16800,523521,5535100,53500,1690489,18392500
5089,Weathersfield,16800,523521,5535100,53500,1690489,18392500
5089,Woodstock,16800,523521,5535100,53500,1690489,18392500
5089,Hartland,16800,523521,5535100,53500,1690489,18392500
5089,Cornish,100,94458,3248100,100,260439,8847000
5091,Pomfret,100,94458,3248100,100,260439,8847000
5091,Barnard,100,94458,3248100,100,260439,8847000
5091,Bridgewater,100,94458,3248100,100,260439,8847000
5091,Hartford,16800,523521,5535100,53500,1690489,18392500
5091,Woodstock,16800,523521,5535100,53500,1690489,18392500
5091,Hartland,16800,523521,5535100,53500,1690489,18392500
5101,Rockingham,16800,523521,5535100,53500,1690489,18392500
5101,Walpole,1800,610562,11545700,5300,1927851,23621800
5101,Charlestown,16800,523521,5535100,53500,1690489,18392500
5101,Springfield,16800,523521,5535100,53500,1690489,18392500
5101,Chester,16800,523521,5535100,53500,1690489,18392500
5101,Grafton,100,94458,3248100,100,260439,8847000
5101,Westminster,16800,523521,5535100,53500,1690489,18392500
5141,Rockingham,16800,523521,5535100,53500,1690489,18392500
5141,Grafton,100,94458,3248100,100,260439,8847000
5142,Reading,100,94458,3248100,100,260439,8847000
5142,Baltimore,100,94458,3248100,100,260439,8847000
5142,Weathersfield,16800,523521,5535100,53500,1690489,18392500
5142,Cavendish,100,94458,3248100,100,260439,8847000
5143,Rockingham,16800,523521,5535100,53500,1690489,18392500
5143,Windham,100,94458,3248100,100,260439,8847000
5143,Londonderry,100,94458,3248100,100,260439,8847000
5143,Andover,100,94458,3248100,100,260439,8847000
5143,Springfield,16800,523521,5535100,53500,1690489,18392500
5143,Weston,100,94458,3248100,100,260439,8847000
5143,Ludlow,100,94458,3248100,100,260439,8847000
5143,Chester,16800,523521,5535100,53500,1690489,18392500
5143,Grafton,100,94458,3248100,100,260439,8847000
5143,Baltimore,100,94458,3248100,100,260439,8847000
5143,Weathersfield,16800,523521,5535100,53500,1690489,18392500
5143,Cavendish,100,94458,3248100,100,260439,8847000
5146,Rockingham,16800,523521,5535100,53500,1690489,18392500
5146,Windham,100,94458,3248100,100,260439,8847000
5146,Chester,16800,523521,5535100,53500,1690489,18392500
5146,Grafton,100,94458,3248100,100,260439,8847000
5146,Athens,100,94458,3248100,100,260439,8847000
5146,Townshend,100,94458,3248100,100,260439,8847000
5148,Londonderry,100,94458,3248100,100,260439,8847000
5148,Andover,100,94458,3248100,100,260439,8847000
5148,Landgrove,100,94458,3248100,100,260439,8847000
5148,Weston,100,94458,3248100,100,260439,8847000
5149,Plymouth,100,94458,3248100,100,260439,8847000
5149,Andover,100,94458,3248100,100,260439,8847000
5149,Mount Holly,100,94458,3248100,100,260439,8847000
5149,Weston,100,94458,3248100,100,260439,8847000
5149,Ludlow,100,94458,3248100,100,260439,8847000
5149,Chester,16800,523521,5535100,53500,1690489,18392500
5149,Reading,100,94458,3248100,100,260439,8847000
5149,Shrewsbury,100,94458,3248100,100,260439,8847000
5149,Cavendish,100,94458,3248100,100,260439,8847000
5150,Springfield,16800,523521,5535100,53500,1690489,18392500
5150,Chester,16800,523521,5535100,53500,1690489,18392500
5150,Baltimore,100,94458,3248100,100,260439,8847000
5150,Weathersfield,16800,523521,5535100,53500,1690489,18392500
5151,Springfield,16800,523521,5535100,53500,1690489,18392500
5151,West Windsor,100,94458,3248100,100,260439,8847000
5151,Baltimore,100,94458,3248100,100,260439,8847000
5151,Windsor,16800,523521,5535100,53500,1690489,18392500
5151,Weathersfield,16800,523521,5535100,53500,1690489,18392500
5151,Cavendish,100,94458,3248100,100,260439,8847000
5152,Londonderry,100,94458,3248100,100,260439,8847000
5152,Winhall,100,94458,3248100,100,260439,8847000
5152,Landgrove,100,94458,3248100,100,260439,8847000
5152,Peru,100,94458,3248100,100,260439,8847000
5152,Dorset,100,94458,3248100,100,260439,8847000
5152,Weston,100,94458,3248100,100,260439,8847000
5152,Mount Tabor,100,94458,3248100,100,260439,8847000
5153,Plymouth,100,94458,3248100,100,260439,8847000
5153,Ludlow,100,94458,3248100,100,260439,8847000
5153,Chester,16800,523521,5535100,53500,1690489,18392500
5153,Reading,100,94458,3248100,100,260439,8847000
5153,Cavendish,100,94458,3248100,100,260439,8847000
5154,Rockingham,16800,523521,5535100,53500,1690489,18392500
5154,Grafton,100,94458,3248100,100,260439,8847000
5154,Athens,100,94458,3248100,100,260439,8847000
5155,Windham,100,94458,3248100,100,260439,8847000
5155,Londonderry,100,94458,3248100,100,260439,8847000
5155,Winhall,100,94458,3248100,100,260439,8847000
5155,Jamaica,100,94458,3248100,100,260439,8847000
5155,Landgrove,100,94458,3248100,100,260439,8847000
5156,Rockingham,16800,523521,5535100,53500,1690489,18392500
5156,Charlestown,16800,523521,5535100,53500,1690489,18392500
5156,Springfield,16800,523521,5535100,53500,1690489,18392500
5156,Chester,16800,523521,5535100,53500,1690489,18392500
5156,Claremont,52300,1694126,7548600,501400,6736580,30178600
5156,Weathersfield,16800,523521,5535100,53500,1690489,18392500
5158,Rockingham,16800,523521,5535100,53500,1690489,18392500
5158,Walpole,1800,610562,11545700,5300,1927851,23621800
5158,Westminster,16800,523521,5535100,53500,1690489,18392500
5161,Londonderry,100,94458,3248100,100,260439,8847000
5161,Andover,100,94458,3248100,100,260439,8847000
5161,Landgrove,100,94458,3248100,100,260439,8847000
5161,Mount Holly,100,94458,3248100,100,260439,8847000
5161,Peru,100,94458,3248100,100,260439,8847000
5161,Weston,100,94458,3248100,100,260439,8847000
5161,Ludlow,100,94458,3248100,100,260439,8847000
5161,Mount Tabor,100,94458,3248100,100,260439,8847000
5201,Searsburg,100,94458,3248100,100,260439,8847000
5201,Bennington,52300,1694126,7548600,501400,6736580,30178600
5201,Woodford,100,94458,3248100,100,260439,8847000
5201,Readsboro,100,94458,3248100,100,260439,8847000
5201,Stamford,100,94458,3248100,100,260439,8847000
5201,Shaftsbury,16800,523521,5535100,53500,1690489,18392500
5201,Pownal,16800,523521,5535100,53500,1690489,18392500
5201,Hoosick,1800,610562,11545700,5300,1927851,23621800
5201,Wilmington,16800,523521,5535100,53500,1690489,18392500
5250,Jackson,100,137717,7045800,100,303044,16707200
5250,Manchester,16800,523521,5535100,53500,1690489,18392500
5250,Rupert,100,94458,3248100,100,260439,8847000
5250,Sandgate,100,94458,3248100,100,260439,8847000
5250,Shaftsbury,16800,523521,5535100,53500,1690489,18392500
5250,Arlington,100,94458,3248100,100,260439,8847000
5250,White Creek,1800,610562,11545700,5300,1927851,23621800
5250,Sunderland,100,94458,3248100,100,260439,8847000
5250,Salem,1800,610562,11545700,5300,1927851,23621800
5251,Manchester,16800,523521,5535100,53500,1690489,18392500
5251,Rupert,100,94458,3248100,100,260439,8847000
5251,Sandgate,100,94458,3248100,100,260439,8847000
5251,Dorset,100,94458,3248100,100,260439,8847000
5251,Danby,100,94458,3248100,100,260439,8847000
5251,Pawlet,100,94458,3248100,100,260439,8847000
5252,Stratton,100,94458,3248100,100,260439,8847000
5252,Shaftsbury,16800,523521,5535100,53500,1690489,18392500
5252,Arlington,100,94458,3248100,100,260439,8847000
5252,Sunderland,100,94458,3248100,100,260439,8847000
5253,Manchester,16800,523521,5535100,53500,1690489,18392500
5253,Peru,100,94458,3248100,100,260439,8847000
5253,Dorset,100,94458,3248100,100,260439,8847000
5253,Danby,100,94458,3248100,100,260439,8847000
5253,Mount Tabor,100,94458,3248100,100,260439,8847000
5254,Manchester,16800,523521,5535100,53500,1690489,18392500
5255,Winhall,100,94458,3248100,100,260439,8847000
5255,Manchester,16800,523521,5535100,53500,1690489,18392500
5255,Stratton,100,94458,3248100,100,260439,8847000
5255,Peru,100,94458,3248100,100,260439,8847000
5255,Dorset,100,94458,3248100,100,260439,8847000
5255,Sunderland,100,94458,3248100,100,260439,8847000
5257,Bennington,52300,1694126,7548600,501400,6736580,30178600
5257,Shaftsbury,16800,523521,5535100,53500,1690489,18392500
5257,Arlington,100,94458,3248100,100,260439,8847000
5257,White Creek,1800,610562,11545700,5300,1927851,23621800
5257,Hoosick,1800,610562,11545700,5300,1927851,23621800
5260,Bennington,52300,1694126,7548600,501400,6736580,30178600
5260,Petersburgh,100,137717,7045800,100,303044,16707200
5260,Pownal,16800,523521,5535100,53500,1690489,18392500
5260,Hoosick,1800,610562,11545700,5300,1927851,23621800
5261,Williamstown,1800,610562,11545700,5300,1927851,23621800
5261,Clarksburg,100,137717,7045800,100,303044,16707200
5261,Bennington,52300,1694126,7548600,501400,6736580,30178600
5261,Stamford,100,94458,3248100,100,260439,8847000
5261,Petersburgh,100,137717,7045800,100,303044,16707200
5261,Pownal,16800,523521,5535100,53500,1690489,18392500
5262,Bennington,52300,1694126,7548600,501400,6736580,30178600
5262,Shaftsbury,16800,523521,5535100,53500,1690489,18392500
5262,Arlington,100,94458,3248100,100,260439,8847000
5262,Sunderland,100,94458,3248100,100,260439,8847000
5301,Brookline,100,94458,3248100,100,260439,8847000
5301,Dover,100,94458,3248100,100,260439,8847000
5301,Bernardston,100,137717,7045800,100,303044,16707200
5301,Whitingham,100,94458,3248100,100,260439,8847000
5301,Halifax,100,94458,3248100,100,260439,8847000
5301,Hinsdale,1800,610562,11545700,5300,1927851,23621800
5301,Vernon,100,94458,3248100,100,260439,8847000
5301,Newfane,100,94458,3248100,100,260439,8847000
5301,Guilford,100,94458,3248100,100,260439,8847000
5301,Dummerston,100,94458,3248100,100,260439,8847000
5301,Colrain,100,137717,7045800,100,303044,16707200
5301,Wilmington,16800,523521,5535100,53500,1690489,18392500
5301,Brattleboro,52300,1694126,7548600,501400,6736580,30178600
5301,Leyden,100,137717,7045800,100,303044,16707200
5301,Chesterfield,1800,610562,11545700,5300,1927851,23621800
5301,Marlboro,100,94458,3248100,100,260439,8847000
5340,Londonderry,100,94458,3248100,100,260439,8847000
5340,Winhall,100,94458,3248100,100,260439,8847000
5340,Jamaica,100,94458,3248100,100,260439,8847000
5340,Manchester,16800,523521,5535100,53500,1690489,18392500
5340,Landgrove,100,94458,3248100,100,260439,8847000
5340,Stratton,100,94458,3248100,100,260439,8847000
5340,Peru,100,94458,3248100,100,260439,8847000
5340,Dorset,100,94458,3248100,100,260439,8847000
5341,Wardsboro,100,94458,3248100,100,260439,8847000
5341,Dover,100,94458,3248100,100,260439,8847000
5341,Newfane,100,94458,3248100,100,260439,8847000
5342,Heath,100,137717,7045800,100,303044,16707200
5342,Whitingham,100,94458,3248100,100,260439,8847000
5342,Halifax,100,94458,3248100,100,260439,8847000
5342,Colrain,100,137717,7045800,100,303044,16707200
5342,Wilmington,16800,523521,5535100,53500,1690489,18392500
5343,Londonderry,100,94458,3248100,100,260439,8847000
5343,Winhall,100,94458,3248100,100,260439,8847000
5343,Jamaica,100,94458,3248100,100,260439,8847000
5343,Wardsboro,100,94458,3248100,100,260439,8847000
5343,Stratton,100,94458,3248100,100,260439,8847000
5343,Townshend,100,94458,3248100,100,260439,8847000
5345,Winhall,100,94458,3248100,100,260439,8847000
5345,Jamaica,100,94458,3248100,100,260439,8847000
5345,Wardsboro,100,94458,3248100,100,260439,8847000
5345,Brookline,100,94458,3248100,100,260439,8847000
5345,Putney,16800,523521,5535100,53500,1690489,18392500
5345,Newfane,100,94458,3248100,100,260439,8847000
5345,Athens,100,94458,3248100,100,260439,8847000
5345,Dummerston,100,94458,3248100,100,260439,8847000
5345,Townshend,100,94458,3248100,100,260439,8847000
5345,Westminster,16800,523521,5535100,53500,1690489,18392500
5346,Rockingham,16800,523521,5535100,53500,1690489,18392500
5346,Walpole,1800,610562,11545700,5300,1927851,23621800
5346,Brookline,100,94458,3248100,100,260439,8847000
5346,Putney,16800,523521,5535100,53500,1690489,18392500
5346,Westmoreland,100,137717,7045800,100,303044,16707200
5346,Athens,100,94458,3248100,100,260439,8847000
5346,Dummerston,100,94458,3248100,100,260439,8847000
5346,Chesterfield,1800,610562,11545700,5300,1927851,23621800
5346,Westminster,16800,523521,5535100,53500,1690489,18392500
5350,Florida,100,137717,7045800,100,303044,16707200
5350,Searsburg,100,94458,3248100,100,260439,8847000
5350,Woodford,100,94458,3248100,100,260439,8847000
5350,Readsboro,100,94458,3248100,100,260439,8847000
5350,Stamford,100,94458,3248100,100,260439,8847000
5350,Whitingham,100,94458,3248100,100,260439,8847000
5350,Monroe,100,137717,7045800,100,303044,16707200
5350,Wilmington,16800,523521,5535100,53500,1690489,18392500
5352,Florida,100,137717,7045800,100,303044,16707200
5352,Clarksburg,100,137717,7045800,100,303044,16707200
5352,Readsboro,100,94458,3248100,100,260439,8847000
5352,Stamford,100,94458,3248100,100,260439,8847000
5352,Pownal,16800,523521,5535100,53500,1690489,18392500
5353,Jamaica,100,94458,3248100,100,260439,8847000
5353,Wardsboro,100,94458,3248100,100,260439,8847000
5353,Brookline,100,94458,3248100,100,260439,8847000
5353,Grafton,100,94458,3248100,100,260439,8847000
5353,Newfane,100,94458,3248100,100,260439,8847000
5353,Athens,100,94458,3248100,100,260439,8847000
5353,Townshend,100,94458,3248100,100,260439,8847000
5354,Bernardston,100,137717,7045800,100,303044,16707200
5354,Hinsdale,1800,610562,11545700,5300,1927851,23621800
5354,Vernon,100,94458,3248100,100,260439,8847000
5354,Guilford,100,94458,3248100,100,260439,8847000
5354,Northfield,1800,610562,11545700,5300,1927851,23621800
5354,Brattleboro,52300,1694126,7548600,501400,6736580,30178600
5355,Jamaica,100,94458,3248100,100,260439,8847000
5355,Wardsboro,100,94458,3248100,100,260439,8847000
5356,Searsburg,100,94458,3248100,100,260439,8847000
5356,Wardsboro,100,94458,3248100,100,260439,8847000
5356,Stratton,100,94458,3248100,100,260439,8847000
5356,Dover,100,94458,3248100,100,260439,8847000
5356,Wilmington,16800,523521,5535100,53500,1690489,18392500
5358,Halifax,100,94458,3248100,100,260439,8847000
5358,Guilford,100,94458,3248100,100,260439,8847000
5358,Colrain,100,137717,7045800,100,303044,16707200
5359,Windham,100,94458,3248100,100,260439,8847000
5359,Londonderry,100,94458,3248100,100,260439,8847000
5359,Jamaica,100,94458,3248100,100,260439,8847000
5359,Andover,100,94458,3248100,100,260439,8847000
5359,Chester,16800,523521,5535100,53500,1690489,18392500
5359,Grafton,100,94458,3248100,100,260439,8847000
5359,Townshend,100,94458,3248100,100,260439,8847000
5360,Winhall,100,94458,3248100,100,260439,8847000
5360,Jamaica,100,94458,3248100,100,260439,8847000
5360,Searsburg,100,94458,3248100,100,260439,8847000
5360,Wardsboro,100,94458,3248100,100,260439,8847000
5360,Stratton,100,94458,3248100,100,260439,8847000
5360,Dover,100,94458,3248100,100,260439,8847000
5360,Sunderland,100,94458,3248100,100,260439,8847000
5361,Rowe,100,137717,7045800,100,303044,16707200
5361,Heath,100,137717,7045800,100,303044,16707200
5361,Readsboro,100,94458,3248100,100,260439,8847000
5361,Whitingham,100,94458,3248100,100,260439,8847000
5361,Monroe,100,137717,7045800,100,303044,16707200
5361,Wilmington,16800,523521,5535100,53500,1690489,18392500
5362,Newfane,100,94458,3248100,100,260439,8847000
5362,Dummerston,100,94458,3248100,100,260439,8847000
5362,Marlboro,100,94458,3248100,100,260439,8847000
5363,Searsburg,100,94458,3248100,100,260439,8847000
5363,Dover,100,94458,3248100,100,260439,8847000
5363,Readsboro,100,94458,3248100,100,260439,8847000
5363,Whitingham,100,94458,3248100,100,260439,8847000
5363,Wilmington,16800,523521,5535100,53500,1690489,18392500
5363,Marlboro,100,94458,3248100,100,260439,8847000
5401,Burlington,52300,1694126,7548600,501400,6736580,30178600
5401,Colchester,52300,1694126,7548600,501400,6736580,30178600
5401,South Burlington,52300,1694126,7548600,501400,6736580,30178600
5401,Shelburne,16800,523521,5535100,53500,1690489,18392500
5401,Winooski,16800,523521,5535100,53500,1690489,18392500
5403,Burlington,52300,1694126,7548600,501400,6736580,30178600
5403,Colchester,52300,1694126,7548600,501400,6736580,30178600
5403,Essex,52300,1694126,7548600,501400,6736580,30178600
5403,Williston,16800,523521,5535100,53500,1690489,18392500
5403,South Burlington,52300,1694126,7548600,501400,6736580,30178600
5403,Shelburne,16800,523521,5535100,53500,1690489,18392500
5403,Winooski,16800,523521,5535100,53500,1690489,18392500
5404,Burlington,52300,1694126,7548600,501400,6736580,30178600
5404,Colchester,52300,1694126,7548600,501400,6736580,30178600
5404,South Burlington,52300,1694126,7548600,501400,6736580,30178600
5404,Winooski,16800,523521,5535100,53500,1690489,18392500
5405,South Burlington,52300,1694126,7548600,501400,6736580,30178600
5408,Burlington,52300,1694126,7548600,501400,6736580,30178600
5408,Colchester,52300,1694126,7548600,501400,6736580,30178600
5408,South Burlington,52300,1694126,7548600,501400,6736580,30178600
5439,Colchester,52300,1694126,7548600,501400,6736580,30178600
5440,Alburgh,100,94458,3248100,100,260439,8847000
5441,Bakersfield,100,94458,3248100,100,260439,8847000
5441,Waterville,100,94458,3248100,100,260439,8847000
5441,Belvidere,100,94458,3248100,100,260439,8847000
5441,Fletcher,100,94458,3248100,100,260439,8847000
5442,Bakersfield,100,94458,3248100,100,260439,8847000
5442,Montgomery,100,94458,3248100,100,260439,8847000
5442,Waterville,100,94458,3248100,100,260439,8847000
5442,Belvidere,100,94458,3248100,100,260439,8847000
5442,Eden,100,94458,3248100,100,260439,8847000
5443,Middlebury,16800,523521,5535100,53500,1690489,18392500
5443,Bristol,16800,523521,5535100,53500,1690489,18392500
5443,Hinesburg,16800,523521,5535100,53500,1690489,18392500
5443,Monkton,100,94458,3248100,100,260439,8847000
5443,Warren,100,94458,3248100,100,260439,8847000
5443,Fayston,100,94458,3248100,100,260439,8847000
5443,Granville,100,94458,3248100,100,260439,8847000
5443,Lincoln,100,94458,3248100,100,260439,8847000
5443,Ripton,100,94458,3248100,100,260439,8847000
5443,Starksboro,100,94458,3248100,100,260439,8847000
5443,New Haven,100,94458,3248100,100,260439,8847000
5444,Fairfax,16800,523521,5535100,53500,1690489,18392500
5444,Cambridge,16800,523521,5535100,53500,1690489,18392500
5444,Westford,100,94458,3248100,100,260439,8847000
5444,Underhill,16800,523521,5535100,53500,1690489,18392500
5444,Fletcher,100,94458,3248100,100,260439,8847000
5445,Charlotte,16800,523521,5535100,53500,1690489,18392500
5445,Hinesburg,16800,523521,5535100,53500,1690489,18392500
5445,Monkton,100,94458,3248100,100,260439,8847000
5445,Ferrisburgh,16800,523521,5535100,53500,1690489,18392500
5445,Shelburne,16800,523521,5535100,53500,1690489,18392500
5446,Burlington,52300,1694126,7548600,501400,6736580,30178600
5446,Colchester,52300,1694126,7548600,501400,6736580,30178600
5446,Essex,52300,1694126,7548600,501400,6736580,30178600
5446,South Burlington,52300,1694126,7548600,501400,6736580,30178600
5446,Milton,52300,1694126,7548600,501400,6736580,30178600
5446,South Hero,100,94458,3248100,100,260439,8847000
5446,Winooski,16800,523521,5535100,53500,1690489,18392500
5447,Montgomery,100,94458,3248100,100,260439,8847000
5448,Bakersfield,100,94458,3248100,100,260439,8847000
5448,Fairfax,16800,523521,5535100,53500,1690489,18392500
5448,Cambridge,16800,523521,5535100,53500,1690489,18392500
5448,Waterville,100,94458,3248100,100,260439,8847000
5448,Fairfield,100,94458,3248100,100,260439,8847000
5448,Fletcher,100,94458,3248100,100,260439,8847000
5448,Enosburgh,16800,523521,5535100,53500,1690489,18392500
5450,Bakersfield,100,94458,3248100,100,260439,8847000
