city,state_abbr,i_elec_score,i_gas_score,i_num_establishments,i_elec_1kdollars,i_elec_mwh,i_gas_1kdollars,i_gas_mcf,i_elec_lb_ghg,i_gas_lb_ghg,i_elec_class,i_gas_class
Abbeville,LA,1032.3837732611082,7298.635660107991,67.0,501.0,9861.0,896.0,288103.0,15734217.0,34584628.0,Normal,High
Abbotsford,WI,675.7972464473859,3302.65067068042,25.0,3151.0,42034.0,1265.0,250434.0,45496597.0,30062736.0,High,High
Aberdeen,MD,1626.990709734791,5936.806655860056,35.0,781.0,9913.0,352.0,39952.0,19103260.0,4795947.0,Normal,Normal
Aberdeen,MS,4694.645705607493,40767.499287596176,45.0,3841.0,66291.0,2084.0,479031.0,111124788.0,57504200.0,Very High,Very High
Aberdeen,NJ,35632.94591121578,127428.29530441805,48.0,352.0,3467.0,191.0,28953.0,6680699.0,3475582.0,Normal,Normal
Aberdeen,SD,25050.715105908297,260431.43221108237,148.0,1759.0,23230.0,1759.0,368069.0,25143707.0,44183961.0,High,Very High
Aberdeen,WA,5276.162522273762,19926.91412372936,69.0,247.0,5574.0,129.0,17208.0,6875006.0,2065725.0,Normal,Normal
Abernathy,TX,542.3302365782637,1978.9355519533522,73.0,859.0,16127.0,622.0,234605.0,34218263.0,28162605.0,Normal,High
Abilene,KS,863.4344616492618,6472.972992437884,52.0,2602.0,34733.0,1391.0,377080.0,62548693.0,45265754.0,High,Very High
Abington,MA,7649.32,39969.32,46.0,306.0,2290.0,103.0,13948.0,2485469.0,1674391.0,Normal,Normal
Abington,PA,7649.32,39969.32,175.0,3876.0,56004.0,1866.0,252227.0,107926910.0,30278043.0,Very High,High
Abita Springs,LA,240.03224085817573,721.2424583654359,14.0,78.0,1536.0,140.0,44879.0,2450988.0,5387399.0,Normal,Normal
Absecon,NJ,2587.007573964497,11350.381065088755,14.0,16.0,160.0,9.0,1338.0,308707.0,160603.0,Normal,Normal
Acton,MA,110351.20676693042,487820.3281930786,112.0,4391.0,32831.0,1480.0,199956.0,35630506.0,24003277.0,High,High
Acton,ME,63504.48338427697,300614.31174790306,14.0,51.0,570.0,29.0,3761.0,618544.0,451435.0,Normal,Normal
Acton,NH,38102.690030566184,180368.58704874176,14.0,51.0,570.0,29.0,3761.0,618544.0,451435.0,Normal,Normal
Acushnet,MA,79239.3766945307,39969.32,41.0,457.0,3418.0,154.0,20817.0,3709487.0,2498978.0,Normal,Normal
Acworth,NH,6109.9275252437465,16784.89830608479,11.0,22.0,178.0,6.0,753.0,193219.0,90340.0,Normal,Normal
Adair,OK,337.89862322369294,1651.32533534021,10.0,148.0,2942.0,252.0,31366.0,6241807.0,3765231.0,Normal,Normal
Adams,MA,48312.59128845051,421096.23849945,36.0,989.0,7397.0,333.0,45053.0,8028066.0,5408284.0,Normal,Normal
Adams,NY,4487.765960359715,28122.4908582772,33.0,304.0,5048.0,130.0,21991.0,9088324.0,2639808.0,Normal,Normal
Adams,PA,7649.32,39969.32,122.0,4767.0,68876.0,2296.0,310197.0,122222257.0,37236931.0,Very High,High
Adamstown,PA,7106.330045409699,46098.43700460769,9.0,477.0,6886.0,229.0,31012.0,13269746.0,3722722.0,Normal,Normal
Adamsville,TN,11003.680907131582,30362.59630842252,38.0,826.0,14553.0,337.0,75990.0,24394542.0,9122057.0,Normal,Normal
Addis,LA,6764.412372925536,66926.51542271266,16.0,3520.0,69353.0,327.5,57984.5,110662780.0,6960624.5,Very High,Normal
Addison,IL,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Addison,MD,14378.913783702876,112805.94845637011,23.0,883.0,12752.0,425.0,57431.0,24574405.0,6894155.0,Normal,Normal
Addison,ME,11584.76499762557,59843.871735610475,12.0,39.0,440.0,22.0,2905.0,477745.0,348674.0,Normal,Normal
Addison,PA,23964.856306171463,188009.91409395006,25.0,891.0,12868.0,429.0,57955.0,24798649.0,6957065.0,Normal,Normal
Addison,TX,90233.8773257867,578488.9316134951,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Addison,VT,2590.3033849477856,19418.91897731365,25.0,183.0,1793.0,14.0,2693.0,1945430.0,323226.0,Normal,Normal
Addyston,KY,6884.428493354624,67287.13665189539,1.0,5.0,73.0,2.0,402.0,125192.0,48264.0,Normal,Normal
Addyston,OH,20653.28548006387,201861.40995568613,1.0,5.0,73.0,2.0,402.0,125192.0,48264.0,Normal,Normal
Adel,IA,168.94931161184647,825.662667670105,30.0,678.0,11211.0,453.0,96428.0,12134673.0,11575514.0,Normal,Normal
Adelanto,CA,7649.32,39969.32,82.0,3085.0,25883.0,2670.0,393232.0,34657738.0,47204628.0,High,Very High
Adrian,MI,7011.573233027876,47499.55139574286,69.0,3925.0,56792.0,1816.0,315793.0,74126882.0,37908647.0,Very High,High
Afton,MN,1436.0619945641495,5607.259642828648,38.0,147.0,1995.0,64.0,15312.0,2159700.0,1838122.0,Normal,Normal
Afton,NY,6194.30263956665,43791.81396064793,17.0,67.0,1117.0,29.0,4866.0,2010891.0,584086.0,Normal,Normal
Afton,WI,478.68733152138327,1869.0865476095487,38.0,147.0,1995.0,64.0,15312.0,2159700.0,1838122.0,Normal,Normal
Agawam Town,CT,73264.66952923662,437475.5259156135,130.0,5262.0,39343.0,1773.0,239619.0,42698151.0,28764553.0,High,High
Agawam Town,MA,7649.32,39969.32,130.0,5262.0,39343.0,1773.0,239619.0,42698151.0,28764553.0,High,High
Agoura Hills,CA,95491.04230408113,626199.0600238249,180.0,1823.0,15295.0,1578.0,232376.0,20480567.0,27894998.0,Normal,High
Ainsworth,NE,904.0131511709404,6391.185325355345,92.0,911.0,11846.0,391.0,96665.0,12821261.0,11603904.0,Normal,Normal
Airway Heights,WA,48076.94858332118,223701.51845147106,21.0,170.0,3830.0,88.0,11823.0,4723466.0,1419254.0,Normal,Normal
Aitkin,MN,1032.3837732611082,7298.635660107991,30.0,442.0,6002.0,193.0,46060.0,6496500.0,5529175.0,Normal,Normal
Akron,OH,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Akutan,AK,863.4344616492618,6472.972992437884,1.0,678.0,55553.0,866.0,171193.0,78278524.0,20550412.0,Very High,High
Alabama,NY,846.5990083905415,2284.0914569031274,54.0,33.0,546.0,14.0,2378.0,982969.0,285515.0,Normal,Normal
Alameda,CA,111127.50848123133,542344.9225676936,50.0,678.0,56789.0,327.5,57984.5,76041094.0,6960624.5,Very High,Normal
Alamo,TX,14971.644345485976,84140.30361793996,67.0,203.0,3819.0,147.0,55565.0,5114301.0,6670171.0,Normal,Normal
Alamo Heights,TX,1013.35380118238,6828.3795211909655,45.0,389.0,7295.0,281.0,106131.0,9768514.0,12740288.0,Normal,Normal
Alamogordo,NM,5264.696231440049,34207.630046708284,73.0,326.0,5590.0,50.0,11863.0,7179814.0,1424116.0,Normal,Normal
Alamosa,CO,1153.3264887454716,7624.934439665579,46.0,136.0,1853.0,48.0,9871.0,3247803.0,1184894.0,Normal,Normal
Alba,MO,506.8479348355394,2476.988003010315,1.0,11.0,158.0,5.0,745.0,161546.0,89383.0,Normal,Normal
Albany,CA,16871.4836275896,81715.78620954492,55.0,233.0,1951.0,201.0,29637.0,2612044.0,3557664.0,Normal,Normal
Albany,IN,506.8479348355394,2476.988003010315,11.0,297.0,4255.0,170.0,33996.0,7254483.0,4080975.0,Normal,Normal
Albany,KY,1290.8908017017752,7856.285382239405,72.0,1534.0,27076.0,416.0,110475.0,45387206.0,13261692.0,High,Normal
Albany,MO,5958.704210317814,51589.004806383164,42.0,329.0,4626.0,137.0,21783.0,4726094.0,2614948.0,Normal,Normal
Albany,NY,7649.32,39969.32,244.0,3865.0,64083.0,1653.0,279191.0,115384787.0,33514834.0,Very High,High
Albany,OR,71672.3858975215,470986.0766565939,231.0,2338.0,38634.0,1007.0,175821.0,47652368.0,21106004.0,High,High
Albany,PA,60275.868783098405,278495.0030601546,65.0,414.0,5971.0,199.0,26894.0,11507720.0,3228400.0,Normal,Normal
Albany,VT,1809.5491990846685,3903.548054919908,17.0,66.0,643.0,5.0,966.0,698170.0,115998.0,Normal,Normal
Albert Lea,MN,25099.457972843946,189537.15162781675,147.0,678.0,9253.0,327.5,57984.5,127047880.0,6960624.5,Normal,Normal
Albertville,MN,21351.47534789333,183932.04162400297,30.0,308.0,4174.0,134.0,32035.0,4518319.0,3845544.0,Normal,Normal
Albion,IN,373.3809249664172,1153.2728842832469,22.0,1522.0,21821.0,870.0,174338.0,37202296.0,20927975.0,High,High
Albion,ME,7745.344810210652,47137.712293436416,26.0,62.0,694.0,35.0,4577.0,752832.0,549443.0,Normal,Normal
Albion,NE,6780.2600565099365,50756.44339882241,122.0,1717.0,22317.0,736.0,182116.0,24155122.0,21861635.0,High,High
Albion,NY,506.8479348355394,2476.988003010315,55.0,682.0,11305.0,292.0,49253.0,20355279.0,5912424.0,Normal,Normal
Albion,PA,337.89862322369294,1651.32533534021,15.0,378.0,5462.0,182.0,24601.0,10526870.0,2953230.0,Normal,Normal
Albuquerque,NM,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Alcoa,TN,84829.7984382682,365367.4331529643,68.0,1976.0,34793.0,807.0,181679.0,58322991.0,21809209.0,High,High
Aldan,PA,4129.535093044433,29194.542640431962,4.0,12.0,174.0,6.0,783.0,335133.0,94019.0,Normal,Normal
Alden,NY,7649.32,636872.4280715865,208.0,562.0,9312.0,240.0,40568.0,16766202.0,4869936.0,Normal,Normal
Aledo,IL,168.94931161184647,825.662667670105,42.0,1507.0,23149.0,680.0,135119.0,23648847.0,16220104.0,High,High
Aleppo,PA,675.7972464473859,3302.65067068042,64.0,668.0,9647.0,321.0,43447.0,16446747.0,5215468.0,Normal,Normal
Alexander,ME,19346.273241001974,170726.11474361338,5.0,11.0,125.0,6.0,824.0,135455.0,98859.0,Normal,Normal
Alexander,NY,5180.606769895571,38837.8379546273,79.0,260.0,4309.0,111.0,18771.0,7757936.0,2253381.0,Normal,Normal
Alexandria,DC,41568.77916259071,251359.05261297745,50.0,2938.0,44808.0,992.0,224502.0,55548291.0,26949877.0,High,High
Alexandria,LA,77142.0880322934,551367.0500339529,197.0,2944.0,57993.0,327.5,57984.5,123053677.0,6960624.5,Very High,Normal
Alexandria,NH,8011.653963196259,20815.571689473865,11.0,22.0,182.0,7.0,770.0,197638.0,92407.0,Normal,Normal
Alexandria,NJ,39885.47352689924,329666.24419588345,53.0,121.0,1193.0,66.0,9963.0,2298936.0,1196004.0,Normal,Normal
Alexandria,NY,6178.908869618135,26853.44530655713,34.0,101.0,1673.0,43.0,7290.0,3012772.0,875094.0,Normal,Normal
Alexandria,PA,6647.578921149873,54944.37403264725,57.0,137.0,1419.0,74.0,10979.0,2733689.0,1317970.0,Normal,Normal
Alexandria,VA,7649.32,39969.32,50.0,2938.0,44808.0,992.0,224502.0,55548291.0,26949877.0,High,High
Alfred,NY,28013.34039477138,203704.71400945718,40.0,892.0,14792.0,382.0,64443.0,26633139.0,7735901.0,Normal,Normal
Algoma,WI,1242.884205574292,7356.921494126888,36.0,655.0,8743.0,263.0,52087.0,11411500.0,6252686.0,Normal,Normal
Algona,IA,4337.765416882646,25625.58432001585,122.0,3286.0,54343.0,2197.0,467403.0,58818603.0,56108273.0,Very High,Very High
Algona,WA,3790.206295182251,10674.502306818282,23.0,668.0,15050.0,347.0,46463.0,18562962.0,5577592.0,Normal,Normal
Algonquin,IL,79665.21409586121,436489.45402070455,50.0,1408.0,21626.0,635.0,126231.0,36869852.0,15153152.0,High,High
Algood,TN,542.3302365782637,1978.9355519533522,28.0,186.0,3277.0,76.0,17114.0,5493963.0,2054404.0,Normal,Normal
Alhambra,CA,7649.32,39969.32,50.0,678.0,54950.0,327.5,57984.5,73578622.0,6960624.5,Very High,Normal
Alice,TX,5147.418225356937,43014.44778508822,107.0,1566.0,29396.0,1133.0,427639.0,39360662.0,51334947.0,High,Very High
Aliso Viejo,CA,109756.9903664094,483476.0276885122,209.0,678.0,9253.0,327.5,57984.5,121023500.0,6960624.5,Normal,Normal
Allamuchy,NJ,3974.078142044109,14037.34068681642,31.0,121.0,1189.0,65.0,9929.0,2291112.0,1191933.0,Normal,Normal
Allegan,MI,711.2795481901103,2804.598219623457,51.0,5164.0,74714.0,2389.0,415451.0,97519732.0,49871800.0,Very High,Very High
Allegany,NY,21510.995219581873,138858.1052965901,50.0,921.0,15274.0,394.0,66547.0,27502540.0,7988428.0,Normal,Normal
Allegany,PA,27558.93088201974,219001.2548114145,50.0,989.0,16263.0,427.0,71003.0,29409094.0,8523297.0,Normal,Normal
Allen,TX,46643.08755166501,215894.1241912184,50.0,4816.0,9253.0,327.5,57984.5,121031493.0,6960624.5,Normal,Normal
Allen Park,MI,51299.23448783669,292280.53883168194,87.0,1743.0,25221.0,806.0,140240.0,32918908.0,16834800.0,High,High
Allendale,MI,32493.83921077163,157479.84620191492,81.0,1180.0,17068.0,546.0,94907.0,22277844.0,11392937.0,Normal,Normal
Allendale,NJ,2638.8681997759672,9044.207855884672,44.0,913.0,8989.0,495.0,75075.0,16185190.0,9012182.0,Normal,Normal
Allenstown,NH,2240.2855497985033,6919.637305699483,20.0,47.0,377.0,14.0,1594.0,409221.0,191333.0,Normal,Normal
Allenton,WI,168.94931161184647,825.662667670105,10.0,118.0,1572.0,47.0,9364.0,2679564.0,1124061.0,Normal,Normal
Alliance,NE,1333.5024174467646,5135.180125501492,75.0,2672.0,34736.0,1145.0,283460.0,60868504.0,34027335.0,High,High
Allison,IA,168.94931161184647,825.662667670105,24.0,90.0,1486.0,60.0,12779.0,1608160.0,1534057.0,Normal,Normal
Allouez,WI,3219.51890569348,18074.709157325182,34.0,273.0,3646.0,110.0,21722.0,4758937.0,2607557.0,Normal,Normal
Alma,AR,1726.8689232985237,12945.945984875769,40.0,136.0,2236.0,70.0,12107.0,4743545.0,1453385.0,Normal,Normal
Alma,MI,12183.88261997406,59007.562905317776,32.0,2808.0,40622.0,1299.0,225881.0,53021705.0,27115414.0,High,High
Alma Center,WI,863.4344616492618,6472.972992437884,6.0,52.0,690.0,21.0,4110.0,746682.0,493384.0,Normal,Normal
Almont,MI,13758.596629813432,68285.13411737912,20.0,265.0,3838.0,123.0,21339.0,5008933.0,2561579.0,Normal,Normal
Alpha,NJ,168.94931161184647,825.662667670105,16.0,147.0,1450.0,80.0,12114.0,2795179.0,1454170.0,Normal,Normal
Alpine,TX,1084.3329482115037,4236.023625564775,30.0,749.0,14064.0,542.0,204605.0,18832222.0,24561353.0,Normal,High
Alpine,UT,28479.305851724188,145240.07843691926,54.0,854.0,13501.0,313.0,56680.0,16652911.0,6804058.0,Normal,Normal
Alsace,PA,18258.03719702798,164469.19960086962,26.0,142.0,2051.0,68.0,9236.0,3952207.0,1108760.0,Normal,Normal
Alsip,IL,7649.32,39969.32,254.0,5731.0,9253.0,2585.0,513915.0,13496294.5,61691782.0,Normal,Very High
Alstead,NH,35177.611881141696,157489.56762256526,28.0,205.0,1656.0,60.0,7002.0,1797649.0,840497.0,Normal,Normal
Alto,TX,258.50702844066694,557.6497221314155,20.0,160.0,3011.0,116.0,43798.0,4031290.0,5257687.0,Normal,Normal
Alton,IL,90551.00568510313,508577.7273804651,254.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Alton,NH,13861.997286049858,58997.537801542276,36.0,341.0,2761.0,100.0,11669.0,2995984.0,1400783.0,Normal,Normal
Alton,TX,863.4344616492618,6472.972992437884,23.0,78.0,1464.0,56.0,21296.0,1960138.0,2556450.0,Normal,Normal
Altoona,IA,14332.481834292099,91314.59815437954,50.0,1929.0,31911.0,1290.0,274463.0,34538826.0,32947296.0,High,High
Altoona,PA,89259.68698780678,511513.4400010511,122.0,4926.0,71172.0,2372.0,320539.0,13496294.5,38478402.0,Very High,High
Altoona,WI,9489.490390062083,76046.31819940697,21.0,275.0,3667.0,110.0,21847.0,3968899.0,2622525.0,Normal,Normal
Alturas,CA,10039.245435143466,182830.43704055017,23.0,147.0,1233.0,127.0,18727.0,1520343.0,2248011.0,Normal,Normal
Altus,AR,1544.7272174045338,6713.361326639282,13.0,10.0,168.0,5.0,911.0,356730.0,109299.0,Normal,Normal
Altus,OK,9624.3597530786,50728.808745988536,150.0,2171.0,43252.0,327.5,461179.0,91774915.0,55361167.0,High,Very High
Alvarado,TX,168.94931161184647,825.662667670105,23.0,565.0,10597.0,409.0,154163.0,14189404.0,18506098.0,Normal,High
Amalga,UT,337.89862322369294,1651.32533534021,12.0,2247.0,35536.0,824.0,149186.0,43831452.0,17908684.0,High,High
Amberley,OH,9556.333582921336,85796.08658781523,16.0,1251.0,17926.0,472.0,98148.0,30561186.0,11781920.0,High,Normal
Ambler,PA,120.01612042908786,360.62122918271797,25.0,406.0,5861.0,195.0,26397.0,11295269.0,3168798.0,Normal,Normal
Amelia,OH,318.8686511449647,1181.0691964231892,7.0,41.0,592.0,16.0,3239.0,1008484.0,388790.0,Normal,Normal
Amenia,CT,3052.604569115167,8044.6122618663785,29.0,145.0,2405.0,62.0,10480.0,4331146.0,1258031.0,Normal,Normal
Amenia,NY,7631.511422787918,20111.53065466595,29.0,145.0,2405.0,62.0,10480.0,4331146.0,1258031.0,Normal,Normal
American Canyon,CA,20830.138457037752,109580.20815436293,66.0,2398.0,20117.0,2075.0,305629.0,26936804.0,36688540.0,High,High
American Fork,UT,70378.35073029214,39969.32,145.0,3475.0,54948.0,1273.0,230676.0,67773506.0,27690944.0,Very High,High
Ames,IA,49986.88784200692,326600.88449209736,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Amesbury Town,MA,72798.48824225731,439643.3097405181,101.0,4501.0,33652.0,1517.0,204959.0,36521913.0,24603793.0,High,High
Amesbury Town,NH,97064.65098967645,586191.0796540242,101.0,4501.0,33652.0,1517.0,204959.0,36521913.0,24603793.0,High,High
Amherst,MA,23240.438928446583,115057.20070591092,81.0,3477.0,25999.0,1172.0,158344.0,28215557.0,19008033.0,High,High
Amherst,NH,7649.32,39969.32,102.0,1196.0,9682.0,352.0,40926.0,10507663.0,4912897.0,Normal,Normal
Amherst,NY,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Amherst,OH,4795.494903625067,36115.48695036938,51.0,1323.0,18961.0,499.0,103817.0,32326435.0,12462457.0,High,Normal
Amity,PA,7649.32,39969.32,164.0,922.0,13311.0,443.0,59948.0,25651645.0,7196367.0,Normal,Normal
Ammon,ID,1440.7787846682313,5426.91306186147,41.0,221.0,3380.0,71.0,13645.0,4169519.0,1637942.0,Normal,Normal
Amory,MS,13375.918526601785,49303.907343780076,42.0,2069.0,35709.0,1122.0,258037.0,59858850.0,30975405.0,High,High
Amsterdam,NY,49791.669237387614,365732.52894542407,102.0,2156.0,35752.0,922.0,155758.0,64371916.0,18697561.0,High,High
Amwell,PA,1755.5390862962106,6166.761702423628,127.0,908.0,13114.0,437.0,59060.0,22357176.0,7089739.0,Normal,Normal
Anaconda-Deer Lodge County,MT,7649.32,39969.32,47.0,207.0,4101.0,112.0,19698.0,5058859.0,2364545.0,Normal,Normal
Anacortes,WA,41896.62163316164,341986.16600434616,129.0,3439.0,77525.0,1788.0,239341.0,95620984.0,28731128.0,Very High,High
Anadarko,OK,1108.4447645255113,6718.795541968489,50.0,226.0,4501.0,386.0,47997.0,9551363.0,5761647.0,Normal,Normal
Anaheim,CA,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Anchorage,AK,7649.32,39969.32,50.0,678.0,9253.0,2622.0,518215.0,13496294.5,62207878.0,Normal,Very High
Anchorage,KY,168.94931161184647,825.662667670105,11.0,47.0,837.0,13.0,3417.0,1403831.0,410186.0,Normal,Normal
Ancram,MA,5585.323285351396,50435.73192209991,34.0,203.0,3369.0,87.0,14676.0,6065394.0,1761763.0,Normal,Normal
Ancram,NY,27926.616426756984,252178.6596104996,34.0,203.0,3369.0,87.0,14676.0,6065394.0,1761763.0,Normal,Normal
Anderson,CA,4060.449490057609,19163.35919122169,63.0,624.0,5231.0,540.0,79472.0,7004305.0,9540023.0,Normal,Normal
Anderson,IN,71363.06780335186,330877.0358578166,177.0,2408.0,34525.0,1376.0,275836.0,58861254.0,33112120.0,High,High
Andover,CT,7285.810947037729,19203.242581222778,23.0,111.0,863.0,38.0,6213.0,936207.0,745811.0,Normal,Normal
Andover,KS,18376.622773360235,133219.80773290902,64.0,334.0,4455.0,178.0,48363.0,8022340.0,5805673.0,Normal,Normal
Andover,MN,37198.280486512995,217316.4546052103,106.0,808.0,10957.0,352.0,84085.0,11859635.0,10093742.0,Normal,Normal
Andover,NJ,3308.288623355349,9300.662289337666,53.0,960.0,9446.0,520.0,78899.0,18205465.0,9471252.0,Normal,Normal
Andrews,TX,168.94931161184647,825.662667670105,87.0,1009.0,18947.0,730.0,275635.0,25369913.0,33087938.0,High,High
Angel Fire,NM,241.88543096872613,652.5975591151793,14.0,34.0,581.0,5.0,1233.0,746357.0,148040.0,Normal,Normal
Angelica,NY,7218.989527853501,42621.265293710516,24.0,80.0,1332.0,34.0,5805.0,2399144.0,696859.0,Normal,Normal
Angels,CA,13852.04820942688,63755.70039401161,13.0,163.0,1363.0,141.0,20714.0,1825625.0,2486542.0,Normal,Normal
Angleton,TX,17507.900039233107,230420.17281192692,94.0,1251.0,23473.0,905.0,341486.0,31431012.0,40992942.0,High,High
Angola,IN,17329.198121162193,79316.52655547671,86.0,3249.0,46589.0,1857.0,372220.0,79428794.0,44682291.0,High,Very High
Ankeny,IA,85325.81758213296,610786.2322082616,194.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Ann Arbor,MI,42186.3679645601,220592.44614524586,50.0,3483.0,50401.0,1611.0,280259.0,65785786.0,33642992.0,High,High
Annabella,UT,360.0483612872636,1081.8636875481536,9.0,43.0,673.0,16.0,2824.0,829581.0,338951.0,Normal,Normal
Annapolis,MD,47694.71527604933,259458.97927865144,205.0,402.0,5098.0,181.0,20547.0,9824571.0,2466497.0,Normal,Normal
Annapolis,MO,258.50702844066694,557.6497221314155,6.0,41.0,573.0,17.0,2696.0,584913.0,323632.0,Normal,Normal
Annsville,NY,5609.149814291678,19326.379902632056,21.0,58.0,962.0,25.0,4191.0,1732102.0,503109.0,Normal,Normal
Anoka,MN,95747.94122583297,617431.8414194665,108.0,678.0,9253.0,327.5,57984.5,119696314.0,6960624.5,Normal,Normal
Anson,TX,1333.5024174467646,5135.180125501492,36.0,235.0,4419.0,170.0,64281.0,5916559.0,7716492.0,Normal,Normal
Ansonia,CT,79190.89833978265,367465.3351733117,57.0,617.0,4810.0,210.0,34642.0,5220128.0,4158514.0,Normal,Normal
Anthony,KS,2790.567441494507,7299.145125674007,41.0,124.0,1650.0,66.0,17915.0,2971629.0,2150533.0,Normal,Normal
Antigo,WI,2536.1919209334524,11441.723331302748,60.0,1255.0,16741.0,504.0,99738.0,21851082.0,11972831.0,Normal,Normal
Antioch,CA,44812.18870501104,273746.5005472919,50.0,678.0,60676.0,327.5,57984.5,81245647.0,6960624.5,Very High,Normal
Antioch,IL,7505.168551208869,51502.403480023684,50.0,741.0,11384.0,334.0,66449.0,19408445.0,7976683.0,Normal,Normal
Antioch,WI,15010.337102417738,103004.80696004737,50.0,741.0,11384.0,334.0,66449.0,19408445.0,7976683.0,Normal,Normal
Antoine,AR,775.5210853220008,1672.9491663942465,3.0,7.0,116.0,4.0,628.0,185171.0,75445.0,Normal,Normal
Antrim,MD,20672.722307329816,235681.3434220241,147.0,678.0,9253.0,327.5,452909.0,13496294.5,54368406.0,Normal,Very High
Antrim,NH,17773.903649376298,82344.77067814571,32.0,202.0,1638.0,59.0,6924.0,1777757.0,831197.0,Normal,Normal
Antrim,PA,82690.88922931926,39969.32,147.0,678.0,9253.0,327.5,452909.0,13496294.5,54368406.0,Normal,Very High
Apache Junction,AZ,24797.82688664957,160276.88217750177,92.0,1099.0,18104.0,138.0,23893.0,23250962.0,2868167.0,High,Normal
Apolacon,NY,7511.174222858372,69233.06119127915,8.0,30.0,432.0,14.0,1946.0,832531.0,233560.0,Normal,Normal
Apolacon,PA,11266.761334287556,103849.59178691873,8.0,30.0,432.0,14.0,1946.0,832531.0,233560.0,Normal,Normal
Apple Creek,OH,379.44974392502996,883.9485016890051,7.0,340.0,4880.0,129.0,26719.0,8319798.0,3207441.0,Normal,Normal
Apple Valley,CA,84433.03082374508,432574.4005133561,157.0,689.0,5779.0,596.0,87795.0,7737857.0,10539137.0,Normal,Normal
Apple Valley,MN,20467.64376508131,82591.87030846253,96.0,1044.0,14161.0,455.0,108667.0,15326847.0,13044688.0,Normal,Normal
Appleton,ME,4634.181652213601,20140.08397991785,19.0,47.0,528.0,27.0,3486.0,573343.0,418445.0,Normal,Normal
Appleton,WI,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Aransas Pass,TX,56020.812000710546,264597.89957965026,186.0,1100.0,20639.0,796.0,300258.0,27636245.0,36043732.0,High,High
Arcade,NY,7649.32,39969.32,119.0,1517.0,25156.0,649.0,109598.0,45294791.0,13156391.0,High,Normal
Arcadia,CA,7649.32,39969.32,50.0,3206.0,26896.0,2774.0,408614.0,36013479.0,49051178.0,High,Very High
Arcadia,NY,105137.11939129738,569186.4138631185,86.0,1185.0,19643.0,507.0,85578.0,35368036.0,10273051.0,High,Normal
Arcata,CA,76422.7762008134,463727.4949557289,112.0,2204.0,18492.0,1908.0,280940.0,24760848.0,33724838.0,High,High
Archbold,OH,3676.935373975744,24199.829874779352,54.0,5092.0,72976.0,1922.0,399565.0,124416212.0,47964823.0,Very High,Very High
Arco,ID,168.94931161184647,825.662667670105,14.0,160.0,2447.0,51.0,9877.0,3018126.0,1185632.0,Normal,Normal
Arcola,IL,3244.801798987021,14562.33401817021,70.0,276.0,4235.0,124.0,24717.0,4326056.0,2967125.0,Normal,Normal
Arden Hills,MN,7069.786588144175,19914.16255578652,68.0,678.0,9253.0,327.5,57984.5,119044533.0,6960624.5,Normal,Normal
Argyle,NY,28941.42907316339,253852.7909849992,68.0,215.0,3559.0,92.0,15507.0,6408683.0,1861475.0,Normal,Normal
Argyle,TX,675.7972464473859,3302.65067068042,55.0,151.0,2828.0,109.0,41143.0,3786916.0,4938970.0,Normal,Normal
Arkadelphia,AR,1977.0214500781103,12956.766601437255,46.0,1232.0,20281.0,635.0,109836.0,32361060.0,13185029.0,High,Normal
Arkansas City,KS,1351.252424406073,8479.704856531178,87.0,4607.0,61499.0,2464.0,57984.5,110748224.0,6960624.5,Very High,Normal
Arkoma,AR,542.3302365782637,1978.9355519533522,17.0,7.0,137.0,12.0,1460.0,290488.0,175230.0,Normal,Normal
Arkoma,OK,1626.990709734791,5936.806655860056,17.0,7.0,137.0,12.0,1460.0,290488.0,175230.0,Normal,Normal
Arlington,MA,28864.720842742016,119395.82110892025,90.0,3320.0,24827.0,1119.0,151208.0,26944030.0,18151441.0,High,High
Arlington,NY,2332.6526978417264,5287.198561151079,22.0,789.0,7706.0,60.0,11576.0,8363509.0,1389566.0,Normal,Normal
Arlington,TN,1013.6958696710788,4953.97600602063,30.0,3570.0,62876.0,1458.0,328327.0,105400233.0,39413200.0,Very High,High
Arlington,TX,7649.32,39969.32,50.0,678.0,9253.0,327.5,57984.5,13496294.5,6960624.5,Normal,Normal
Arlington,VT,4665.305395683453,10574.397122302158,22.0,789.0,7706.0,60.0,11576.0,8363509.0,1389566.0,Normal,Normal
