city,state_abbr,c_elec_score,c_gas_score,c_num_establishments,c_elec_1kdollars,c_elec_mwh,c_gas_1kdollars,c_gas_mcf,c_elec_lb_ghg,c_gas_lb_ghg,c_elec_class,c_gas_class
Vassar,MI,3537.856657,4474.906864000001,59.0,1338.0,13912.0,138.0,21176.0,18158107.0,2542023.0,High,Normal
Vaughn,NM,1164.8517689999999,1815.2551629999998,2.0,26.0,272.0,0.0,0.0,348912.0,0.0,Normal,Normal
Veazie,ME,18304.0508,35396.777389999996,26.0,173.0,1374.0,116.0,12341.0,1490961.0,1481449.0,Normal,Normal
Veblen,SD,728.3834577,943.6285715,2.0,37.0,483.0,0.0,0.0,523094.0,0.0,Normal,Normal
Vega,TX,517.0260016,1024.105437,14.0,159.0,1897.0,15.0,2180.0,4025501.0,261689.0,Normal,Normal
Velma,OK,5517.110364,6708.576814,4.0,45.0,591.0,10.0,1453.0,1254193.0,174478.0,Normal,Normal
Venango,CO,225.75803109999998,163.4844745,1.0,7.0,61.0,0.0,0.0,106922.0,0.0,Normal,Normal
Venango,NE,225.75803109999998,163.4844745,1.0,7.0,61.0,0.0,0.0,106922.0,0.0,Normal,Normal
Venango,NY,2048.517723,3425.2143899999996,34.0,194.0,1929.0,65.0,9145.0,3718332.0,1097801.0,Normal,Normal
Venedy,IL,225.75803109999998,163.4844745,3.0,34.0,383.0,0.0,0.0,390814.0,0.0,Normal,Normal
Venice,IL,5637.030839,5834.843909,31.0,1226.0,13795.0,0.0,0.0,14092720.0,0.0,High,Normal
Venice,NY,6572.997949000001,11252.0055,19.0,123.0,1150.0,0.0,2.0,2071261.0,194.0,Normal,Normal
Ventnor City,NJ,52736.12653,84204.1982,236.0,2849.0,19899.0,47.0,101788.0,38347681.0,12218937.0,High,Very High
Ventura,IA,3371.1384700000012,5340.397097,18.0,105.0,1148.0,44.0,6917.0,1242440.0,830362.0,Normal,Normal
Venus,TX,10329.06889,11036.76936,18.0,174.0,2077.0,16.0,2453.0,2781305.0,294495.0,Normal,Normal
Verden,OK,535.4595772,820.6128377,9.0,105.0,1382.0,25.0,3602.0,2932508.0,432437.0,Normal,Normal
Verdigre,NE,1730.6793289999994,2557.686951,15.0,156.0,1862.0,3.0,551.0,2015693.0,66168.0,Normal,Normal
Verdigris,OK,6096.894936,11675.07548,22.0,289.0,3794.0,43.0,6174.0,8050772.0,741164.0,Normal,Normal
Vergas,MN,327.5624644,678.8638784,16.0,235.0,2768.0,23.0,3940.0,2995651.0,472996.0,Normal,Normal
Vergennes,VT,10317.91661,18259.54819,82.0,2101.0,14640.0,0.0,0.0,15888396.0,0.0,High,Normal
Vermilion,IL,270.50345960000004,557.7628272999998,4.0,62.0,702.0,0.0,0.0,717075.0,0.0,Normal,Normal
Vermilion,OH,47226.55726,77406.24796000001,222.0,3161.0,31347.0,457.0,80372.0,53442516.0,9648093.0,Very High,Very High
Vermillion,KS,372.76805930000006,446.62026169999996,5.0,39.0,396.0,2.0,289.0,713839.0,34639.0,Normal,Normal
Vermillion,MN,1849.709773,2538.761198,8.0,60.0,609.0,23.0,3823.0,659564.0,458872.0,Normal,Normal
Vermillion,SD,56313.96147,126696.1042,131.0,2400.0,27534.0,47.0,7021.0,29801431.0,842786.0,High,Normal
Vermont,IL,956.0393372999999,1258.103637,15.0,139.0,1559.0,0.0,0.0,1593153.0,0.0,Normal,Normal
Vermontville,MI,285.4125742,541.8238673,10.0,84.0,706.0,16.0,2397.0,920988.0,287705.0,Normal,Normal
Verndale,MN,2294.8803239999997,3955.799328,15.0,193.0,2121.0,0.0,5.0,2295626.0,563.0,Normal,Normal
Vernon,CA,6221.92,10168.81,52.0,2462.0,19095.0,468.0,54762.0,25568000.0,6573738.0,High,High
Vernon,CT,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,62160807.0,842786.0,Normal,Normal
Vernon,IL,275.5596769,541.1181836000002,5.0,62.0,692.0,4.0,479.0,707326.0,57451.0,Normal,Normal
Vernon,IN,3254.433136,6459.958497,22.0,184.0,2059.0,0.0,6.0,3510029.0,717.0,Normal,Normal
Vernon,MA,7138.797137000001,15666.667280000001,47.0,613.0,4270.0,0.0,0.0,4633877.0,0.0,Normal,Normal
Vernon,MI,4382.104271,4520.473263,20.0,202.0,1696.0,38.0,5834.0,2213554.0,700342.0,Normal,Normal
Vernon,NH,3569.398569,7833.333640000003,47.0,613.0,4270.0,0.0,0.0,4633877.0,0.0,Normal,Normal
Vernon,NJ,6221.92,10168.81,42.0,4337.0,37058.0,47.0,7021.0,71415186.0,842786.0,Very High,Normal
Vernon,NY,6221.92,10168.81,42.0,4343.0,37113.0,47.0,7021.0,71514431.0,842786.0,Very High,Normal
Vernon,TX,29715.66042,65341.83246000001,233.0,3770.0,44928.0,290.0,43526.0,60158777.0,5224928.0,Very High,High
Vernon,VT,7138.797137000001,15666.667280000001,47.0,613.0,4270.0,0.0,0.0,4633877.0,0.0,Normal,Normal
Vernon Center,MN,90.92873479,179.5809351,14.0,97.0,974.0,0.0,0.0,1053732.0,53.0,Normal,Normal
Vernonia,OR,3229.2335160000002,4404.220892,55.0,539.0,6224.0,60.0,6370.0,7676898.0,764678.0,Normal,Normal
Verona,MO,238.0606207,276.22731749999997,9.0,106.0,963.0,0.0,0.0,984063.0,0.0,Normal,Normal
Verona,MS,27956.9048,45356.06134,39.0,616.0,5330.0,110.0,15214.0,8934515.0,1826274.0,Normal,Normal
Verona,NY,61144.44123,108106.74900000001,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Verona,OH,756.3973708999997,662.5393365,5.0,36.0,401.0,5.0,787.0,683268.0,94486.0,Normal,Normal
Verona,PA,10355.89457,19491.02236,69.0,815.0,8678.0,190.0,25619.0,14794451.0,3075320.0,Normal,High
Verona,WI,25598.80406,42747.78374,169.0,3991.0,35762.0,47.0,7021.0,46678756.0,842786.0,Very High,Normal
Verona Island,ME,1190.025008,2570.8746,4.0,36.0,296.0,0.0,2.0,321169.0,242.0,Normal,Normal
Versailles,IL,368.5747728,520.4795893999999,6.0,117.0,1310.0,0.0,0.0,1338718.0,0.0,Normal,Normal
Versailles,IN,3918.7415979999996,6474.509702,65.0,698.0,7805.0,165.0,20214.0,13307167.0,2426566.0,Normal,Normal
Versailles,KY,17013.508680000006,29361.75183,173.0,2679.0,28640.0,430.0,57984.0,48009047.0,6960546.0,High,High
Versailles,OH,6212.85804,8965.722040999999,65.0,568.0,6343.0,42.0,7235.0,10814247.0,868472.0,Normal,Normal
Versailles,PA,4535.661423,8533.371579999999,45.0,677.0,7480.0,150.0,20247.0,12751997.0,2430463.0,Normal,Normal
Vershire,VT,8222.887987,17604.13685,14.0,117.0,813.0,0.0,0.0,882538.0,0.0,Normal,Normal
Vesper,WI,418.0104653,725.3926417,26.0,158.0,1411.0,33.0,4860.0,1841364.0,583450.0,Normal,Normal
Vesta,MN,100.5791153,183.88740269999997,3.0,18.0,188.0,2.0,358.0,203745.0,42959.0,Normal,Normal
Vestal,NY,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Vestal,PA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Veteran,NY,36761.819989999996,64886.27918,50.0,1366.0,12632.0,178.0,30703.0,22743942.0,3685690.0,High,High
Vevay,IN,3895.184138,6848.190613,92.0,760.0,8507.0,550.0,90866.0,14503608.0,10907845.0,Normal,Very High
Vevay,KY,3895.184138,6848.190613,92.0,760.0,8507.0,550.0,90866.0,14503608.0,10907845.0,Normal,Very High
Vian,OK,3574.0253049999997,4705.69785,20.0,247.0,3245.0,6.0,806.0,6886451.0,96738.0,Normal,Normal
Viborg,SD,12232.5874,36348.8717,24.0,201.0,2098.0,36.0,6130.0,2270591.0,735895.0,Normal,Normal
Viburnum,MO,10685.626629999999,20873.32849,11.0,128.0,1530.0,26.0,3255.0,1563188.0,390686.0,Normal,Normal
Vici,OK,2565.187941,2843.472897,16.0,134.0,1758.0,18.0,2665.0,3729232.0,319895.0,Normal,Normal
Vicksburg,MI,3943.150496,5945.206819,76.0,837.0,7143.0,214.0,32795.0,9323926.0,3936778.0,Normal,High
Victor,CO,2528.4842129999997,3310.040181,9.0,100.0,798.0,19.0,3479.0,1398948.0,417665.0,Normal,Normal
Victor,IA,987.4540865,1172.929027,27.0,112.0,1229.0,42.0,6616.0,1330279.0,794222.0,Normal,Normal
Victor,ID,5869.693302000002,10980.48263,23.0,202.0,2263.0,32.0,4487.0,2791001.0,538683.0,Normal,Normal
Victor,NY,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Victoria,IL,1499.934628,2426.716627,6.0,57.0,641.0,10.0,1258.0,654692.0,150988.0,Normal,Normal
Victoria,MN,6221.92,10168.81,86.0,684.0,6922.0,291.0,48369.0,7492512.0,5806394.0,Normal,High
Victoria,TX,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Victorville,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Victory,NY,1612.226369,3175.722569,10.0,59.0,481.0,0.0,0.0,866108.0,5.0,Normal,Normal
Victory Gardens,NJ,3239.143389,6102.212296,13.0,291.0,2490.0,50.0,4776.0,4798482.0,573274.0,Normal,Normal
Vidalia,LA,5908.2315549999985,8571.511558,60.0,1181.0,14655.0,95.0,11976.0,23383832.0,1437644.0,High,Normal
Vidor,TX,25117.90767,34616.55763,270.0,3396.0,40471.0,418.0,64169.0,64576732.0,7702961.0,Very High,High
Vienna,LA,550.892296,1459.215692,4.0,61.0,750.0,4.0,463.0,1197478.0,55581.0,Normal,Normal
Vienna,MD,142.3988986,250.62049190000002,3.0,33.0,274.0,0.0,0.0,528164.0,0.0,Normal,Normal
Vienna,ME,1984.497982,2654.329872,4.0,36.0,300.0,6.0,535.0,325160.0,64252.0,Normal,Normal
Vienna,MO,2224.385296,3473.7890399999997,29.0,278.0,3324.0,32.0,3712.0,3396314.0,445553.0,Normal,Normal
Vienna,NY,34532.27652,53816.29825,80.0,525.0,4990.0,0.0,5.0,8985147.0,587.0,Normal,Normal
Vienna,VA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Viking,MN,701.7207985,972.2871277,0.0,11.0,128.0,0.0,0.0,138922.0,0.0,Normal,Normal
Vilas,CO,225.75803109999998,163.4844745,1.0,17.0,120.0,1.0,232.0,209720.0,27849.0,Normal,Normal
Vilas,SD,239.4213415,667.9394075,1.0,7.0,91.0,1.0,153.0,98165.0,18407.0,Normal,Normal
Villa Grove,IL,5836.318075,7113.5279709999995,44.0,342.0,3840.0,0.0,0.0,3922725.0,0.0,Normal,Normal
Villa Hills,KY,11861.42489,24018.33127,71.0,742.0,9644.0,128.0,17656.0,16441837.0,2119413.0,Normal,Normal
Villa Hills,OH,5930.712443,12009.16563,71.0,742.0,9644.0,128.0,17656.0,16441837.0,2119413.0,Normal,Normal
Villa Park,CA,23867.96332,42629.96018,116.0,1373.0,10672.0,136.0,15934.0,14290176.0,1912799.0,High,Normal
Villa Park,IL,6221.92,10168.81,42.0,3297.0,37765.0,47.0,7021.0,64385654.0,842786.0,Very High,Normal
Village of Clarkston,MI,3386.1332450000004,7822.847234000003,37.0,677.0,7036.0,159.0,24320.0,9183210.0,2919495.0,Normal,Normal
Village of Grosse Pointe Shores,MI,6560.011833,13267.3194,2.0,1113.0,11571.0,3.0,495.0,15102564.0,59419.0,High,Normal
Villard,MN,560.0811239,1045.836185,9.0,76.0,771.0,7.0,1171.0,834166.0,140619.0,Normal,Normal
Ville Platte,LA,29591.253310000004,65010.72236,218.0,3616.0,34600.0,389.0,49054.0,6139039.0,5888536.0,Very High,High
Villenova,NY,1027.44946,1114.591608,69.0,584.0,5535.0,114.0,21266.0,9965279.0,2552817.0,Normal,Normal
Villisca,IA,2548.870304,4527.367971,40.0,182.0,1990.0,63.0,10486.0,2153976.0,1258751.0,Normal,Normal
Vilonia,AR,5777.179938,9996.144379000001,42.0,486.0,5937.0,194.0,30526.0,9473083.0,3664401.0,Normal,High
Vinalhaven,ME,9808.70516,14243.56051,21.0,473.0,1978.0,0.0,0.0,2146798.0,0.0,Normal,Normal
Vincennes,IN,59268.0844,113579.7509,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Vincent,IA,225.75803109999998,163.4844745,4.0,21.0,228.0,7.0,1121.0,246358.0,134597.0,Normal,Normal
Vine Grove,KY,12570.0066,20722.161959999998,71.0,731.0,7810.0,93.0,13041.0,13091576.0,1565493.0,Normal,Normal
Vineland,MN,2672.172523,3353.866352,4.0,82.0,814.0,22.0,3642.0,880591.0,437194.0,Normal,Normal
Vineland,NJ,6221.92,10168.81,42.0,417.0,4199.0,1.0,92.0,6139039.0,11066.0,Normal,Normal
Vineyard,UT,1278.224779,2309.4303,28.0,383.0,4344.0,113.0,15217.0,5358028.0,1826701.0,Normal,Normal
Vineyard Lake,MI,140.19441819999997,450.7264324,15.0,126.0,1059.0,28.0,4364.0,1381950.0,523847.0,Normal,Normal
Vinita,OK,30406.30404,79272.41889,112.0,1478.0,19428.0,34.0,4873.0,41222936.0,584974.0,High,Normal
Vinton,IA,21490.2821,50868.7992,172.0,1009.0,11046.0,415.0,64996.0,11956289.0,7802298.0,High,High
Vinton,OH,64.55430888,122.21896409999998,4.0,43.0,425.0,7.0,1270.0,723781.0,152450.0,Normal,Normal
Vinton,TX,7315.609785,8216.654179000001,48.0,548.0,6536.0,62.0,9320.0,8394084.0,1118741.0,Normal,Normal
Viola,AR,537.1922939,639.9064275000002,5.0,76.0,929.0,0.0,0.0,1482832.0,0.0,Normal,Normal
Viola,DE,602.5499408,879.9757235999997,3.0,33.0,324.0,0.0,0.0,624605.0,0.0,Normal,Normal
Viola,IL,1367.232314,2127.339833,21.0,170.0,1920.0,16.0,2787.0,1961864.0,334563.0,Normal,Normal
Viola,KS,325.3619856,502.49499160000005,1.0,23.0,222.0,3.0,394.0,400288.0,47351.0,Normal,Normal
Viola,WI,1518.704039,3203.730654,11.0,59.0,540.0,2.0,375.0,584838.0,44981.0,Normal,Normal
Virden,IL,12263.28753,20632.23651,93.0,1298.0,14594.0,391.0,44066.0,14908930.0,5289745.0,High,High
Virgil,IL,583.5163683999998,766.9004989,2.0,12.0,140.0,11.0,1845.0,238172.0,221516.0,Normal,Normal
Virgil,NY,3488.5704950000004,6718.9067060000025,48.0,1109.0,10501.0,0.0,69.0,18907374.0,8328.0,High,Normal
Virgin,UT,3142.147441,7762.61305,5.0,82.0,935.0,12.0,1592.0,1153139.0,191158.0,Normal,Normal
Virginia,IL,4953.991134000001,7876.119627,39.0,310.0,3487.0,0.0,0.0,3562172.0,0.0,Normal,Normal
Virginia,MN,6221.92,10168.81,249.0,4822.0,41575.0,47.0,7021.0,44999460.0,842786.0,Very High,Normal
Virginia City,MT,1454.252915,2488.239577,17.0,161.0,1440.0,65.0,8647.0,1776255.0,1037979.0,Normal,Normal
Viroqua,WI,23937.4093,59381.87711,114.0,3100.0,30577.0,499.0,82642.0,33095693.0,9920512.0,Very High,Very High
Visalia,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Vista,CA,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Vivian,LA,14946.57014,38899.16548,67.0,939.0,10957.0,73.0,9252.0,23249686.0,1110646.0,High,Normal
Volente,TX,1286.7806039999996,2172.430846,8.0,149.0,1772.0,18.0,2656.0,2372386.0,318819.0,Normal,Normal
Volga,IA,1659.243651,1471.937183,4.0,18.0,198.0,5.0,846.0,214113.0,101573.0,Normal,Normal
Volga,SD,2943.73396,5527.474920000002,32.0,269.0,3459.0,65.0,11244.0,3743612.0,1349724.0,Normal,Normal
Volin,SD,145.7049949,319.70200819999997,3.0,25.0,256.0,3.0,531.0,276549.0,63697.0,Normal,Normal
Volney,NY,20753.40239,33696.43414,68.0,1827.0,17372.0,258.0,51364.0,31279960.0,6165871.0,High,High
Volo,IL,11649.56612,19040.37109,38.0,801.0,9173.0,232.0,38444.0,15639741.0,4614942.0,Normal,High
Voluntown,CT,10846.63875,17075.6966,44.0,295.0,1852.0,0.0,0.0,2010226.0,30.0,Normal,Normal
Voluntown,RI,8677.311004000001,13660.55728,44.0,295.0,1852.0,0.0,0.0,2010226.0,30.0,Normal,Normal
Von Ormy,TX,499.48433339999997,771.4362775000003,10.0,76.0,905.0,10.0,1642.0,1211126.0,197155.0,Normal,Normal
Vona,CO,252.132457,220.84644550000002,3.0,59.0,520.0,12.0,1811.0,911836.0,217386.0,Normal,Normal
Vonore,TN,28914.07198,38981.33304,35.0,536.0,4582.0,0.0,0.0,7680171.0,9.0,Normal,Normal
Voorhees,NJ,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
WaKeeney,KS,16339.6237,41490.44118,78.0,1164.0,10770.0,163.0,23959.0,19395668.0,2876061.0,High,Normal
Wabash,IN,37288.49119,77880.37875,289.0,3875.0,43468.0,47.0,7021.0,6139039.0,842786.0,Very High,Normal
Wabasha,MN,43644.47429,112922.7214,119.0,879.0,8858.0,272.0,47509.0,9587712.0,5703108.0,Normal,High
Wabasha,WI,43644.47429,112922.7214,119.0,879.0,8858.0,272.0,47509.0,9587712.0,5703108.0,Normal,High
Wabasso,MN,2862.256814,5039.22389,38.0,215.0,2162.0,101.0,18088.0,2340390.0,2171298.0,Normal,Normal
Wabeno,WI,376.8281478,950.0093757000001,16.0,247.0,2650.0,51.0,8392.0,3459267.0,1007436.0,Normal,Normal
Waco,NE,252.132457,220.84644550000002,13.0,103.0,959.0,12.0,2173.0,1037466.0,260842.0,Normal,Normal
Waco,TX,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Waconia,MN,64397.3557,141945.2993,173.0,2333.0,23521.0,856.0,7021.0,25458379.0,842786.0,High,Normal
Wacousta,MI,9143.945036,18384.18262,11.0,333.0,2782.0,43.0,6637.0,3631201.0,796750.0,Normal,Normal
Waddington,NY,13830.01686,25367.50421,56.0,292.0,2781.0,0.0,0.0,5007308.0,0.0,Normal,Normal
Wadena,IA,394.9409203,715.8365514999997,12.0,55.0,604.0,21.0,3260.0,653444.0,391382.0,Normal,Normal
Wadena,MN,28937.587330000002,64161.83795,115.0,1495.0,16398.0,46.0,7780.0,17748787.0,933885.0,High,Normal
Wadsworth,IL,26559.7901,44360.14681000001,36.0,2501.0,28645.0,640.0,87577.0,48836168.0,10513029.0,High,Very High
Wadsworth,OH,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Wadsworth,WI,5311.958019,8872.029362000001,36.0,2501.0,28645.0,640.0,87577.0,48836168.0,10513029.0,High,Very High
Waelder,TX,635.2589207999997,932.7448962000001,5.0,53.0,627.0,6.0,916.0,839358.0,109941.0,Normal,Normal
Waggoner,IL,153.0306122,246.94102819999998,1.0,17.0,188.0,3.0,294.0,191901.0,35276.0,Normal,Normal
Wagner,SD,15228.88366,39722.59259,53.0,829.0,10240.0,0.0,0.0,11083601.0,0.0,High,Normal
Wagon Mound,NM,283.632187,655.9286381000003,4.0,32.0,326.0,4.0,487.0,418865.0,58482.0,Normal,Normal
Wagoner,OK,22139.00103,50960.15839,191.0,2110.0,27736.0,9.0,1374.0,58852546.0,164945.0,High,Normal
Wahkon,MN,1641.071804,3197.362177,8.0,111.0,1041.0,19.0,3178.0,1126847.0,381463.0,Normal,Normal
Wahoo,NE,22706.830019999998,50611.24395,85.0,579.0,6797.0,111.0,19295.0,7357246.0,2316196.0,Normal,Normal
Wahpeton,MN,19185.24958,35764.52221,166.0,3812.0,48490.0,536.0,99244.0,52483727.0,11913491.0,Very High,Very High
Wahpeton,ND,19185.24958,35764.52221,166.0,3812.0,48490.0,536.0,99244.0,52483727.0,11913491.0,Very High,Very High
Waite,ME,117.0633429,147.84023480000005,1.0,18.0,140.0,0.0,0.0,152242.0,0.0,Normal,Normal
Waite Hill,OH,1697.048753,3434.1634700000004,21.0,249.0,2316.0,40.0,8185.0,3948364.0,982539.0,Normal,Normal
Waite Park,MN,74655.63282,117882.7792,195.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Waitsburg,WA,2329.829907,3383.731232,17.0,147.0,1741.0,0.0,0.0,2146785.0,35.0,Normal,Normal
Waitsfield,VT,44131.24383,70665.30922000001,101.0,1284.0,8937.0,0.0,0.0,9699202.0,0.0,Normal,Normal
Wakarusa,IN,5533.675353000001,8960.164543,79.0,642.0,6274.0,268.0,44966.0,10696303.0,5397815.0,Normal,High
Wake Village,TX,13182.17871,20900.11407,86.0,1124.0,13392.0,126.0,19385.0,28414895.0,2326995.0,High,Normal
Wakefield,KS,1485.331666,2897.7831699999997,16.0,245.0,2421.0,14.0,1892.0,4359934.0,227117.0,Normal,Normal
Wakefield,MA,6221.92,10168.81,42.0,417.0,46448.0,47.0,7021.0,50408330.0,842786.0,Very High,Normal
Wakefield,MI,3641.039101,4862.045227000001,43.0,380.0,3383.0,51.0,7772.0,3661650.0,933024.0,Normal,Normal
Wakeman,OH,436.7064512,985.3484973,20.0,142.0,1407.0,45.0,8215.0,2398631.0,986114.0,Normal,Normal
Wakita,OK,26.37442591,57.36197099,12.0,115.0,1508.0,12.0,1758.0,3200384.0,211074.0,Normal,Normal
Wakonda,SD,1043.108498,2422.912558,9.0,89.0,990.0,18.0,3599.0,1071036.0,431976.0,Normal,Normal
Walbridge,OH,6141.076848,7724.862229,23.0,308.0,2859.0,54.0,9838.0,4874935.0,1180931.0,Normal,Normal
Walcott,IA,8655.297819,14966.42164,28.0,152.0,1667.0,49.0,8164.0,1803961.0,980065.0,Normal,Normal
Walcott,ND,825.0483297999997,1104.27908,1.0,11.0,110.0,0.0,1.0,118718.0,91.0,Normal,Normal
Walden,CO,4992.913073,7101.627570999999,22.0,238.0,2573.0,14.0,2621.0,4509358.0,314652.0,Normal,Normal
Walden,VT,3860.9841420000002,4471.948649,14.0,99.0,680.0,0.0,0.0,737964.0,0.0,Normal,Normal
Waldo,AR,557.1965972999999,746.483283,13.0,141.0,1729.0,50.0,7916.0,2758175.0,950270.0,Normal,Normal
Waldo,KS,47.78310488,65.92281213,4.0,95.0,880.0,7.0,896.0,1584705.0,107523.0,Normal,Normal
Waldo,ME,6484.074737,14374.24261,4.0,20.0,168.0,0.0,0.0,181979.0,0.0,Normal,Normal
Waldo,OH,2446.08672,3428.48165,24.0,142.0,1402.0,31.0,5706.0,2389547.0,685004.0,Normal,Normal
Waldo,WI,3222.232806,3806.6979840000004,11.0,57.0,494.0,20.0,3107.0,841668.0,373016.0,Normal,Normal
Waldoboro,ME,6221.92,161162.5857,143.0,938.0,7861.0,0.0,0.0,8531439.0,0.0,Normal,Normal
Waldorf,MN,1540.120955,2641.360017,10.0,60.0,609.0,0.0,0.0,658708.0,55.0,Normal,Normal
Waldron,AR,16110.38036,41565.8617,47.0,598.0,7810.0,0.0,0.0,12461821.0,0.0,Normal,Normal
Waldron,MI,288.1572634,282.514884,22.0,176.0,1484.0,0.0,1.0,1937221.0,84.0,Normal,Normal
Waldwick,NJ,6221.92,10168.81,199.0,3376.0,27896.0,47.0,7021.0,53759121.0,842786.0,High,Normal
Wales,AK,273.22803,201.50582,1.0,31.0,183.0,0.0,0.0,252308.0,0.0,Normal,Normal
Wales,CT,873.8722361,1318.372866,30.0,250.0,1686.0,0.0,0.0,1829353.0,3.0,Normal,Normal
Wales,MA,3495.4889439999997,5273.4914659999995,30.0,250.0,1686.0,0.0,0.0,1829353.0,3.0,Normal,Normal
Wales,ME,9823.559079,17328.10873,18.0,144.0,1206.0,0.0,1.0,1308654.0,163.0,Normal,Normal
Wales,ND,1070.021735,853.317466,1.0,30.0,386.0,2.0,368.0,418313.0,44177.0,Normal,Normal
Wales,NY,20402.84742,36382.82913,62.0,363.0,3407.0,134.0,24953.0,6134171.0,2995429.0,Normal,High
Wales,WI,21044.99605,36962.83083,49.0,466.0,4018.0,106.0,17963.0,6850787.0,2156273.0,Normal,Normal
Walford,IA,11274.67712,14988.18526,10.0,92.0,1011.0,23.0,3816.0,1094642.0,458075.0,Normal,Normal
Walhalla,ND,3310.125664,5543.109726,36.0,1290.0,16467.0,85.0,15718.0,17823222.0,1886774.0,High,Normal
Walker,IA,1313.223817,1709.3617510000001,17.0,76.0,827.0,55.0,8604.0,895183.0,1032796.0,Normal,Normal
Walker,LA,33340.12463,50975.14161,96.0,100.0,1016.0,172.0,21730.0,1621465.0,2608547.0,Normal,Normal
Walker,MI,6221.92,10168.81,42.0,417.0,4199.0,0.0,0.0,6139039.0,0.0,Normal,Normal
Walker,MN,20304.01671,38531.05833,54.0,546.0,5741.0,122.0,21297.0,6214125.0,2556495.0,Normal,Normal
Walker,PA,28386.62175,54532.62266,71.0,507.0,5820.0,202.0,25632.0,10639360.0,3076938.0,Normal,High
Walkersville,MD,15179.026130000002,25913.26287,74.0,703.0,6852.0,96.0,11129.0,11682143.0,1336001.0,Normal,Normal
Walkerton,IN,2369.164813,3402.412756,82.0,868.0,7339.0,204.0,34220.0,12512049.0,4107863.0,Normal,High
Wall,NJ,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Wall,PA,1002.1114060000001,2557.911262,6.0,83.0,883.0,22.0,2947.0,1506132.0,353708.0,Normal,Normal
Wall,SD,5113.681671,7626.436607,16.0,230.0,2343.0,0.0,4.0,2535555.0,475.0,Normal,Normal
Wall Lake,IA,3911.0381810000003,5970.050396,20.0,114.0,1245.0,41.0,6956.0,1347716.0,834996.0,Normal,Normal
Walla Walla,WA,6221.92,10168.81,42.0,417.0,4199.0,24.0,2790.0,6139039.0,334931.0,Normal,Normal
Wallace,ID,3514.306659000001,5909.323816,60.0,820.0,9147.0,230.0,31220.0,11282111.0,3747741.0,Normal,High
Wallace,KS,389.37728589999995,454.96929010000014,0.0,7.0,53.0,1.0,155.0,96138.0,18551.0,Normal,Normal
Wallace,NE,1205.136337,1416.201288,10.0,50.0,485.0,0.0,0.0,849338.0,0.0,Normal,Normal
Wallace,PA,20817.76774,36664.72635,58.0,502.0,5582.0,0.0,2.0,10757678.0,246.0,Normal,Normal
Wallace,SD,314.23433439999997,288.2065386000001,3.0,25.0,308.0,0.0,0.0,333233.0,0.0,Normal,Normal
Wallagrass,ME,2927.5966,6478.5717079999995,7.0,18.0,153.0,0.0,0.0,165563.0,0.0,Normal,Normal
Walled Lake,MI,47344.85454,75000.53538,162.0,3294.0,34234.0,786.0,120437.0,44683771.0,14457528.0,Very High,Very High
Waller,TX,5573.508952,7872.035677,39.0,632.0,7531.0,70.0,10764.0,12017208.0,1292199.0,Normal,Normal
Wallingford,CT,6221.92,10168.81,42.0,417.0,4199.0,47.0,7021.0,6139039.0,842786.0,Normal,Normal
Wallingford,IA,2304.790627,4871.888508,4.0,31.0,339.0,12.0,2055.0,367051.0,246718.0,Normal,Normal
Wallingford,VT,45019.26582,80698.3096,56.0,428.0,2980.0,0.0,0.0,3233815.0,0.0,Normal,Normal
Wallington,NJ,86815.54698,133510.6043,181.0,2160.0,17903.0,819.0,113126.0,34500866.0,13579910.0,High,Very High
Wallins Creek,KY,420.3599159,298.15220239999996,4.0,21.0,226.0,0.0,0.0,378621.0,0.0,Normal,Normal
Wallis,TX,497.63295830000004,701.5056864000003,28.0,260.0,3104.0,34.0,5258.0,4156019.0,631147.0,Normal,Normal
