,elec_score,gas_score,num_establishments,elec_1kdollars,elec_mwh,gas_1kdollars,gas_mcf,elec_lb_ghg,gas_lb_ghg,k distances,local outlier factor
7867,1935.067957102021,3248.3087039404686,58.0,481.0,5412.0,737.0,96971.0,5528796.0,11640716.0,8740193.627924278,1.8127886820834507
2847,676741.314936319,1185340.5297284229,2092.0,58186.0,545330.0,4362.0,570515.0,917050993.0,68486187.0,636372394.6581533,1.813132455258103
4951,10044.434940122099,16188.014099541091,39.0,332.0,3734.0,568.0,74789.0,3814482.0,8977907.0,6742887.759039141,1.8185584908226418
16053,8862.502640102726,15511.097984551341,57.0,871.0,9797.0,1159.0,152519.0,10008933.0,18308809.0,13851017.152417256,1.8259077360987523
14518,34272.235277175096,55119.77599831405,3592.25,52917.0,503176.5,10400.5,2068392.5,905999270.25,248295219.5,653609692.6207174,1.8469876366027231
8366,37865.068765991164,80659.27227001643,254.0,4420.0,49716.0,4525.0,595399.0,50790483.0,71473253.0,55184961.86551322,1.8646359961672923
15528,423835.18834163045,753918.5030118476,471.0,7054.0,46448.0,5419.0,597059.0,50408330.0,71672514.0,55419430.77006304,1.897088274034968
9502,3797.446873276071,6066.757975981994,65.0,463.0,5213.0,747.0,98298.0,5325637.0,11799912.0,8923916.40967419,1.8990683478630765
5714,4811041.391818382,9536335.721466897,3186.0,107590.0,707086.0,7083.0,829118.0,946794653.0,99529515.0,666366321.1241428,1.9059157283720791
14656,1580086.863323951,3093054.0693212417,2757.0,53873.0,512369.0,11755.0,2342179.0,922547527.0,281161504.0,678182641.7600315,1.9184014711111004
14044,1718498.7707552663,3383169.9778245674,3434.0,75110.0,754737.0,17447.0,2147839.0,930908794.0,257832368.0,678628727.7007133,1.924651613968605
118,2299625.5219107387,4561365.886251337,2007.0,54527.0,518575.0,10691.0,2130191.0,933721131.0,255713890.0,680546583.432846,1.9278002505340897
8561,8788782.358650293,16651957.278359884,5468.0,91733.0,712853.0,8768.0,1144095.0,954517548.0,137340259.0,677094286.0326366,1.9360077783986178
13985,3219659.8815462026,6376874.441265869,2106.0,69132.0,718542.0,13595.0,2083886.0,937871222.0,250155245.0,682717278.5753905,1.9362689826168913
6620,1999235.1310423976,3925995.2186381775,2396.0,57180.0,721152.0,16677.0,2397009.0,926190179.0,287743426.0,683580671.023083,1.9365585105594707
3034,291560.7830766603,480089.9499942999,296.0,5147.0,35869.0,3280.0,494987.0,38926886.0,59419579.0,46051602.38839621,1.9632646228386135
6637,18315.674184309235,34002.61339394162,56.0,533.0,5999.0,869.0,114300.0,6128750.0,13720896.0,10458487.594351338,1.9685906649276028
15295,22303.173523131063,53184.5694331963,1105.75,98479.0,583250.25,29934.5,3779077.5,804672868.25,453650617.5,656162480.2696518,1.9741756275738245
12711,8778.010555054358,11286.352652745218,58.0,444.0,4988.0,746.0,98141.0,5096238.0,11781111.0,8951535.332950156,1.9756247948809371
14097,3475869.7350873896,6526913.107183231,3194.0,73986.0,927415.0,13047.0,2355513.0,947456254.0,282762088.0,701486828.7071631,1.9906262265124244
12508,675565.9706956261,1296883.3644280375,3082.0,57209.0,721521.0,19561.0,3070818.0,889939283.0,368629257.0,682833788.8802235,1.9913414630633304
12509,2702263.8827825044,5187533.45771215,3082.0,57209.0,721521.0,19561.0,3070818.0,889939283.0,368629257.0,682845994.5294882,1.991390011033748
12811,994958.5634017132,2013142.5093621863,1118.0,59787.0,506582.0,8953.0,1036336.0,976252022.0,124404591.0,695474569.3078066,1.9918325153219751
11690,27608.4998390325,56581.519169234416,157.0,1997.0,23805.0,2136.0,621824.0,50510317.0,74645477.0,58215334.21537634,2.0122728100826466
10438,1102.694064156228,1199.2662729595568,6.0,50.0,565.0,138.0,18072.0,577078.0,2169371.0,1724554.905000465,2.0557234997083675
5913,1145.3279743147905,2309.463773343378,16.0,309.0,3347.0,585.0,76921.0,3419232.0,9233851.0,7082189.58815296,2.057735420152979
16149,10351.211984507525,12688.115219377587,116.0,63.0,533.0,191.0,24145.0,850890.0,2898447.0,2277660.3497801404,2.116797838539717
10615,377022.77624637797,719075.8134775391,2240.0,66141.0,833710.0,9246.0,1515093.0,1033544764.0,181875791.0,758132001.0086501,2.1990801758373184
5900,1350024.312733709,2615240.2307491903,3170.0,93341.0,785453.0,0.0,0.0,1025205668.0,0.0,743343766.7156577,2.2064473341357145
4418,4923608.748665258,7995784.042101147,1868.0,64404.0,534997.0,13339.0,1776318.0,1031012393.0,213233990.0,760918507.405488,2.210003507563721
13728,151313.47062996664,344460.7718412932,1.0,31.0,183.0,0.0,0.0,252308.0,0.0,390350.12746355234,2.2571536382797044
8371,1999797.1366709159,3935318.3337530117,3760.0,75408.0,989097.0,9093.0,1583894.0,1070562425.0,190134929.0,791806740.8863223,2.2580398643011907
10243,2317955.9005590864,4191035.47353963,1926.0,60519.0,627382.0,10734.0,1779655.0,1069620174.0,213634525.0,794090493.9366336,2.2637688683072286
14523,66680.34406326004,140460.11761477086,377.0,295.0,2507.0,731.0,92281.0,4000734.0,11077650.0,8585780.945519837,2.276507198886229
1485,3306042.668829021,6378217.884427797,4160.0,64409.0,853909.0,18074.0,2559764.0,1053228915.0,307280984.0,800984345.1859093,2.2855342779891323
630,490349.2723088783,895395.6650511277,584.0,80847.0,564703.0,18997.0,1951044.0,1088259796.0,234208580.0,814716171.3851451,2.3212383053729697
5857,24047.743801277004,52864.046500713135,136.0,138.0,1761.0,325.0,60162.0,1905742.0,7222018.0,5741235.0535078645,2.3747983638381838
6448,252.13245695723725,220.84644548423654,11.0,87.0,983.0,240.0,31440.0,1003969.0,3774152.0,3006674.5087140477,2.3779425152627933
5218,905857.6399254468,1627917.8074294396,1598.0,38091.0,524597.0,7126.0,1079883.0,1113122397.0,129632112.0,824224113.3417864,2.387225221727509
5217,1509762.7332090782,2713196.3457157314,1598.0,38091.0,524597.0,7126.0,1079883.0,1113122397.0,129632112.0,824227255.4200432,2.3872261606646026
2971,1918.0229561559945,3254.026595284017,2603.5,60463.75,651463.0,7671.0,1029156.75,1092053287.0,123542746.25,807664183.4062704,2.390675524595678
9126,6671.313474315319,12783.999938331057,9.0,75.0,839.0,216.0,28370.0,856900.0,3405655.0,2730936.981822726,2.43662793942148
4539,427.71914623987715,567.7734068300084,18.0,106.0,1196.0,298.0,39063.0,1221766.0,4689267.0,3752663.4677140526,2.440501834874211
